,number,value,datetime_start,datetime_complete,duration,params_ADP_BIIB_beta_win,params_ADP_BIIB_stop_loss,params_ADP_BIIB_trade_freq,params_ADP_BIIB_z_entry,params_ADP_BIIB_z_exit,params_ADP_BIIB_z_stop_scaler,params_ADP_BIIB_z_win,params_ADP_NXPI_beta_win,params_ADP_NXPI_stop_loss,params_ADP_NXPI_trade_freq,params_ADP_NXPI_z_entry,params_ADP_NXPI_z_exit,params_ADP_NXPI_z_stop_scaler,params_ADP_NXPI_z_win,params_AEP_NXPI_beta_win,params_AEP_NXPI_stop_loss,params_AEP_NXPI_trade_freq,params_AEP_NXPI_z_entry,params_AEP_NXPI_z_exit,params_AEP_NXPI_z_stop_scaler,params_AEP_NXPI_z_win,params_AMAT_GOOGL_beta_win,params_AMAT_GOOGL_stop_loss,params_AMAT_GOOGL_trade_freq,params_AMAT_GOOGL_z_entry,params_AMAT_GOOGL_z_exit,params_AMAT_GOOGL_z_stop_scaler,params_AMAT_GOOGL_z_win,params_AMAT_GOOG_beta_win,params_AMAT_GOOG_stop_loss,params_AMAT_GOOG_trade_freq,params_AMAT_GOOG_z_entry,params_AMAT_GOOG_z_exit,params_AMAT_GOOG_z_stop_scaler,params_AMAT_GOOG_z_win,params_BIIB_GEHC_beta_win,params_BIIB_GEHC_stop_loss,params_BIIB_GEHC_trade_freq,params_BIIB_GEHC_z_entry,params_BIIB_GEHC_z_exit,params_BIIB_GEHC_z_stop_scaler,params_BIIB_GEHC_z_win,params_BIIB_NXPI_beta_win,params_BIIB_NXPI_stop_loss,params_BIIB_NXPI_trade_freq,params_BIIB_NXPI_z_entry,params_BIIB_NXPI_z_exit,params_BIIB_NXPI_z_stop_scaler,params_BIIB_NXPI_z_win,params_BKR_ODFL_beta_win,params_BKR_ODFL_stop_loss,params_BKR_ODFL_trade_freq,params_BKR_ODFL_z_entry,params_BKR_ODFL_z_exit,params_BKR_ODFL_z_stop_scaler,params_BKR_ODFL_z_win,params_CHTR_ODFL_beta_win,params_CHTR_ODFL_stop_loss,params_CHTR_ODFL_trade_freq,params_CHTR_ODFL_z_entry,params_CHTR_ODFL_z_exit,params_CHTR_ODFL_z_stop_scaler,params_CHTR_ODFL_z_win,params_CTAS_LIN_beta_win,params_CTAS_LIN_stop_loss,params_CTAS_LIN_trade_freq,params_CTAS_LIN_z_entry,params_CTAS_LIN_z_exit,params_CTAS_LIN_z_stop_scaler,params_CTAS_LIN_z_win,params_CTSH_ODFL_beta_win,params_CTSH_ODFL_stop_loss,params_CTSH_ODFL_trade_freq,params_CTSH_ODFL_z_entry,params_CTSH_ODFL_z_exit,params_CTSH_ODFL_z_stop_scaler,params_CTSH_ODFL_z_win,params_FTNT_SBUX_beta_win,params_FTNT_SBUX_stop_loss,params_FTNT_SBUX_trade_freq,params_FTNT_SBUX_z_entry,params_FTNT_SBUX_z_exit,params_FTNT_SBUX_z_stop_scaler,params_FTNT_SBUX_z_win,params_GEHC_NXPI_beta_win,params_GEHC_NXPI_stop_loss,params_GEHC_NXPI_trade_freq,params_GEHC_NXPI_z_entry,params_GEHC_NXPI_z_exit,params_GEHC_NXPI_z_stop_scaler,params_GEHC_NXPI_z_win,params_GFS_KDP_beta_win,params_GFS_KDP_stop_loss,params_GFS_KDP_trade_freq,params_GFS_KDP_z_entry,params_GFS_KDP_z_exit,params_GFS_KDP_z_stop_scaler,params_GFS_KDP_z_win,params_GOOG_LRCX_beta_win,params_GOOG_LRCX_stop_loss,params_GOOG_LRCX_trade_freq,params_GOOG_LRCX_z_entry,params_GOOG_LRCX_z_exit,params_GOOG_LRCX_z_stop_scaler,params_GOOG_LRCX_z_win,params_INTC_NXPI_beta_win,params_INTC_NXPI_stop_loss,params_INTC_NXPI_trade_freq,params_INTC_NXPI_z_entry,params_INTC_NXPI_z_exit,params_INTC_NXPI_z_stop_scaler,params_INTC_NXPI_z_win,params_KDP_NXPI_beta_win,params_KDP_NXPI_stop_loss,params_KDP_NXPI_trade_freq,params_KDP_NXPI_z_entry,params_KDP_NXPI_z_exit,params_KDP_NXPI_z_stop_scaler,params_KDP_NXPI_z_win,params_MDLZ_NXPI_beta_win,params_MDLZ_NXPI_stop_loss,params_MDLZ_NXPI_trade_freq,params_MDLZ_NXPI_z_entry,params_MDLZ_NXPI_z_exit,params_MDLZ_NXPI_z_stop_scaler,params_MDLZ_NXPI_z_win,params_MRNA_NXPI_beta_win,params_MRNA_NXPI_stop_loss,params_MRNA_NXPI_trade_freq,params_MRNA_NXPI_z_entry,params_MRNA_NXPI_z_exit,params_MRNA_NXPI_z_stop_scaler,params_MRNA_NXPI_z_win,params_SMCI_XEL_beta_win,params_SMCI_XEL_stop_loss,params_SMCI_XEL_trade_freq,params_SMCI_XEL_z_entry,params_SMCI_XEL_z_exit,params_SMCI_XEL_z_stop_scaler,params_SMCI_XEL_z_win,params_buffer_capital,params_pairs_to_trade,state
101,101,-0.23645958879871623,2025-06-21 19:48:08.468462,2025-06-21 19:48:14.206682,0 days 00:00:05.738220,5904.0,0.01,4m,1.4,0.6000000000000001,1.0,544.0,4192.0,0.015,2m,2.2,0.6000000000000001,0.5,648.0,6496.0,0.01,1m,2.4000000000000004,0.0,1.5,376.0,3216.0,0.01,2m,2.8,1.0,1.0,72.0,3096.0,0.01,2m,1.6,1.0,2.0,816.0,5808.0,0.01,2m,3.0,0.8,2.0,536.0,7128.0,0.015,5m,2.0,0.6000000000000001,1.5,344.0,4016.0,0.02,3m,2.0,0.2,0.5,912.0,2280.0,0.01,2m,2.2,0.8,1.0,440.0,,,,,,,,7240.0,0.02,1m,1.4,0.2,2.0,168.0,,,,,,,,4256.0,0.015,4m,2.0,0.4,2.0,880.0,7856.0,0.015,1m,2.4000000000000004,0.6000000000000001,1.5,768.0,,,,,,,,3568.0,0.01,2m,2.8,0.2,2.0,440.0,8176,0.015,3m,2.8,1.0,1.0,624,1928.0,0.01,3m,1.2,0.2,0.5,200.0,4280.0,0.015,4m,3.0,0.8,1.0,96.0,,,,,,,,0.35000000000000003,16,COMPLETE
102,102,-0.8940990464176457,2025-06-21 19:48:14.287091,2025-06-21 19:48:19.869905,0 days 00:00:05.582814,5304.0,0.01,4m,1.2,0.6000000000000001,1.0,640.0,4416.0,0.015,2m,2.4000000000000004,0.6000000000000001,0.5,608.0,2288.0,0.01,1m,2.6,0.0,1.5,608.0,3848.0,0.01,2m,3.0,1.0,1.0,120.0,2472.0,0.015,2m,1.4,0.6000000000000001,2.0,872.0,3536.0,0.01,2m,2.6,1.0,2.0,360.0,7768.0,0.015,5m,2.2,0.6000000000000001,1.5,424.0,3144.0,0.015,3m,1.6,0.2,0.5,784.0,2624.0,0.01,2m,2.8,0.8,0.5,360.0,,,,,,,,6976.0,0.02,1m,1.6,0.2,2.0,336.0,,,,,,,,2008.0,0.01,4m,2.6,0.6000000000000001,1.5,912.0,7624.0,0.015,1m,2.2,0.8,2.0,576.0,,,,,,,,2912.0,0.01,2m,2.0,0.2,2.0,536.0,7640,0.015,3m,3.0,1.0,1.0,576,,,,,,,,3864.0,0.015,4m,2.8,1.0,1.0,168.0,,,,,,,,0.45,15,COMPLETE
103,103,-0.1830525700983062,2025-06-21 19:48:19.974331,2025-06-21 19:48:25.608593,0 days 00:00:05.634262,5840.0,0.01,4m,2.6,0.6000000000000001,0.5,336.0,3664.0,0.015,2m,2.2,0.6000000000000001,0.5,664.0,6360.0,0.01,1m,2.0,0.0,1.5,568.0,3488.0,0.01,2m,2.6,0.8,0.5,216.0,2096.0,0.01,2m,1.8,0.6000000000000001,1.5,760.0,4008.0,0.01,2m,1.4,0.6000000000000001,2.0,240.0,8176.0,0.015,5m,2.0,0.6000000000000001,1.5,360.0,2520.0,0.02,3m,2.0,0.4,0.5,184.0,1568.0,0.01,2m,2.4000000000000004,0.6000000000000001,1.0,232.0,,,,,,,,6856.0,0.02,1m,1.4,0.0,2.0,216.0,,,,,,,,3224.0,0.015,4m,2.4000000000000004,0.2,1.5,1024.0,8192.0,0.015,1m,2.6,0.6000000000000001,1.5,784.0,,,,,,,,4168.0,0.01,2m,2.6,0.2,2.0,304.0,7248,0.015,3m,1.8,1.0,1.0,496,3432.0,0.01,4m,1.6,0.4,0.5,256.0,3704.0,0.015,4m,2.6,0.8,1.0,224.0,,,,,,,,0.05,16,COMPLETE
104,104,1.4991776158597487,2025-06-21 19:48:25.673745,2025-06-21 19:48:31.783700,0 days 00:00:06.109955,6152.0,0.01,4m,1.0,0.8,1.5,928.0,6664.0,0.015,2m,2.2,0.6000000000000001,1.5,688.0,4072.0,0.01,3m,2.2,0.0,1.5,760.0,2832.0,0.01,1m,2.6,1.0,1.0,264.0,1024.0,0.01,2m,1.8,0.8,1.0,720.0,4736.0,0.01,4m,2.4000000000000004,0.8,1.5,392.0,7304.0,0.015,2m,2.4000000000000004,0.4,1.5,200.0,4360.0,0.015,1m,1.8,0.8,0.5,384.0,1848.0,0.01,2m,2.6,1.0,1.0,560.0,,,,,,,,5736.0,0.02,1m,1.4,0.6000000000000001,2.0,176.0,,,,,,,,3952.0,0.02,1m,2.8,0.4,2.0,208.0,7800.0,0.015,1m,2.2,0.6000000000000001,2.0,432.0,,,,,,,,3792.0,0.01,3m,2.8,0.4,2.0,488.0,6680,0.015,3m,2.6,1.0,1.0,680,2688.0,0.01,3m,2.0,0.4,0.5,128.0,4416.0,0.015,2m,2.8,0.8,1.0,344.0,6360.0,0.02,3m,2.8,0.8,0.5,896.0,0.35000000000000003,17,COMPLETE
105,105,1.0671064844925753,2025-06-21 19:48:31.873887,2025-06-21 19:48:36.775757,0 days 00:00:04.901870,3192.0,0.01,1m,2.8,1.0,0.5,560.0,6144.0,0.015,1m,2.0,0.8,1.5,624.0,6688.0,0.01,2m,2.4000000000000004,0.2,1.5,816.0,4080.0,0.01,1m,2.4000000000000004,0.8,1.5,304.0,2840.0,0.02,5m,1.6,0.6000000000000001,1.0,960.0,3112.0,0.01,5m,2.0,0.6000000000000001,2.0,1024.0,6680.0,0.015,2m,1.8,0.6000000000000001,1.5,120.0,1768.0,0.015,5m,2.4000000000000004,0.6000000000000001,0.5,536.0,1176.0,0.015,1m,2.2,0.8,1.5,920.0,,,,,,,,7808.0,0.02,1m,1.6,1.0,2.0,88.0,,,,,,,,,,,,,,,5832.0,0.015,4m,1.6,0.4,2.0,600.0,,,,,,,,3400.0,0.01,2m,3.0,0.6000000000000001,2.0,888.0,7448,0.015,3m,2.8,1.0,1.5,552,,,,,,,,3016.0,0.015,4m,3.0,0.6000000000000001,2.0,392.0,,,,,,,,0.1,14,COMPLETE
106,106,0.529436996719487,2025-06-21 19:48:36.853648,2025-06-21 19:48:42.449097,0 days 00:00:05.595449,4664.0,0.01,4m,2.6,0.6000000000000001,1.0,960.0,4296.0,0.015,2m,2.4000000000000004,0.8,1.5,80.0,7016.0,0.01,1m,2.2,1.0,1.5,736.0,3776.0,0.01,5m,2.2,0.8,0.5,368.0,1544.0,0.015,2m,2.0,0.8,1.5,784.0,4584.0,0.01,3m,2.2,1.0,2.0,440.0,6960.0,0.015,2m,2.2,0.8,1.5,408.0,3544.0,0.015,4m,1.6,0.4,0.5,888.0,2088.0,0.01,4m,2.4000000000000004,0.6000000000000001,2.0,328.0,,,,,,,,7448.0,0.02,3m,1.6,0.6000000000000001,2.0,144.0,,,,,,,,3616.0,0.01,2m,2.6,0.8,1.5,744.0,7352.0,0.015,1m,2.4000000000000004,0.8,0.5,328.0,,,,,,,,3160.0,0.01,4m,2.4000000000000004,0.2,1.5,416.0,7032,0.015,3m,3.0,1.0,1.0,608,1776.0,0.015,3m,1.4,0.0,1.0,464.0,4032.0,0.015,5m,2.6,1.0,1.0,288.0,,,,,,,,0.25,16,COMPLETE
107,107,1.5656210638554127,2025-06-21 19:48:42.531964,2025-06-21 19:48:47.631242,0 days 00:00:05.099278,5008.0,0.01,5m,1.2,0.4,0.5,680.0,3448.0,0.02,3m,2.6,0.4,1.0,168.0,1856.0,0.01,4m,2.4000000000000004,0.2,1.5,704.0,4384.0,0.01,2m,2.8,1.0,1.0,512.0,5576.0,0.02,2m,2.4000000000000004,0.6000000000000001,1.0,672.0,6600.0,0.015,1m,1.2,0.8,1.5,952.0,7344.0,0.015,3m,2.0,0.4,2.0,272.0,4872.0,0.015,3m,2.2,0.8,0.5,88.0,5880.0,0.01,5m,2.2,0.2,1.5,432.0,,,,,,,,7216.0,0.02,1m,1.4,0.8,1.5,288.0,,,,,,,,4440.0,0.01,2m,3.0,0.2,1.0,976.0,5448.0,0.01,5m,2.4000000000000004,0.6000000000000001,0.5,712.0,,,,,,,,2200.0,0.01,3m,2.6,0.2,2.0,464.0,6416,0.015,1m,1.0,1.0,1.0,528,,,,,,,,5440.0,0.015,4m,2.8,0.6000000000000001,1.0,328.0,,,,,,,,0.3,15,COMPLETE
108,108,-1.6480496764202068,2025-06-21 19:48:47.684950,2025-06-21 19:48:51.456404,0 days 00:00:03.771454,5448.0,0.01,2m,2.4000000000000004,1.0,0.5,1008.0,3888.0,0.015,2m,2.0,0.2,1.5,552.0,7352.0,0.01,3m,2.8,0.6000000000000001,1.5,176.0,4800.0,0.01,1m,2.4000000000000004,0.6000000000000001,0.5,408.0,,,,,,,,,,,,,,,7648.0,0.015,2m,1.6,0.2,1.5,464.0,,,,,,,,7184.0,0.01,2m,2.6,0.4,2.0,264.0,,,,,,,,7048.0,0.02,2m,1.0,1.0,2.0,352.0,,,,,,,,,,,,,,,4512.0,0.015,3m,2.6,0.8,2.0,376.0,,,,,,,,4408.0,0.01,1m,2.8,0.4,0.5,368.0,6848,0.015,2m,1.2,1.0,1.5,472,,,,,,,,,,,,,,,,,,,,,,0.05,10,COMPLETE
109,109,0.9075944528930009,2025-06-21 19:48:51.540788,2025-06-21 19:48:58.179343,0 days 00:00:06.638555,2136.0,0.01,4m,2.2,0.8,0.5,264.0,4768.0,0.02,4m,2.2,0.6000000000000001,1.5,776.0,5232.0,0.01,5m,2.6,0.4,1.5,600.0,5120.0,0.01,1m,3.0,0.8,0.5,176.0,4072.0,0.02,1m,1.2,0.8,2.0,136.0,3736.0,0.01,4m,1.0,0.4,2.0,880.0,4928.0,0.015,4m,2.4000000000000004,0.0,1.5,296.0,4040.0,0.02,3m,3.0,1.0,1.0,152.0,2896.0,0.015,2m,2.4000000000000004,1.0,1.5,504.0,,,,,,,,7680.0,0.015,4m,1.2,0.6000000000000001,2.0,248.0,3568.0,0.015,4m,1.4,0.2,1.0,1016.0,2992.0,0.015,3m,2.2,0.8,0.5,496.0,5184.0,0.02,1m,2.2,0.2,1.0,864.0,,,,,,,,3784.0,0.01,3m,3.0,0.0,2.0,560.0,6296,0.015,3m,1.0,0.8,1.0,384,4224.0,0.01,1m,1.2,0.2,0.5,328.0,3496.0,0.015,4m,2.4000000000000004,0.8,1.5,208.0,7472.0,0.015,1m,2.4000000000000004,0.6000000000000001,1.0,312.0,0.1,18,COMPLETE
110,110,-0.2970789725269413,2025-06-21 19:48:58.268160,2025-06-21 19:49:03.116009,0 days 00:00:04.847849,4128.0,0.01,1m,1.4,0.6000000000000001,1.0,888.0,6472.0,0.015,2m,1.8,0.6000000000000001,1.5,696.0,3496.0,0.01,1m,2.4000000000000004,0.0,1.5,888.0,5424.0,0.01,4m,2.0,1.0,1.0,648.0,3280.0,0.02,2m,1.8,0.4,0.5,624.0,4992.0,0.01,2m,1.6,0.6000000000000001,1.5,768.0,6112.0,0.015,2m,2.2,0.6000000000000001,1.5,328.0,3208.0,0.015,3m,2.0,0.6000000000000001,0.5,224.0,5288.0,0.01,4m,2.4000000000000004,0.8,2.0,128.0,,,,,,,,8056.0,0.02,1m,2.0,0.8,1.5,272.0,,,,,,,,,,,,,,,8024.0,0.015,4m,2.4000000000000004,0.4,2.0,456.0,,,,,,,,6152.0,0.015,4m,2.2,1.0,2.0,512.0,7864,0.02,3m,2.6,1.0,1.0,584,,,,,,,,3352.0,0.015,3m,1.4,0.4,0.5,944.0,,,,,,,,0.2,14,COMPLETE
111,111,1.3615707599529483,2025-06-21 19:49:03.180920,2025-06-21 19:49:05.860512,0 days 00:00:02.679592,,,,,,,,6056.0,0.015,2m,2.0,0.8,1.5,592.0,7816.0,0.01,4m,2.0,0.6000000000000001,1.5,120.0,,,,,,,,,,,,,,,,,,,,,,7208.0,0.015,2m,2.2,0.6000000000000001,1.5,184.0,,,,,,,,6424.0,0.01,2m,1.8,1.0,1.5,192.0,,,,,,,,7864.0,0.02,1m,1.4,0.6000000000000001,2.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3712.0,0.01,5m,2.8,0.0,0.5,528.0,6736,0.015,2m,3.0,1.0,1.5,480,,,,,,,,,,,,,,,,,,,,,,0.05,7,COMPLETE
112,112,1.914046603617852,2025-06-21 19:49:05.940640,2025-06-21 19:49:08.367389,0 days 00:00:02.426749,,,,,,,,6280.0,0.015,2m,2.0,0.8,1.5,648.0,8168.0,0.01,4m,2.2,0.6000000000000001,1.5,120.0,,,,,,,,,,,,,,,,,,,,,,5424.0,0.015,2m,2.2,0.6000000000000001,1.5,136.0,,,,,,,,1960.0,0.01,2m,1.8,1.0,1.5,184.0,,,,,,,,7984.0,0.02,1m,1.4,0.6000000000000001,2.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3464.0,0.01,5m,2.8,0.0,0.5,512.0,6512,0.015,2m,3.0,1.0,1.5,544,,,,,,,,,,,,,,,,,,,,,,0.05,7,COMPLETE
113,113,0.26310870647052087,2025-06-21 19:49:08.431465,2025-06-21 19:49:10.425258,0 days 00:00:01.993793,,,,,,,,,,,,,,,8144.0,0.01,4m,2.2,0.6000000000000001,1.5,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1760.0,0.01,2m,2.0,1.0,1.5,232.0,,,,,,,,6744.0,0.02,1m,1.4,0.6000000000000001,2.0,1024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3488.0,0.01,5m,2.8,0.0,0.5,496.0,6536,0.015,2m,3.0,1.0,1.5,560,,,,,,,,,,,,,,,,,,,,,,0.05,5,COMPLETE
114,114,-0.11427312548591886,2025-06-21 19:49:10.482648,2025-06-21 19:49:12.483252,0 days 00:00:02.000604,,,,,,,,5832.0,0.015,2m,2.4000000000000004,0.8,1.5,624.0,8008.0,0.01,4m,2.2,0.8,1.5,624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6696.0,0.01,2m,1.6,1.0,1.5,296.0,,,,,,,,7592.0,0.02,1m,1.4,0.6000000000000001,2.0,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4816.0,0.01,5m,2.4000000000000004,0.0,0.5,600.0,7280,0.015,2m,2.8,1.0,1.5,520,,,,,,,,,,,,,,,,,,,,,,0.05,6,COMPLETE
115,115,-1.604138268092138,2025-06-21 19:49:12.548220,2025-06-21 19:49:15.595672,0 days 00:00:03.047452,,,,,,,,6272.0,0.015,2m,2.0,1.0,1.5,536.0,7568.0,0.01,4m,2.0,0.6000000000000001,1.5,144.0,,,,,,,,,,,,,,,,,,,,,,5312.0,0.015,2m,2.4000000000000004,0.6000000000000001,1.5,136.0,,,,,,,,1288.0,0.01,2m,1.8,0.6000000000000001,1.5,152.0,,,,,,,,7304.0,0.02,1m,1.2,0.6000000000000001,2.0,112.0,,,,,,,,,,,,,,,7728.0,0.015,1m,1.0,0.6000000000000001,1.5,416.0,,,,,,,,3040.0,0.01,5m,3.0,0.2,0.5,464.0,7496,0.015,2m,3.0,1.0,1.5,544,,,,,,,,,,,,,,,,,,,,,,0.1,8,COMPLETE
116,116,0.050600178125958954,2025-06-21 19:49:15.674934,2025-06-21 19:49:18.192060,0 days 00:00:02.517126,,,,,,,,6856.0,0.015,2m,2.2,0.8,1.5,720.0,4336.0,0.01,4m,2.4000000000000004,0.6000000000000001,1.5,672.0,,,,,,,,,,,,,,,,,,,,,,5680.0,0.015,2m,2.8,0.8,1.5,96.0,,,,,,,,2544.0,0.01,2m,2.2,1.0,1.5,264.0,,,,,,,,4568.0,0.02,1m,1.6,0.4,2.0,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960.0,0.01,3m,2.6,0.2,0.5,1024.0,7056,0.015,3m,1.4,1.0,1.5,608,,,,,,,,,,,,,,,,,,,,,,0.45,7,COMPLETE
117,117,-2.6944881692277716,2025-06-21 19:49:18.254360,2025-06-21 19:49:23.320910,0 days 00:00:05.066550,3520.0,0.02,4m,2.4000000000000004,0.4,0.5,792.0,6592.0,0.015,3m,2.2,0.8,1.5,360.0,2648.0,0.01,3m,1.8,0.6000000000000001,0.5,232.0,3304.0,0.01,1m,2.6,0.8,1.0,480.0,2440.0,0.02,3m,2.2,0.6000000000000001,1.0,744.0,5360.0,0.02,4m,1.8,0.6000000000000001,0.5,808.0,5432.0,0.015,1m,1.0,0.2,1.5,232.0,2640.0,0.015,3m,1.8,0.8,1.0,1024.0,7480.0,0.01,4m,2.0,0.8,2.0,320.0,,,,,,,,6536.0,0.02,5m,1.4,0.0,2.0,872.0,,,,,,,,3960.0,0.01,2m,2.6,0.2,0.5,672.0,7528.0,0.01,1m,2.0,0.2,1.0,216.0,,,,,,,,3896.0,0.01,2m,2.8,0.0,1.0,88.0,5384,0.015,3m,1.2,1.0,1.0,656,,,,,,,,4560.0,0.015,4m,2.6,0.8,1.0,240.0,,,,,,,,0.05,15,COMPLETE
118,118,-0.6162909991522453,2025-06-21 19:49:23.401694,2025-06-21 19:49:29.093306,0 days 00:00:05.691612,1632.0,0.01,4m,1.8,0.2,0.5,856.0,6712.0,0.015,1m,1.8,1.0,1.5,744.0,5816.0,0.01,1m,2.6,0.0,1.0,648.0,2432.0,0.01,2m,2.2,1.0,0.5,440.0,2960.0,0.02,2m,2.0,0.4,1.5,832.0,2968.0,0.015,4m,1.8,0.8,1.0,568.0,4696.0,0.015,2m,2.0,0.6000000000000001,1.5,80.0,2080.0,0.015,3m,1.0,0.2,0.5,944.0,7000.0,0.01,2m,2.2,1.0,1.5,376.0,,,,,,,,6864.0,0.02,1m,1.6,0.8,1.0,232.0,,,,,,,,2144.0,0.01,4m,2.4000000000000004,0.4,1.0,768.0,7128.0,0.015,4m,2.6,0.8,0.5,520.0,,,,,,,,4568.0,0.015,3m,3.0,0.2,0.5,560.0,6168,0.015,5m,3.0,1.0,1.5,800,3096.0,0.01,4m,1.0,0.6000000000000001,0.5,224.0,3672.0,0.015,4m,2.0,0.6000000000000001,1.0,112.0,,,,,,,,0.05,16,COMPLETE
119,119,0.011466489610190266,2025-06-21 19:49:29.156496,2025-06-21 19:49:32.159767,0 days 00:00:03.003271,,,,,,,,6368.0,0.015,2m,2.0,0.6000000000000001,1.5,656.0,2192.0,0.015,4m,2.2,1.0,1.5,456.0,,,,,,,,,,,,,,,,,,,,,,5216.0,0.015,5m,2.2,0.4,1.5,160.0,,,,,,,,5608.0,0.015,2m,2.0,0.6000000000000001,2.0,224.0,,,,,,,,6104.0,0.02,4m,1.2,0.2,2.0,512.0,,,,,,,,,,,,,,,6688.0,0.015,5m,2.4000000000000004,0.0,0.5,496.0,,,,,,,,1048.0,0.01,5m,2.8,0.4,2.0,328.0,6920,0.015,4m,2.0,1.0,0.5,680,,,,,,,,,,,,,,,,,,,,,,0.25,8,COMPLETE
120,120,0.9052995334520924,2025-06-21 19:49:32.223321,2025-06-21 19:49:34.428716,0 days 00:00:02.205395,,,,,,,,5296.0,0.015,2m,2.4000000000000004,0.4,1.5,120.0,7168.0,0.01,3m,3.0,0.4,1.5,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1896.0,0.01,4m,1.6,0.8,0.5,752.0,,,,,,,,7160.0,0.015,1m,1.8,0.6000000000000001,2.0,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3296.0,0.01,4m,3.0,0.0,0.5,120.0,7672,0.015,3m,1.6,1.0,1.0,400,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,6,COMPLETE
121,121,1.630472566896778,2025-06-21 19:49:34.504927,2025-06-21 19:49:37.167602,0 days 00:00:02.662675,,,,,,,,6016.0,0.015,2m,2.0,0.8,1.5,632.0,7728.0,0.01,4m,2.2,0.6000000000000001,1.5,96.0,,,,,,,,,,,,,,,,,,,,,,7040.0,0.015,2m,2.2,0.6000000000000001,1.5,184.0,,,,,,,,1976.0,0.01,2m,1.8,1.0,1.5,176.0,,,,,,,,8008.0,0.02,1m,1.4,0.6000000000000001,2.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3640.0,0.01,5m,2.8,0.0,0.5,520.0,6752,0.015,2m,3.0,1.0,1.5,512,,,,,,,,,,,,,,,,,,,,,,0.05,7,COMPLETE
122,122,1.0653368985217573,2025-06-21 19:49:37.222855,2025-06-21 19:49:39.798241,0 days 00:00:02.575386,,,,,,,,5576.0,0.015,2m,1.8,0.8,1.5,584.0,7856.0,0.01,4m,2.0,0.6000000000000001,1.5,112.0,,,,,,,,,,,,,,,,,,,,,,6488.0,0.015,2m,2.2,0.6000000000000001,1.5,128.0,,,,,,,,1504.0,0.01,2m,1.8,1.0,1.5,176.0,,,,,,,,8104.0,0.02,1m,1.4,0.6000000000000001,2.0,552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4080.0,0.01,5m,2.6,0.0,0.5,448.0,6480,0.015,2m,3.0,1.0,1.5,456,,,,,,,,,,,,,,,,,,,,,,0.05,7,COMPLETE
123,123,1.4246680498652535,2025-06-21 19:49:39.856781,2025-06-21 19:49:43.049757,0 days 00:00:03.192976,6864.0,0.01,3m,2.6,0.0,0.5,88.0,6040.0,0.015,2m,2.0,0.8,1.5,560.0,2408.0,0.01,4m,2.4000000000000004,0.6000000000000001,1.5,88.0,,,,,,,,,,,,,,,,,,,,,,6976.0,0.015,2m,2.4000000000000004,0.6000000000000001,1.5,176.0,,,,,,,,2200.0,0.01,2m,1.8,1.0,1.5,472.0,,,,,,,,7720.0,0.02,1m,1.4,0.6000000000000001,2.0,184.0,,,,,,,,,,,,,,,4848.0,0.02,2m,2.2,0.6000000000000001,2.0,288.0,,,,,,,,3544.0,0.01,5m,2.8,0.0,0.5,488.0,7176,0.015,2m,2.8,1.0,1.5,504,,,,,,,,,,,,,,,,,,,,,,0.05,9,COMPLETE
124,124,0.5851306165555756,2025-06-21 19:49:43.112610,2025-06-21 19:49:46.967025,0 days 00:00:03.854415,2784.0,0.01,2m,2.6,0.8,2.0,832.0,5800.0,0.015,2m,2.2,0.8,1.5,608.0,7704.0,0.01,4m,2.2,0.6000000000000001,1.5,176.0,5752.0,0.015,1m,2.6,0.8,1.0,232.0,,,,,,,,,,,,,,,6840.0,0.015,2m,2.0,0.6000000000000001,1.5,664.0,,,,,,,,1696.0,0.01,2m,1.8,1.0,1.0,208.0,,,,,,,,7384.0,0.02,1m,1.4,0.6000000000000001,2.0,128.0,,,,,,,,,,,,,,,6328.0,0.01,1m,2.6,1.0,2.0,552.0,,,,,,,,4232.0,0.01,5m,2.8,0.0,0.5,576.0,6664,0.015,2m,3.0,1.0,1.5,592,,,,,,,,4840.0,0.01,4m,3.0,0.2,0.5,376.0,,,,,,,,0.05,11,COMPLETE
