,number,value,datetime_start,datetime_complete,duration,params_AVGO_MRNA_beta_win,params_AVGO_MRNA_stop_loss,params_AVGO_MRNA_trade_freq,params_AVGO_MRNA_z_entry,params_AVGO_MRNA_z_exit,params_AVGO_MRNA_z_stop_scaler,params_AVGO_MRNA_z_win,params_CPRT_MRNA_beta_win,params_CPRT_MRNA_stop_loss,params_CPRT_MRNA_trade_freq,params_CPRT_MRNA_z_entry,params_CPRT_MRNA_z_exit,params_CPRT_MRNA_z_stop_scaler,params_CPRT_MRNA_z_win,params_FISV_MRNA_beta_win,params_FISV_MRNA_stop_loss,params_FISV_MRNA_trade_freq,params_FISV_MRNA_z_entry,params_FISV_MRNA_z_exit,params_FISV_MRNA_z_stop_scaler,params_FISV_MRNA_z_win,params_ISRG_MRNA_beta_win,params_ISRG_MRNA_stop_loss,params_ISRG_MRNA_trade_freq,params_ISRG_MRNA_z_entry,params_ISRG_MRNA_z_exit,params_ISRG_MRNA_z_stop_scaler,params_ISRG_MRNA_z_win,params_KLAC_MRNA_beta_win,params_KLAC_MRNA_stop_loss,params_KLAC_MRNA_trade_freq,params_KLAC_MRNA_z_entry,params_KLAC_MRNA_z_exit,params_KLAC_MRNA_z_stop_scaler,params_KLAC_MRNA_z_win,params_LRCX_NXPI_beta_win,params_LRCX_NXPI_stop_loss,params_LRCX_NXPI_trade_freq,params_LRCX_NXPI_z_entry,params_LRCX_NXPI_z_exit,params_LRCX_NXPI_z_stop_scaler,params_LRCX_NXPI_z_win,params_MCHP_MRNA_beta_win,params_MCHP_MRNA_stop_loss,params_MCHP_MRNA_trade_freq,params_MCHP_MRNA_z_entry,params_MCHP_MRNA_z_exit,params_MCHP_MRNA_z_stop_scaler,params_MCHP_MRNA_z_win,params_MDLZ_MRNA_beta_win,params_MDLZ_MRNA_stop_loss,params_MDLZ_MRNA_trade_freq,params_MDLZ_MRNA_z_entry,params_MDLZ_MRNA_z_exit,params_MDLZ_MRNA_z_stop_scaler,params_MDLZ_MRNA_z_win,params_MNST_MRNA_beta_win,params_MNST_MRNA_stop_loss,params_MNST_MRNA_trade_freq,params_MNST_MRNA_z_entry,params_MNST_MRNA_z_exit,params_MNST_MRNA_z_stop_scaler,params_MNST_MRNA_z_win,params_SBUX_MRNA_beta_win,params_SBUX_MRNA_stop_loss,params_SBUX_MRNA_trade_freq,params_SBUX_MRNA_z_entry,params_SBUX_MRNA_z_exit,params_SBUX_MRNA_z_stop_scaler,params_SBUX_MRNA_z_win,params_buffer_capital,params_pairs_to_trade,state
41,41,4.628817677846744,2025-06-14 19:25:21.444497,2025-06-14 19:25:27.459448,0 days 00:00:06.014951,276.0,0.009000000000000001,2m,4.0,2.0,1.3,16.0,846,0.003,1m,2.0,3.0,1.4,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,2,COMPLETE
42,42,-4.470348840520325,2025-06-14 19:25:27.591782,2025-06-14 19:25:37.760018,0 days 00:00:10.168236,390.0,0.009000000000000001,2m,4.0,2.0,1.3,166.0,890,0.002,1m,2.0,2.5,1.4,666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.009000000000000001,1m,1.5,2.0,1.9000000000000001,378.0,,,,,,,,,,,,,,,0.3,3,COMPLETE
43,43,0.31721226551028503,2025-06-14 19:25:37.899044,2025-06-14 19:25:43.187486,0 days 00:00:05.288442,794.0,0.01,2m,3.5,2.5,1.5,68.0,926,0.002,1m,2.0,3.0,1.2000000000000002,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
44,44,0.525899863507803,2025-06-14 19:25:43.317669,2025-06-14 19:25:50.300358,0 days 00:00:06.982689,592.0,0.008,4m,3.5,1.5,1.6,90.0,964,0.003,1m,2.5,3.0,1.5,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.0,0.007,4m,3.0,2.0,0.5,706.0,,,,,,,,,,,,,,,0.35000000000000003,3,COMPLETE
45,45,1.951458895888064,2025-06-14 19:25:50.427205,2025-06-14 19:25:52.960403,0 days 00:00:02.533198,,,,,,,,810,0.004,2m,2.0,2.5,1.4,948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
46,46,-1.928866666977863,2025-06-14 19:25:53.091636,2025-06-14 19:26:02.301556,0 days 00:00:09.209920,310.0,0.007,2m,4.0,2.0,1.3,664.0,706,0.001,1m,1.5,3.5,1.6,754,688.0,0.004,4m,2.5,2.0,0.9,520.0,978.0,0.005,2m,1.0,1.0,1.5,1002.0,,,,,,,,694.0,0.01,2m,2.5,2.5,1.0,984.0,820.0,0.002,1m,2.5,3.5,1.2000000000000002,32.0,490.0,0.01,2m,2.0,2.5,1.5,468.0,994.0,0.001,1m,4.0,4.0,0.5,988.0,30.0,0.009000000000000001,2m,4.0,4.0,2.0,100.0,0.2,9,COMPLETE
47,47,-3.840847039064999,2025-06-14 19:26:02.388997,2025-06-14 19:26:05.268949,0 days 00:00:02.879952,492.0,0.01,3m,3.5,2.5,1.7000000000000002,232.0,578,0.008,1m,2.0,2.0,1.0,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.0,0.006,1m,2.5,1.0,1.2000000000000002,526.0,,,,,,,,,,,,,,,0.3,3,COMPLETE
48,48,-6.761543146393123,2025-06-14 19:26:05.331264,2025-06-14 19:26:08.939147,0 days 00:00:03.607883,182.0,0.007,2m,4.0,2.0,1.6,840.0,502,0.007,1m,3.0,3.0,1.3,634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0.004,4m,1.5,2.0,0.8,818.0,794.0,0.001,3m,1.0,1.5,1.4,582.0,,,,,,,,,,,,,,,0.35000000000000003,4,COMPLETE
49,49,0.3077507602983892,2025-06-14 19:26:09.020933,2025-06-14 19:26:10.913987,0 days 00:00:01.893054,222.0,0.009000000000000001,2m,2.0,3.0,0.7,200.0,866,0.01,4m,1.5,2.5,1.6,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,2,COMPLETE
50,50,-2.0458198700688937,2025-06-14 19:26:10.976221,2025-06-14 19:26:12.149332,0 days 00:00:01.173111,,,,,,,,282,0.001,1m,2.0,3.5,1.5,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
51,51,5.013623802638624,2025-06-14 19:26:12.243835,2025-06-14 19:26:14.339934,0 days 00:00:02.096099,282.0,0.009000000000000001,2m,4.0,2.0,1.3,16.0,844,0.003,1m,2.0,3.0,1.4,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
52,52,-0.5873631658569104,2025-06-14 19:26:14.420019,2025-06-14 19:26:16.456724,0 days 00:00:02.036705,376.0,0.008,2m,4.0,1.5,1.4,46.0,756,0.003,1m,2.0,3.0,1.3,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
53,53,3.738156223753877,2025-06-14 19:26:16.498422,2025-06-14 19:26:19.150740,0 days 00:00:02.652318,666.0,0.009000000000000001,2m,4.0,2.0,1.2000000000000002,140.0,828,0.002,1m,2.5,3.0,1.4,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.0,0.008,3m,3.5,4.0,1.6,214.0,,,,,,,,,,,,,,,0.15000000000000002,3,COMPLETE
54,54,5.3740060226508914,2025-06-14 19:26:19.233304,2025-06-14 19:26:21.292623,0 days 00:00:02.059319,462.0,0.01,2m,4.0,2.5,1.5,84.0,956,0.004,1m,2.0,2.5,1.1,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
55,55,0.8143229652946896,2025-06-14 19:26:21.360341,2025-06-14 19:26:22.454114,0 days 00:00:01.093773,,,,,,,,942,0.004,2m,1.5,2.5,0.8,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
56,56,-1.7143720530606643,2025-06-14 19:26:22.532711,2025-06-14 19:26:29.521388,0 days 00:00:06.988677,466.0,0.01,4m,3.5,2.5,1.5,88.0,1004,0.004,1m,2.5,2.0,1.1,310,238.0,0.01,3m,3.5,3.0,1.4,992.0,,,,,,,,,,,,,,,40.0,0.001,1m,1.5,1.0,2.0,334.0,188.0,0.006,2m,3.5,1.0,1.5,938.0,338.0,0.009000000000000001,4m,2.5,2.5,1.7000000000000002,78.0,60.0,0.01,2m,3.5,4.0,2.0,24.0,,,,,,,,0.45,7,COMPLETE
57,57,-1.2640685474249216,2025-06-14 19:26:29.602048,2025-06-14 19:26:33.302031,0 days 00:00:03.699983,566.0,0.01,1m,4.0,3.0,1.8,146.0,20,0.005,3m,3.0,2.5,1.0,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.0,0.004,2m,2.0,3.0,1.8,794.0,680.0,0.004,2m,4.0,1.0,2.0,898.0,,,,,,,,,,,,,,,0.25,4,COMPLETE
58,58,1.5148353367327376,2025-06-14 19:26:33.355149,2025-06-14 19:26:35.294947,0 days 00:00:01.939798,422.0,0.004,2m,3.5,2.5,1.5,660.0,974,0.002,1m,2.0,2.0,1.2000000000000002,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
59,59,-3.5980001288808214,2025-06-14 19:26:35.347521,2025-06-14 19:26:37.864127,0 days 00:00:02.516606,608.0,0.008,2m,4.0,2.5,0.6,296.0,910,0.003,1m,4.0,3.5,0.9,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894.0,0.006,1m,1.5,1.5,1.3,444.0,,,,,,,,,,,,,,,0.5,3,COMPLETE
60,60,-2.20511317073159,2025-06-14 19:26:37.912566,2025-06-14 19:26:39.289325,0 days 00:00:01.376759,,,,,,,,796,0.006,1m,1.5,2.5,1.7000000000000002,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
61,61,6.6030133535042745,2025-06-14 19:26:39.365444,2025-06-14 19:26:41.192924,0 days 00:00:01.827480,298.0,0.009000000000000001,2m,4.0,2.0,1.3,16.0,862,0.003,1m,2.0,3.0,1.3,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
62,62,0.545689893192381,2025-06-14 19:26:41.257710,2025-06-14 19:26:43.202995,0 days 00:00:01.945285,352.0,0.01,2m,4.0,2.0,1.4,1012.0,880,0.003,1m,2.0,3.0,1.2000000000000002,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
63,63,6.171302858093394,2025-06-14 19:26:43.256185,2025-06-14 19:26:44.286745,0 days 00:00:01.030560,,,,,,,,934,0.002,1m,2.5,3.5,1.3,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
64,64,5.908125714481407,2025-06-14 19:26:44.357147,2025-06-14 19:26:45.501604,0 days 00:00:01.144457,,,,,,,,944,0.002,1m,3.5,4.0,1.3,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
65,65,4.98903135974819,2025-06-14 19:26:45.561620,2025-06-14 19:26:46.743856,0 days 00:00:01.182236,,,,,,,,984,0.001,1m,3.5,4.0,1.1,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
66,66,4.606689569589751,2025-06-14 19:26:46.798987,2025-06-14 19:26:48.018089,0 days 00:00:01.219102,,,,,,,,956,0.002,1m,3.5,4.0,1.5,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
67,67,-2.3048231556512073,2025-06-14 19:26:48.068102,2025-06-14 19:26:49.172515,0 days 00:00:01.104413,,,,,,,,450,0.002,1m,3.5,4.0,1.2000000000000002,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
68,68,-5.154134637545749,2025-06-14 19:26:49.227859,2025-06-14 19:26:55.362762,0 days 00:00:06.134903,226.0,0.01,3m,3.0,1.0,0.8,800.0,186,0.009000000000000001,3m,3.5,3.5,1.3,772,258.0,0.008,1m,1.5,1.5,1.8,442.0,,,,,,,,,,,,,,,218.0,0.005,3m,3.0,4.0,0.9,640.0,630.0,0.002,1m,1.0,4.0,0.8,336.0,740.0,0.003,2m,1.5,3.5,0.7,330.0,,,,,,,,,,,,,,,0.15000000000000002,6,COMPLETE
69,69,4.902548198261512,2025-06-14 19:26:55.425624,2025-06-14 19:26:56.593256,0 days 00:00:01.167632,,,,,,,,900,0.002,1m,4.0,4.0,1.1,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
70,70,0.9127981360379539,2025-06-14 19:26:56.675539,2025-06-14 19:26:58.627509,0 days 00:00:01.951970,52.0,0.003,1m,2.0,3.5,1.0,564.0,778,0.001,2m,2.5,3.5,1.3,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
71,71,6.066046477151719,2025-06-14 19:26:58.676336,2025-06-14 19:27:00.515285,0 days 00:00:01.838949,496.0,0.007,2m,3.5,1.5,1.6,58.0,930,0.002,1m,3.0,3.5,1.3,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
72,72,6.603634574610189,2025-06-14 19:27:00.569858,2025-06-14 19:27:01.544703,0 days 00:00:00.974845,,,,,,,,940,0.002,1m,3.0,3.5,1.3,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
73,73,6.105111645803901,2025-06-14 19:27:01.638660,2025-06-14 19:27:02.550691,0 days 00:00:00.912031,,,,,,,,932,0.002,1m,3.0,3.5,1.5,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
74,74,5.328611258240172,2025-06-14 19:27:02.587936,2025-06-14 19:27:03.605734,0 days 00:00:01.017798,,,,,,,,932,0.002,1m,3.0,3.5,1.5,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
75,75,-1.6275678998669956,2025-06-14 19:27:03.658395,2025-06-14 19:27:04.715154,0 days 00:00:01.056759,,,,,,,,1012,0.001,4m,3.0,4.0,1.3,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
76,76,5.920580644757761,2025-06-14 19:27:04.770009,2025-06-14 19:27:05.775886,0 days 00:00:01.005877,,,,,,,,820,0.002,1m,3.0,3.5,1.5,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
77,77,7.3002966260533055,2025-06-14 19:27:05.829683,2025-06-14 19:27:06.897163,0 days 00:00:01.067480,,,,,,,,832,0.007,1m,3.0,3.5,1.6,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
78,78,3.1563029113201533,2025-06-14 19:27:06.955415,2025-06-14 19:27:08.036369,0 days 00:00:01.080954,,,,,,,,876,0.007,1m,3.0,3.5,1.6,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
79,79,2.209623399596343,2025-06-14 19:27:08.080735,2025-06-14 19:27:09.815956,0 days 00:00:01.735221,660.0,0.006,1m,2.5,1.0,1.8,938.0,858,0.007,1m,3.0,3.5,1.8,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
80,80,-5.426613341240094,2025-06-14 19:27:09.874684,2025-06-14 19:27:16.212668,0 days 00:00:06.337984,112.0,0.005,3m,1.5,1.5,0.9,344.0,982,0.008,1m,3.0,3.5,1.7000000000000002,820,778.0,0.005,4m,2.0,2.0,1.0,50.0,,,,,,,,,,,,,,,794.0,0.007,1m,3.5,2.5,0.9,254.0,854.0,0.008,4m,3.5,2.5,2.0,644.0,552.0,0.002,1m,1.0,3.5,1.1,98.0,998.0,0.001,3m,3.0,2.5,1.2000000000000002,290.0,,,,,,,,0.2,7,COMPLETE
81,81,5.754138739000041,2025-06-14 19:27:16.273407,2025-06-14 19:27:17.373434,0 days 00:00:01.100027,,,,,,,,822,0.008,1m,3.0,3.5,1.6,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
82,82,1.3106536204507258,2025-06-14 19:27:17.446331,2025-06-14 19:27:18.528841,0 days 00:00:01.082510,,,,,,,,732,0.006,1m,3.0,3.5,1.5,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
83,83,7.161306315339025,2025-06-14 19:27:18.589012,2025-06-14 19:27:19.634872,0 days 00:00:01.045860,,,,,,,,908,0.002,1m,3.0,3.5,1.4,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
84,84,8.111278923340647,2025-06-14 19:27:19.666931,2025-06-14 19:27:21.518528,0 days 00:00:01.851597,776.0,0.007,4m,3.0,1.5,1.9000000000000001,470.0,906,0.001,1m,3.0,3.5,1.4,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
85,85,-1.7653135468281194,2025-06-14 19:27:21.567847,2025-06-14 19:27:23.502020,0 days 00:00:01.934173,1010.0,0.006,4m,3.0,1.0,2.0,492.0,900,0.001,1m,3.5,3.5,1.4,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,2,COMPLETE
86,86,8.834156799486017,2025-06-14 19:27:23.575134,2025-06-14 19:27:24.599253,0 days 00:00:01.024119,,,,,,,,854,0.007,1m,2.5,3.5,1.4,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
87,87,0.41903932509876046,2025-06-14 19:27:24.664053,2025-06-14 19:27:33.395372,0 days 00:00:08.731319,794.0,0.007,4m,2.5,1.0,1.9000000000000001,732.0,780,0.007,4m,2.5,3.5,1.4,618,462.0,0.002,2m,3.0,3.0,1.3,786.0,30.0,0.01,1m,4.0,1.0,0.5,1012.0,974.0,0.001,1m,1.0,4.0,2.0,936.0,442.0,0.003,4m,2.0,2.0,1.5,752.0,400.0,0.007,3m,2.5,3.5,1.1,510.0,910.0,0.005,4m,2.5,3.0,1.0,240.0,20.0,0.01,1m,3.0,1.5,0.9,990.0,852.0,0.01,3m,1.0,2.5,1.3,972.0,0.05,10,COMPLETE
88,88,8.322922624638915,2025-06-14 19:27:33.452374,2025-06-14 19:27:34.519908,0 days 00:00:01.067534,,,,,,,,854,0.007,1m,2.5,3.5,1.4,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
89,89,1.583189286388666,2025-06-14 19:27:34.571857,2025-06-14 19:27:36.233712,0 days 00:00:01.661855,936.0,0.008,4m,2.5,1.5,1.1,382.0,854,0.007,1m,2.5,3.0,1.4,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
90,90,-1.7703496197746573,2025-06-14 19:27:36.262802,2025-06-14 19:27:37.236976,0 days 00:00:00.974174,,,,,,,,728,0.007,3m,2.5,3.5,1.6,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
91,91,7.238022100488329,2025-06-14 19:27:37.282903,2025-06-14 19:27:38.356749,0 days 00:00:01.073846,,,,,,,,892,0.006,1m,2.5,3.5,1.4,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
92,92,9.142166278128911,2025-06-14 19:27:38.404860,2025-06-14 19:27:39.473393,0 days 00:00:01.068533,,,,,,,,834,0.006,1m,2.5,3.5,1.4,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
93,93,8.989001065357813,2025-06-14 19:27:39.524257,2025-06-14 19:27:40.526154,0 days 00:00:01.001897,,,,,,,,836,0.006,1m,2.5,3.5,1.4,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
94,94,9.521267845075013,2025-06-14 19:27:40.572441,2025-06-14 19:27:41.591021,0 days 00:00:01.018580,,,,,,,,832,0.006,1m,2.5,3.5,1.5,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
95,95,9.524199800633834,2025-06-14 19:27:41.644033,2025-06-14 19:27:42.612806,0 days 00:00:00.968773,,,,,,,,838,0.006,1m,2.5,3.5,1.4,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
96,96,-1.5989633247395567,2025-06-14 19:27:42.639521,2025-06-14 19:27:43.605676,0 days 00:00:00.966155,,,,,,,,832,0.006,2m,2.5,3.5,1.4,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
97,97,-4.1530384213951415,2025-06-14 19:27:43.666407,2025-06-14 19:27:44.697375,0 days 00:00:01.030968,,,,,,,,680,0.005,1m,2.5,3.5,1.5,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
98,98,0.10963537817395114,2025-06-14 19:27:44.757647,2025-06-14 19:27:45.849106,0 days 00:00:01.091459,,,,,,,,758,0.006,1m,2.5,4.0,1.5,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
99,99,5.754288758231885,2025-06-14 19:27:45.905278,2025-06-14 19:27:47.012030,0 days 00:00:01.106752,,,,,,,,794,0.006,1m,2.5,3.5,1.6,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
100,100,7.679133113655819,2025-06-14 19:27:47.089682,2025-06-14 19:27:48.170429,0 days 00:00:01.080747,,,,,,,,834,0.005,1m,2.5,4.0,1.4,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
101,101,5.367956935505745,2025-06-14 19:27:48.216735,2025-06-14 19:27:49.412644,0 days 00:00:01.195909,,,,,,,,842,0.005,1m,2.5,4.0,1.4,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
102,102,8.61851471481327,2025-06-14 19:27:49.476416,2025-06-14 19:27:50.459499,0 days 00:00:00.983083,,,,,,,,810,0.006,1m,2.5,4.0,1.4,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
103,103,8.371480038542712,2025-06-14 19:27:50.509749,2025-06-14 19:27:51.550628,0 days 00:00:01.040879,,,,,,,,810,0.006,1m,2.5,4.0,1.5,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
104,104,2.9882829199838543,2025-06-14 19:27:51.597307,2025-06-14 19:27:52.614261,0 days 00:00:01.016954,,,,,,,,806,0.006,1m,2.5,4.0,1.5,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
105,105,0.026027678499887148,2025-06-14 19:27:52.703714,2025-06-14 19:27:53.775313,0 days 00:00:01.071599,,,,,,,,742,0.005,1m,2.5,4.0,1.5,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
106,106,6.67265301537195,2025-06-14 19:27:53.834956,2025-06-14 19:27:54.944523,0 days 00:00:01.109567,,,,,,,,784,0.007,1m,2.5,4.0,1.4,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
107,107,-2.230957116818914,2025-06-14 19:27:55.043765,2025-06-14 19:27:56.977123,0 days 00:00:01.933358,920.0,0.001,4m,1.0,3.5,1.9000000000000001,554.0,768,0.006,1m,2.5,4.0,1.6,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
108,108,-0.4772308962525965,2025-06-14 19:27:57.031579,2025-06-14 19:27:58.122694,0 days 00:00:01.091115,,,,,,,,700,0.006,1m,2.5,4.0,1.4,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
109,109,-6.871962671149799,2025-06-14 19:27:58.174159,2025-06-14 19:28:05.060470,0 days 00:00:06.886311,20.0,0.002,4m,2.0,3.5,1.7000000000000002,634.0,814,0.008,1m,2.5,4.0,1.5,466,1022.0,0.007,2m,3.5,3.5,1.7000000000000002,652.0,,,,,,,,,,,,,,,206.0,0.009000000000000001,2m,1.0,3.0,2.0,188.0,886.0,0.009000000000000001,4m,4.0,1.0,0.7,130.0,814.0,0.003,2m,1.0,4.0,0.5,840.0,796.0,0.003,3m,1.0,3.5,1.5,302.0,972.0,0.005,3m,4.0,2.5,2.0,70.0,0.1,8,COMPLETE
110,110,-3.396661515348364,2025-06-14 19:28:05.123259,2025-06-14 19:28:07.079341,0 days 00:00:01.956082,870.0,0.004,4m,1.5,4.0,0.6,470.0,842,0.007,4m,2.5,4.0,1.6,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
