,number,value,datetime_start,datetime_complete,duration,params_ABNB_NXPI_beta_win,params_ABNB_NXPI_stop_loss,params_ABNB_NXPI_trade_freq,params_ABNB_NXPI_z_entry,params_ABNB_NXPI_z_exit,params_ABNB_NXPI_z_stop_scaler,params_ABNB_NXPI_z_win,params_CTSH_MAR_beta_win,params_CTSH_MAR_stop_loss,params_CTSH_MAR_trade_freq,params_CTSH_MAR_z_entry,params_CTSH_MAR_z_exit,params_CTSH_MAR_z_stop_scaler,params_CTSH_MAR_z_win,params_DASH_KLAC_beta_win,params_DASH_KLAC_stop_loss,params_DASH_KLAC_trade_freq,params_DASH_KLAC_z_entry,params_DASH_KLAC_z_exit,params_DASH_KLAC_z_stop_scaler,params_DASH_KLAC_z_win,params_DASH_LRCX_beta_win,params_DASH_LRCX_stop_loss,params_DASH_LRCX_trade_freq,params_DASH_LRCX_z_entry,params_DASH_LRCX_z_exit,params_DASH_LRCX_z_stop_scaler,params_DASH_LRCX_z_win,params_DXCM_HON_beta_win,params_DXCM_HON_stop_loss,params_DXCM_HON_trade_freq,params_DXCM_HON_z_entry,params_DXCM_HON_z_exit,params_DXCM_HON_z_stop_scaler,params_DXCM_HON_z_win,params_GOOGL_VRSK_beta_win,params_GOOGL_VRSK_stop_loss,params_GOOGL_VRSK_trade_freq,params_GOOGL_VRSK_z_entry,params_GOOGL_VRSK_z_exit,params_GOOGL_VRSK_z_stop_scaler,params_GOOGL_VRSK_z_win,params_GOOG_VRSK_beta_win,params_GOOG_VRSK_stop_loss,params_GOOG_VRSK_trade_freq,params_GOOG_VRSK_z_entry,params_GOOG_VRSK_z_exit,params_GOOG_VRSK_z_stop_scaler,params_GOOG_VRSK_z_win,params_LRCX_NFLX_beta_win,params_LRCX_NFLX_stop_loss,params_LRCX_NFLX_trade_freq,params_LRCX_NFLX_z_entry,params_LRCX_NFLX_z_exit,params_LRCX_NFLX_z_stop_scaler,params_LRCX_NFLX_z_win,params_MU_CTAS_beta_win,params_MU_CTAS_stop_loss,params_MU_CTAS_trade_freq,params_MU_CTAS_z_entry,params_MU_CTAS_z_exit,params_MU_CTAS_z_stop_scaler,params_MU_CTAS_z_win,params_PYPL_GFS_beta_win,params_PYPL_GFS_stop_loss,params_PYPL_GFS_trade_freq,params_PYPL_GFS_z_entry,params_PYPL_GFS_z_exit,params_PYPL_GFS_z_stop_scaler,params_PYPL_GFS_z_win,params_buffer_capital,params_pairs_to_trade,state
30,30,-4.8406520040615195,2025-06-14 19:47:20.333038,2025-06-14 19:47:22.949818,0 days 00:00:02.616780,,,,,,,,258.0,0.004,3m,3.5,3.5,1.2000000000000002,248.0,120,0.005,2m,2.5,2.0,1.3,466,672.0,0.003,2m,2.0,4.0,1.5,854.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,3,COMPLETE
31,31,-3.9905495602377052,2025-06-14 19:47:23.034393,2025-06-14 19:47:24.983073,0 days 00:00:01.948680,,,,,,,,138.0,0.009000000000000001,3m,3.0,3.0,1.8,314.0,324,0.003,2m,4.0,1.5,1.6,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
32,32,-2.319223557173925,2025-06-14 19:47:25.063077,2025-06-14 19:47:29.502383,0 days 00:00:04.439306,,,,,,,,110.0,0.008,3m,2.5,2.5,1.0,480.0,228,0.009000000000000001,2m,3.5,1.0,1.5,110,464.0,0.006,3m,3.5,1.5,1.2000000000000002,538.0,,,,,,,,156.0,0.006,2m,3.0,3.0,2.0,994.0,,,,,,,,,,,,,,,,,,,,,,284.0,0.004,2m,1.5,3.0,1.8,602.0,0.35000000000000003,5,COMPLETE
33,33,-1.0692355344713598,2025-06-14 19:47:29.586799,2025-06-14 19:47:30.704792,0 days 00:00:01.117993,,,,,,,,,,,,,,,316,0.01,3m,3.5,1.5,1.4,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
34,34,-10.447806864329014,2025-06-14 19:47:30.776567,2025-06-14 19:47:36.198186,0 days 00:00:05.421619,,,,,,,,382.0,0.006,1m,3.0,3.0,0.7,160.0,458,0.005,4m,4.0,2.0,1.2000000000000002,434,214.0,0.003,4m,2.0,2.5,1.8,690.0,110.0,0.01,2m,3.5,1.0,0.8,242.0,786.0,0.009000000000000001,2m,1.5,4.0,0.8,362.0,,,,,,,,,,,,,,,,,,,,,,782.0,0.008,4m,2.0,2.0,0.8,810.0,0.5,6,COMPLETE
35,35,-4.622449655800847,2025-06-14 19:47:36.274686,2025-06-14 19:47:43.796436,0 days 00:00:07.521750,1024.0,0.001,1m,3.0,2.5,1.3,1020.0,276.0,0.002,3m,2.5,3.5,1.3,822.0,534,0.009000000000000001,1m,2.0,1.5,1.7000000000000002,328,486.0,0.007,1m,3.5,3.0,0.8,386.0,518.0,0.005,1m,3.5,2.5,2.0,528.0,446.0,0.005,3m,2.5,2.0,1.5,708.0,,,,,,,,18.0,0.01,3m,4.0,4.0,2.0,36.0,,,,,,,,554.0,0.001,1m,1.0,3.0,1.4,430.0,0.3,8,COMPLETE
36,36,-7.116400930165145,2025-06-14 19:47:43.907765,2025-06-14 19:47:48.138396,0 days 00:00:04.230631,,,,,,,,776.0,0.01,2m,1.0,3.0,1.2000000000000002,712.0,216,0.008,2m,1.5,1.0,1.6,240,262.0,0.005,3m,1.0,2.0,1.2000000000000002,876.0,,,,,,,,602.0,0.007,4m,3.5,3.5,1.8,88.0,,,,,,,,,,,,,,,,,,,,,,274.0,0.005,3m,2.5,1.0,1.8,998.0,0.45,5,COMPLETE
37,37,-1.4257310202552562,2025-06-14 19:47:48.224175,2025-06-14 19:47:51.008008,0 days 00:00:02.783833,,,,,,,,924.0,0.004,3m,2.0,4.0,1.4,316.0,380,0.002,4m,4.0,2.0,1.9000000000000001,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
38,38,-8.362016549703421,2025-06-14 19:47:51.071059,2025-06-14 19:47:54.050125,0 days 00:00:02.979066,,,,,,,,20.0,0.009000000000000001,3m,3.5,2.0,0.7,954.0,286,0.009000000000000001,1m,1.0,3.0,1.3,410,132.0,0.003,3m,3.0,1.5,0.7,708.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,3,COMPLETE
39,39,-5.492381400866917,2025-06-14 19:47:54.123308,2025-06-14 19:48:01.316799,0 days 00:00:07.193491,70.0,0.01,2m,3.0,1.5,1.0,272.0,520.0,0.008,4m,1.5,4.0,1.8,1024.0,590,0.009000000000000001,3m,3.0,1.0,1.5,656,450.0,0.006,3m,2.0,3.5,0.9,494.0,852.0,0.003,1m,2.0,3.0,1.1,972.0,188.0,0.003,1m,1.0,2.0,0.7,608.0,,,,,,,,1022.0,0.006,2m,1.0,2.5,2.0,968.0,,,,,,,,886.0,0.008,2m,1.5,2.0,0.9,762.0,0.15000000000000002,8,COMPLETE
40,40,-2.7385009629415933,2025-06-14 19:48:01.388191,2025-06-14 19:48:05.142712,0 days 00:00:03.754521,,,,,,,,644.0,0.005,2m,3.5,3.0,1.7000000000000002,106.0,1024,0.002,2m,3.5,2.5,1.9000000000000001,310,880.0,0.004,2m,3.5,3.0,1.4,368.0,,,,,,,,48.0,0.009000000000000001,2m,2.0,2.5,1.1,812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,4,COMPLETE
41,41,-2.525059817631445,2025-06-14 19:48:05.214248,2025-06-14 19:48:09.163242,0 days 00:00:03.948994,,,,,,,,640.0,0.007,2m,2.0,2.5,0.9,622.0,250,0.008,1m,4.0,1.0,0.5,828,286.0,0.006,3m,3.0,1.0,1.0,76.0,,,,,,,,332.0,0.008,2m,2.0,4.0,1.6,806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4,COMPLETE
42,42,-0.5042709558646583,2025-06-14 19:48:09.247597,2025-06-14 19:48:13.790031,0 days 00:00:04.542434,,,,,,,,582.0,0.008,2m,2.0,2.5,0.9,672.0,210,0.008,1m,4.0,1.0,1.1,908,418.0,0.007,3m,2.5,2.0,0.6,204.0,,,,,,,,436.0,0.008,2m,1.5,4.0,1.5,944.0,,,,,,,,,,,,,,,,,,,,,,478.0,0.01,2m,4.0,3.5,0.5,532.0,0.5,5,COMPLETE
43,43,-3.7306110437188154,2025-06-14 19:48:13.876024,2025-06-14 19:48:16.674754,0 days 00:00:02.798730,,,,,,,,522.0,0.007,2m,1.5,2.5,0.6,554.0,56,0.01,1m,4.0,4.0,1.4,754,598.0,0.005,1m,3.0,1.0,1.0,466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,3,COMPLETE
44,44,-4.381127672365617,2025-06-14 19:48:16.804350,2025-06-14 19:48:18.747499,0 days 00:00:01.943149,,,,,,,,796.0,0.01,2m,2.5,3.0,0.8,626.0,134,0.007,1m,4.0,1.5,0.7,934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
45,45,-5.317935808177051,2025-06-14 19:48:18.823210,2025-06-14 19:48:21.608561,0 days 00:00:02.785351,,,,,,,,254.0,0.009000000000000001,2m,3.0,2.0,1.1,748.0,364,0.009000000000000001,1m,3.5,1.0,1.7000000000000002,762,188.0,0.008,3m,3.5,1.5,0.7,288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,3,COMPLETE
46,46,-0.9547971153916903,2025-06-14 19:48:21.677653,2025-06-14 19:48:22.688581,0 days 00:00:01.010928,,,,,,,,,,,,,,,268,0.006,2m,4.0,1.5,0.8,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
47,47,-1.2639418524137451,2025-06-14 19:48:22.800644,2025-06-14 19:48:26.696012,0 days 00:00:03.895368,,,,,,,,922.0,0.008,4m,2.5,2.5,0.9,866.0,432,0.01,4m,2.5,3.5,0.5,884,80.0,0.007,4m,2.5,2.5,1.1,562.0,,,,,,,,218.0,0.01,2m,2.5,3.0,1.7000000000000002,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,4,COMPLETE
48,48,-11.292905499697323,2025-06-14 19:48:26.794345,2025-06-14 19:48:36.055704,0 days 00:00:09.261359,778.0,0.003,2m,1.0,3.0,0.6,348.0,1000.0,0.01,2m,2.0,3.0,0.6,480.0,198,0.008,1m,3.5,1.0,1.1,542,352.0,0.006,3m,4.0,3.5,1.4,426.0,214.0,0.008,2m,3.0,1.5,0.7,152.0,558.0,0.008,2m,2.0,4.0,1.2000000000000002,636.0,1024.0,0.005,1m,1.0,1.5,1.5,986.0,42.0,0.01,3m,3.5,2.5,1.2000000000000002,44.0,964.0,0.001,1m,1.0,4.0,1.9000000000000001,980.0,1020.0,0.007,1m,3.0,2.5,1.3,896.0,0.4,10,COMPLETE
49,49,-1.4305442696678456,2025-06-14 19:48:36.146368,2025-06-14 19:48:40.681103,0 days 00:00:04.534735,,,,,,,,772.0,0.006,1m,2.5,3.5,1.4,22.0,700,0.009000000000000001,2m,3.0,1.5,1.2000000000000002,634,520.0,0.005,1m,2.5,2.0,1.3,362.0,,,,,,,,276.0,0.006,2m,1.5,3.5,1.4,926.0,,,,,,,,,,,,,,,,,,,,,,630.0,0.005,3m,1.5,1.5,1.7000000000000002,710.0,0.5,5,COMPLETE
50,50,-0.8308914837344452,2025-06-14 19:48:40.750148,2025-06-14 19:48:41.829342,0 days 00:00:01.079194,,,,,,,,,,,,,,,838,0.01,2m,4.0,1.0,2.0,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
51,51,0.6249600347541452,2025-06-14 19:48:41.894350,2025-06-14 19:48:45.550859,0 days 00:00:03.656509,,,,,,,,606.0,0.007,2m,2.5,2.5,0.8,556.0,98,0.007,1m,4.0,1.0,0.6,772,20.0,0.009000000000000001,3m,2.5,1.5,0.9,262.0,,,,,,,,274.0,0.009000000000000001,2m,2.0,3.5,1.6,888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,4,COMPLETE
52,52,0.09917684106359356,2025-06-14 19:48:45.639993,2025-06-14 19:48:50.939999,0 days 00:00:05.300006,,,,,,,,652.0,0.007,2m,2.5,2.5,1.0,530.0,102,0.007,1m,4.0,1.0,0.6,802,132.0,0.01,3m,3.0,1.5,0.9,318.0,802.0,0.003,4m,4.0,2.0,1.1,450.0,382.0,0.009000000000000001,2m,2.5,4.0,1.7000000000000002,754.0,,,,,,,,,,,,,,,,,,,,,,184.0,0.009000000000000001,4m,3.5,4.0,2.0,476.0,0.45,6,COMPLETE
53,53,-5.652697950904673,2025-06-14 19:48:51.009930,2025-06-14 19:48:54.599428,0 days 00:00:03.589498,,,,,,,,544.0,0.007,2m,3.0,2.5,0.8,588.0,70,0.008,1m,4.0,1.0,0.7,504,292.0,0.009000000000000001,3m,2.5,1.0,1.1,208.0,,,,,,,,112.0,0.007,2m,2.0,3.5,1.5,866.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,COMPLETE
54,54,-5.999018149392547,2025-06-14 19:48:54.694920,2025-06-14 19:48:57.461235,0 days 00:00:02.766315,,,,,,,,454.0,0.008,2m,2.0,3.0,0.5,428.0,284,0.007,1m,4.0,1.5,0.6,740,244.0,0.009000000000000001,3m,2.5,1.5,0.6,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,3,COMPLETE
55,55,-4.2054120870224425,2025-06-14 19:48:57.529528,2025-06-14 19:48:59.984234,0 days 00:00:02.454706,,,,,,,,608.0,0.009000000000000001,1m,3.5,2.0,0.7,654.0,18,0.005,1m,3.5,1.0,0.7,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
56,56,-3.0092831345560476,2025-06-14 19:49:00.044994,2025-06-14 19:49:07.594591,0 days 00:00:07.549597,,,,,,,,734.0,0.006,2m,2.5,2.5,1.2000000000000002,922.0,648,0.006,2m,3.5,1.5,0.6,1012,78.0,0.008,3m,2.0,1.0,1.2000000000000002,580.0,,,,,,,,268.0,0.009000000000000001,2m,3.0,4.0,1.8,948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4,COMPLETE
57,57,-5.053521862761449,2025-06-14 19:49:07.740373,2025-06-14 19:49:24.172875,0 days 00:00:16.432502,420.0,0.008,1m,4.0,3.5,1.5,848.0,152.0,0.007,3m,1.5,3.0,0.8,726.0,164,0.008,3m,4.0,1.0,1.6,126,20.0,0.007,2m,3.0,2.0,1.0,220.0,540.0,0.007,3m,2.5,4.0,1.5,666.0,482.0,0.008,2m,2.0,3.5,1.4,510.0,,,,,,,,,,,,,,,,,,,,,,830.0,0.002,2m,2.0,3.0,1.4,590.0,0.4,7,COMPLETE
58,58,-3.2986810495396943,2025-06-14 19:49:24.340051,2025-06-14 19:49:29.718331,0 days 00:00:05.378280,,,,,,,,394.0,0.008,1m,3.0,2.0,0.9,792.0,186,0.01,1m,3.5,1.5,1.8,670,392.0,0.002,3m,3.0,1.5,0.8,682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,3,COMPLETE
59,59,-2.8963986960882315,2025-06-14 19:49:29.810407,2025-06-14 19:49:31.834786,0 days 00:00:02.024379,,,,,,,,202.0,0.007,4m,2.0,4.0,1.1,362.0,246,0.009000000000000001,2m,4.0,2.0,1.5,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,2,COMPLETE
60,60,-5.034390201983636,2025-06-14 19:49:31.921170,2025-06-14 19:49:36.664708,0 days 00:00:04.743538,,,,,,,,680.0,0.005,2m,3.0,1.5,1.5,972.0,120,0.001,2m,4.0,2.5,0.9,594,152.0,0.008,1m,2.5,3.0,0.5,428.0,,,,,,,,16.0,0.01,4m,2.5,3.5,1.6,674.0,,,,,,,,,,,,,,,,,,,,,,440.0,0.004,2m,1.0,1.5,1.2000000000000002,342.0,0.4,5,COMPLETE
61,61,-1.0244497478684533,2025-06-14 19:49:36.745369,2025-06-14 19:49:41.894697,0 days 00:00:05.149328,,,,,,,,670.0,0.007,2m,2.5,2.5,1.0,514.0,92,0.007,1m,4.0,1.0,0.6,784,138.0,0.01,3m,3.0,1.5,0.9,310.0,812.0,0.003,4m,4.0,2.0,1.1,408.0,384.0,0.009000000000000001,2m,2.5,4.0,1.7000000000000002,760.0,,,,,,,,,,,,,,,,,,,,,,160.0,0.009000000000000001,4m,3.5,4.0,2.0,456.0,0.45,6,COMPLETE
62,62,0.6023867465989263,2025-06-14 19:49:41.967427,2025-06-14 19:49:46.953367,0 days 00:00:04.985940,,,,,,,,622.0,0.006,2m,2.5,2.5,1.0,530.0,126,0.007,1m,4.0,1.0,0.9,826,80.0,0.01,3m,3.5,1.5,1.1,328.0,1020.0,0.001,4m,3.5,1.5,0.7,806.0,354.0,0.01,2m,2.5,4.0,1.8,766.0,,,,,,,,,,,,,,,,,,,,,,208.0,0.009000000000000001,4m,3.5,3.5,1.8,556.0,0.45,6,COMPLETE
63,63,-3.300499452244647,2025-06-14 19:49:47.016718,2025-06-14 19:49:51.863741,0 days 00:00:04.847023,,,,,,,,604.0,0.006,2m,2.5,2.5,1.1,470.0,48,0.006,1m,4.0,1.0,0.9,868,88.0,0.009000000000000001,3m,3.5,1.0,1.1,146.0,1016.0,0.001,4m,3.5,1.5,0.7,844.0,284.0,0.01,2m,1.5,4.0,2.0,802.0,,,,,,,,,,,,,,,,,,,,,,366.0,0.007,4m,4.0,3.5,1.8,712.0,0.45,6,COMPLETE
64,64,-2.0700238965252384,2025-06-14 19:49:51.936857,2025-06-14 19:49:57.428622,0 days 00:00:05.491765,226.0,0.004,3m,2.5,2.0,2.0,334.0,544.0,0.005,2m,2.0,2.0,1.3,570.0,342,0.008,1m,3.5,1.0,0.8,288,940.0,0.01,3m,4.0,2.0,1.0,518.0,576.0,0.004,1m,3.5,1.0,0.5,592.0,384.0,0.01,1m,2.0,3.5,1.9000000000000001,854.0,,,,,,,,,,,,,,,,,,,,,,232.0,0.009000000000000001,4m,3.0,3.5,1.6,918.0,0.5,7,COMPLETE
65,65,-0.04201494310536138,2025-06-14 19:49:57.495240,2025-06-14 19:50:01.727498,0 days 00:00:04.232258,,,,,,,,78.0,0.009000000000000001,1m,3.0,3.0,1.0,852.0,152,0.007,1m,4.0,1.5,0.5,820,22.0,0.008,3m,3.5,1.5,1.3,256.0,,,,,,,,94.0,0.008,2m,3.0,4.0,1.6,174.0,,,,,,,,,,,,,,,,,,,,,,358.0,0.01,4m,2.5,3.0,1.9000000000000001,536.0,0.35000000000000003,5,COMPLETE
66,66,-3.0581585079561227,2025-06-14 19:50:01.811439,2025-06-14 19:50:07.566740,0 days 00:00:05.755301,820.0,0.008,4m,2.5,1.0,0.9,800.0,742.0,0.006,2m,4.0,2.5,0.6,424.0,512,0.003,2m,3.5,1.0,1.0,902,200.0,0.009000000000000001,4m,4.0,1.0,1.2000000000000002,350.0,882.0,0.002,4m,3.0,1.5,0.7,826.0,188.0,0.009000000000000001,2m,2.0,3.0,1.8,902.0,,,,,,,,,,,,,,,,,,,,,,642.0,0.008,4m,3.5,2.5,1.7000000000000002,644.0,0.4,7,COMPLETE
67,67,-2.472831539793163,2025-06-14 19:50:07.634137,2025-06-14 19:50:13.052406,0 days 00:00:05.418269,,,,,,,,838.0,0.01,3m,1.5,1.0,0.8,894.0,758,0.009000000000000001,4m,2.0,1.5,1.4,410,324.0,0.001,3m,3.0,3.5,1.1,30.0,410.0,0.006,1m,3.5,3.0,0.9,310.0,228.0,0.005,1m,2.5,3.5,1.8,636.0,,,,,,,,,,,,,,,,,,,,,,136.0,0.009000000000000001,4m,3.0,4.0,1.6,142.0,0.45,6,COMPLETE
68,68,-2.1803450204351704,2025-06-14 19:50:13.120859,2025-06-14 19:50:14.161884,0 days 00:00:01.041025,,,,,,,,,,,,,,,228,0.004,1m,4.0,1.0,1.3,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
69,69,-3.222434535431388,2025-06-14 19:50:14.244619,2025-06-14 19:50:16.004055,0 days 00:00:01.759436,,,,,,,,492.0,0.008,2m,2.5,3.5,1.1,276.0,176,0.01,3m,2.5,2.0,1.7000000000000002,938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
70,70,1.8849687596095301,2025-06-14 19:50:16.086929,2025-06-14 19:50:19.678647,0 days 00:00:03.591718,,,,,,,,622.0,0.009000000000000001,1m,2.5,2.5,0.9,538.0,568,0.009000000000000001,2m,3.5,1.0,1.6,338,752.0,0.004,3m,3.5,2.5,0.9,832.0,,,,,,,,312.0,0.01,2m,2.5,4.0,1.9000000000000001,542.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,4,COMPLETE
71,71,-2.0042002994427732,2025-06-14 19:50:19.749849,2025-06-14 19:50:23.514897,0 days 00:00:03.765048,,,,,,,,614.0,0.009000000000000001,1m,2.5,2.5,0.9,538.0,632,0.009000000000000001,2m,3.5,1.0,1.6,340,734.0,0.004,3m,3.5,2.5,0.9,840.0,,,,,,,,300.0,0.01,2m,2.5,4.0,1.9000000000000001,352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,4,COMPLETE
72,72,-1.7952140289628704,2025-06-14 19:50:23.570570,2025-06-14 19:50:26.956572,0 days 00:00:03.386002,,,,,,,,574.0,0.009000000000000001,1m,2.0,2.0,1.2000000000000002,620.0,668,0.008,2m,3.0,1.0,1.5,256,958.0,0.004,3m,4.0,2.0,0.7,804.0,,,,,,,,362.0,0.01,2m,2.0,4.0,1.6,544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,4,COMPLETE
73,73,-0.7180968988991281,2025-06-14 19:50:27.025964,2025-06-14 19:50:29.747819,0 days 00:00:02.721855,,,,,,,,702.0,0.01,1m,3.0,2.5,0.7,372.0,572,0.009000000000000001,2m,4.0,1.0,1.6,292,782.0,0.005,3m,3.5,2.5,0.8,928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,3,COMPLETE
74,74,-5.976144938804587,2025-06-14 19:50:29.816790,2025-06-14 19:50:34.073622,0 days 00:00:04.256832,,,,,,,,638.0,0.008,1m,2.5,3.0,1.9000000000000001,502.0,412,0.01,2m,4.0,1.5,1.7000000000000002,456,896.0,0.003,3m,3.5,3.0,0.9,734.0,,,,,,,,484.0,0.009000000000000001,2m,2.5,4.0,2.0,754.0,,,,,,,,,,,,,,,,,,,,,,540.0,0.007,1m,2.5,3.5,1.9000000000000001,378.0,0.05,5,COMPLETE
75,75,-3.170896296082213,2025-06-14 19:50:34.140958,2025-06-14 19:50:36.924293,0 days 00:00:02.783335,,,,,,,,678.0,0.009000000000000001,3m,2.5,2.5,1.0,446.0,608,0.009000000000000001,2m,3.0,1.0,1.8,686,698.0,0.005,2m,3.0,2.5,1.0,944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,3,COMPLETE
76,76,-5.259890337341572,2025-06-14 19:50:37.005509,2025-06-14 19:50:40.649554,0 days 00:00:03.644045,,,,,,,,552.0,0.008,1m,2.0,3.0,0.9,592.0,490,0.007,1m,3.5,1.5,0.5,202,616.0,0.006,3m,2.5,1.5,0.8,244.0,,,,,,,,238.0,0.01,3m,3.0,3.5,1.7000000000000002,856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,COMPLETE
77,77,-0.8604068511702535,2025-06-14 19:50:40.704203,2025-06-14 19:50:45.752526,0 days 00:00:05.048323,,,,,,,,496.0,0.004,4m,3.5,2.5,0.8,666.0,562,0.01,2m,4.0,1.0,1.4,722,1020.0,0.01,3m,4.0,2.0,1.1,158.0,1024.0,0.009000000000000001,4m,4.0,2.5,0.6,818.0,400.0,0.009000000000000001,4m,3.5,4.0,1.5,662.0,,,,,,,,,,,,,,,,,,,,,,712.0,0.006,3m,3.5,3.0,1.4,232.0,0.2,6,COMPLETE
78,78,-2.8636417927618445,2025-06-14 19:50:45.829330,2025-06-14 19:50:50.379594,0 days 00:00:04.550264,,,,,,,,100.0,0.006,2m,3.0,2.0,0.7,404.0,128,0.008,1m,3.5,1.0,1.9000000000000001,984,826.0,0.004,3m,2.0,2.5,0.7,630.0,,,,,,,,324.0,0.007,2m,2.0,1.0,1.3,984.0,,,,,,,,,,,,,,,,,,,,,,486.0,0.01,3m,4.0,2.5,1.7000000000000002,788.0,0.45,5,COMPLETE
79,79,-0.3312006447630494,2025-06-14 19:50:50.436238,2025-06-14 19:50:52.920000,0 days 00:00:02.483762,,,,,,,,46.0,0.008,3m,2.0,2.5,0.5,568.0,72,0.006,2m,4.0,2.0,1.5,622,54.0,0.003,4m,3.5,3.0,1.3,488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,3,COMPLETE
80,80,-5.215164344164659,2025-06-14 19:50:52.990928,2025-06-14 19:51:00.413447,0 days 00:00:07.422519,532.0,0.003,4m,1.5,2.0,1.2000000000000002,466.0,464.0,0.007,2m,3.0,3.5,1.6,998.0,298,0.01,4m,4.0,3.5,1.0,428,104.0,0.006,3m,3.0,2.0,1.5,670.0,748.0,0.004,2m,2.0,1.5,1.0,1020.0,162.0,0.008,2m,1.5,3.5,1.9000000000000001,422.0,96.0,0.01,2m,4.0,4.0,0.5,52.0,982.0,0.003,4m,1.0,2.0,1.4,696.0,,,,,,,,906.0,0.003,2m,2.5,3.5,1.5,926.0,0.15000000000000002,9,COMPLETE
81,81,-2.355444912546747,2025-06-14 19:51:00.495772,2025-06-14 19:51:05.970920,0 days 00:00:05.475148,,,,,,,,644.0,0.007,2m,2.5,2.5,1.0,544.0,116,0.007,1m,4.0,1.0,0.7,804,180.0,0.01,3m,2.5,1.5,0.9,318.0,804.0,0.002,4m,4.0,2.0,1.2000000000000002,452.0,404.0,0.009000000000000001,2m,2.5,4.0,1.7000000000000002,746.0,,,,,,,,,,,,,,,,,,,,,,194.0,0.009000000000000001,4m,3.5,4.0,2.0,482.0,0.45,6,COMPLETE
82,82,-2.316040498802429,2025-06-14 19:51:06.050490,2025-06-14 19:51:11.185302,0 days 00:00:05.134812,,,,,,,,620.0,0.006,2m,2.5,2.5,1.0,498.0,96,0.007,1m,4.0,1.0,0.6,788,232.0,0.01,3m,3.0,1.5,1.0,1024.0,934.0,0.002,4m,4.0,2.0,0.8,592.0,350.0,0.01,2m,2.5,4.0,1.8,772.0,,,,,,,,,,,,,,,,,,,,,,18.0,0.008,4m,3.5,4.0,2.0,582.0,0.45,6,COMPLETE
83,83,-1.1185644907536356,2025-06-14 19:51:11.272825,2025-06-14 19:51:15.500144,0 days 00:00:04.227319,,,,,,,,570.0,0.007,2m,2.5,2.5,1.1,532.0,50,0.007,1m,4.0,1.0,0.6,324,110.0,0.009000000000000001,3m,3.5,1.0,0.9,326.0,,,,,,,,494.0,0.009000000000000001,2m,2.5,4.0,1.7000000000000002,708.0,,,,,,,,,,,,,,,,,,,,,,104.0,0.009000000000000001,4m,3.0,3.5,1.9000000000000001,668.0,0.45,5,COMPLETE
