,number,value,datetime_start,datetime_complete,duration,params_AMAT_TXN_beta_win,params_AMAT_TXN_stop_loss,params_AMAT_TXN_trade_freq,params_AMAT_TXN_z_entry,params_AMAT_TXN_z_exit,params_AMAT_TXN_z_stop_scaler,params_AMAT_TXN_z_win,params_AMZN_SIRI_beta_win,params_AMZN_SIRI_stop_loss,params_AMZN_SIRI_trade_freq,params_AMZN_SIRI_z_entry,params_AMZN_SIRI_z_exit,params_AMZN_SIRI_z_stop_scaler,params_AMZN_SIRI_z_win,params_BKNG_ZM_beta_win,params_BKNG_ZM_stop_loss,params_BKNG_ZM_trade_freq,params_BKNG_ZM_z_entry,params_BKNG_ZM_z_exit,params_BKNG_ZM_z_stop_scaler,params_BKNG_ZM_z_win,params_COST_PCAR_beta_win,params_COST_PCAR_stop_loss,params_COST_PCAR_trade_freq,params_COST_PCAR_z_entry,params_COST_PCAR_z_exit,params_COST_PCAR_z_stop_scaler,params_COST_PCAR_z_win,params_CSCO_TXN_beta_win,params_CSCO_TXN_stop_loss,params_CSCO_TXN_trade_freq,params_CSCO_TXN_z_entry,params_CSCO_TXN_z_exit,params_CSCO_TXN_z_stop_scaler,params_CSCO_TXN_z_win,params_CTAS_PCAR_beta_win,params_CTAS_PCAR_stop_loss,params_CTAS_PCAR_trade_freq,params_CTAS_PCAR_z_entry,params_CTAS_PCAR_z_exit,params_CTAS_PCAR_z_stop_scaler,params_CTAS_PCAR_z_win,params_JD_SIRI_beta_win,params_JD_SIRI_stop_loss,params_JD_SIRI_trade_freq,params_JD_SIRI_z_entry,params_JD_SIRI_z_exit,params_JD_SIRI_z_stop_scaler,params_JD_SIRI_z_win,params_LULU_PCAR_beta_win,params_LULU_PCAR_stop_loss,params_LULU_PCAR_trade_freq,params_LULU_PCAR_z_entry,params_LULU_PCAR_z_exit,params_LULU_PCAR_z_stop_scaler,params_LULU_PCAR_z_win,params_MDLZ_SIRI_beta_win,params_MDLZ_SIRI_stop_loss,params_MDLZ_SIRI_trade_freq,params_MDLZ_SIRI_z_entry,params_MDLZ_SIRI_z_exit,params_MDLZ_SIRI_z_stop_scaler,params_MDLZ_SIRI_z_win,params_SGEN_SIRI_beta_win,params_SGEN_SIRI_stop_loss,params_SGEN_SIRI_trade_freq,params_SGEN_SIRI_z_entry,params_SGEN_SIRI_z_exit,params_SGEN_SIRI_z_stop_scaler,params_SGEN_SIRI_z_win,params_buffer_capital,params_pairs_to_trade,state
30,30,1.201009161162095,2025-06-14 19:00:33.860967,2025-06-14 19:00:36.461299,0 days 00:00:02.600332,,,,,,,,,,,,,,,,,,,,,,128.0,0.006,2m,3.5,4.0,0.7,962.0,,,,,,,,,,,,,,,,,,,,,,144,0.007,2m,3.0,2.0,2.0,1006,252.0,0.009000000000000001,4m,3.5,2.0,1.8,906.0,,,,,,,,0.5,3,COMPLETE
31,31,2.173713638912904,2025-06-14 19:00:36.518391,2025-06-14 19:00:38.434272,0 days 00:00:01.915881,,,,,,,,,,,,,,,,,,,,,,744.0,0.009000000000000001,3m,4.0,2.0,1.6,310.0,,,,,,,,,,,,,,,,,,,,,,600,0.003,3m,1.0,3.5,0.7,818,,,,,,,,,,,,,,,0.1,2,COMPLETE
32,32,2.013327118248869,2025-06-14 19:00:38.489412,2025-06-14 19:00:40.507751,0 days 00:00:02.018339,,,,,,,,,,,,,,,,,,,,,,746.0,0.008,3m,4.0,2.0,1.9000000000000001,324.0,,,,,,,,,,,,,,,,,,,,,,594,0.003,3m,1.0,4.0,0.6,838,,,,,,,,,,,,,,,0.05,2,COMPLETE
33,33,-10.191226210615323,2025-06-14 19:00:40.606533,2025-06-14 19:00:44.950170,0 days 00:00:04.343637,,,,,,,,,,,,,,,514.0,0.002,1m,2.5,2.0,0.5,34.0,940.0,0.002,3m,1.0,3.0,1.7000000000000002,390.0,410.0,0.005,3m,1.0,2.0,1.0,960.0,,,,,,,,,,,,,,,664,0.002,3m,1.5,3.0,0.8,884,914.0,0.003,1m,1.0,3.5,1.2000000000000002,218.0,,,,,,,,0.1,5,COMPLETE
34,34,0.8933006124429371,2025-06-14 19:00:45.020830,2025-06-14 19:00:45.932597,0 days 00:00:00.911767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462,0.009000000000000001,3m,1.0,3.5,1.4,774,,,,,,,,,,,,,,,0.2,1,COMPLETE
35,35,1.7148728474476804,2025-06-14 19:00:45.986648,2025-06-14 19:00:50.739644,0 days 00:00:04.752996,,,,,,,,,,,,,,,792.0,0.005,3m,1.5,3.5,1.4,154.0,610.0,0.009000000000000001,3m,3.5,1.5,1.3,176.0,732.0,0.002,1m,2.5,4.0,1.7000000000000002,146.0,,,,,,,,,,,,,,,550,0.002,1m,1.5,3.5,0.9,312,712.0,0.006,4m,1.5,4.0,1.4,612.0,,,,,,,,0.15000000000000002,5,COMPLETE
36,36,5.616650705211538,2025-06-14 19:00:50.798988,2025-06-14 19:00:52.429020,0 days 00:00:01.630032,,,,,,,,,,,,,,,,,,,,,,784.0,0.008,3m,4.0,2.5,1.9000000000000001,552.0,,,,,,,,,,,,,,,,,,,,,,364,0.005,3m,1.5,4.0,0.6,670,,,,,,,,,,,,,,,0.05,2,COMPLETE
37,37,3.926131492477082,2025-06-14 19:00:52.486359,2025-06-14 19:00:56.128378,0 days 00:00:03.642019,,,,,,,,,,,,,,,126.0,0.008,4m,4.0,2.0,0.7,300.0,816.0,0.007,3m,3.5,2.5,1.9000000000000001,540.0,,,,,,,,,,,,,,,,,,,,,,386,0.005,4m,1.5,4.0,0.6,664,804.0,0.007,3m,2.0,2.5,1.0,480.0,,,,,,,,0.05,4,COMPLETE
38,38,6.6669131263938946,2025-06-14 19:00:56.183689,2025-06-14 19:00:58.908291,0 days 00:00:02.724602,,,,,,,,,,,,,,,,,,,,,,980.0,0.007,4m,3.0,3.0,1.9000000000000001,550.0,,,,,,,,,,,,,,,,,,,,,,240,0.005,4m,2.0,4.0,0.5,682,794.0,0.007,3m,2.0,2.5,1.0,474.0,,,,,,,,0.05,3,COMPLETE
39,39,3.679504717631881,2025-06-14 19:00:58.981444,2025-06-14 19:01:02.629364,0 days 00:00:03.647920,,,,,,,,,,,,,,,176.0,0.008,4m,4.0,1.0,1.1,800.0,868.0,0.007,4m,3.0,2.5,1.9000000000000001,544.0,,,,,,,,,,,,,,,,,,,,,,386,0.005,4m,2.0,4.0,0.6,662,816.0,0.007,3m,2.0,2.5,1.0,478.0,,,,,,,,0.05,4,COMPLETE
40,40,6.242579888039568,2025-06-14 19:01:02.688753,2025-06-14 19:01:05.397691,0 days 00:00:02.708938,,,,,,,,,,,,,,,,,,,,,,948.0,0.006,4m,3.5,3.0,1.9000000000000001,598.0,,,,,,,,,,,,,,,,,,,,,,234,0.005,4m,2.0,4.0,0.5,654,948.0,0.005,3m,2.5,2.0,0.8,612.0,,,,,,,,0.05,3,COMPLETE
41,41,5.210168007296776,2025-06-14 19:01:05.451039,2025-06-14 19:01:08.343003,0 days 00:00:02.891964,,,,,,,,,,,,,,,,,,,,,,950.0,0.006,4m,3.5,3.0,1.9000000000000001,614.0,,,,,,,,,,,,,,,,,,,,,,226,0.005,4m,2.0,4.0,0.5,638,950.0,0.005,3m,2.5,2.0,0.8,590.0,,,,,,,,0.05,3,COMPLETE
42,42,2.2731138014750103,2025-06-14 19:01:08.394761,2025-06-14 19:01:10.951182,0 days 00:00:02.556421,,,,,,,,,,,,,,,,,,,,,,964.0,0.004,4m,3.0,3.0,2.0,634.0,,,,,,,,,,,,,,,,,,,,,,216,0.004,4m,2.5,4.0,0.5,602,1018.0,0.005,3m,3.0,1.5,0.7,620.0,,,,,,,,0.05,3,COMPLETE
43,43,4.67024807762295,2025-06-14 19:01:11.056423,2025-06-14 19:01:13.821020,0 days 00:00:02.764597,,,,,,,,,,,,,,,,,,,,,,1022.0,0.005,4m,3.5,3.0,1.9000000000000001,596.0,,,,,,,,,,,,,,,,,,,,,,298,0.006,4m,2.0,3.5,0.5,712,958.0,0.005,3m,2.5,2.0,0.7,702.0,,,,,,,,0.05,3,COMPLETE
44,44,1.6708977584658935,2025-06-14 19:01:13.882307,2025-06-14 19:01:16.549709,0 days 00:00:02.667402,,,,,,,,,,,,,,,,,,,,,,942.0,0.006,4m,2.5,3.0,1.7000000000000002,470.0,,,,,,,,,,,,,,,,,,,,,,232,0.005,4m,2.0,4.0,0.8,746,896.0,0.003,3m,2.5,2.0,0.9,556.0,,,,,,,,0.1,3,COMPLETE
45,45,1.1681200882740537,2025-06-14 19:01:16.602481,2025-06-14 19:01:17.534298,0 days 00:00:00.931817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,0.006,4m,2.5,4.0,0.5,478,,,,,,,,,,,,,,,0.05,1,COMPLETE
46,46,0.8216188574097599,2025-06-14 19:01:17.582878,2025-06-14 19:01:20.806253,0 days 00:00:03.223375,,,,,,,,,,,,,,,876.0,0.009000000000000001,1m,1.5,1.0,2.0,1010.0,870.0,0.004,4m,3.5,3.5,1.8,720.0,,,,,,,,,,,,,,,,,,,,,,312,0.005,4m,2.5,4.0,1.9000000000000001,568,946.0,0.006,3m,2.5,1.5,0.7,658.0,,,,,,,,0.1,4,COMPLETE
47,47,2.3242279918759383,2025-06-14 19:01:20.856741,2025-06-14 19:01:23.315703,0 days 00:00:02.458962,,,,,,,,,,,,,,,,,,,,,,962.0,0.007,4m,3.5,3.0,2.0,820.0,,,,,,,,,,,,,,,,,,,,,,174,0.006,4m,2.0,3.5,0.6,624,852.0,0.004,3m,3.0,1.0,0.5,848.0,,,,,,,,0.05,3,COMPLETE
48,48,-0.14901739969518413,2025-06-14 19:01:23.415331,2025-06-14 19:01:27.864947,0 days 00:00:04.449616,,,,,,,,,,,,,,,630.0,0.002,3m,1.0,2.5,1.7000000000000002,590.0,812.0,0.006,4m,3.0,2.5,1.9000000000000001,504.0,1008.0,0.01,1m,4.0,1.0,0.5,714.0,,,,,,,,,,,,,,,238,0.004,2m,2.0,4.0,0.6,660,980.0,0.006,3m,2.5,2.5,1.2000000000000002,420.0,,,,,,,,0.4,5,COMPLETE
49,49,-0.3475903917158456,2025-06-14 19:01:27.932622,2025-06-14 19:01:29.635325,0 days 00:00:01.702703,,,,,,,,,,,,,,,,,,,,,,878.0,0.005,4m,2.5,3.0,1.5,610.0,,,,,,,,,,,,,,,,,,,,,,82,0.005,4m,2.0,3.5,1.7000000000000002,420,,,,,,,,,,,,,,,0.05,2,COMPLETE
50,50,-1.7130991700049778,2025-06-14 19:01:29.702093,2025-06-14 19:01:32.550042,0 days 00:00:02.847949,,,,,,,,,,,,,,,,,,,,,,668.0,0.008,4m,3.5,3.5,1.7000000000000002,566.0,,,,,,,,,,,,,,,,,,,,,,330,0.007,1m,1.5,3.0,0.8,506,778.0,0.003,1m,3.5,2.0,1.0,504.0,,,,,,,,0.1,3,COMPLETE
51,51,4.927238376936753,2025-06-14 19:01:32.651451,2025-06-14 19:01:35.304649,0 days 00:00:02.653198,,,,,,,,,,,,,,,,,,,,,,998.0,0.005,4m,3.5,3.0,1.9000000000000001,598.0,,,,,,,,,,,,,,,,,,,,,,264,0.006,4m,2.0,4.0,0.5,714,952.0,0.005,3m,2.5,2.0,0.7,700.0,,,,,,,,0.05,3,COMPLETE
52,52,0.3841813248352113,2025-06-14 19:01:35.405505,2025-06-14 19:01:39.145833,0 days 00:00:03.740328,,,,,,,,,,,,,,,356.0,0.007,1m,2.0,2.0,1.8,914.0,988.0,0.004,4m,3.0,3.0,1.8,504.0,,,,,,,,,,,,,,,,,,,,,,250,0.004,4m,2.5,4.0,0.5,746,932.0,0.005,3m,2.5,2.0,0.8,594.0,,,,,,,,0.05,4,COMPLETE
53,53,1.636102370056528,2025-06-14 19:01:39.206076,2025-06-14 19:01:41.978408,0 days 00:00:02.772332,,,,,,,,,,,,,,,,,,,,,,932.0,0.006,4m,3.5,2.5,2.0,698.0,,,,,,,,,,,,,,,,,,,,,,200,0.005,4m,2.0,4.0,0.5,694,1014.0,0.005,3m,2.5,1.5,0.6,828.0,,,,,,,,0.1,3,COMPLETE
54,54,-100.0,2025-06-14 19:01:42.045069,2025-06-14 19:01:43.044667,0 days 00:00:00.999598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,0.007,4m,3.0,3.5,0.7,638,,,,,,,,,,,,,,,0.1,1,COMPLETE
55,55,2.330260930183973,2025-06-14 19:01:43.106874,2025-06-14 19:01:44.995253,0 days 00:00:01.888379,,,,,,,,,,,,,,,,,,,,,,788.0,0.005,2m,3.5,3.0,1.9000000000000001,636.0,,,,,,,,,,,,,,,,,,,,,,140,0.006,2m,2.0,4.0,0.6,560,,,,,,,,,,,,,,,0.05,2,COMPLETE
56,56,1.6532333626041722,2025-06-14 19:01:45.059749,2025-06-14 19:01:48.626734,0 days 00:00:03.566985,,,,,,,,,,,,,,,530.0,0.004,4m,1.5,1.5,1.5,726.0,108.0,0.007,4m,3.0,3.5,1.8,440.0,,,,,,,,,,,,,,,,,,,,,,364,0.009000000000000001,4m,1.5,4.0,1.3,694,840.0,0.006,3m,2.0,2.5,0.8,712.0,,,,,,,,0.3,4,COMPLETE
57,57,0.9890720401656394,2025-06-14 19:01:48.682301,2025-06-14 19:01:51.342263,0 days 00:00:02.659962,,,,,,,,,,,,,,,,,,,,,,226.0,0.003,1m,2.5,2.5,1.9000000000000001,778.0,,,,,,,,,,,,,,,,,,,,,,182,0.005,4m,4.0,3.5,1.1,752,740.0,0.004,2m,3.0,3.0,0.7,566.0,,,,,,,,0.35000000000000003,3,COMPLETE
58,58,2.2181505356255884,2025-06-14 19:01:51.399460,2025-06-14 19:01:56.604647,0 days 00:00:05.205187,,,,,,,,,,,,,,,700.0,0.009000000000000001,3m,3.5,2.5,2.0,580.0,1024.0,0.008,4m,4.0,3.0,1.7000000000000002,574.0,720.0,0.007,3m,3.5,1.5,0.8,832.0,,,,,,,,562.0,0.01,2m,4.0,4.0,0.8,952.0,424,0.004,2m,2.5,4.0,0.5,632,924.0,0.007,3m,2.5,2.0,1.1,652.0,,,,,,,,0.05,6,COMPLETE
59,59,4.14103727875511,2025-06-14 19:01:56.663467,2025-06-14 19:01:58.694579,0 days 00:00:02.031112,,,,,,,,,,,,,,,,,,,,,,896.0,0.006,4m,3.5,3.5,1.6,730.0,,,,,,,,,,,,,,,,,,,,,,486,0.006,4m,1.5,4.0,0.7,592,,,,,,,,,,,,,,,0.1,2,COMPLETE
60,60,-3.5026953533755982,2025-06-14 19:01:58.769746,2025-06-14 19:02:01.502458,0 days 00:00:02.732712,,,,,,,,,,,,,,,,,,,,,,978.0,0.005,1m,3.0,2.5,2.0,680.0,,,,,,,,,,,,,,,,,,,,,,328,0.004,4m,2.0,3.5,0.6,890,972.0,0.008,1m,2.5,2.0,0.6,782.0,,,,,,,,0.05,3,COMPLETE
61,61,2.686574045916919,2025-06-14 19:02:01.567848,2025-06-14 19:02:04.368547,0 days 00:00:02.800699,,,,,,,,,,,,,,,,,,,,,,1012.0,0.005,4m,3.5,3.0,1.9000000000000001,588.0,,,,,,,,,,,,,,,,,,,,,,298,0.006,4m,2.0,4.0,0.5,712,982.0,0.005,3m,2.5,2.0,0.7,700.0,,,,,,,,0.05,3,COMPLETE
62,62,8.62154643143332,2025-06-14 19:02:04.420538,2025-06-14 19:02:07.070159,0 days 00:00:02.649621,,,,,,,,,,,,,,,,,,,,,,1024.0,0.005,4m,3.5,3.0,1.9000000000000001,618.0,,,,,,,,,,,,,,,,,,,,,,256,0.006,4m,2.0,3.5,0.6,686,896.0,0.005,3m,2.5,1.5,0.9,522.0,,,,,,,,0.1,3,COMPLETE
63,63,7.683884311073156,2025-06-14 19:02:07.149158,2025-06-14 19:02:09.147953,0 days 00:00:01.998795,,,,,,,,,,,,,,,,,,,,,,844.0,0.006,4m,4.0,3.0,1.8,534.0,,,,,,,,,,,,,,,,,,,,,,250,0.005,4m,2.5,4.0,0.6,542,,,,,,,,,,,,,,,0.1,2,COMPLETE
64,64,-100.0,2025-06-14 19:02:09.201268,2025-06-14 19:02:11.152212,0 days 00:00:01.950944,,,,,,,,,,,,,,,,,,,,,,902.0,0.007,2m,4.0,3.5,1.8,520.0,,,,,,,,,,,,,,,,,,,,,,106,0.005,4m,2.5,3.5,0.8,526,,,,,,,,,,,,,,,0.1,2,COMPLETE
65,65,0.605663392133305,2025-06-14 19:02:11.207537,2025-06-14 19:02:12.979587,0 days 00:00:01.772050,,,,,,,,,,,,,,,,,,,,,,838.0,0.006,4m,4.0,3.0,2.0,462.0,,,,,,,,,,,,,,,,,,,,,,1024,0.005,2m,3.0,4.0,0.6,224,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
66,66,-0.9074627389888503,2025-06-14 19:02:13.064438,2025-06-14 19:02:22.265963,0 days 00:00:09.201525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,0.008,1m,3.0,3.5,0.7,344,,,,,,,,,,,,,,,0.1,1,COMPLETE
67,67,-100.0,2025-06-14 19:02:22.344896,2025-06-14 19:02:24.345775,0 days 00:00:02.000879,,,,,,,,,,,,,,,,,,,,,,782.0,0.01,1m,4.0,3.0,1.8,18.0,,,,,,,,,,,,,,,,,,,,,,56,0.004,4m,2.5,3.0,1.5,476,,,,,,,,,,,,,,,0.4,2,COMPLETE
68,68,-2.224921472790953,2025-06-14 19:02:24.399094,2025-06-14 19:02:27.894416,0 days 00:00:03.495322,,,,,,,,,,,,,,,882.0,0.002,4m,2.5,3.0,1.2000000000000002,464.0,954.0,0.008,4m,4.0,2.5,1.4,642.0,,,,,,,,,,,,,,,,,,,,,,214,0.003,2m,2.5,2.5,1.0,682,678.0,0.006,2m,2.0,1.5,0.9,364.0,,,,,,,,0.15000000000000002,4,COMPLETE
69,69,-0.6713948549243821,2025-06-14 19:02:27.967527,2025-06-14 19:02:28.918876,0 days 00:00:00.951349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,0.01,4m,3.5,4.0,0.6,116,,,,,,,,,,,,,,,0.3,1,COMPLETE
70,70,6.278852727830476,2025-06-14 19:02:28.998079,2025-06-14 19:02:30.788159,0 days 00:00:01.790080,,,,,,,,,,,,,,,,,,,,,,350.0,0.006,4m,3.0,2.5,1.7000000000000002,552.0,,,,,,,,,,,,,,,,,,,,,,408,0.005,3m,1.5,3.5,1.8,580,,,,,,,,,,,,,,,0.25,2,COMPLETE
71,71,5.746963513671908,2025-06-14 19:02:30.867124,2025-06-14 19:02:32.771324,0 days 00:00:01.904200,,,,,,,,,,,,,,,,,,,,,,330.0,0.006,4m,3.0,2.5,1.7000000000000002,422.0,,,,,,,,,,,,,,,,,,,,,,396,0.005,3m,1.5,3.5,1.9000000000000001,578,,,,,,,,,,,,,,,0.25,2,COMPLETE
72,72,6.818932210149572,2025-06-14 19:02:32.822639,2025-06-14 19:02:34.863376,0 days 00:00:02.040737,,,,,,,,,,,,,,,,,,,,,,342.0,0.007,4m,3.0,2.5,1.7000000000000002,424.0,,,,,,,,,,,,,,,,,,,,,,398,0.005,3m,1.5,3.0,1.9000000000000001,542,,,,,,,,,,,,,,,0.25,2,COMPLETE
73,73,5.3003639774682405,2025-06-14 19:02:34.954786,2025-06-14 19:02:36.776461,0 days 00:00:01.821675,,,,,,,,,,,,,,,,,,,,,,314.0,0.007,4m,3.0,2.5,1.7000000000000002,426.0,,,,,,,,,,,,,,,,,,,,,,448,0.004,3m,1.5,3.0,1.9000000000000001,542,,,,,,,,,,,,,,,0.25,2,COMPLETE
74,74,2.102511515580963,2025-06-14 19:02:36.843030,2025-06-14 19:02:37.740778,0 days 00:00:00.897748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,0.005,3m,1.5,2.5,1.8,408,,,,,,,,,,,,,,,0.25,1,COMPLETE
75,75,1.4119861988697346,2025-06-14 19:02:37.796138,2025-06-14 19:02:39.870242,0 days 00:00:02.074104,,,,,,,,,,,,,,,,,,,,,,394.0,0.006,4m,3.0,2.5,1.6,402.0,,,,,,,,,,,,,,,,,,,,,,474,0.007,3m,1.5,3.0,2.0,574,,,,,,,,,,,,,,,0.2,2,COMPLETE
76,76,6.13869668914168,2025-06-14 19:02:39.954549,2025-06-14 19:02:41.846570,0 days 00:00:01.892021,,,,,,,,,,,,,,,,,,,,,,316.0,0.006,4m,2.5,2.5,1.5,494.0,,,,,,,,,,,,,,,,,,,,,,538,0.006,3m,1.5,3.0,1.8,496,,,,,,,,,,,,,,,0.3,2,COMPLETE
77,77,4.975669915533894,2025-06-14 19:02:41.919551,2025-06-14 19:02:43.013642,0 days 00:00:01.094091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560,0.006,3m,1.5,3.0,1.8,372,,,,,,,,,,,,,,,0.3,1,COMPLETE
78,78,-1.1585592418062949,2025-06-14 19:02:43.064431,2025-06-14 19:02:49.855809,0 days 00:00:06.791378,,,,,,,,,,,,,,,512.0,0.006,1m,3.0,4.0,1.4,434.0,272.0,0.007,4m,2.5,2.5,1.5,474.0,860.0,0.005,2m,3.0,2.0,1.4,574.0,248.0,0.01,2m,1.0,3.0,2.0,102.0,252.0,0.008,1m,1.0,3.0,1.7000000000000002,798.0,434,0.008,3m,1.5,2.5,1.8,502,886.0,0.009000000000000001,1m,1.5,1.0,1.1,436.0,62.0,0.008,1m,4.0,1.0,1.5,812.0,0.35000000000000003,8,COMPLETE
79,79,0.03954773187414916,2025-06-14 19:02:49.928612,2025-06-14 19:02:52.674308,0 days 00:00:02.745696,,,,,,,,,,,,,,,,,,,,,,488.0,0.006,4m,2.5,3.0,1.4,930.0,,,,,,,,,,,,,,,,,,,,,,510,0.006,3m,2.0,3.0,1.7000000000000002,302,766.0,0.002,2m,3.0,3.0,1.3,316.0,,,,,,,,0.3,3,COMPLETE
80,80,-0.1538700465263492,2025-06-14 19:02:52.733828,2025-06-14 19:02:54.462781,0 days 00:00:01.728953,,,,,,,,,,,,,,,,,,,,,,192.0,0.005,4m,2.5,2.0,1.2000000000000002,496.0,,,,,,,,,,,,,,,,,,,,,,314,0.007,3m,4.0,3.5,2.0,430,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
81,81,3.653728749122846,2025-06-14 19:02:54.535393,2025-06-14 19:02:56.393354,0 days 00:00:01.857961,,,,,,,,,,,,,,,,,,,,,,340.0,0.006,4m,3.0,2.5,1.6,372.0,,,,,,,,,,,,,,,,,,,,,,350,0.005,3m,1.5,3.5,1.9000000000000001,592,,,,,,,,,,,,,,,0.25,2,COMPLETE
82,82,3.081580447341451,2025-06-14 19:02:56.458870,2025-06-14 19:02:58.438492,0 days 00:00:01.979622,,,,,,,,,,,,,,,,,,,,,,274.0,0.006,4m,3.0,2.5,1.7000000000000002,414.0,,,,,,,,,,,,,,,,,,,,,,418,0.005,3m,1.0,3.5,1.7000000000000002,456,,,,,,,,,,,,,,,0.25,2,COMPLETE
83,83,5.51081162864251,2025-06-14 19:02:58.494324,2025-06-14 19:03:01.165076,0 days 00:00:02.670752,,,,,,,,,,,,,,,,,,,,,,378.0,0.007,4m,3.0,2.5,1.8,538.0,,,,,,,,,,,,,,,,,,,,,,382,0.005,3m,1.5,3.5,1.9000000000000001,500,788.0,0.007,3m,2.0,1.5,1.0,510.0,,,,,,,,0.2,3,COMPLETE
84,84,-8.238890738297886,2025-06-14 19:03:01.227214,2025-06-14 19:03:03.005803,0 days 00:00:01.778589,,,,,,,,,,,,,,,,,,,,,,442.0,0.006,1m,2.5,3.0,1.6,352.0,,,,,,,,,,,,,,,,,,,,,,286,0.006,3m,1.5,3.0,1.9000000000000001,548,,,,,,,,,,,,,,,0.25,2,COMPLETE
85,85,3.792012124257962,2025-06-14 19:03:03.074923,2025-06-14 19:03:04.159223,0 days 00:00:01.084300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538,0.004,3m,2.0,3.5,1.8,618,,,,,,,,,,,,,,,0.3,1,COMPLETE
86,86,-2.0014340024973967,2025-06-14 19:03:04.232423,2025-06-14 19:03:06.886104,0 days 00:00:02.653681,,,,,,,,,,,,,,,,,,,,,,248.0,0.005,4m,2.0,2.5,1.7000000000000002,464.0,,,,,,,,,,,,,,,,,,,,,,264,0.005,1m,1.0,2.5,2.0,530,592.0,0.008,3m,1.5,3.0,1.3,950.0,,,,,,,,0.3,3,COMPLETE
87,87,2.5750494021920862,2025-06-14 19:03:06.952462,2025-06-14 19:03:09.800629,0 days 00:00:02.848167,,,,,,,,,,,,,,,,,,,,,,308.0,0.007,4m,3.0,2.0,1.5,292.0,,,,,,,,,,,,,,,,,,,,,,336,0.006,3m,1.5,3.0,1.6,612,16.0,0.004,3m,3.5,2.5,1.2000000000000002,528.0,,,,,,,,0.2,3,COMPLETE
88,88,-0.5257438442525101,2025-06-14 19:03:09.861432,2025-06-14 19:03:11.699824,0 days 00:00:01.838392,,,,,,,,,,,,,,,,,,,,,,358.0,0.006,2m,2.5,3.0,1.8,490.0,,,,,,,,,,,,,,,,,,,,,,370,0.005,2m,2.0,2.0,1.9000000000000001,574,,,,,,,,,,,,,,,0.25,2,COMPLETE
89,89,0.38702720643572835,2025-06-14 19:03:11.797983,2025-06-14 19:03:12.900811,0 days 00:00:01.102828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486,0.005,3m,1.5,3.5,1.7000000000000002,654,,,,,,,,,,,,,,,0.2,1,COMPLETE
90,90,-4.70363679829726,2025-06-14 19:03:12.961617,2025-06-14 19:03:16.358189,0 days 00:00:03.396572,,,,,,,,,,,,,,,90.0,0.01,3m,1.0,1.0,1.0,312.0,406.0,0.005,4m,3.0,2.5,1.8,528.0,,,,,,,,,,,,,,,,,,,,,,404,0.004,3m,2.0,1.0,1.8,736,544.0,0.003,1m,3.0,1.5,0.9,326.0,,,,,,,,0.3,4,COMPLETE
91,91,2.099940299073509,2025-06-14 19:03:16.415580,2025-06-14 19:03:18.034682,0 days 00:00:01.619102,,,,,,,,,,,,,,,,,,,,,,168.0,0.008,4m,3.0,2.5,1.9000000000000001,556.0,,,,,,,,,,,,,,,,,,,,,,308,0.005,3m,1.5,4.0,2.0,644,,,,,,,,,,,,,,,0.25,2,COMPLETE
92,92,-1.1698321715595421,2025-06-14 19:03:18.130066,2025-06-14 19:03:23.525184,0 days 00:00:05.395118,,,,,,,,,,,,,,,874.0,0.001,4m,2.5,1.5,1.8,100.0,314.0,0.007,1m,4.0,2.5,1.7000000000000002,436.0,452.0,0.008,2m,3.5,3.0,0.7,858.0,,,,,,,,504.0,0.009000000000000001,4m,3.5,1.5,0.7,164.0,198,0.006,3m,1.5,4.0,1.8,772,670.0,0.001,2m,2.0,1.0,1.1,1016.0,376.0,0.003,3m,1.0,4.0,2.0,258.0,0.35000000000000003,7,COMPLETE
93,93,4.443602990700322,2025-06-14 19:03:23.613612,2025-06-14 19:03:25.449253,0 days 00:00:01.835641,,,,,,,,,,,,,,,,,,,,,,472.0,0.007,4m,3.0,2.5,1.9000000000000001,566.0,,,,,,,,,,,,,,,,,,,,,,352,0.005,3m,1.0,4.0,1.9000000000000001,678,,,,,,,,,,,,,,,0.5,2,COMPLETE
