,number,value,datetime_start,datetime_complete,duration,params_ADP_AMAT_beta_win,params_ADP_AMAT_stop_loss,params_ADP_AMAT_trade_freq,params_ADP_AMAT_z_entry,params_ADP_AMAT_z_exit,params_ADP_AMAT_z_stop_scaler,params_ADP_AMAT_z_win,params_ADP_NXPI_beta_win,params_ADP_NXPI_stop_loss,params_ADP_NXPI_trade_freq,params_ADP_NXPI_z_entry,params_ADP_NXPI_z_exit,params_ADP_NXPI_z_stop_scaler,params_ADP_NXPI_z_win,params_ATVI_NXPI_beta_win,params_ATVI_NXPI_stop_loss,params_ATVI_NXPI_trade_freq,params_ATVI_NXPI_z_entry,params_ATVI_NXPI_z_exit,params_ATVI_NXPI_z_stop_scaler,params_ATVI_NXPI_z_win,params_ATVI_ODFL_beta_win,params_ATVI_ODFL_stop_loss,params_ATVI_ODFL_trade_freq,params_ATVI_ODFL_z_entry,params_ATVI_ODFL_z_exit,params_ATVI_ODFL_z_stop_scaler,params_ATVI_ODFL_z_win,params_CMCSA_MAR_beta_win,params_CMCSA_MAR_stop_loss,params_CMCSA_MAR_trade_freq,params_CMCSA_MAR_z_entry,params_CMCSA_MAR_z_exit,params_CMCSA_MAR_z_stop_scaler,params_CMCSA_MAR_z_win,params_EBAY_TXN_beta_win,params_EBAY_TXN_stop_loss,params_EBAY_TXN_trade_freq,params_EBAY_TXN_z_entry,params_EBAY_TXN_z_exit,params_EBAY_TXN_z_stop_scaler,params_EBAY_TXN_z_win,params_FAST_NXPI_beta_win,params_FAST_NXPI_stop_loss,params_FAST_NXPI_trade_freq,params_FAST_NXPI_z_entry,params_FAST_NXPI_z_exit,params_FAST_NXPI_z_stop_scaler,params_FAST_NXPI_z_win,params_GOOGL_FTNT_beta_win,params_GOOGL_FTNT_stop_loss,params_GOOGL_FTNT_trade_freq,params_GOOGL_FTNT_z_entry,params_GOOGL_FTNT_z_exit,params_GOOGL_FTNT_z_stop_scaler,params_GOOGL_FTNT_z_win,params_MRNA_PCAR_beta_win,params_MRNA_PCAR_stop_loss,params_MRNA_PCAR_trade_freq,params_MRNA_PCAR_z_entry,params_MRNA_PCAR_z_exit,params_MRNA_PCAR_z_stop_scaler,params_MRNA_PCAR_z_win,params_PCAR_TXN_beta_win,params_PCAR_TXN_stop_loss,params_PCAR_TXN_trade_freq,params_PCAR_TXN_z_entry,params_PCAR_TXN_z_exit,params_PCAR_TXN_z_stop_scaler,params_PCAR_TXN_z_win,params_buffer_capital,params_pairs_to_trade,state
102,102,3.38724653313498,2025-06-14 19:05:23.113984,2025-06-14 19:05:26.960363,0 days 00:00:03.846379,980.0,0.005,4m,3.5,2.5,2.0,588.0,,,,,,,,,,,,,,,,,,,,,,844.0,0.009000000000000001,3m,4.0,4.0,1.2000000000000002,94.0,,,,,,,,1004.0,0.008,1m,3.5,1.5,1.9000000000000001,16.0,,,,,,,,980,0.007,4m,1.0,3.5,1.1,692,,,,,,,,0.4,4,COMPLETE
103,103,2.815299307348344,2025-06-14 19:05:27.028955,2025-06-14 19:05:30.395011,0 days 00:00:03.366056,678.0,0.006,4m,3.0,2.5,2.0,640.0,,,,,,,,,,,,,,,,,,,,,,894.0,0.01,3m,4.0,4.0,1.2000000000000002,126.0,,,,,,,,988.0,0.008,1m,3.5,1.5,1.9000000000000001,24.0,,,,,,,,984,0.007,4m,1.0,3.5,1.0,694,,,,,,,,0.4,4,COMPLETE
104,104,2.2780564008930675,2025-06-14 19:05:30.457156,2025-06-14 19:05:34.421773,0 days 00:00:03.964617,584.0,0.006,4m,3.0,2.5,2.0,646.0,,,,,,,,,,,,,,,174.0,0.007,3m,1.5,1.0,0.6,50.0,884.0,0.009000000000000001,3m,4.0,4.0,1.1,130.0,,,,,,,,996.0,0.007,1m,3.5,1.5,1.9000000000000001,24.0,,,,,,,,968,0.007,4m,1.0,3.5,1.4,694,,,,,,,,0.35000000000000003,5,COMPLETE
105,105,1.163868062600602,2025-06-14 19:05:34.487160,2025-06-14 19:05:38.051865,0 days 00:00:03.564705,662.0,0.006,4m,3.0,3.0,1.8,588.0,,,,,,,,,,,,,,,,,,,,,,854.0,0.01,3m,4.0,4.0,1.2000000000000002,94.0,,,,,,,,940.0,0.008,1m,3.5,1.5,1.9000000000000001,60.0,,,,,,,,938,0.007,4m,1.0,3.5,1.0,658,,,,,,,,0.4,4,COMPLETE
106,106,0.13935455345665268,2025-06-14 19:05:38.141471,2025-06-14 19:05:42.032496,0 days 00:00:03.891025,702.0,0.004,4m,3.5,2.5,2.0,600.0,,,,,,,,,,,,,,,,,,,,,,844.0,0.009000000000000001,3m,4.0,4.0,1.2000000000000002,186.0,,,,,,,,1020.0,0.009000000000000001,1m,3.0,1.5,1.8,116.0,,,,,,,,1022,0.006,3m,2.5,3.5,1.0,680,,,,,,,,0.4,4,COMPLETE
107,107,3.41921257084498,2025-06-14 19:05:42.100285,2025-06-14 19:05:46.694288,0 days 00:00:04.594003,790.0,0.006,4m,3.5,2.5,1.9000000000000001,494.0,,,,,,,,,,,,,,,1016.0,0.002,2m,2.5,4.0,0.8,266.0,960.0,0.01,3m,4.0,4.0,1.4,90.0,,,,,,,,860.0,0.007,1m,3.5,1.5,2.0,52.0,,,,,,,,896,0.008,1m,1.0,3.5,0.9,768,,,,,,,,0.35000000000000003,5,COMPLETE
108,108,3.5753977563282993,2025-06-14 19:05:46.771952,2025-06-14 19:05:51.376814,0 days 00:00:04.604862,774.0,0.007,4m,3.5,2.5,1.9000000000000001,528.0,,,,,,,,,,,,,,,1018.0,0.002,2m,2.5,4.0,0.8,248.0,984.0,0.01,3m,4.0,4.0,1.4,160.0,,,,,,,,836.0,0.007,1m,3.5,1.5,2.0,176.0,,,,,,,,892,0.008,1m,1.0,3.5,0.9,784,,,,,,,,0.35000000000000003,5,COMPLETE
109,109,2.4054628664560056,2025-06-14 19:05:51.430584,2025-06-14 19:05:55.973433,0 days 00:00:04.542849,850.0,0.007,4m,3.5,2.5,1.9000000000000001,536.0,,,,,,,,,,,,,,,1020.0,0.002,2m,2.5,4.0,0.8,264.0,976.0,0.01,3m,4.0,4.0,1.4,160.0,,,,,,,,868.0,0.006,1m,3.5,1.5,2.0,180.0,,,,,,,,842,0.008,1m,1.0,3.5,1.6,786,,,,,,,,0.35000000000000003,5,COMPLETE
110,110,-2.3939253667531744,2025-06-14 19:05:56.047804,2025-06-14 19:06:00.522792,0 days 00:00:04.474988,766.0,0.007,4m,3.5,3.0,1.8,494.0,,,,,,,,,,,,,,,928.0,0.004,2m,2.5,4.0,0.9,150.0,948.0,0.01,3m,4.0,4.0,1.5,198.0,,,,,,,,942.0,0.007,1m,4.0,1.5,2.0,268.0,,,,,,,,898,0.008,1m,1.0,4.0,0.9,762,,,,,,,,0.3,5,COMPLETE
111,111,-2.5945121241983613,2025-06-14 19:06:00.602138,2025-06-14 19:06:05.300765,0 days 00:00:04.698627,730.0,0.006,4m,3.5,2.5,2.0,548.0,,,,,,,,,,,,,,,924.0,0.003,2m,2.0,3.5,1.1,82.0,1016.0,0.01,3m,4.0,4.0,1.4,88.0,,,,,,,,822.0,0.007,1m,3.5,1.5,1.9000000000000001,56.0,,,,,,,,922,0.007,1m,1.0,3.5,0.9,814,,,,,,,,0.35000000000000003,5,COMPLETE
112,112,-5.419106375057841,2025-06-14 19:06:05.360160,2025-06-14 19:06:09.184317,0 days 00:00:03.824157,804.0,0.006,4m,3.0,2.5,1.9000000000000001,454.0,,,,,,,,,,,,,,,,,,,,,,982.0,0.01,3m,4.0,4.0,1.5,134.0,,,,,,,,998.0,0.008,1m,3.5,1.5,1.9000000000000001,94.0,,,,,,,,980,0.008,1m,1.0,3.5,1.0,764,,,,,,,,0.35000000000000003,4,COMPLETE
113,113,2.0699480930095246,2025-06-14 19:06:09.243411,2025-06-14 19:06:13.791259,0 days 00:00:04.547848,636.0,0.007,4m,3.5,2.5,2.0,614.0,,,,,,,,,,,,,,,980.0,0.001,2m,2.5,4.0,0.6,242.0,894.0,0.01,3m,4.0,4.0,1.6,106.0,,,,,,,,938.0,0.006,1m,3.0,2.0,2.0,38.0,,,,,,,,952,0.008,1m,1.0,3.5,0.9,806,,,,,,,,0.3,5,COMPLETE
114,114,-3.3803078544934695,2025-06-14 19:06:13.863750,2025-06-14 19:06:17.500913,0 days 00:00:03.637163,682.0,0.006,4m,3.5,2.5,1.6,704.0,,,,,,,,,,,,,,,,,,,,,,992.0,0.009000000000000001,3m,4.0,4.0,1.7000000000000002,172.0,,,,,,,,972.0,0.008,1m,3.5,1.0,1.8,88.0,,,,,,,,868,0.007,1m,1.0,3.5,1.1,836,,,,,,,,0.4,4,COMPLETE
115,115,-3.2878034967516045,2025-06-14 19:06:17.582038,2025-06-14 19:06:21.097023,0 days 00:00:03.514985,882.0,0.005,4m,3.5,2.5,1.9000000000000001,646.0,,,,,,,,,,,,,,,,,,,,,,942.0,0.01,3m,3.5,4.0,1.3,74.0,,,,,,,,868.0,0.007,1m,3.5,1.5,2.0,158.0,,,,,,,,886,0.008,1m,1.0,4.0,1.0,702,,,,,,,,0.35000000000000003,4,COMPLETE
116,116,0.46098801300917736,2025-06-14 19:06:21.155583,2025-06-14 19:06:25.472494,0 days 00:00:04.316911,786.0,0.007,4m,4.0,2.0,1.7000000000000002,574.0,,,,,,,,,,,,,,,834.0,0.003,2m,1.5,3.5,0.9,350.0,416.0,0.009000000000000001,3m,4.0,4.0,1.1,256.0,,,,,,,,770.0,0.006,1m,4.0,2.0,1.7000000000000002,112.0,,,,,,,,910,0.008,1m,1.0,3.5,0.9,778,,,,,,,,0.4,5,COMPLETE
117,117,-1.7927569872287525,2025-06-14 19:06:25.553382,2025-06-14 19:06:29.073603,0 days 00:00:03.520221,734.0,0.006,4m,3.0,3.0,1.8,664.0,,,,,,,,,,,,,,,,,,,,,,922.0,0.01,4m,4.0,4.0,1.2000000000000002,116.0,,,,,,,,1000.0,0.008,1m,3.5,1.5,1.9000000000000001,54.0,,,,,,,,972,0.006,1m,1.0,4.0,1.4,620,,,,,,,,0.35000000000000003,4,COMPLETE
118,118,2.7035500321038453,2025-06-14 19:06:29.135116,2025-06-14 19:06:33.576890,0 days 00:00:04.441774,928.0,0.004,4m,4.0,3.0,2.0,608.0,,,,,,,,,,,,,,,540.0,0.001,2m,2.0,4.0,1.1,100.0,566.0,0.009000000000000001,3m,3.5,4.0,1.4,208.0,,,,,,,,984.0,0.007,1m,3.0,1.5,1.8,236.0,,,,,,,,944,0.007,4m,1.5,3.5,1.1,576,,,,,,,,0.35000000000000003,5,COMPLETE
119,119,5.813928832271529,2025-06-14 19:06:33.635293,2025-06-14 19:06:37.249098,0 days 00:00:03.613805,682.0,0.005,4m,3.5,2.5,1.9000000000000001,486.0,,,,,,,,,,,,,,,,,,,,,,960.0,0.01,3m,4.0,4.0,1.2000000000000002,156.0,,,,,,,,928.0,0.009000000000000001,1m,4.0,1.0,2.0,20.0,,,,,,,,1024,0.008,4m,2.5,4.0,1.5,748,,,,,,,,0.3,4,COMPLETE
120,120,3.908650450517013,2025-06-14 19:06:37.312963,2025-06-14 19:06:42.517980,0 days 00:00:05.205017,818.0,0.005,4m,3.5,2.0,1.9000000000000001,472.0,,,,,,,,70.0,0.01,4m,1.0,4.0,1.7000000000000002,972.0,972.0,0.002,2m,2.0,4.0,0.8,192.0,962.0,0.009000000000000001,3m,3.5,3.5,1.3,150.0,,,,,,,,834.0,0.009000000000000001,1m,4.0,1.0,2.0,78.0,,,,,,,,1008,0.008,4m,1.5,4.0,1.5,738,,,,,,,,0.25,6,COMPLETE
121,121,3.481194368128125,2025-06-14 19:06:42.581356,2025-06-14 19:06:47.785273,0 days 00:00:05.203917,812.0,0.005,4m,3.5,2.0,1.9000000000000001,472.0,,,,,,,,72.0,0.01,4m,1.0,4.0,1.7000000000000002,1000.0,982.0,0.002,2m,2.0,4.0,0.8,198.0,964.0,0.009000000000000001,3m,3.5,3.5,1.3,154.0,,,,,,,,832.0,0.009000000000000001,1m,4.0,1.0,2.0,74.0,,,,,,,,1024,0.008,4m,1.5,4.0,1.5,742,,,,,,,,0.25,6,COMPLETE
122,122,2.4802309856031157,2025-06-14 19:06:47.848890,2025-06-14 19:06:53.340366,0 days 00:00:05.491476,816.0,0.005,4m,3.5,2.0,1.9000000000000001,488.0,,,,,,,,38.0,0.01,4m,1.0,4.0,1.7000000000000002,996.0,972.0,0.002,2m,2.0,4.0,0.8,192.0,1006.0,0.008,3m,3.5,3.5,1.3,154.0,,,,,,,,740.0,0.009000000000000001,1m,4.0,1.0,2.0,82.0,,,,,,,,1010,0.008,4m,2.5,4.0,1.5,788,,,,,,,,0.25,6,COMPLETE
123,123,4.192125957731195,2025-06-14 19:06:53.423340,2025-06-14 19:06:59.140911,0 days 00:00:05.717571,842.0,0.005,4m,3.5,2.0,1.8,430.0,,,,,,,,124.0,0.009000000000000001,4m,1.5,4.0,2.0,850.0,1022.0,0.003,2m,2.5,4.0,0.5,296.0,966.0,0.009000000000000001,3m,3.5,3.5,1.4,192.0,,,,,,,,836.0,0.009000000000000001,1m,4.0,1.0,1.9000000000000001,118.0,,,,,,,,1024,0.008,4m,1.5,4.0,1.5,736,,,,,,,,0.2,6,COMPLETE
124,124,2.5460282350802266,2025-06-14 19:06:59.232423,2025-06-14 19:07:04.977410,0 days 00:00:05.744987,852.0,0.005,4m,3.5,2.0,1.8,434.0,,,,,,,,118.0,0.009000000000000001,4m,1.5,4.0,2.0,858.0,898.0,0.003,2m,2.5,4.0,0.5,288.0,962.0,0.009000000000000001,3m,3.5,3.5,1.4,196.0,,,,,,,,826.0,0.009000000000000001,1m,4.0,1.0,1.9000000000000001,118.0,,,,,,,,1024,0.008,4m,1.5,4.0,1.5,730,,,,,,,,0.25,6,COMPLETE
125,125,4.308718467113574,2025-06-14 19:07:05.088444,2025-06-14 19:07:11.085816,0 days 00:00:05.997372,824.0,0.005,4m,3.5,2.0,1.9000000000000001,466.0,,,,,,,,204.0,0.009000000000000001,4m,1.5,4.0,1.8,842.0,1022.0,0.002,2m,2.0,3.5,0.7,322.0,1024.0,0.009000000000000001,3m,3.5,3.5,1.4,170.0,,,,,,,,878.0,0.01,1m,4.0,1.0,2.0,172.0,,,,,,,,964,0.008,4m,1.5,4.0,1.6,744,,,,,,,,0.2,6,COMPLETE
126,126,4.766778696587292,2025-06-14 19:07:11.167331,2025-06-14 19:07:16.665254,0 days 00:00:05.497923,830.0,0.005,4m,3.5,2.0,1.9000000000000001,452.0,,,,,,,,208.0,0.009000000000000001,4m,1.5,4.0,1.8,842.0,1018.0,0.002,2m,2.0,3.5,0.7,218.0,1022.0,0.009000000000000001,3m,3.5,3.5,1.4,162.0,,,,,,,,792.0,0.01,1m,4.0,1.0,2.0,162.0,,,,,,,,964,0.008,4m,1.5,4.0,1.6,744,,,,,,,,0.2,6,COMPLETE
127,127,4.763972574884323,2025-06-14 19:07:16.736767,2025-06-14 19:07:21.844984,0 days 00:00:05.108217,832.0,0.005,4m,3.5,2.0,1.9000000000000001,468.0,,,,,,,,208.0,0.009000000000000001,4m,1.5,4.0,1.8,848.0,1022.0,0.002,2m,2.0,3.5,0.7,200.0,998.0,0.009000000000000001,3m,3.5,3.5,1.4,218.0,,,,,,,,838.0,0.01,1m,4.0,1.0,2.0,160.0,,,,,,,,958,0.008,4m,1.5,4.0,1.6,824,,,,,,,,0.2,6,COMPLETE
128,128,-1.0427448345798267,2025-06-14 19:07:21.922336,2025-06-14 19:07:26.991198,0 days 00:00:05.068862,832.0,0.005,4m,3.5,2.0,1.8,412.0,,,,,,,,202.0,0.009000000000000001,4m,1.5,4.0,1.8,846.0,964.0,0.002,2m,2.0,3.5,0.7,210.0,1024.0,0.008,3m,3.5,3.5,1.5,224.0,,,,,,,,690.0,0.01,1m,4.0,1.0,2.0,176.0,,,,,,,,1024,0.008,4m,1.5,4.0,1.6,826,,,,,,,,0.2,6,COMPLETE
129,129,4.081054359593125,2025-06-14 19:07:27.094639,2025-06-14 19:07:32.429827,0 days 00:00:05.335188,866.0,0.005,4m,3.5,2.0,1.9000000000000001,458.0,,,,,,,,152.0,0.009000000000000001,4m,1.0,4.0,1.9000000000000001,1024.0,1022.0,0.002,2m,2.0,3.5,0.6,326.0,998.0,0.009000000000000001,3m,3.5,3.5,1.4,166.0,,,,,,,,768.0,0.01,1m,4.0,1.0,2.0,260.0,,,,,,,,966,0.008,4m,2.0,4.0,1.6,892,,,,,,,,0.2,6,COMPLETE
130,130,4.155215248040451,2025-06-14 19:07:32.500261,2025-06-14 19:07:46.675924,0 days 00:00:14.175663,874.0,0.005,4m,3.5,2.0,1.9000000000000001,464.0,,,,,,,,152.0,0.009000000000000001,4m,1.0,4.0,1.9000000000000001,1022.0,1022.0,0.002,2m,2.0,3.5,0.6,332.0,994.0,0.008,3m,3.5,3.5,1.5,176.0,,,,,,,,774.0,0.01,1m,4.0,1.0,2.0,270.0,,,,,,,,964,0.008,4m,2.0,4.0,1.6,666,,,,,,,,0.2,6,COMPLETE
131,131,4.266857567953054,2025-06-14 19:07:46.826019,2025-06-14 19:07:56.586761,0 days 00:00:09.760742,882.0,0.005,4m,3.5,2.0,1.9000000000000001,456.0,,,,,,,,142.0,0.009000000000000001,4m,1.0,4.0,1.9000000000000001,1024.0,1024.0,0.002,2m,2.0,3.5,0.6,346.0,996.0,0.008,3m,3.5,3.5,1.5,178.0,,,,,,,,808.0,0.01,1m,4.0,1.0,2.0,264.0,,,,,,,,962,0.008,4m,2.0,4.0,1.6,748,,,,,,,,0.2,6,COMPLETE
132,132,4.501992034391717,2025-06-14 19:07:56.699082,2025-06-14 19:08:01.876967,0 days 00:00:05.177885,880.0,0.005,4m,3.5,2.0,1.9000000000000001,450.0,,,,,,,,174.0,0.009000000000000001,4m,1.5,4.0,1.9000000000000001,936.0,1024.0,0.001,2m,2.0,3.5,0.6,330.0,1000.0,0.008,3m,3.5,3.5,1.5,182.0,,,,,,,,762.0,0.01,1m,4.0,1.0,2.0,294.0,,,,,,,,962,0.008,4m,2.0,4.0,1.6,656,,,,,,,,0.2,6,COMPLETE
133,133,4.314040319885988,2025-06-14 19:08:01.952881,2025-06-14 19:08:06.983099,0 days 00:00:05.030218,884.0,0.005,4m,3.5,2.0,1.9000000000000001,454.0,,,,,,,,176.0,0.009000000000000001,4m,1.5,4.0,1.9000000000000001,944.0,1024.0,0.001,2m,2.0,3.5,0.6,342.0,1006.0,0.008,3m,3.5,3.5,1.5,226.0,,,,,,,,782.0,0.01,1m,4.0,1.0,2.0,278.0,,,,,,,,924,0.008,4m,2.0,4.0,1.6,666,,,,,,,,0.2,6,COMPLETE
134,134,2.3194138763695973,2025-06-14 19:08:07.053775,2025-06-14 19:08:12.778237,0 days 00:00:05.724462,892.0,0.005,4m,3.5,2.0,1.9000000000000001,464.0,,,,,,,,162.0,0.009000000000000001,4m,1.5,4.0,1.9000000000000001,922.0,948.0,0.001,2m,2.0,3.5,0.6,324.0,1006.0,0.008,3m,3.5,3.5,1.5,232.0,,,,,,,,784.0,0.01,1m,4.0,1.0,2.0,286.0,,,,,,,,966,0.008,4m,2.0,4.0,1.7000000000000002,654,1020.0,0.002,4m,1.0,1.0,0.7,16.0,0.2,7,COMPLETE
135,135,3.68535245415584,2025-06-14 19:08:12.852739,2025-06-14 19:08:17.922235,0 days 00:00:05.069496,864.0,0.005,4m,3.5,2.0,1.8,358.0,,,,,,,,266.0,0.009000000000000001,4m,1.0,4.0,1.9000000000000001,934.0,1024.0,0.001,2m,2.0,3.5,0.5,386.0,1000.0,0.008,3m,3.5,3.5,1.6,326.0,,,,,,,,716.0,0.01,1m,4.0,1.0,2.0,350.0,,,,,,,,926,0.008,4m,2.0,4.0,1.6,714,,,,,,,,0.2,6,COMPLETE
136,136,2.766091103014447,2025-06-14 19:08:17.993297,2025-06-14 19:08:23.182466,0 days 00:00:05.189169,950.0,0.005,4m,3.5,2.0,1.9000000000000001,440.0,,,,,,,,138.0,0.008,4m,1.5,3.5,1.9000000000000001,824.0,986.0,0.001,2m,2.0,3.5,0.6,312.0,934.0,0.008,3m,3.5,3.5,1.5,258.0,,,,,,,,802.0,0.01,1m,4.0,1.0,1.9000000000000001,304.0,,,,,,,,28,0.008,4m,2.0,4.0,1.6,672,,,,,,,,0.15000000000000002,6,COMPLETE
137,137,2.645323482808768,2025-06-14 19:08:23.261472,2025-06-14 19:08:29.375094,0 days 00:00:06.113622,896.0,0.005,4m,3.5,2.0,2.0,416.0,,,,,,,,188.0,0.008,4m,1.0,4.0,1.8,1022.0,908.0,0.003,2m,2.0,3.5,0.7,352.0,996.0,0.008,3m,3.5,3.5,1.6,190.0,,,,,,,,780.0,0.01,1m,4.0,1.0,2.0,212.0,,,,,,,,966,0.008,4m,2.5,4.0,1.6,648,780.0,0.003,2m,1.5,2.5,0.6,984.0,0.2,7,COMPLETE
138,138,2.089536515996995,2025-06-14 19:08:29.450094,2025-06-14 19:08:34.333761,0 days 00:00:04.883667,926.0,0.005,1m,3.5,2.0,1.8,388.0,,,,,,,,298.0,0.009000000000000001,4m,1.5,4.0,1.9000000000000001,958.0,992.0,0.002,2m,1.5,3.5,0.5,490.0,1020.0,0.008,3m,3.0,3.5,1.5,202.0,,,,,,,,724.0,0.01,1m,4.0,1.0,2.0,346.0,,,,,,,,992,0.009000000000000001,4m,2.0,4.0,1.7000000000000002,630,,,,,,,,0.2,6,COMPLETE
139,139,2.8060978109274655,2025-06-14 19:08:34.406694,2025-06-14 19:08:41.926271,0 days 00:00:07.519577,834.0,0.004,4m,3.5,2.0,1.9000000000000001,454.0,,,,,,,,108.0,0.01,4m,1.0,4.0,1.8,784.0,954.0,0.001,2m,2.0,3.5,0.6,292.0,968.0,0.008,3m,3.5,3.5,1.5,218.0,,,,,,,,670.0,0.01,1m,4.0,1.0,1.9000000000000001,256.0,,,,,,,,928,0.008,4m,2.0,4.0,1.6,554,,,,,,,,0.2,6,COMPLETE
140,140,3.988691915789033,2025-06-14 19:08:42.066982,2025-06-14 19:08:56.039573,0 days 00:00:13.972591,864.0,0.005,4m,3.5,2.0,1.9000000000000001,514.0,,,,,,,,216.0,0.009000000000000001,4m,1.5,3.5,2.0,874.0,1024.0,0.002,2m,2.0,3.5,0.7,396.0,928.0,0.008,3m,3.5,3.5,1.4,178.0,,,,,,,,882.0,0.01,1m,4.0,1.0,2.0,222.0,,,,,,,,958,0.008,4m,2.0,4.0,1.7000000000000002,590,,,,,,,,0.15000000000000002,6,COMPLETE
141,141,4.086258060428356,2025-06-14 19:08:56.206609,2025-06-14 19:09:05.533262,0 days 00:00:09.326653,868.0,0.005,4m,3.5,2.0,1.9000000000000001,510.0,,,,,,,,214.0,0.009000000000000001,4m,1.5,3.5,2.0,882.0,1024.0,0.002,2m,2.0,3.5,0.7,394.0,932.0,0.008,3m,3.5,3.5,1.4,180.0,,,,,,,,876.0,0.01,1m,4.0,1.0,2.0,224.0,,,,,,,,946,0.008,4m,2.0,4.0,1.8,672,,,,,,,,0.15000000000000002,6,COMPLETE
142,142,4.036287899213965,2025-06-14 19:09:05.626288,2025-06-14 19:09:10.974531,0 days 00:00:05.348243,864.0,0.005,4m,3.5,2.0,1.9000000000000001,514.0,,,,,,,,222.0,0.009000000000000001,4m,1.5,3.5,2.0,878.0,1020.0,0.002,2m,2.0,3.5,0.7,394.0,934.0,0.007,3m,3.5,3.5,1.4,278.0,,,,,,,,882.0,0.01,1m,4.0,1.0,2.0,222.0,,,,,,,,958,0.008,4m,2.0,4.0,1.8,610,,,,,,,,0.15000000000000002,6,COMPLETE
143,143,4.0809689850746045,2025-06-14 19:09:11.043203,2025-06-14 19:09:16.328225,0 days 00:00:05.285022,864.0,0.005,4m,3.5,2.0,2.0,516.0,,,,,,,,226.0,0.009000000000000001,4m,1.5,3.5,2.0,884.0,1022.0,0.002,2m,2.0,3.5,0.7,396.0,936.0,0.007,3m,3.5,3.5,1.4,282.0,,,,,,,,884.0,0.01,1m,4.0,1.0,2.0,228.0,,,,,,,,954,0.008,4m,2.0,4.0,1.8,604,,,,,,,,0.15000000000000002,6,COMPLETE
144,144,3.392086275811417,2025-06-14 19:09:16.414689,2025-06-14 19:09:22.367058,0 days 00:00:05.952369,916.0,0.005,4m,3.5,2.0,2.0,498.0,,,,,,,,172.0,0.009000000000000001,4m,1.5,3.5,2.0,890.0,996.0,0.002,2m,2.0,3.5,0.7,452.0,1024.0,0.007,3m,3.5,3.5,1.4,286.0,,,,,,,,914.0,0.01,1m,4.0,1.0,2.0,276.0,,,,,,,,910,0.008,4m,2.0,4.0,1.9000000000000001,574,866.0,0.005,2m,1.5,3.5,1.0,896.0,0.15000000000000002,7,COMPLETE
145,145,3.7749995257881204,2025-06-14 19:09:22.443226,2025-06-14 19:09:27.713407,0 days 00:00:05.270181,880.0,0.004,4m,3.5,2.0,2.0,428.0,,,,,,,,252.0,0.009000000000000001,4m,1.5,4.0,1.9000000000000001,806.0,1024.0,0.001,2m,2.0,3.5,0.6,330.0,996.0,0.007,3m,3.5,3.5,1.7000000000000002,240.0,,,,,,,,802.0,0.01,1m,4.0,1.0,1.9000000000000001,242.0,,,,,,,,942,0.008,4m,2.0,4.0,1.8,622,,,,,,,,0.15000000000000002,6,COMPLETE
146,146,2.525414671812684,2025-06-14 19:09:27.830593,2025-06-14 19:09:33.093083,0 days 00:00:05.262490,958.0,0.005,4m,3.5,2.0,1.8,450.0,,,,,,,,154.0,0.008,4m,1.5,3.5,1.8,902.0,950.0,0.002,2m,2.0,3.5,0.6,374.0,942.0,0.006,3m,3.5,3.5,1.5,398.0,,,,,,,,878.0,0.01,1m,4.0,1.0,2.0,324.0,,,,,,,,958,0.008,4m,2.0,4.0,1.8,604,,,,,,,,0.2,6,COMPLETE
147,147,2.58731199499647,2025-06-14 19:09:33.159503,2025-06-14 19:09:38.570903,0 days 00:00:05.411400,854.0,0.005,4m,3.5,2.0,1.9000000000000001,478.0,,,,,,,,298.0,0.009000000000000001,4m,1.5,4.0,2.0,756.0,994.0,0.003,2m,2.0,3.0,0.7,424.0,988.0,0.007,3m,3.5,3.0,1.4,278.0,,,,,,,,756.0,0.01,1m,4.0,1.0,1.9000000000000001,378.0,,,,,,,,984,0.007,4m,2.5,4.0,1.8,668,,,,,,,,0.1,6,COMPLETE
148,148,3.1322037676973946,2025-06-14 19:09:38.636023,2025-06-14 19:09:43.898702,0 days 00:00:05.262679,836.0,0.005,4m,3.5,2.0,1.9000000000000001,524.0,,,,,,,,204.0,0.009000000000000001,4m,2.0,4.0,1.9000000000000001,956.0,994.0,0.002,2m,2.0,3.5,0.5,322.0,874.0,0.008,3m,3.5,3.5,1.5,254.0,,,,,,,,926.0,0.01,1m,4.0,1.0,2.0,254.0,,,,,,,,928,0.008,4m,2.0,4.0,1.9000000000000001,538,,,,,,,,0.2,6,COMPLETE
149,149,-1.4940218113875876,2025-06-14 19:09:43.957148,2025-06-14 19:09:49.759931,0 days 00:00:05.802783,910.0,0.004,4m,3.5,2.0,2.0,402.0,,,,,,,,110.0,0.008,4m,1.5,3.5,2.0,914.0,874.0,0.003,2m,1.5,3.5,0.6,300.0,982.0,0.007,3m,3.5,3.5,1.4,228.0,,,,,,,,792.0,0.01,1m,4.0,1.0,1.9000000000000001,288.0,,,,,,,,970,0.002,3m,2.0,4.0,1.7000000000000002,662,,,,,,,,0.15000000000000002,6,COMPLETE
