,number,value,datetime_start,datetime_complete,duration,params_ADP_AMAT_beta_win,params_ADP_AMAT_stop_loss,params_ADP_AMAT_trade_freq,params_ADP_AMAT_z_entry,params_ADP_AMAT_z_exit,params_ADP_AMAT_z_stop_scaler,params_ADP_AMAT_z_win,params_ADP_NXPI_beta_win,params_ADP_NXPI_stop_loss,params_ADP_NXPI_trade_freq,params_ADP_NXPI_z_entry,params_ADP_NXPI_z_exit,params_ADP_NXPI_z_stop_scaler,params_ADP_NXPI_z_win,params_ATVI_NXPI_beta_win,params_ATVI_NXPI_stop_loss,params_ATVI_NXPI_trade_freq,params_ATVI_NXPI_z_entry,params_ATVI_NXPI_z_exit,params_ATVI_NXPI_z_stop_scaler,params_ATVI_NXPI_z_win,params_ATVI_ODFL_beta_win,params_ATVI_ODFL_stop_loss,params_ATVI_ODFL_trade_freq,params_ATVI_ODFL_z_entry,params_ATVI_ODFL_z_exit,params_ATVI_ODFL_z_stop_scaler,params_ATVI_ODFL_z_win,params_CMCSA_MAR_beta_win,params_CMCSA_MAR_stop_loss,params_CMCSA_MAR_trade_freq,params_CMCSA_MAR_z_entry,params_CMCSA_MAR_z_exit,params_CMCSA_MAR_z_stop_scaler,params_CMCSA_MAR_z_win,params_EBAY_TXN_beta_win,params_EBAY_TXN_stop_loss,params_EBAY_TXN_trade_freq,params_EBAY_TXN_z_entry,params_EBAY_TXN_z_exit,params_EBAY_TXN_z_stop_scaler,params_EBAY_TXN_z_win,params_FAST_NXPI_beta_win,params_FAST_NXPI_stop_loss,params_FAST_NXPI_trade_freq,params_FAST_NXPI_z_entry,params_FAST_NXPI_z_exit,params_FAST_NXPI_z_stop_scaler,params_FAST_NXPI_z_win,params_GOOGL_FTNT_beta_win,params_GOOGL_FTNT_stop_loss,params_GOOGL_FTNT_trade_freq,params_GOOGL_FTNT_z_entry,params_GOOGL_FTNT_z_exit,params_GOOGL_FTNT_z_stop_scaler,params_GOOGL_FTNT_z_win,params_MRNA_PCAR_beta_win,params_MRNA_PCAR_stop_loss,params_MRNA_PCAR_trade_freq,params_MRNA_PCAR_z_entry,params_MRNA_PCAR_z_exit,params_MRNA_PCAR_z_stop_scaler,params_MRNA_PCAR_z_win,params_PCAR_TXN_beta_win,params_PCAR_TXN_stop_loss,params_PCAR_TXN_trade_freq,params_PCAR_TXN_z_entry,params_PCAR_TXN_z_exit,params_PCAR_TXN_z_stop_scaler,params_PCAR_TXN_z_win,params_buffer_capital,params_pairs_to_trade,state
0,0,-3.298638939690401,2025-06-14 18:58:06.397871,2025-06-14 18:58:21.011474,0 days 00:00:14.613603,1000.0,0.002,1m,2.5,2.0,0.6,468.0,,,,,,,,,,,,,,,,,,,,,,876.0,0.003,3m,1.0,3.0,1.3,394.0,,,,,,,,,,,,,,,,,,,,,,342,0.009000000000000001,3m,3.5,2.0,1.3,502,,,,,,,,0.5,3,COMPLETE
1,1,0.4905209181508759,2025-06-14 18:58:21.061565,2025-06-14 18:58:23.043686,0 days 00:00:01.982121,984.0,0.006,3m,2.5,3.0,1.0,592.0,,,,,,,,,,,,,,,,,,,,,,210.0,0.009000000000000001,1m,3.0,3.0,1.9000000000000001,948.0,,,,,,,,,,,,,,,,,,,,,,324,0.009000000000000001,2m,4.0,1.5,1.9000000000000001,320,,,,,,,,0.3,3,COMPLETE
2,2,-2.973159237167849,2025-06-14 18:58:23.097813,2025-06-14 18:58:30.721597,0 days 00:00:07.623784,572.0,0.008,4m,1.5,3.5,2.0,386.0,76.0,0.001,3m,2.5,2.5,0.6,388.0,920.0,0.003,3m,2.5,1.0,1.3,360.0,110.0,0.003,4m,1.0,4.0,1.6,146.0,978.0,0.007,3m,1.5,4.0,0.7,698.0,,,,,,,,34.0,0.005,2m,3.0,3.5,0.8,230.0,652.0,0.001,4m,3.0,1.5,0.5,828.0,270,0.008,4m,1.0,1.5,0.5,50,670.0,0.006,4m,2.0,2.5,0.8,548.0,0.2,9,COMPLETE
3,3,0.34775670771419914,2025-06-14 18:58:30.787300,2025-06-14 18:58:35.101479,0 days 00:00:04.314179,352.0,0.007,2m,1.0,3.5,1.3,856.0,,,,,,,,,,,,,,,434.0,0.006,3m,2.5,3.5,0.7,974.0,844.0,0.01,4m,3.5,4.0,1.9000000000000001,582.0,,,,,,,,960.0,0.01,4m,2.5,1.5,1.3,260.0,,,,,,,,544,0.009000000000000001,1m,1.5,3.5,1.3,326,,,,,,,,0.05,5,COMPLETE
4,4,0.5882117207527295,2025-06-14 18:58:35.178784,2025-06-14 18:58:39.568458,0 days 00:00:04.389674,754.0,0.009000000000000001,1m,2.5,3.0,1.1,992.0,,,,,,,,,,,,,,,886.0,0.003,3m,3.5,2.5,1.1,452.0,56.0,0.007,4m,3.5,3.0,1.7000000000000002,226.0,,,,,,,,956.0,0.01,1m,1.5,1.5,1.9000000000000001,592.0,,,,,,,,974,0.009000000000000001,4m,1.5,2.0,1.9000000000000001,702,,,,,,,,0.2,5,COMPLETE
5,5,-3.1426718274268253,2025-06-14 18:58:39.659144,2025-06-14 18:58:46.696787,0 days 00:00:07.037643,804.0,0.008,1m,2.5,3.5,0.6,550.0,,,,,,,,974.0,0.008,4m,3.0,4.0,1.8,922.0,32.0,0.006,1m,3.0,3.5,1.5,220.0,218.0,0.004,2m,1.5,3.0,1.6,72.0,,,,,,,,604.0,0.006,1m,4.0,2.0,1.9000000000000001,106.0,370.0,0.007,1m,2.0,1.0,1.4,490.0,430,0.001,4m,2.5,4.0,0.8,278,304.0,0.007,4m,1.5,1.0,1.8,648.0,0.15000000000000002,8,COMPLETE
6,6,1.7932198843052232,2025-06-14 18:58:46.785977,2025-06-14 18:58:50.340232,0 days 00:00:03.554255,56.0,0.009000000000000001,3m,2.5,1.5,1.1,276.0,,,,,,,,,,,,,,,,,,,,,,588.0,0.007,2m,2.5,2.5,0.8,598.0,,,,,,,,254.0,0.009000000000000001,2m,2.0,3.5,1.6,890.0,,,,,,,,264,0.008,1m,4.0,1.0,0.6,718,,,,,,,,0.45,4,COMPLETE
7,7,-1.414254366352604,2025-06-14 18:58:50.438422,2025-06-14 18:58:53.094983,0 days 00:00:02.656561,948.0,0.008,2m,4.0,3.0,1.6,760.0,,,,,,,,,,,,,,,,,,,,,,832.0,0.01,3m,3.5,2.5,1.5,514.0,,,,,,,,,,,,,,,,,,,,,,952,0.004,3m,2.0,2.5,0.8,652,,,,,,,,0.1,3,COMPLETE
8,8,0.5352830507189701,2025-06-14 18:58:53.192169,2025-06-14 18:58:59.508769,0 days 00:00:06.316600,150.0,0.002,2m,4.0,3.0,1.4,444.0,,,,,,,,338.0,0.005,2m,1.5,3.0,1.4,492.0,574.0,0.009000000000000001,4m,2.0,1.5,1.2000000000000002,294.0,172.0,0.001,2m,2.5,4.0,1.8,892.0,,,,,,,,142.0,0.007,1m,3.0,3.0,1.7000000000000002,862.0,,,,,,,,186,0.009000000000000001,3m,3.0,3.0,1.2000000000000002,68,370.0,0.006,3m,2.0,3.0,1.2000000000000002,674.0,0.05,7,COMPLETE
9,9,-0.3392035724290875,2025-06-14 18:58:59.570232,2025-06-14 18:59:08.215477,0 days 00:00:08.645245,1010.0,0.007,3m,4.0,1.5,0.8,766.0,678.0,0.01,4m,4.0,4.0,2.0,420.0,410.0,0.006,4m,1.0,3.5,1.7000000000000002,748.0,64.0,0.007,2m,3.0,1.0,1.9000000000000001,316.0,698.0,0.01,4m,2.5,3.5,0.8,766.0,432.0,0.007,4m,4.0,1.5,0.9,224.0,1012.0,0.004,4m,4.0,1.5,0.5,248.0,552.0,0.003,1m,2.0,3.5,0.7,384.0,90,0.004,2m,4.0,1.5,0.9,844,612.0,0.004,2m,1.0,1.5,1.6,82.0,0.45,10,COMPLETE
10,10,-1.222962922436823,2025-06-14 18:59:08.276808,2025-06-14 18:59:15.939881,0 days 00:00:07.663073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640,0.006,1m,3.0,1.0,0.5,1014,,,,,,,,0.35000000000000003,1,COMPLETE
11,11,1.127552511625512,2025-06-14 18:59:15.972000,2025-06-14 18:59:19.696030,0 days 00:00:03.724030,30.0,0.01,3m,3.0,1.0,1.0,92.0,,,,,,,,,,,,,,,996.0,0.001,3m,4.0,2.5,0.8,728.0,480.0,0.007,2m,4.0,1.5,1.0,248.0,,,,,,,,450.0,0.01,2m,1.0,4.0,1.5,800.0,,,,,,,,1018,0.007,4m,1.0,1.0,2.0,702,,,,,,,,0.4,5,COMPLETE
12,12,-1.0202136500275076,2025-06-14 18:59:19.753043,2025-06-14 18:59:24.907086,0 days 00:00:05.154043,30.0,0.01,3m,3.0,1.0,0.9,56.0,,,,,,,,16.0,0.01,1m,4.0,1.5,0.5,78.0,986.0,0.001,3m,4.0,2.5,0.5,786.0,538.0,0.007,2m,4.0,1.5,1.0,306.0,,,,,,,,378.0,0.008,2m,1.0,4.0,1.4,1020.0,,,,,,,,652,0.006,1m,1.0,1.0,1.6,818,,,,,,,,0.4,6,COMPLETE
13,13,-0.12144178821414603,2025-06-14 18:59:24.981214,2025-06-14 18:59:28.603620,0 days 00:00:03.622406,248.0,0.004,3m,3.0,1.0,1.5,118.0,,,,,,,,,,,,,,,,,,,,,,440.0,0.005,2m,2.0,1.0,1.0,38.0,,,,,,,,404.0,0.009000000000000001,2m,1.5,4.0,1.5,660.0,,,,,,,,766,0.007,4m,2.0,1.0,1.6,556,,,,,,,,0.5,4,COMPLETE
14,14,-100.0,2025-06-14 18:59:28.677808,2025-06-14 18:59:29.788047,0 days 00:00:01.110239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0.004,1m,3.0,2.0,1.6,982,,,,,,,,0.35000000000000003,1,COMPLETE
15,15,2.2041343801114177,2025-06-14 18:59:29.843367,2025-06-14 18:59:35.365486,0 days 00:00:05.522119,18.0,0.01,3m,2.0,2.0,1.2000000000000002,244.0,,,,,,,,700.0,0.001,3m,4.0,2.0,0.6,68.0,720.0,0.001,1m,4.0,2.0,0.9,698.0,476.0,0.008,2m,3.0,2.0,0.6,452.0,,,,,,,,582.0,0.002,3m,2.0,3.0,1.1,792.0,,,,,,,,842,0.007,4m,3.5,2.5,1.0,764,,,,,,,,0.4,6,COMPLETE
16,16,0.9371191856010137,2025-06-14 18:59:35.432591,2025-06-14 18:59:41.777526,0 days 00:00:06.344935,426.0,0.004,4m,1.5,2.0,1.7000000000000002,274.0,,,,,,,,706.0,0.001,3m,4.0,2.0,0.5,80.0,674.0,0.003,1m,1.5,1.5,0.9,642.0,602.0,0.008,1m,3.0,2.0,0.5,498.0,,,,,,,,608.0,0.002,3m,2.0,3.0,1.0,968.0,,,,,,,,790,0.01,1m,3.5,3.0,1.0,850,954.0,0.001,1m,4.0,4.0,0.5,66.0,0.45,7,COMPLETE
17,17,1.3059064565089733,2025-06-14 18:59:41.875848,2025-06-14 18:59:47.882692,0 days 00:00:06.006844,184.0,0.01,3m,2.0,2.0,1.3,278.0,,,,,,,,630.0,0.001,3m,3.0,2.5,0.9,296.0,368.0,0.01,1m,3.5,2.0,1.4,924.0,380.0,0.005,2m,2.0,2.0,0.6,650.0,,,,,,,,236.0,0.001,3m,2.0,2.5,1.0,758.0,,,,,,,,856,0.005,2m,3.5,2.5,0.7,470,30.0,0.01,3m,3.5,4.0,1.1,334.0,0.3,7,COMPLETE
18,18,-0.8028509891755411,2025-06-14 18:59:47.951004,2025-06-14 18:59:51.479877,0 days 00:00:03.528873,550.0,0.005,3m,2.0,1.5,1.8,242.0,,,,,,,,,,,,,,,,,,,,,,674.0,0.008,2m,3.0,2.0,0.8,414.0,,,,,,,,798.0,0.003,3m,2.5,3.0,1.1,454.0,,,,,,,,492,0.002,4m,4.0,4.0,1.1,580,,,,,,,,0.4,4,COMPLETE
19,19,-1.9687665265146177,2025-06-14 18:59:51.539968,2025-06-14 18:59:53.391565,0 days 00:00:01.851597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.0,0.006,2m,2.0,2.5,1.2000000000000002,800.0,,,,,,,,,,,,,,,,,,,,,,194,0.007,1m,3.5,3.0,0.6,778,,,,,,,,0.25,2,COMPLETE
20,20,0.4017096328661984,2025-06-14 18:59:53.452410,2025-06-14 18:59:58.951538,0 days 00:00:05.499128,308.0,0.009000000000000001,3m,2.0,2.5,1.2000000000000002,200.0,,,,,,,,738.0,0.003,2m,2.0,2.0,0.9,642.0,758.0,0.004,2m,2.5,1.0,2.0,532.0,666.0,0.008,1m,2.5,1.5,0.5,1020.0,,,,,,,,268.0,0.005,3m,2.0,2.5,0.7,500.0,,,,,,,,648,0.008,4m,4.0,3.5,1.0,934,,,,,,,,0.45,6,COMPLETE
21,21,-1.781734930235806,2025-06-14 18:59:59.033110,2025-06-14 19:00:05.461630,0 days 00:00:06.428520,154.0,0.01,3m,2.0,2.0,1.3,320.0,,,,,,,,654.0,0.001,3m,3.0,2.5,0.9,284.0,340.0,0.009000000000000001,1m,3.5,2.0,1.4,1008.0,384.0,0.005,2m,2.0,2.0,0.6,648.0,,,,,,,,240.0,0.001,3m,2.0,2.5,1.1,782.0,,,,,,,,862,0.005,2m,3.5,2.5,0.7,436,28.0,0.01,3m,3.5,4.0,1.1,1008.0,0.3,7,COMPLETE
22,22,-5.408277435114187,2025-06-14 19:00:05.534751,2025-06-14 19:00:12.676680,0 days 00:00:07.141929,154.0,0.009000000000000001,3m,1.5,1.5,1.2000000000000002,168.0,,,,,,,,496.0,0.003,3m,3.5,2.5,0.9,242.0,280.0,0.01,1m,4.0,2.0,1.0,842.0,340.0,0.003,2m,2.0,2.0,0.8,596.0,,,,,,,,572.0,0.001,3m,1.5,3.0,0.9,660.0,102.0,0.01,2m,4.0,4.0,2.0,18.0,838,0.005,2m,3.5,2.5,0.7,438,68.0,0.01,3m,3.0,3.0,1.5,276.0,0.35000000000000003,8,COMPLETE
23,23,1.039903939436422,2025-06-14 19:00:12.753330,2025-06-14 19:00:18.357265,0 days 00:00:05.603935,20.0,0.01,3m,2.0,2.5,0.8,342.0,,,,,,,,238.0,0.001,3m,3.5,2.0,0.7,48.0,590.0,0.008,1m,3.5,2.0,1.3,900.0,552.0,0.006,2m,2.5,2.5,0.6,744.0,,,,,,,,758.0,0.003,3m,2.0,3.5,1.2000000000000002,846.0,,,,,,,,892,0.003,2m,3.0,2.0,0.7,634,,,,,,,,0.25,6,COMPLETE
24,24,-2.0552676870654034,2025-06-14 19:00:18.421851,2025-06-14 19:00:21.977227,0 days 00:00:03.555376,218.0,0.009000000000000001,4m,1.0,2.0,1.4,238.0,,,,,,,,,,,,,,,,,,,,,,430.0,0.004,2m,1.5,2.5,0.9,428.0,,,,,,,,282.0,0.002,3m,3.0,3.5,1.7000000000000002,720.0,,,,,,,,720,0.006,2m,2.5,3.5,0.9,734,,,,,,,,0.35000000000000003,4,COMPLETE
25,25,1.9771185206118567,2025-06-14 19:00:22.058892,2025-06-14 19:00:29.321094,0 days 00:00:07.262202,94.0,0.007,3m,3.5,1.5,1.1,386.0,,,,,,,,810.0,0.005,1m,3.0,3.0,1.0,238.0,794.0,0.005,1m,3.0,3.0,1.8,644.0,326.0,0.009000000000000001,2m,3.0,1.0,1.2000000000000002,604.0,,,,,,,,92.0,0.001,2m,2.5,2.0,0.7,928.0,1012.0,0.006,3m,1.0,2.5,1.9000000000000001,970.0,454,0.008,2m,4.0,3.0,0.6,906,320.0,0.008,1m,3.0,2.0,2.0,342.0,0.4,8,COMPLETE
26,26,-0.03715557239315184,2025-06-14 19:00:29.383696,2025-06-14 19:00:37.518430,0 days 00:00:08.134734,78.0,0.007,3m,3.5,1.5,1.1,596.0,996.0,0.006,2m,1.0,1.0,1.5,994.0,828.0,0.006,1m,4.0,3.5,1.1,442.0,800.0,0.005,1m,3.0,3.0,1.7000000000000002,616.0,290.0,0.009000000000000001,2m,3.0,1.0,1.4,548.0,,,,,,,,78.0,0.007,2m,2.5,1.0,0.5,938.0,1010.0,0.006,3m,1.0,2.5,2.0,1024.0,396,0.008,1m,4.0,3.0,0.5,928,376.0,0.008,1m,2.5,2.0,2.0,872.0,0.5,9,COMPLETE
27,27,-0.1159489332710285,2025-06-14 19:00:37.591479,2025-06-14 19:00:44.662753,0 days 00:00:07.071274,444.0,0.006,3m,3.5,1.5,0.8,408.0,,,,,,,,870.0,0.004,1m,2.5,3.0,0.7,194.0,704.0,0.002,1m,2.0,3.0,1.8,480.0,76.0,0.009000000000000001,2m,3.0,1.0,1.2000000000000002,476.0,,,,,,,,144.0,0.003,2m,2.5,2.0,0.7,920.0,992.0,0.009000000000000001,3m,1.0,2.5,1.4,790.0,524,0.01,3m,4.0,3.5,1.1,898,860.0,0.003,1m,3.0,1.0,2.0,328.0,0.45,8,COMPLETE
28,28,0.19967087363424924,2025-06-14 19:00:44.725826,2025-06-14 19:00:52.701353,0 days 00:00:07.975527,106.0,0.008,3m,3.5,4.0,1.0,156.0,54.0,0.001,1m,4.0,4.0,0.6,40.0,534.0,0.008,1m,3.5,1.5,1.5,170.0,868.0,0.005,2m,3.0,3.0,0.6,674.0,608.0,0.008,1m,3.5,1.5,1.1,306.0,,,,,,,,702.0,0.002,2m,3.5,2.0,1.7000000000000002,1006.0,786.0,0.004,3m,3.0,2.0,1.7000000000000002,1008.0,240,0.007,1m,4.0,1.5,1.4,760,236.0,0.008,2m,4.0,2.0,1.5,426.0,0.4,9,COMPLETE
29,29,-4.199135675017819,2025-06-14 19:00:52.772003,2025-06-14 19:00:55.816792,0 days 00:00:03.044789,326.0,0.007,1m,3.0,1.0,1.1,26.0,,,,,,,,,,,,,,,,,,,,,,492.0,0.009000000000000001,4m,2.5,3.5,0.9,664.0,,,,,,,,,,,,,,,,,,,,,,376,0.008,3m,3.5,3.0,0.6,618,,,,,,,,0.5,3,COMPLETE
30,30,0.07877516874214775,2025-06-14 19:00:55.887061,2025-06-14 19:01:04.603885,0 days 00:00:08.716824,252.0,0.001,2m,3.5,2.5,1.5,478.0,498.0,0.01,1m,1.0,1.0,1.2000000000000002,894.0,806.0,0.007,1m,2.0,3.0,1.1,26.0,494.0,0.004,4m,2.0,4.0,1.0,562.0,760.0,0.006,3m,3.0,1.0,0.7,146.0,966.0,0.001,1m,1.0,4.0,2.0,818.0,488.0,0.004,2m,1.5,3.5,1.3,902.0,330.0,0.008,2m,1.5,3.5,1.0,228.0,476,0.01,4m,3.0,2.0,0.9,894,532.0,0.004,1m,2.5,3.0,1.7000000000000002,186.0,0.45,10,COMPLETE
31,31,0.03406002180729993,2025-06-14 19:01:04.664740,2025-06-14 19:01:10.824880,0 days 00:00:06.160140,98.0,0.009000000000000001,3m,2.0,2.0,1.3,322.0,,,,,,,,624.0,0.002,3m,3.0,2.5,0.7,350.0,248.0,0.007,1m,3.5,1.5,1.5,774.0,268.0,0.005,2m,2.5,2.0,0.6,632.0,,,,,,,,218.0,0.001,3m,2.0,2.5,0.9,750.0,,,,,,,,564,0.005,2m,3.5,2.5,0.6,502,174.0,0.009000000000000001,3m,3.5,3.5,1.0,426.0,0.3,7,COMPLETE
32,32,2.2677718432025156,2025-06-14 19:01:10.903850,2025-06-14 19:01:16.317739,0 days 00:00:05.413889,156.0,0.01,3m,1.5,1.5,1.2000000000000002,270.0,,,,,,,,578.0,0.002,3m,3.0,2.0,1.0,190.0,416.0,0.01,1m,4.0,2.0,1.3,894.0,392.0,0.001,2m,1.0,2.5,1.3,832.0,,,,,,,,140.0,0.001,4m,2.5,2.5,1.1,848.0,,,,,,,,302,0.007,2m,3.5,2.5,0.8,476,,,,,,,,0.4,6,COMPLETE
33,33,1.233384023397125,2025-06-14 19:01:16.379582,2025-06-14 19:01:20.521234,0 days 00:00:04.141652,80.0,0.009000000000000001,3m,1.5,1.5,1.1,478.0,,,,,,,,,,,,,,,568.0,0.007,1m,4.0,3.0,1.2000000000000002,824.0,418.0,0.001,2m,1.0,2.5,1.3,832.0,,,,,,,,156.0,0.002,4m,2.5,2.0,1.2000000000000002,846.0,,,,,,,,324,0.008,2m,4.0,2.5,0.8,224,,,,,,,,0.4,5,COMPLETE
34,34,-2.2037408206916744,2025-06-14 19:01:20.580613,2025-06-14 19:01:25.519754,0 days 00:00:04.939141,98.0,0.01,3m,2.5,1.5,0.6,384.0,,,,,,,,542.0,0.004,3m,3.5,1.5,1.1,152.0,666.0,0.002,1m,4.0,2.5,0.8,694.0,148.0,0.003,2m,1.0,3.0,1.5,882.0,,,,,,,,26.0,0.001,4m,3.0,3.0,1.5,668.0,,,,,,,,166,0.007,2m,3.5,1.5,1.0,394,,,,,,,,0.35000000000000003,6,COMPLETE
35,35,-2.778519201932391,2025-06-14 19:01:25.596399,2025-06-14 19:01:29.173651,0 days 00:00:03.577252,222.0,0.008,4m,1.5,2.0,0.9,188.0,,,,,,,,,,,,,,,,,,,,,,582.0,0.009000000000000001,3m,1.0,3.5,1.4,742.0,,,,,,,,348.0,0.002,4m,2.5,2.5,0.7,892.0,,,,,,,,296,0.008,2m,4.0,2.0,0.5,798,,,,,,,,0.5,4,COMPLETE
36,36,-0.7341913842995342,2025-06-14 19:01:29.260877,2025-06-14 19:01:33.924772,0 days 00:00:04.663895,146.0,0.005,3m,2.5,1.0,0.9,344.0,,,,,,,,,,,,,,,864.0,0.008,1m,3.5,1.5,1.7000000000000002,434.0,490.0,0.007,2m,3.5,2.5,1.1,348.0,,,,,,,,100.0,0.004,4m,2.5,3.5,1.1,578.0,,,,,,,,420,0.009000000000000001,2m,4.0,3.5,0.8,664,,,,,,,,0.4,5,COMPLETE
37,37,-0.10531280618609598,2025-06-14 19:01:33.988895,2025-06-14 19:01:35.826828,0 days 00:00:01.837933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992.0,0.002,1m,4.0,3.0,1.1,566.0,,,,,,,,,,,,,,,,,,,,,,236,0.006,4m,3.5,3.0,0.6,548,,,,,,,,0.45,2,COMPLETE
38,38,-6.3610136814244,2025-06-14 19:01:35.897995,2025-06-14 19:01:43.126686,0 days 00:00:07.228691,398.0,0.006,3m,1.0,1.5,1.2000000000000002,620.0,,,,,,,,734.0,0.002,4m,2.0,2.0,1.2000000000000002,418.0,484.0,0.004,1m,2.5,3.5,1.0,42.0,248.0,0.008,4m,1.5,1.5,1.4,436.0,,,,,,,,36.0,0.006,2m,3.5,3.0,0.8,428.0,810.0,0.004,4m,4.0,3.0,1.7000000000000002,694.0,344,0.007,2m,3.0,4.0,1.2000000000000002,706,746.0,0.001,1m,1.0,2.0,0.5,750.0,0.2,8,COMPLETE
39,39,-2.4966962071147,2025-06-14 19:01:43.221994,2025-06-14 19:01:48.589371,0 days 00:00:05.367377,702.0,0.008,1m,2.5,2.5,1.4,412.0,,,,,,,,986.0,0.002,2m,2.5,3.5,0.7,600.0,766.0,0.002,1m,4.0,2.0,1.9000000000000001,580.0,368.0,0.002,3m,3.5,2.5,0.7,952.0,,,,,,,,306.0,0.008,2m,2.0,2.5,1.4,954.0,,,,,,,,468,0.009000000000000001,3m,2.5,2.0,1.4,368,,,,,,,,0.35000000000000003,6,COMPLETE
40,40,-0.5009034215204567,2025-06-14 19:01:48.646513,2025-06-14 19:01:52.974642,0 days 00:00:04.328129,278.0,0.009000000000000001,4m,1.5,2.0,1.0,270.0,,,,,,,,,,,,,,,166.0,0.009000000000000001,4m,3.0,2.5,1.1,874.0,132.0,0.01,2m,3.0,3.0,2.0,694.0,,,,,,,,196.0,0.003,4m,3.0,2.0,2.0,802.0,,,,,,,,158,0.009000000000000001,4m,4.0,2.5,0.8,126,,,,,,,,0.45,5,COMPLETE
41,41,0.5986255992027946,2025-06-14 19:01:53.075719,2025-06-14 19:01:59.182139,0 days 00:00:06.106420,194.0,0.01,3m,2.0,2.0,1.2000000000000002,298.0,,,,,,,,622.0,0.001,3m,3.0,2.5,0.9,278.0,414.0,0.01,1m,3.5,2.0,1.4,934.0,394.0,0.004,2m,1.5,2.0,0.5,620.0,,,,,,,,178.0,0.001,3m,2.0,2.5,1.0,726.0,,,,,,,,582,0.006,2m,3.5,2.5,0.7,494,138.0,0.008,3m,3.5,2.5,0.9,240.0,0.3,7,COMPLETE
