,number,value,datetime_start,datetime_complete,duration,params_ALGN_ZS_beta_win,params_ALGN_ZS_stop_loss,params_ALGN_ZS_trade_freq,params_ALGN_ZS_z_entry,params_ALGN_ZS_z_exit,params_ALGN_ZS_z_stop_scaler,params_ALGN_ZS_z_win,params_ANSS_PYPL_beta_win,params_ANSS_PYPL_stop_loss,params_ANSS_PYPL_trade_freq,params_ANSS_PYPL_z_entry,params_ANSS_PYPL_z_exit,params_ANSS_PYPL_z_stop_scaler,params_ANSS_PYPL_z_win,params_ASML_EBAY_beta_win,params_ASML_EBAY_stop_loss,params_ASML_EBAY_trade_freq,params_ASML_EBAY_z_entry,params_ASML_EBAY_z_exit,params_ASML_EBAY_z_stop_scaler,params_ASML_EBAY_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_INTU_PYPL_beta_win,params_INTU_PYPL_stop_loss,params_INTU_PYPL_trade_freq,params_INTU_PYPL_z_entry,params_INTU_PYPL_z_exit,params_INTU_PYPL_z_stop_scaler,params_INTU_PYPL_z_win,params_KLAC_PYPL_beta_win,params_KLAC_PYPL_stop_loss,params_KLAC_PYPL_trade_freq,params_KLAC_PYPL_z_entry,params_KLAC_PYPL_z_exit,params_KLAC_PYPL_z_stop_scaler,params_KLAC_PYPL_z_win,params_LRCX_NXPI_beta_win,params_LRCX_NXPI_stop_loss,params_LRCX_NXPI_trade_freq,params_LRCX_NXPI_z_entry,params_LRCX_NXPI_z_exit,params_LRCX_NXPI_z_stop_scaler,params_LRCX_NXPI_z_win,params_NVDA_PYPL_beta_win,params_NVDA_PYPL_stop_loss,params_NVDA_PYPL_trade_freq,params_NVDA_PYPL_z_entry,params_NVDA_PYPL_z_exit,params_NVDA_PYPL_z_stop_scaler,params_NVDA_PYPL_z_win,params_NXPI_PYPL_beta_win,params_NXPI_PYPL_stop_loss,params_NXPI_PYPL_trade_freq,params_NXPI_PYPL_z_entry,params_NXPI_PYPL_z_exit,params_NXPI_PYPL_z_stop_scaler,params_NXPI_PYPL_z_win,params_OKTA_SWKS_beta_win,params_OKTA_SWKS_stop_loss,params_OKTA_SWKS_trade_freq,params_OKTA_SWKS_z_entry,params_OKTA_SWKS_z_exit,params_OKTA_SWKS_z_stop_scaler,params_OKTA_SWKS_z_win,params_buffer_capital,params_pairs_to_trade,state
38,38,1.7056794548058942,2025-06-14 19:18:24.503515,2025-06-14 19:18:26.390239,0 days 00:00:01.886724,,,,,,,,,,,,,,,24.0,0.002,4m,4.0,4.0,1.7000000000000002,942.0,,,,,,,,592,0.009000000000000001,3m,2.0,4.0,1.5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
39,39,-2.468186565653381,2025-06-14 19:18:26.451673,2025-06-14 19:18:27.540447,0 days 00:00:01.088774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582,0.008,3m,1.5,4.0,1.3,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
40,40,-0.19485321491120175,2025-06-14 19:18:27.616498,2025-06-14 19:18:30.509759,0 days 00:00:02.893261,,,,,,,,,,,,,,,76.0,0.002,4m,3.5,4.0,2.0,254.0,,,,,,,,742,0.009000000000000001,3m,1.5,3.5,0.9,308,,,,,,,,,,,,,,,250.0,0.001,1m,3.5,3.5,0.8,466.0,,,,,,,,,,,,,,,0.35000000000000003,3,COMPLETE
41,41,2.4782271071742152,2025-06-14 19:18:30.613586,2025-06-14 19:18:34.347992,0 days 00:00:03.734406,,,,,,,,,,,,,,,974.0,0.001,4m,3.5,3.5,1.9000000000000001,824.0,,,,,,,,494,0.01,3m,2.5,3.0,1.5,124,212.0,0.003,2m,2.0,3.0,0.7,316.0,,,,,,,,938.0,0.002,2m,3.0,2.0,1.0,922.0,,,,,,,,,,,,,,,0.45,4,COMPLETE
42,42,-0.5867824881600168,2025-06-14 19:18:34.431471,2025-06-14 19:18:36.336669,0 days 00:00:01.905198,,,,,,,,,,,,,,,170.0,0.002,4m,3.5,4.0,1.9000000000000001,856.0,,,,,,,,234,0.003,1m,2.0,3.5,1.9000000000000001,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
43,43,-0.6557660014881491,2025-06-14 19:18:36.396261,2025-06-14 19:18:42.619274,0 days 00:00:06.223013,,,,,,,,176.0,0.005,4m,2.0,4.0,1.0,186.0,68.0,0.004,3m,3.0,3.0,1.8,712.0,,,,,,,,150,0.009000000000000001,2m,2.5,2.5,1.7000000000000002,152,516.0,0.005,1m,3.5,1.5,1.1,994.0,,,,,,,,716.0,0.007,3m,2.5,3.0,1.5,704.0,258.0,0.003,4m,1.5,3.0,1.1,500.0,442.0,0.001,3m,2.0,3.0,1.5,762.0,0.25,7,COMPLETE
44,44,-0.6774851722732919,2025-06-14 19:18:42.688189,2025-06-14 19:18:45.606152,0 days 00:00:02.917963,,,,,,,,,,,,,,,244.0,0.01,2m,3.5,3.5,1.6,562.0,,,,,,,,700,0.001,3m,4.0,3.0,1.2000000000000002,72,,,,,,,,,,,,,,,596.0,0.005,4m,1.0,1.5,1.3,394.0,,,,,,,,,,,,,,,0.15000000000000002,3,COMPLETE
45,45,-3.884598048869437,2025-06-14 19:18:45.695333,2025-06-14 19:18:54.074088,0 days 00:00:08.378755,36.0,0.003,2m,1.0,3.0,1.5,726.0,354.0,0.004,1m,2.5,3.5,1.7000000000000002,30.0,294.0,0.007,4m,2.5,4.0,1.9000000000000001,984.0,32.0,0.01,2m,4.0,4.0,0.6,40.0,398,0.008,2m,1.5,3.5,1.4,134,242.0,0.006,1m,1.5,3.5,2.0,138.0,,,,,,,,952.0,0.004,2m,2.0,2.5,1.7000000000000002,786.0,824.0,0.001,1m,2.5,1.0,1.4,732.0,744.0,0.006,3m,3.0,2.0,0.5,542.0,0.5,9,COMPLETE
46,46,0.7267079979056438,2025-06-14 19:18:54.171598,2025-06-14 19:18:55.245399,0 days 00:00:01.073801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,0.005,3m,3.0,1.0,1.6,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
47,47,-2.9698702708529505,2025-06-14 19:18:55.308910,2025-06-14 19:19:04.300633,0 days 00:00:08.991723,292.0,0.008,4m,3.0,1.5,1.1,282.0,474.0,0.009000000000000001,4m,3.5,1.0,1.2000000000000002,414.0,18.0,0.001,2m,3.0,2.5,2.0,872.0,434.0,0.001,2m,1.0,1.0,1.2000000000000002,938.0,444,0.006,4m,2.0,3.0,2.0,58,30.0,0.009000000000000001,1m,3.0,2.0,1.7000000000000002,466.0,950.0,0.002,3m,1.0,4.0,2.0,1012.0,480.0,0.007,1m,2.5,3.5,0.7,418.0,506.0,0.006,2m,1.0,2.0,0.7,264.0,512.0,0.004,1m,2.0,3.5,1.1,914.0,0.35000000000000003,10,COMPLETE
48,48,-3.3939692894697195,2025-06-14 19:19:04.403149,2025-06-14 19:19:10.161668,0 days 00:00:05.758519,,,,,,,,204.0,0.007,2m,1.5,2.5,0.7,242.0,220.0,0.007,1m,3.0,1.0,1.8,788.0,,,,,,,,840,0.004,2m,3.0,4.0,0.7,202,716.0,0.002,4m,2.0,2.5,1.5,642.0,,,,,,,,346.0,0.009000000000000001,3m,1.5,3.0,1.0,316.0,610.0,0.004,2m,4.0,3.5,2.0,1010.0,,,,,,,,0.2,6,COMPLETE
49,49,-2.6750458081240276,2025-06-14 19:19:10.272495,2025-06-14 19:19:14.093476,0 days 00:00:03.820981,,,,,,,,,,,,,,,112.0,0.01,4m,3.5,3.5,1.5,984.0,,,,,,,,64,0.007,3m,4.0,2.0,1.0,800,514.0,0.005,2m,2.5,3.0,0.7,824.0,,,,,,,,816.0,0.01,2m,2.5,3.5,1.2000000000000002,994.0,,,,,,,,,,,,,,,0.45,4,COMPLETE
50,50,-0.17678278396573474,2025-06-14 19:19:14.159962,2025-06-14 19:19:21.058050,0 days 00:00:06.898088,766.0,0.004,1m,2.0,4.0,1.7000000000000002,634.0,772.0,0.003,3m,3.0,2.0,0.9,296.0,576.0,0.009000000000000001,1m,4.0,3.0,1.0,72.0,,,,,,,,374,0.01,1m,2.5,2.5,1.8,18,860.0,0.004,3m,4.0,4.0,1.2000000000000002,166.0,,,,,,,,738.0,0.008,1m,4.0,2.5,1.5,586.0,346.0,0.01,1m,3.0,1.5,1.1,424.0,184.0,0.008,2m,3.5,3.0,0.7,220.0,0.1,8,COMPLETE
51,51,4.6480980568043915,2025-06-14 19:19:21.151663,2025-06-14 19:19:22.233255,0 days 00:00:01.081592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0.01,2m,3.0,2.5,2.0,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
52,52,-0.6886903179056697,2025-06-14 19:19:22.286727,2025-06-14 19:19:23.371915,0 days 00:00:01.085188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,0.009000000000000001,2m,3.5,2.5,1.9000000000000001,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
53,53,-5.492042868256439,2025-06-14 19:19:23.460698,2025-06-14 19:19:25.563001,0 days 00:00:02.102303,,,,,,,,,,,,,,,694.0,0.003,2m,2.0,2.5,1.7000000000000002,676.0,,,,,,,,222,0.01,2m,3.0,2.0,2.0,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,2,COMPLETE
54,54,-0.84223875709611,2025-06-14 19:19:25.607264,2025-06-14 19:19:27.418484,0 days 00:00:01.811220,,,,,,,,,,,,,,,208.0,0.001,3m,2.5,1.5,1.9000000000000001,478.0,,,,,,,,18,0.01,2m,3.5,3.0,1.9000000000000001,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
55,55,-1.8032685865893987,2025-06-14 19:19:27.474096,2025-06-14 19:19:28.610751,0 days 00:00:01.136655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,0.008,2m,3.0,3.0,1.6,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
56,56,-1.143932611488317,2025-06-14 19:19:28.671834,2025-06-14 19:19:31.318822,0 days 00:00:02.646988,,,,,,,,,,,,,,,354.0,0.008,1m,1.5,3.5,1.4,910.0,,,,,,,,276,0.009000000000000001,3m,3.5,2.5,1.8,178,,,,,,,,,,,,,,,64.0,0.008,3m,2.5,1.5,1.1,804.0,,,,,,,,,,,,,,,0.2,3,COMPLETE
57,57,-5.5827691389488034,2025-06-14 19:19:31.417958,2025-06-14 19:19:33.697996,0 days 00:00:02.280038,,,,,,,,,,,,,,,60.0,0.003,2m,3.0,4.0,1.8,798.0,,,,,,,,552,0.01,1m,2.5,3.5,1.1,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,2,COMPLETE
58,58,0.14595808123803303,2025-06-14 19:19:33.755317,2025-06-14 19:19:40.283170,0 days 00:00:06.527853,,,,,,,,576.0,0.008,1m,4.0,1.5,1.8,552.0,170.0,0.006,2m,3.0,2.0,2.0,208.0,,,,,,,,164,0.009000000000000001,2m,2.0,1.5,1.7000000000000002,230,16.0,0.006,2m,3.0,3.5,1.8,282.0,,,,,,,,968.0,0.007,4m,3.5,2.0,0.9,524.0,142.0,0.008,4m,1.5,3.0,1.8,622.0,412.0,0.003,4m,1.5,1.0,1.5,402.0,0.3,7,COMPLETE
59,59,-0.6630464994933765,2025-06-14 19:19:40.342412,2025-06-14 19:19:43.294315,0 days 00:00:02.951903,,,,,,,,,,,,,,,490.0,0.002,1m,4.0,3.5,1.6,854.0,,,,,,,,136,0.004,2m,4.0,2.0,1.5,50,,,,,,,,,,,,,,,120.0,0.002,2m,3.0,3.0,1.3,200.0,,,,,,,,,,,,,,,0.4,3,COMPLETE
60,60,-3.495748314695004,2025-06-14 19:19:43.377346,2025-06-14 19:19:44.533277,0 days 00:00:01.155931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626,0.008,3m,3.5,3.0,2.0,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
61,61,2.934478605622144,2025-06-14 19:19:44.596354,2025-06-14 19:19:45.722028,0 days 00:00:01.125674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0.01,2m,3.0,2.5,2.0,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
62,62,6.033581869019569,2025-06-14 19:19:45.775086,2025-06-14 19:19:46.773020,0 days 00:00:00.997934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0.01,2m,3.0,2.5,1.9000000000000001,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
63,63,-5.593581282974495,2025-06-14 19:19:46.825274,2025-06-14 19:19:48.634592,0 days 00:00:01.809318,,,,,,,,,,,,,,,298.0,0.005,4m,2.5,4.0,1.7000000000000002,614.0,,,,,,,,108,0.009000000000000001,2m,3.0,2.5,1.9000000000000001,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
64,64,-4.444318006012768,2025-06-14 19:19:48.694170,2025-06-14 19:19:49.755690,0 days 00:00:01.061520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,0.01,2m,2.5,2.5,1.8,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
65,65,1.6538740217742858,2025-06-14 19:19:49.835630,2025-06-14 19:19:51.769668,0 days 00:00:01.934038,,,,,,,,,,,,,,,804.0,0.01,2m,2.0,3.0,2.0,742.0,,,,,,,,198,0.009000000000000001,1m,3.0,3.0,1.3,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
66,66,-0.9632202038614752,2025-06-14 19:19:51.822384,2025-06-14 19:19:52.798164,0 days 00:00:00.975780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0.01,2m,3.5,3.5,1.2000000000000002,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
67,67,-1.9329340416944025,2025-06-14 19:19:52.854652,2025-06-14 19:19:57.310170,0 days 00:00:04.455518,,,,,,,,158.0,0.005,4m,2.0,3.0,1.4,100.0,128.0,0.009000000000000001,1m,3.5,3.5,1.8,962.0,,,,,,,,180,0.002,4m,3.5,2.5,1.4,998,352.0,0.009000000000000001,1m,1.0,1.0,1.4,612.0,,,,,,,,302.0,0.003,3m,1.5,3.0,1.7000000000000002,916.0,,,,,,,,,,,,,,,0.45,5,COMPLETE
68,68,3.6445533676171986,2025-06-14 19:19:57.392695,2025-06-14 19:19:59.189105,0 days 00:00:01.796410,,,,,,,,,,,,,,,396.0,0.007,2m,2.5,4.0,1.4,554.0,,,,,,,,50,0.005,2m,3.0,1.0,1.8,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
69,69,2.866170931705152,2025-06-14 19:19:59.270155,2025-06-14 19:20:01.209529,0 days 00:00:01.939374,,,,,,,,,,,,,,,418.0,0.007,2m,2.0,4.0,0.9,554.0,,,,,,,,60,0.007,1m,3.0,1.5,1.6,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
70,70,-3.494289040152934,2025-06-14 19:20:01.278479,2025-06-14 19:20:04.255911,0 days 00:00:02.977432,,,,,,,,,,,,,,,504.0,0.006,4m,2.5,1.5,1.2000000000000002,434.0,,,,,,,,98,0.009000000000000001,3m,4.0,1.0,1.7000000000000002,162,,,,,,,,,,,,,,,422.0,0.001,2m,4.0,3.5,2.0,646.0,,,,,,,,,,,,,,,0.35000000000000003,3,COMPLETE
71,71,-2.2172626108612605,2025-06-14 19:20:04.330738,2025-06-14 19:20:05.494821,0 days 00:00:01.164083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0.005,2m,2.5,1.0,1.9000000000000001,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
72,72,0.12649296130956764,2025-06-14 19:20:05.548724,2025-06-14 19:20:07.513319,0 days 00:00:01.964595,,,,,,,,,,,,,,,544.0,0.008,2m,2.5,4.0,1.4,322.0,,,,,,,,142,0.006,2m,3.0,1.0,1.8,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
73,73,-0.7542227113401561,2025-06-14 19:20:07.579142,2025-06-14 19:20:10.466611,0 days 00:00:02.887469,,,,,,,,,,,,,,,324.0,0.008,2m,3.0,3.5,1.5,876.0,,,,,,,,258,0.005,2m,3.5,1.5,2.0,224,,,,,,,,,,,,,,,556.0,0.006,3m,2.0,4.0,0.9,750.0,,,,,,,,,,,,,,,0.05,3,COMPLETE
74,74,4.476523357981886,2025-06-14 19:20:10.535662,2025-06-14 19:20:12.549123,0 days 00:00:02.013461,,,,,,,,,,,,,,,454.0,0.007,2m,2.5,4.0,1.9000000000000001,676.0,,,,,,,,40,0.003,2m,3.0,2.0,1.9000000000000001,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
75,75,-1.6639735467204244,2025-06-14 19:20:12.595694,2025-06-14 19:20:14.703251,0 days 00:00:02.107557,,,,,,,,,,,,,,,468.0,0.005,2m,2.5,4.0,0.7,700.0,,,,,,,,80,0.001,2m,3.0,2.0,1.9000000000000001,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
76,76,-5.20534972477651,2025-06-14 19:20:14.772369,2025-06-14 19:20:15.802380,0 days 00:00:01.030011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,0.003,2m,3.0,1.5,1.9000000000000001,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
77,77,-2.725563066501769,2025-06-14 19:20:15.852061,2025-06-14 19:20:17.840727,0 days 00:00:01.988666,,,,,,,,,,,,,,,628.0,0.007,2m,2.0,4.0,2.0,600.0,,,,,,,,40,0.003,3m,3.5,2.0,1.8,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
78,78,-4.320955338477001,2025-06-14 19:20:17.894593,2025-06-14 19:20:18.901927,0 days 00:00:01.007334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,0.002,2m,3.0,1.0,1.5,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
79,79,-4.903028103670652,2025-06-14 19:20:18.985969,2025-06-14 19:20:27.468451,0 days 00:00:08.482482,304.0,0.001,2m,3.0,2.0,0.8,1022.0,1010.0,0.009000000000000001,4m,1.0,1.0,0.5,796.0,444.0,0.006,3m,2.5,4.0,1.2000000000000002,528.0,470.0,0.006,1m,2.5,2.5,1.2000000000000002,702.0,312,0.001,1m,3.5,2.0,1.7000000000000002,178,882.0,0.01,4m,4.0,3.5,1.9000000000000001,932.0,,,,,,,,246.0,0.009000000000000001,1m,3.5,3.5,0.6,310.0,774.0,0.004,3m,3.5,4.0,0.8,158.0,192.0,0.01,3m,2.5,2.0,1.2000000000000002,26.0,0.45,9,COMPLETE
80,80,1.104915379181011,2025-06-14 19:20:27.543152,2025-06-14 19:20:29.535341,0 days 00:00:01.992189,,,,,,,,,,,,,,,394.0,0.007,2m,2.5,4.0,1.7000000000000002,664.0,,,,,,,,1008,0.004,2m,1.0,4.0,1.3,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
81,81,-1.4371404910935206,2025-06-14 19:20:29.591611,2025-06-14 19:20:33.128544,0 days 00:00:03.536933,,,,,,,,,,,,,,,264.0,0.008,2m,3.0,4.0,1.9000000000000001,780.0,,,,,,,,114,0.005,2m,2.5,2.5,2.0,132,282.0,0.002,1m,2.5,1.5,1.3,192.0,,,,,,,,786.0,0.004,4m,1.0,1.5,1.4,90.0,,,,,,,,,,,,,,,0.4,4,COMPLETE
82,82,1.646949927377572,2025-06-14 19:20:33.175716,2025-06-14 19:20:35.847525,0 days 00:00:02.671809,,,,,,,,,,,,,,,538.0,0.009000000000000001,2m,3.0,3.5,1.9000000000000001,918.0,,,,,,,,40,0.004,2m,3.0,1.5,2.0,78,,,,,,,,,,,,,,,896.0,0.005,3m,2.5,2.5,0.7,438.0,,,,,,,,,,,,,,,0.35000000000000003,3,COMPLETE
83,83,-1.0206491416715677,2025-06-14 19:20:35.893094,2025-06-14 19:20:41.247772,0 days 00:00:05.354678,,,,,,,,514.0,0.002,1m,2.5,3.5,1.2000000000000002,536.0,366.0,0.009000000000000001,2m,2.5,4.0,1.8,738.0,,,,,,,,154,0.006,2m,2.5,3.5,1.9000000000000001,104,174.0,0.007,1m,2.0,2.0,1.6,62.0,,,,,,,,700.0,0.006,2m,3.0,2.0,1.9000000000000001,1020.0,314.0,0.002,2m,2.0,2.5,1.2000000000000002,856.0,,,,,,,,0.25,6,COMPLETE
84,84,-0.49269636332646066,2025-06-14 19:20:41.304986,2025-06-14 19:20:47.635307,0 days 00:00:06.330321,,,,,,,,366.0,0.006,4m,1.0,4.0,1.0,164.0,44.0,0.007,2m,3.0,3.5,1.9000000000000001,842.0,,,,,,,,500,0.004,3m,3.0,2.5,1.8,220,82.0,0.005,2m,2.5,1.5,1.8,490.0,,,,,,,,1022.0,0.004,3m,2.0,1.0,1.6,526.0,570.0,0.007,2m,2.5,1.5,1.6,480.0,830.0,0.005,3m,1.5,3.5,1.7000000000000002,664.0,0.45,7,COMPLETE
85,85,-4.499072319357965,2025-06-14 19:20:47.682623,2025-06-14 19:20:49.366921,0 days 00:00:01.684298,,,,,,,,,,,,,,,92.0,0.001,1m,2.0,4.0,2.0,814.0,,,,,,,,84,0.005,4m,2.0,2.0,1.0,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
86,86,3.65374564425183,2025-06-14 19:20:49.424354,2025-06-14 19:20:50.490994,0 days 00:00:01.066640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,0.01,2m,3.0,2.5,2.0,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
87,87,2.128820667752602,2025-06-14 19:20:50.540315,2025-06-14 19:20:51.607784,0 days 00:00:01.067469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,0.01,2m,3.0,3.0,1.9000000000000001,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
88,88,2.2880373701146963,2025-06-14 19:20:51.660328,2025-06-14 19:20:52.629457,0 days 00:00:00.969129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,0.01,2m,3.0,2.0,1.4,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
89,89,-0.12060597250709221,2025-06-14 19:20:52.687539,2025-06-14 19:20:53.718398,0 days 00:00:01.030859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,0.008,3m,4.0,3.5,1.2000000000000002,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
90,90,0.8892400525992683,2025-06-14 19:20:53.763277,2025-06-14 19:20:55.599366,0 days 00:00:01.836089,,,,,,,,,,,,,,,452.0,0.006,4m,2.0,4.0,1.6,628.0,,,,,,,,674,0.01,1m,3.0,3.0,2.0,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
91,91,-2.392892938483326,2025-06-14 19:20:55.646378,2025-06-14 19:20:58.309936,0 days 00:00:02.663558,,,,,,,,,,,,,,,162.0,0.008,2m,3.5,2.5,1.8,680.0,,,,,,,,38,0.009000000000000001,2m,2.5,2.5,2.0,44,,,,,,,,,,,,,,,856.0,0.005,2m,3.0,2.5,1.1,630.0,,,,,,,,,,,,,,,0.2,3,COMPLETE
92,92,0.9220944669715512,2025-06-14 19:20:58.356603,2025-06-14 19:20:59.464728,0 days 00:00:01.108125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,0.01,2m,2.5,2.5,1.9000000000000001,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
93,93,0.146464762597193,2025-06-14 19:20:59.531826,2025-06-14 19:21:01.222820,0 days 00:00:01.690994,,,,,,,,,,,,,,,196.0,0.008,2m,2.5,3.5,2.0,758.0,,,,,,,,24,0.009000000000000001,2m,3.0,2.5,1.8,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
94,94,2.9007458525109424,2025-06-14 19:21:01.287533,2025-06-14 19:21:03.199847,0 days 00:00:01.912314,,,,,,,,,,,,,,,328.0,0.009000000000000001,2m,3.0,3.0,1.7000000000000002,998.0,,,,,,,,66,0.01,2m,3.5,2.5,2.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
95,95,3.684628537114847,2025-06-14 19:21:03.262840,2025-06-14 19:21:09.070804,0 days 00:00:05.807964,,,,,,,,632.0,0.01,2m,1.5,2.0,1.6,232.0,130.0,0.004,1m,3.5,4.0,1.9000000000000001,884.0,,,,,,,,280,0.002,2m,3.0,3.0,1.1,272,600.0,0.008,3m,1.5,2.5,0.9,354.0,,,,,,,,494.0,0.008,3m,1.5,3.0,0.5,824.0,114.0,0.009000000000000001,1m,1.0,3.5,1.4,16.0,552.0,0.007,2m,3.5,1.5,1.9000000000000001,798.0,0.3,7,COMPLETE
96,96,-2.478797487521193,2025-06-14 19:21:09.121627,2025-06-14 19:21:15.592358,0 days 00:00:06.470731,,,,,,,,776.0,0.01,2m,1.5,1.5,1.7000000000000002,738.0,408.0,0.003,1m,4.0,4.0,1.8,880.0,,,,,,,,248,0.002,2m,3.0,3.5,1.1,240,606.0,0.01,3m,1.5,3.0,0.8,216.0,,,,,,,,16.0,0.008,4m,1.0,3.5,0.5,740.0,16.0,0.009000000000000001,1m,1.0,3.5,1.4,22.0,642.0,0.007,2m,3.5,1.5,2.0,804.0,0.3,7,COMPLETE
97,97,-100.0,2025-06-14 19:21:15.645410,2025-06-14 19:21:16.651577,0 days 00:00:01.006167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,0.002,3m,3.0,3.0,1.1,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
98,98,-4.548436281840142,2025-06-14 19:21:16.691958,2025-06-14 19:21:23.691555,0 days 00:00:06.999597,808.0,0.008,3m,1.5,1.0,1.0,606.0,852.0,0.009000000000000001,2m,1.0,2.0,1.5,980.0,246.0,0.002,1m,1.0,4.0,1.9000000000000001,580.0,,,,,,,,584,0.001,2m,3.5,1.5,1.3,204,682.0,0.009000000000000001,3m,1.0,2.5,0.6,306.0,,,,,,,,598.0,0.009000000000000001,2m,4.0,4.0,0.7,604.0,146.0,0.009000000000000001,1m,1.5,3.5,1.5,246.0,522.0,0.007,2m,3.5,2.5,1.4,624.0,0.35000000000000003,8,COMPLETE
