,number,value,datetime_start,datetime_complete,duration,params_ALGN_ZS_beta_win,params_ALGN_ZS_stop_loss,params_ALGN_ZS_trade_freq,params_ALGN_ZS_z_entry,params_ALGN_ZS_z_exit,params_ALGN_ZS_z_stop_scaler,params_ALGN_ZS_z_win,params_ANSS_PYPL_beta_win,params_ANSS_PYPL_stop_loss,params_ANSS_PYPL_trade_freq,params_ANSS_PYPL_z_entry,params_ANSS_PYPL_z_exit,params_ANSS_PYPL_z_stop_scaler,params_ANSS_PYPL_z_win,params_ASML_EBAY_beta_win,params_ASML_EBAY_stop_loss,params_ASML_EBAY_trade_freq,params_ASML_EBAY_z_entry,params_ASML_EBAY_z_exit,params_ASML_EBAY_z_stop_scaler,params_ASML_EBAY_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_INTU_PYPL_beta_win,params_INTU_PYPL_stop_loss,params_INTU_PYPL_trade_freq,params_INTU_PYPL_z_entry,params_INTU_PYPL_z_exit,params_INTU_PYPL_z_stop_scaler,params_INTU_PYPL_z_win,params_KLAC_PYPL_beta_win,params_KLAC_PYPL_stop_loss,params_KLAC_PYPL_trade_freq,params_KLAC_PYPL_z_entry,params_KLAC_PYPL_z_exit,params_KLAC_PYPL_z_stop_scaler,params_KLAC_PYPL_z_win,params_LRCX_NXPI_beta_win,params_LRCX_NXPI_stop_loss,params_LRCX_NXPI_trade_freq,params_LRCX_NXPI_z_entry,params_LRCX_NXPI_z_exit,params_LRCX_NXPI_z_stop_scaler,params_LRCX_NXPI_z_win,params_NVDA_PYPL_beta_win,params_NVDA_PYPL_stop_loss,params_NVDA_PYPL_trade_freq,params_NVDA_PYPL_z_entry,params_NVDA_PYPL_z_exit,params_NVDA_PYPL_z_stop_scaler,params_NVDA_PYPL_z_win,params_NXPI_PYPL_beta_win,params_NXPI_PYPL_stop_loss,params_NXPI_PYPL_trade_freq,params_NXPI_PYPL_z_entry,params_NXPI_PYPL_z_exit,params_NXPI_PYPL_z_stop_scaler,params_NXPI_PYPL_z_win,params_OKTA_SWKS_beta_win,params_OKTA_SWKS_stop_loss,params_OKTA_SWKS_trade_freq,params_OKTA_SWKS_z_entry,params_OKTA_SWKS_z_exit,params_OKTA_SWKS_z_stop_scaler,params_OKTA_SWKS_z_win,params_buffer_capital,params_pairs_to_trade,state
99,99,-4.043834624015962,2025-06-14 19:21:23.755511,2025-06-14 19:21:30.273216,0 days 00:00:06.517705,,,,,,,,932.0,0.01,3m,1.5,2.5,1.6,474.0,106.0,0.004,1m,3.5,4.0,1.9000000000000001,926.0,,,,,,,,224,0.001,2m,3.0,3.5,0.9,400,476.0,0.008,3m,1.5,2.5,1.0,578.0,,,,,,,,510.0,0.01,3m,1.5,3.0,0.6,342.0,452.0,0.006,1m,1.0,2.5,1.2000000000000002,370.0,516.0,0.005,2m,2.5,1.5,1.8,1008.0,0.4,7,COMPLETE
100,100,-2.6239247986485,2025-06-14 19:21:30.325223,2025-06-14 19:21:37.531104,0 days 00:00:07.205881,156.0,0.005,4m,3.5,3.5,1.7000000000000002,226.0,616.0,0.008,2m,2.0,1.5,2.0,408.0,40.0,0.001,1m,3.5,3.5,2.0,966.0,,,,,,,,552,0.009000000000000001,4m,3.5,3.0,1.8,320,806.0,0.007,3m,3.0,4.0,0.8,694.0,,,,,,,,436.0,0.008,1m,3.5,3.0,0.5,816.0,198.0,0.008,1m,1.5,3.0,1.9000000000000001,132.0,216.0,0.008,2m,3.0,1.0,1.1,890.0,0.05,8,COMPLETE
101,101,0.8164307245082856,2025-06-14 19:21:37.585306,2025-06-14 19:21:42.908947,0 days 00:00:05.323641,,,,,,,,508.0,0.006,2m,2.5,2.0,1.4,206.0,146.0,0.004,1m,3.5,4.0,0.5,800.0,,,,,,,,136,0.003,2m,3.0,2.5,1.0,144,602.0,0.008,3m,2.0,2.0,1.1,416.0,,,,,,,,78.0,0.007,3m,1.5,3.0,1.3,896.0,306.0,0.005,1m,2.0,4.0,1.4,556.0,,,,,,,,0.2,6,COMPLETE
102,102,1.7408107793439873,2025-06-14 19:21:42.965994,2025-06-14 19:21:47.977382,0 days 00:00:05.011388,,,,,,,,734.0,0.003,3m,2.0,3.5,0.7,96.0,78.0,0.001,3m,3.0,3.5,1.8,890.0,,,,,,,,78,0.002,2m,3.0,2.5,1.2000000000000002,90,586.0,0.006,3m,1.5,3.0,0.9,356.0,,,,,,,,972.0,0.007,3m,2.0,2.5,1.5,952.0,106.0,0.003,3m,2.5,3.5,1.3,344.0,,,,,,,,0.25,6,COMPLETE
103,103,-2.1061137032264883,2025-06-14 19:21:48.037778,2025-06-14 19:21:54.578224,0 days 00:00:06.540446,,,,,,,,434.0,0.01,2m,3.0,2.5,1.5,910.0,122.0,0.008,2m,2.5,2.5,1.9000000000000001,840.0,,,,,,,,60,0.009000000000000001,2m,2.5,2.5,1.9000000000000001,64,394.0,0.007,4m,1.0,2.5,1.3,252.0,,,,,,,,358.0,0.006,3m,2.0,3.0,1.0,820.0,66.0,0.007,4m,1.0,3.0,1.6,690.0,428.0,0.009000000000000001,1m,4.0,2.0,1.8,704.0,0.35000000000000003,7,COMPLETE
104,104,-1.0466311330942046,2025-06-14 19:21:54.679246,2025-06-14 19:22:03.487084,0 days 00:00:08.807838,,,,,,,,594.0,0.007,1m,1.5,3.0,1.1,338.0,210.0,0.002,4m,3.0,2.0,2.0,934.0,,,,,,,,270,0.01,2m,1.5,2.0,2.0,268,280.0,0.004,1m,3.5,1.5,1.0,362.0,,,,,,,,190.0,0.003,3m,2.5,2.5,1.2000000000000002,834.0,,,,,,,,,,,,,,,0.3,5,COMPLETE
105,105,-2.5530827652376167,2025-06-14 19:22:03.596810,2025-06-14 19:22:12.326664,0 days 00:00:08.729854,,,,,,,,,,,,,,,188.0,0.005,2m,4.0,4.0,1.9000000000000001,728.0,,,,,,,,324,0.001,1m,2.5,3.0,1.9000000000000001,108,466.0,0.009000000000000001,1m,2.0,2.5,1.6,468.0,,,,,,,,392.0,0.006,3m,1.5,3.0,1.4,952.0,,,,,,,,,,,,,,,0.4,4,COMPLETE
106,106,-0.21942832568688003,2025-06-14 19:22:12.456977,2025-06-14 19:22:16.989663,0 days 00:00:04.532686,,,,,,,,,,,,,,,236.0,0.01,1m,2.5,4.0,1.8,770.0,,,,,,,,30,0.003,3m,3.0,2.5,2.0,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
107,107,-0.21668782835868333,2025-06-14 19:22:17.123529,2025-06-14 19:22:22.040262,0 days 00:00:04.916733,,,,,,,,,,,,,,,280.0,0.009000000000000001,2m,3.5,4.0,1.5,1016.0,,,,,,,,196,0.008,2m,2.0,3.5,1.9000000000000001,212,,,,,,,,,,,,,,,784.0,0.009000000000000001,3m,2.0,2.0,1.7000000000000002,860.0,,,,,,,,,,,,,,,0.25,3,COMPLETE
108,108,-2.9671804652203466,2025-06-14 19:22:22.110287,2025-06-14 19:22:23.202309,0 days 00:00:01.092022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,0.006,2m,3.0,1.0,1.5,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
109,109,-100.0,2025-06-14 19:22:23.254507,2025-06-14 19:22:24.173878,0 days 00:00:00.919371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0.005,2m,4.0,4.0,2.0,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
110,110,-1.976571930180873,2025-06-14 19:22:24.226674,2025-06-14 19:22:25.999501,0 days 00:00:01.772827,,,,,,,,,,,,,,,144.0,0.007,4m,3.5,3.0,2.0,904.0,,,,,,,,154,0.009000000000000001,3m,2.5,2.0,1.9000000000000001,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
111,111,-1.8558760461257866,2025-06-14 19:22:26.077188,2025-06-14 19:22:27.108943,0 days 00:00:01.031755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0.01,2m,3.0,2.5,2.0,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
112,112,-0.025341347890834955,2025-06-14 19:22:27.165751,2025-06-14 19:22:28.195362,0 days 00:00:01.029611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612,0.01,2m,3.0,2.5,2.0,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
113,113,5.899823118315332,2025-06-14 19:22:28.249867,2025-06-14 19:22:29.215830,0 days 00:00:00.965963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0.01,2m,3.0,2.5,0.6,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
114,114,-3.6821217716163486,2025-06-14 19:22:29.266727,2025-06-14 19:22:31.134463,0 days 00:00:01.867736,,,,,,,,,,,,,,,508.0,0.003,2m,3.0,3.5,1.9000000000000001,450.0,,,,,,,,86,0.009000000000000001,2m,3.0,2.5,0.7,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,2,COMPLETE
115,115,-2.6557923306774947,2025-06-14 19:22:31.183039,2025-06-14 19:22:32.103441,0 days 00:00:00.920402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,0.01,2m,3.0,3.0,1.7000000000000002,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
116,116,-1.5728659886086835,2025-06-14 19:22:32.149604,2025-06-14 19:22:34.835206,0 days 00:00:02.685602,,,,,,,,,,,,,,,94.0,0.008,1m,3.0,4.0,1.3,862.0,,,,,,,,42,0.002,1m,3.5,2.5,0.5,44,,,,,,,,,,,,,,,306.0,0.005,3m,1.0,3.5,0.8,722.0,,,,,,,,,,,,,,,0.4,3,COMPLETE
117,117,-100.0,2025-06-14 19:22:34.887239,2025-06-14 19:22:35.929903,0 days 00:00:01.042664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0.01,2m,3.0,2.5,0.6,906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
118,118,-2.8660757983936542,2025-06-14 19:22:35.981518,2025-06-14 19:22:37.789727,0 days 00:00:01.808209,,,,,,,,,,,,,,,612.0,0.004,2m,2.5,3.5,1.7000000000000002,656.0,,,,,,,,524,0.01,2m,1.5,1.5,1.4,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
119,119,-100.0,2025-06-14 19:22:37.857024,2025-06-14 19:22:39.714718,0 days 00:00:01.857694,,,,,,,,,,,,,,,568.0,0.009000000000000001,3m,2.5,4.0,1.0,702.0,,,,,,,,212,0.009000000000000001,3m,3.0,3.0,1.8,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
120,120,-2.37805531895448,2025-06-14 19:22:39.760103,2025-06-14 19:22:40.851384,0 days 00:00:01.091281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,0.007,2m,3.5,2.0,0.8,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
121,121,3.9386568235649255,2025-06-14 19:22:40.899905,2025-06-14 19:22:41.866680,0 days 00:00:00.966775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0.01,2m,3.0,2.5,1.9000000000000001,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
122,122,-5.849843754610232,2025-06-14 19:22:41.920659,2025-06-14 19:22:42.910652,0 days 00:00:00.989993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,0.01,2m,3.0,2.5,1.9000000000000001,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
123,123,2.936054565066093,2025-06-14 19:22:42.960336,2025-06-14 19:22:44.010267,0 days 00:00:01.049931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0.01,2m,3.0,2.5,1.6,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
124,124,1.9772700528752778,2025-06-14 19:22:44.061437,2025-06-14 19:22:49.980457,0 days 00:00:05.919020,,,,,,,,74.0,0.009000000000000001,2m,2.5,1.0,1.0,256.0,340.0,0.007,4m,1.5,3.5,1.6,818.0,,,,,,,,18,0.009000000000000001,2m,3.0,2.5,0.6,60,562.0,0.003,3m,2.5,3.0,0.9,772.0,,,,,,,,616.0,0.004,2m,2.5,2.0,1.4,670.0,202.0,0.01,3m,1.5,4.0,1.8,850.0,550.0,0.006,4m,2.5,3.0,1.5,818.0,0.35000000000000003,7,COMPLETE
125,125,-0.591857475934772,2025-06-14 19:22:50.044753,2025-06-14 19:22:51.762011,0 days 00:00:01.717258,,,,,,,,,,,,,,,178.0,0.001,2m,3.0,4.0,1.9000000000000001,978.0,,,,,,,,74,0.01,2m,3.0,2.5,1.9000000000000001,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
126,126,-1.9545021037888781,2025-06-14 19:22:51.815596,2025-06-14 19:22:52.891680,0 days 00:00:01.076084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,0.01,2m,2.0,3.5,1.9000000000000001,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
127,127,-6.279305268411813,2025-06-14 19:22:52.968081,2025-06-14 19:22:54.020762,0 days 00:00:01.052681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,0.001,4m,2.5,3.0,1.3,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
128,128,-2.230109983275227,2025-06-14 19:22:54.067669,2025-06-14 19:23:00.884968,0 days 00:00:06.817299,460.0,0.009000000000000001,4m,2.5,2.0,0.5,186.0,652.0,0.002,4m,3.0,2.0,0.8,76.0,16.0,0.002,1m,2.5,3.0,1.7000000000000002,892.0,,,,,,,,34,0.005,1m,3.0,2.5,1.8,300,648.0,0.008,1m,1.5,2.0,1.2000000000000002,510.0,,,,,,,,916.0,0.008,3m,1.5,2.5,1.6,484.0,994.0,0.006,4m,1.0,2.0,1.1,78.0,754.0,0.002,3m,2.0,2.5,0.7,604.0,0.45,8,COMPLETE
129,129,-0.16451545167186513,2025-06-14 19:23:01.020804,2025-06-14 19:23:05.467591,0 days 00:00:04.446787,,,,,,,,712.0,0.008,3m,2.0,1.5,1.8,130.0,60.0,0.01,2m,3.5,4.0,1.8,526.0,,,,,,,,872,0.009000000000000001,2m,3.0,2.0,1.2000000000000002,222,960.0,0.006,2m,2.0,3.5,1.9000000000000001,426.0,,,,,,,,846.0,0.005,4m,2.0,4.0,1.2000000000000002,772.0,,,,,,,,,,,,,,,0.3,5,COMPLETE
130,130,2.340320146155635,2025-06-14 19:23:05.516004,2025-06-14 19:23:10.914078,0 days 00:00:05.398074,,,,,,,,390.0,0.004,4m,3.5,2.5,1.3,590.0,432.0,0.005,2m,3.0,4.0,1.4,942.0,,,,,,,,170,0.01,3m,4.0,3.5,2.0,130,312.0,0.007,4m,3.0,3.0,1.4,912.0,,,,,,,,464.0,0.008,3m,2.5,3.0,0.9,948.0,900.0,0.008,2m,2.5,2.5,1.7000000000000002,190.0,,,,,,,,0.35000000000000003,6,COMPLETE
131,131,2.082661615064435,2025-06-14 19:23:11.021454,2025-06-14 19:23:12.170625,0 days 00:00:01.149171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0.01,2m,3.0,2.5,1.6,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
132,132,2.936054565066093,2025-06-14 19:23:12.234180,2025-06-14 19:23:13.245245,0 days 00:00:01.011065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0.01,2m,3.0,2.5,1.5,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
133,133,-4.396696750710174,2025-06-14 19:23:13.299759,2025-06-14 19:23:14.504416,0 days 00:00:01.204657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,0.01,2m,3.0,2.5,1.5,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
134,134,-1.1568950389930615,2025-06-14 19:23:14.574538,2025-06-14 19:23:16.697788,0 days 00:00:02.123250,,,,,,,,,,,,,,,478.0,0.006,1m,3.5,2.5,2.0,842.0,,,,,,,,70,0.004,2m,3.0,2.5,1.6,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,2,COMPLETE
135,135,-100.0,2025-06-14 19:23:16.756817,2025-06-14 19:23:17.903747,0 days 00:00:01.146930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,0.01,2m,3.5,2.5,1.4,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
136,136,-6.896556160708344,2025-06-14 19:23:17.951014,2025-06-14 19:23:19.029191,0 days 00:00:01.078177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444,0.009000000000000001,2m,3.0,1.5,1.6,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
137,137,-2.3864114563087284,2025-06-14 19:23:19.103975,2025-06-14 19:23:21.081549,0 days 00:00:01.977574,,,,,,,,,,,,,,,382.0,0.007,4m,4.0,3.5,1.8,346.0,,,,,,,,58,0.01,2m,3.0,1.0,1.9000000000000001,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,2,COMPLETE
138,138,-6.4320776890750775,2025-06-14 19:23:21.145440,2025-06-14 19:23:30.433460,0 days 00:00:09.288020,848.0,0.002,3m,1.5,3.0,1.3,450.0,924.0,0.007,1m,1.5,2.0,1.2000000000000002,212.0,962.0,0.008,2m,2.5,1.0,1.9000000000000001,792.0,1006.0,0.006,4m,3.0,2.0,2.0,110.0,16,0.008,2m,2.5,2.5,1.4,354,398.0,0.01,1m,1.5,2.0,1.5,1000.0,36.0,0.01,2m,2.5,3.5,0.5,814.0,528.0,0.007,1m,1.5,3.5,1.1,554.0,380.0,0.004,1m,2.0,3.5,1.5,268.0,968.0,0.005,2m,3.5,1.5,1.1,454.0,0.35000000000000003,10,COMPLETE
139,139,-4.265279685724727,2025-06-14 19:23:30.503981,2025-06-14 19:23:32.487224,0 days 00:00:01.983243,,,,,,,,,,,,,,,224.0,0.009000000000000001,2m,3.0,3.0,2.0,764.0,,,,,,,,104,0.002,3m,3.0,2.5,1.8,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
140,140,1.065924204388153,2025-06-14 19:23:32.536108,2025-06-14 19:23:33.591258,0 days 00:00:01.055150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0.01,1m,3.5,3.0,1.7000000000000002,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
141,141,5.081872974545134,2025-06-14 19:23:33.649629,2025-06-14 19:23:34.791085,0 days 00:00:01.141456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0.01,2m,3.0,2.5,1.5,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
142,142,-2.3905261161882487,2025-06-14 19:23:34.841706,2025-06-14 19:23:35.945410,0 days 00:00:01.103704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0.01,2m,3.0,2.5,1.5,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
143,143,-3.4139828314925302,2025-06-14 19:23:35.995344,2025-06-14 19:23:36.981764,0 days 00:00:00.986420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0.01,2m,3.0,2.5,1.6,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
144,144,-3.995791722944367,2025-06-14 19:23:37.041733,2025-06-14 19:23:43.666573,0 days 00:00:06.624840,,,,,,,,474.0,0.01,2m,2.0,3.0,1.7000000000000002,380.0,314.0,0.002,3m,2.0,1.5,1.8,26.0,,,,,,,,286,0.01,2m,3.0,2.5,1.4,736,200.0,0.009000000000000001,3m,1.0,2.5,0.6,94.0,,,,,,,,690.0,0.002,2m,3.0,1.5,1.5,1022.0,434.0,0.005,4m,1.0,4.0,1.7000000000000002,380.0,346.0,0.009000000000000001,3m,2.5,3.5,1.9000000000000001,942.0,0.25,7,COMPLETE
145,145,-2.773079936233374,2025-06-14 19:23:43.738650,2025-06-14 19:23:47.808908,0 days 00:00:04.070258,,,,,,,,,,,,,,,280.0,0.006,1m,2.5,4.0,2.0,718.0,,,,,,,,36,0.009000000000000001,2m,3.0,2.5,2.0,244,74.0,0.006,1m,2.5,1.0,1.7000000000000002,320.0,,,,,,,,238.0,0.003,3m,1.0,2.5,1.0,254.0,,,,,,,,,,,,,,,0.3,4,COMPLETE
146,146,-0.04585563853491347,2025-06-14 19:23:47.858698,2025-06-14 19:23:48.893362,0 days 00:00:01.034664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,0.009000000000000001,2m,3.0,2.0,1.5,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
147,147,-3.3024034682709904,2025-06-14 19:23:48.934010,2025-06-14 19:23:50.876813,0 days 00:00:01.942803,,,,,,,,,,,,,,,676.0,0.003,2m,3.0,3.5,1.7000000000000002,870.0,,,,,,,,126,0.003,2m,3.0,2.5,1.9000000000000001,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
148,148,1.5343536405677862,2025-06-14 19:23:50.922000,2025-06-14 19:23:52.034655,0 days 00:00:01.112655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0.005,2m,3.0,3.5,2.0,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
149,149,-2.666057541932167,2025-06-14 19:23:52.083259,2025-06-14 19:23:54.998268,0 days 00:00:02.915009,,,,,,,,,,,,,,,40.0,0.007,4m,3.5,4.0,1.9000000000000001,684.0,,,,,,,,90,0.01,3m,3.5,2.5,1.5,18,,,,,,,,,,,,,,,632.0,0.01,3m,2.5,3.0,1.3,416.0,,,,,,,,,,,,,,,0.4,3,COMPLETE
