,number,value,datetime_start,datetime_complete,duration,params_AEP_HON_beta_win,params_AEP_HON_stop_loss,params_AEP_HON_trade_freq,params_AEP_HON_z_entry,params_AEP_HON_z_exit,params_AEP_HON_z_stop_scaler,params_AEP_HON_z_win,params_ATVI_ROST_beta_win,params_ATVI_ROST_stop_loss,params_ATVI_ROST_trade_freq,params_ATVI_ROST_z_entry,params_ATVI_ROST_z_exit,params_ATVI_ROST_z_stop_scaler,params_ATVI_ROST_z_win,params_BIDU_SIRI_beta_win,params_BIDU_SIRI_stop_loss,params_BIDU_SIRI_trade_freq,params_BIDU_SIRI_z_entry,params_BIDU_SIRI_z_exit,params_BIDU_SIRI_z_stop_scaler,params_BIDU_SIRI_z_win,params_FOXA_MAR_beta_win,params_FOXA_MAR_stop_loss,params_FOXA_MAR_trade_freq,params_FOXA_MAR_z_entry,params_FOXA_MAR_z_exit,params_FOXA_MAR_z_stop_scaler,params_FOXA_MAR_z_win,params_FOX_MAR_beta_win,params_FOX_MAR_stop_loss,params_FOX_MAR_trade_freq,params_FOX_MAR_z_entry,params_FOX_MAR_z_exit,params_FOX_MAR_z_stop_scaler,params_FOX_MAR_z_win,params_GOOGL_VRTX_beta_win,params_GOOGL_VRTX_stop_loss,params_GOOGL_VRTX_trade_freq,params_GOOGL_VRTX_z_entry,params_GOOGL_VRTX_z_exit,params_GOOGL_VRTX_z_stop_scaler,params_GOOGL_VRTX_z_win,params_GOOG_VRTX_beta_win,params_GOOG_VRTX_stop_loss,params_GOOG_VRTX_trade_freq,params_GOOG_VRTX_z_entry,params_GOOG_VRTX_z_exit,params_GOOG_VRTX_z_stop_scaler,params_GOOG_VRTX_z_win,params_HON_JD_beta_win,params_HON_JD_stop_loss,params_HON_JD_trade_freq,params_HON_JD_z_entry,params_HON_JD_z_exit,params_HON_JD_z_stop_scaler,params_HON_JD_z_win,params_JD_MDLZ_beta_win,params_JD_MDLZ_stop_loss,params_JD_MDLZ_trade_freq,params_JD_MDLZ_z_entry,params_JD_MDLZ_z_exit,params_JD_MDLZ_z_stop_scaler,params_JD_MDLZ_z_win,params_KHC_ROST_beta_win,params_KHC_ROST_stop_loss,params_KHC_ROST_trade_freq,params_KHC_ROST_z_entry,params_KHC_ROST_z_exit,params_KHC_ROST_z_stop_scaler,params_KHC_ROST_z_win,params_buffer_capital,params_pairs_to_trade,state
40,40,-9.088570902386875,2025-06-14 19:01:18.673190,2025-06-14 19:01:22.759060,0 days 00:00:04.085870,544.0,0.008,1m,3.0,3.0,1.5,654.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694.0,0.005,1m,1.0,3.0,0.7,950.0,914.0,0.006,1m,1.5,4.0,1.0,542.0,568,0.006,2m,4.0,2.0,1.8,280,,,,,,,,202.0,0.004,1m,1.0,1.0,2.0,768.0,0.25,5,COMPLETE
41,41,-3.3220350788462207,2025-06-14 19:01:22.811697,2025-06-14 19:01:23.777640,0 days 00:00:00.965943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,0.009000000000000001,2m,2.0,1.0,0.6,166,,,,,,,,,,,,,,,0.2,1,COMPLETE
42,42,-3.427715760776518,2025-06-14 19:01:23.825251,2025-06-14 19:01:24.900760,0 days 00:00:01.075509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,0.009000000000000001,2m,1.5,1.0,0.7,212,,,,,,,,,,,,,,,0.2,1,COMPLETE
43,43,2.2454099350314345,2025-06-14 19:01:24.967598,2025-06-14 19:01:27.037948,0 days 00:00:02.070350,396.0,0.003,1m,2.5,3.5,1.7000000000000002,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392,0.01,2m,2.0,1.5,0.5,66,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
44,44,-0.40606494867453924,2025-06-14 19:01:27.102889,2025-06-14 19:01:28.952662,0 days 00:00:01.849773,414.0,0.003,1m,2.5,3.5,1.7000000000000002,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,0.01,2m,2.5,1.5,0.5,72,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
45,45,-6.374691939192384,2025-06-14 19:01:29.015797,2025-06-14 19:01:31.795623,0 days 00:00:02.779826,646.0,0.004,1m,2.0,3.0,1.6,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.0,0.007,2m,1.0,3.0,1.5,364.0,702,0.01,1m,1.5,2.0,0.8,714,,,,,,,,,,,,,,,0.05,3,COMPLETE
46,46,-3.149001859544506,2025-06-14 19:01:31.903582,2025-06-14 19:01:33.892231,0 days 00:00:01.988649,988.0,0.005,1m,2.5,3.5,1.8,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498,0.002,2m,3.0,1.5,0.5,22,,,,,,,,,,,,,,,0.5,2,COMPLETE
47,47,-7.09588306028034,2025-06-14 19:01:33.955720,2025-06-14 19:01:40.258645,0 days 00:00:06.302925,504.0,0.003,1m,1.5,2.5,1.3,152.0,,,,,,,,,,,,,,,828.0,0.007,1m,2.5,2.0,1.4,282.0,,,,,,,,352.0,0.008,1m,2.5,4.0,1.2000000000000002,822.0,362.0,0.006,3m,2.0,3.5,1.1,142.0,292,0.004,3m,2.5,2.0,1.3,626,736.0,0.004,2m,2.0,3.5,1.5,598.0,422.0,0.007,2m,3.5,1.5,1.5,44.0,0.1,7,COMPLETE
48,48,2.9598008027767913,2025-06-14 19:01:40.317734,2025-06-14 19:01:47.285845,0 days 00:00:06.968111,360.0,0.006,3m,3.0,3.0,1.5,16.0,,,,,,,,,,,,,,,580.0,0.004,2m,3.5,3.0,1.1,558.0,306.0,0.008,4m,3.0,1.5,1.0,262.0,162.0,0.003,3m,4.0,3.5,0.9,608.0,432.0,0.001,4m,2.5,2.0,1.3,934.0,90,0.01,3m,2.0,2.5,0.8,764,514.0,0.008,1m,3.5,3.0,1.7000000000000002,330.0,748.0,0.003,3m,2.0,2.0,1.2000000000000002,268.0,0.05,8,COMPLETE
49,49,-1.5059132042519412,2025-06-14 19:01:47.357091,2025-06-14 19:01:54.258174,0 days 00:00:06.901083,168.0,0.006,3m,2.0,2.5,1.5,20.0,,,,,,,,,,,,,,,596.0,0.004,2m,3.5,3.0,1.1,540.0,354.0,0.008,4m,3.0,1.5,1.0,270.0,162.0,0.001,3m,4.0,3.5,0.9,590.0,426.0,0.001,4m,2.5,2.0,1.3,926.0,22,0.01,3m,2.0,2.5,0.8,788,474.0,0.008,1m,3.5,3.0,1.7000000000000002,354.0,742.0,0.003,3m,2.0,2.0,1.2000000000000002,274.0,0.05,8,COMPLETE
50,50,2.887215976036876,2025-06-14 19:01:54.337562,2025-06-14 19:02:03.096461,0 days 00:00:08.758899,240.0,0.007,3m,2.5,4.0,1.2000000000000002,532.0,466.0,0.01,2m,4.0,1.0,1.2000000000000002,106.0,1010.0,0.001,1m,1.0,3.5,2.0,980.0,374.0,0.003,2m,4.0,2.0,0.8,418.0,310.0,0.008,4m,3.0,2.0,0.9,212.0,24.0,0.003,3m,3.5,3.5,0.8,720.0,616.0,0.002,4m,2.5,1.5,1.3,814.0,96,0.005,3m,2.0,3.5,1.1,928,558.0,0.007,1m,2.5,3.5,1.4,40.0,870.0,0.002,3m,1.5,1.5,1.2000000000000002,182.0,0.05,10,COMPLETE
51,51,-2.842820154012342,2025-06-14 19:02:03.168515,2025-06-14 19:02:11.811690,0 days 00:00:08.643175,238.0,0.008,3m,2.5,4.0,1.2000000000000002,490.0,500.0,0.01,2m,4.0,1.0,1.2000000000000002,78.0,1024.0,0.001,1m,1.5,4.0,2.0,994.0,366.0,0.003,2m,4.0,2.0,0.8,420.0,276.0,0.009000000000000001,4m,3.0,2.0,0.9,262.0,26.0,0.003,3m,3.5,3.5,0.8,718.0,628.0,0.002,4m,2.5,1.5,1.3,926.0,110,0.005,3m,2.0,3.5,1.1,912,558.0,0.007,1m,2.5,3.5,2.0,106.0,874.0,0.002,3m,1.5,1.5,1.2000000000000002,150.0,0.05,10,COMPLETE
52,52,-2.6112725655990414,2025-06-14 19:02:11.886084,2025-06-14 19:02:19.220458,0 days 00:00:07.334374,390.0,0.007,3m,2.5,4.0,1.2000000000000002,788.0,466.0,0.007,2m,3.0,2.0,1.2000000000000002,50.0,,,,,,,,520.0,0.003,2m,3.5,2.5,0.7,586.0,244.0,0.007,4m,2.5,1.0,1.1,204.0,190.0,0.002,3m,4.0,3.5,0.9,652.0,688.0,0.001,4m,2.5,1.5,1.5,820.0,70,0.004,3m,2.0,4.0,0.9,1020,408.0,0.008,1m,3.5,3.0,1.4,18.0,602.0,0.002,3m,2.0,1.5,1.0,174.0,0.1,9,COMPLETE
53,53,2.1711790725302085,2025-06-14 19:02:19.282796,2025-06-14 19:02:27.615353,0 days 00:00:08.332557,458.0,0.007,3m,2.5,3.5,1.3,896.0,756.0,0.004,1m,3.0,2.0,1.0,644.0,982.0,0.001,3m,1.0,3.5,2.0,992.0,678.0,0.005,2m,4.0,1.5,1.2000000000000002,698.0,738.0,0.005,4m,3.5,2.0,0.8,408.0,88.0,0.003,3m,3.0,4.0,0.7,846.0,596.0,0.002,4m,2.0,2.0,1.2000000000000002,1024.0,160,0.005,3m,2.5,3.5,1.1,932,760.0,0.005,1m,1.5,3.5,1.1,224.0,800.0,0.003,3m,1.5,2.0,1.4,386.0,0.05,10,COMPLETE
54,54,0.22672117368946895,2025-06-14 19:02:27.702038,2025-06-14 19:02:36.542779,0 days 00:00:08.840741,480.0,0.008,3m,2.5,4.0,1.1,924.0,774.0,0.004,1m,3.0,2.0,1.0,666.0,986.0,0.001,3m,1.0,3.5,2.0,1006.0,348.0,0.005,2m,4.0,1.5,1.2000000000000002,440.0,728.0,0.005,4m,3.5,2.0,0.8,514.0,86.0,0.003,3m,3.5,3.0,0.7,370.0,578.0,0.002,4m,2.0,2.0,1.2000000000000002,804.0,130,0.005,3m,2.5,3.5,1.1,940,718.0,0.005,1m,1.5,3.5,1.1,194.0,936.0,0.002,3m,1.5,2.0,1.4,382.0,0.05,10,COMPLETE
55,55,-2.7896744949263206,2025-06-14 19:02:36.626516,2025-06-14 19:02:45.591551,0 days 00:00:08.965035,330.0,0.007,3m,2.0,3.5,1.3,992.0,324.0,0.004,1m,3.0,1.5,1.5,662.0,776.0,0.003,1m,1.0,3.0,1.6,706.0,490.0,0.002,2m,4.0,1.5,1.1,698.0,822.0,0.005,4m,3.5,2.0,0.6,370.0,94.0,0.002,3m,3.0,4.0,0.6,606.0,786.0,0.003,4m,1.5,2.5,1.5,976.0,76,0.006,3m,2.0,3.5,1.2000000000000002,872,830.0,0.007,1m,1.5,3.5,1.3,252.0,778.0,0.003,3m,1.0,2.5,1.3,102.0,0.05,10,COMPLETE
56,56,0.23706277171936044,2025-06-14 19:02:45.678471,2025-06-14 19:02:53.601148,0 days 00:00:07.922677,442.0,0.009000000000000001,3m,3.0,3.5,1.0,886.0,762.0,0.008,3m,2.0,3.0,0.9,256.0,,,,,,,,572.0,0.004,2m,4.0,1.0,0.9,492.0,478.0,0.008,4m,3.5,1.5,0.9,148.0,24.0,0.004,2m,4.0,3.5,0.6,866.0,534.0,0.001,4m,2.0,1.5,1.2000000000000002,910.0,238,0.005,3m,3.0,4.0,1.0,1020,550.0,0.005,1m,2.0,2.5,1.6,406.0,830.0,0.001,3m,1.0,2.0,1.4,274.0,0.05,9,COMPLETE
57,57,-0.8599351641740882,2025-06-14 19:02:53.687909,2025-06-14 19:03:00.579824,0 days 00:00:06.891915,550.0,0.006,3m,2.5,4.0,1.5,746.0,,,,,,,,,,,,,,,136.0,0.005,2m,3.0,2.5,0.5,254.0,202.0,0.004,4m,2.5,2.0,1.3,382.0,188.0,0.003,4m,3.0,3.0,0.6,80.0,302.0,0.002,4m,2.5,1.0,1.7000000000000002,884.0,826,0.003,3m,2.5,3.0,1.1,770,990.0,0.006,1m,2.5,4.0,1.1,278.0,914.0,0.005,3m,1.5,2.5,1.2000000000000002,512.0,0.1,8,COMPLETE
58,58,-5.448377209591253,2025-06-14 19:03:00.666002,2025-06-14 19:03:09.340284,0 days 00:00:08.674282,266.0,0.007,3m,2.0,3.5,0.9,814.0,902.0,0.004,4m,3.5,1.5,0.9,660.0,52.0,0.004,2m,2.5,2.5,1.6,714.0,708.0,0.002,2m,3.5,2.0,1.1,842.0,446.0,0.007,4m,3.0,1.5,0.7,640.0,132.0,0.002,3m,3.5,3.5,0.9,954.0,706.0,0.002,4m,2.0,2.5,1.1,800.0,168,0.006,3m,2.0,3.5,0.9,964,448.0,0.009000000000000001,1m,1.5,3.0,1.4,114.0,732.0,0.003,3m,1.5,2.0,1.0,138.0,0.4,10,COMPLETE
59,59,-4.243620365067089,2025-06-14 19:03:09.427191,2025-06-14 19:03:17.031005,0 days 00:00:07.603814,636.0,0.009000000000000001,3m,2.5,4.0,0.6,638.0,596.0,0.003,2m,2.0,3.0,1.5,232.0,,,,,,,,208.0,0.003,2m,1.5,1.5,1.4,730.0,158.0,0.006,4m,3.5,3.0,1.1,314.0,238.0,0.005,2m,4.0,3.5,0.8,320.0,650.0,0.003,4m,1.0,2.0,1.3,962.0,16,0.004,1m,2.5,3.5,1.3,830,204.0,0.007,4m,2.5,3.5,0.7,478.0,816.0,0.002,3m,2.5,3.0,0.8,470.0,0.05,9,COMPLETE
60,60,-0.7096434722817,2025-06-14 19:03:17.132292,2025-06-14 19:03:22.636853,0 days 00:00:05.504561,914.0,0.008,3m,3.0,3.5,1.6,566.0,,,,,,,,,,,,,,,342.0,0.004,2m,2.5,2.5,1.3,396.0,,,,,,,,62.0,0.004,3m,3.0,4.0,1.2000000000000002,818.0,846.0,0.001,4m,2.5,3.0,1.7000000000000002,750.0,100,0.005,3m,3.0,3.0,0.8,908,602.0,0.005,1m,2.0,3.0,1.3,152.0,932.0,0.003,3m,2.0,4.0,1.1,996.0,0.1,7,COMPLETE
61,61,1.0923938176569337,2025-06-14 19:03:22.693589,2025-06-14 19:03:27.889144,0 days 00:00:05.195555,214.0,0.006,2m,2.5,3.0,1.4,190.0,,,,,,,,,,,,,,,664.0,0.006,3m,3.5,1.0,1.4,588.0,,,,,,,,302.0,0.006,3m,2.5,4.0,1.0,710.0,478.0,0.002,4m,2.5,1.5,0.9,1016.0,184,0.01,3m,2.5,2.5,1.2000000000000002,752,,,,,,,,650.0,0.004,3m,2.0,1.5,1.6,300.0,0.05,6,COMPLETE
62,62,-0.7121085955552146,2025-06-14 19:03:27.966023,2025-06-14 19:03:34.087386,0 days 00:00:06.121363,394.0,0.007,3m,2.0,3.5,1.4,982.0,,,,,,,,,,,,,,,832.0,0.006,3m,4.0,2.0,1.6,674.0,,,,,,,,204.0,0.003,3m,2.5,4.0,0.9,904.0,590.0,0.003,4m,1.5,2.0,1.0,1024.0,144,0.01,3m,2.5,3.0,1.5,932,784.0,0.006,3m,3.5,2.5,1.0,24.0,726.0,0.004,4m,2.0,1.0,1.4,378.0,0.1,7,COMPLETE
63,63,-2.324980333086253,2025-06-14 19:03:34.166576,2025-06-14 19:03:39.360132,0 days 00:00:05.193556,186.0,0.005,2m,2.5,4.0,1.1,538.0,,,,,,,,,,,,,,,894.0,0.005,4m,3.5,3.0,1.5,880.0,,,,,,,,358.0,0.001,3m,3.0,3.5,0.8,768.0,402.0,0.004,1m,3.0,1.5,1.3,970.0,54,0.004,3m,2.0,4.0,1.0,884,,,,,,,,496.0,0.003,3m,1.5,1.5,1.2000000000000002,226.0,0.05,6,COMPLETE
64,64,-1.791412931822524,2025-06-14 19:03:39.431120,2025-06-14 19:03:46.171550,0 days 00:00:06.740430,142.0,0.006,3m,1.0,3.5,1.2000000000000002,896.0,,,,,,,,,,,,,,,710.0,0.008,2m,3.0,4.0,1.7000000000000002,342.0,634.0,0.008,2m,2.0,2.5,0.9,140.0,142.0,0.006,1m,3.5,4.0,1.0,610.0,324.0,0.001,2m,2.5,2.0,1.1,826.0,218,0.005,3m,3.0,2.5,1.1,970,662.0,0.009000000000000001,1m,3.0,4.0,1.6,316.0,856.0,0.006,4m,2.0,1.0,1.5,432.0,0.1,8,COMPLETE
65,65,-2.1720563793754177,2025-06-14 19:03:46.243292,2025-06-14 19:03:53.919605,0 days 00:00:07.676313,84.0,0.007,2m,3.0,3.5,1.3,410.0,354.0,0.008,1m,3.5,1.5,1.4,830.0,,,,,,,,450.0,0.003,4m,4.0,3.5,1.3,576.0,864.0,0.009000000000000001,1m,2.5,2.0,1.7000000000000002,458.0,262.0,0.002,3m,4.0,3.0,0.7,22.0,470.0,0.009000000000000001,4m,2.5,2.5,1.4,896.0,122,0.01,3m,2.5,2.5,2.0,672,230.0,0.003,1m,2.5,3.5,1.8,708.0,630.0,0.002,1m,2.5,2.0,1.6,346.0,0.1,9,COMPLETE
66,66,-3.5065312586932116,2025-06-14 19:03:53.988708,2025-06-14 19:04:02.355279,0 days 00:00:08.366571,324.0,0.005,2m,3.0,3.0,1.5,114.0,284.0,0.006,2m,4.0,2.5,1.0,532.0,738.0,0.009000000000000001,3m,2.0,4.0,1.6,780.0,616.0,0.006,2m,1.0,1.5,1.0,494.0,372.0,0.004,3m,4.0,1.0,0.5,208.0,932.0,0.007,3m,3.0,2.5,2.0,488.0,752.0,0.005,2m,3.0,2.0,0.9,978.0,254,0.004,3m,2.0,3.0,1.4,996,526.0,0.008,3m,1.5,3.0,1.1,182.0,788.0,0.003,3m,1.5,1.5,1.8,248.0,0.05,10,COMPLETE
67,67,-7.029294441545396,2025-06-14 19:04:02.426199,2025-06-14 19:04:08.337640,0 days 00:00:05.911441,48.0,0.001,3m,1.5,4.0,1.6,700.0,,,,,,,,,,,,,,,374.0,0.004,1m,3.0,2.5,0.6,704.0,,,,,,,,578.0,0.01,4m,3.5,4.0,1.8,806.0,550.0,0.008,3m,3.5,2.5,1.5,352.0,180,0.006,3m,2.0,3.5,1.3,838,658.0,0.006,4m,2.0,2.5,0.9,530.0,706.0,0.005,4m,1.0,2.0,1.0,182.0,0.15000000000000002,7,COMPLETE
68,68,-3.428680133600604,2025-06-14 19:04:08.429131,2025-06-14 19:04:15.334911,0 days 00:00:06.905780,234.0,0.002,2m,2.0,3.5,1.9000000000000001,1022.0,,,,,,,,,,,,,,,522.0,0.005,3m,3.5,3.5,0.9,610.0,562.0,0.009000000000000001,4m,3.0,1.5,0.7,610.0,68.0,0.005,1m,3.0,1.0,1.3,752.0,668.0,0.002,2m,2.0,2.0,0.7,856.0,938,0.007,3m,2.5,3.0,0.9,474,382.0,0.007,1m,1.0,2.0,1.5,582.0,560.0,0.006,2m,2.0,2.5,0.6,320.0,0.3,8,COMPLETE
69,69,1.6667040322128648,2025-06-14 19:04:15.435239,2025-06-14 19:04:20.583742,0 days 00:00:05.148503,460.0,0.008,3m,3.5,4.0,1.3,48.0,,,,,,,,,,,,,,,408.0,0.001,2m,4.0,2.0,1.2000000000000002,772.0,,,,,,,,498.0,0.004,3m,4.0,3.5,0.9,902.0,366.0,0.004,4m,3.0,1.0,1.6,608.0,46,0.01,1m,3.0,2.5,1.6,992,,,,,,,,1024.0,0.009000000000000001,4m,3.0,1.5,1.3,356.0,0.1,6,COMPLETE
70,70,-1.5902857022451995,2025-06-14 19:04:20.656158,2025-06-14 19:04:29.100876,0 days 00:00:08.444718,464.0,0.009000000000000001,3m,3.5,4.0,1.2000000000000002,450.0,640.0,0.003,1m,3.5,1.0,0.8,790.0,728.0,0.001,3m,3.5,2.5,0.5,294.0,422.0,0.001,2m,4.0,2.0,1.2000000000000002,770.0,142.0,0.006,4m,3.5,3.0,1.1,128.0,488.0,0.004,3m,4.0,3.0,0.5,916.0,84.0,0.003,4m,3.5,1.0,1.6,590.0,80,0.002,1m,3.0,3.5,1.2000000000000002,996,728.0,0.01,2m,2.5,3.5,0.8,404.0,904.0,0.009000000000000001,3m,3.0,1.0,1.3,884.0,0.05,10,COMPLETE
71,71,-2.3706142607196328,2025-06-14 19:04:29.179964,2025-06-14 19:04:34.376566,0 days 00:00:05.196602,518.0,0.008,3m,4.0,4.0,1.3,44.0,,,,,,,,,,,,,,,320.0,0.001,2m,4.0,1.5,1.3,24.0,,,,,,,,18.0,0.003,3m,4.0,3.5,1.0,866.0,370.0,0.001,4m,3.0,1.0,1.7000000000000002,468.0,40,0.01,1m,3.5,2.5,1.6,898,,,,,,,,942.0,0.009000000000000001,4m,3.0,1.5,1.1,360.0,0.1,6,COMPLETE
72,72,6.60698288536839,2025-06-14 19:04:34.443666,2025-06-14 19:04:39.038251,0 days 00:00:04.594585,360.0,0.008,3m,4.0,4.0,1.4,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.0,0.003,3m,3.5,3.5,0.9,838.0,512.0,0.004,4m,3.0,1.5,1.9000000000000001,702.0,98,0.01,1m,3.0,2.5,1.6,944,,,,,,,,966.0,0.01,4m,3.5,1.5,1.4,288.0,0.1,5,COMPLETE
73,73,-2.2548625350717493,2025-06-14 19:04:39.123499,2025-06-14 19:04:47.163432,0 days 00:00:08.039933,368.0,0.009000000000000001,3m,3.5,4.0,1.1,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.0,0.003,3m,3.5,3.5,0.9,964.0,614.0,0.004,4m,2.5,1.5,2.0,688.0,52,0.009000000000000001,1m,3.0,2.5,1.8,940,,,,,,,,,,,,,,,0.05,4,COMPLETE
74,74,-4.226509154602062,2025-06-14 19:04:47.316042,2025-06-14 19:05:01.857781,0 days 00:00:14.541739,414.0,0.008,3m,3.5,4.0,1.8,162.0,,,,,,,,,,,,,,,172.0,0.002,2m,2.0,3.0,1.1,932.0,,,,,,,,396.0,0.002,3m,4.0,3.0,0.8,986.0,232.0,0.003,4m,3.0,1.0,2.0,636.0,88,0.01,1m,3.0,3.0,1.5,990,288.0,0.005,4m,1.5,3.0,1.7000000000000002,70.0,1022.0,0.01,4m,3.5,2.0,1.3,274.0,0.1,7,COMPLETE
75,75,-0.5249063835634221,2025-06-14 19:05:01.954669,2025-06-14 19:05:06.684181,0 days 00:00:04.729512,302.0,0.007,3m,4.0,4.0,1.5,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.0,0.004,1m,3.5,3.5,1.1,844.0,520.0,0.004,4m,4.0,1.5,1.9000000000000001,508.0,142,0.009000000000000001,1m,3.5,2.5,1.6,848,,,,,,,,970.0,0.01,4m,4.0,1.5,1.4,448.0,0.05,5,COMPLETE
76,76,-2.820489884726219,2025-06-14 19:05:06.750896,2025-06-14 19:05:14.476195,0 days 00:00:07.725299,608.0,0.008,3m,2.5,4.0,1.4,80.0,852.0,0.009000000000000001,4m,2.5,2.0,1.2000000000000002,178.0,,,,,,,,402.0,0.002,2m,4.0,2.5,0.8,998.0,304.0,0.001,4m,1.5,2.0,0.8,606.0,112.0,0.003,3m,3.5,2.5,0.7,894.0,16.0,0.002,4m,2.0,1.5,1.9000000000000001,730.0,158,0.01,1m,3.0,3.0,0.6,966,588.0,0.003,3m,2.0,1.0,1.2000000000000002,292.0,974.0,0.009000000000000001,4m,3.5,1.0,1.2000000000000002,118.0,0.15000000000000002,9,COMPLETE
77,77,0.43574452410877484,2025-06-14 19:05:14.539088,2025-06-14 19:05:18.893239,0 days 00:00:04.354151,454.0,0.01,3m,3.0,4.0,1.3,276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.0,0.004,2m,4.0,3.0,1.5,794.0,182.0,0.002,4m,3.5,1.0,1.4,570.0,108,0.009000000000000001,1m,3.0,2.5,1.1,806,,,,,,,,872.0,0.008,4m,3.5,1.5,1.1,200.0,0.15000000000000002,5,COMPLETE
78,78,-0.20999989264537264,2025-06-14 19:05:18.986244,2025-06-14 19:05:26.026651,0 days 00:00:07.040407,268.0,0.007,3m,3.5,3.5,1.4,42.0,,,,,,,,,,,,,,,302.0,0.001,2m,1.0,2.0,1.2000000000000002,744.0,446.0,0.007,4m,3.0,2.5,1.5,434.0,628.0,0.002,3m,3.5,3.5,0.8,698.0,496.0,0.004,4m,3.0,1.0,1.6,786.0,738,0.008,1m,3.5,4.0,0.7,860,138.0,0.007,1m,3.0,4.0,1.5,714.0,1012.0,0.01,1m,4.0,2.0,1.3,50.0,0.05,8,COMPLETE
79,79,1.750522004200913,2025-06-14 19:05:26.140271,2025-06-14 19:05:35.727080,0 days 00:00:09.586809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596,0.01,1m,2.5,2.0,1.8,938,,,,,,,,,,,,,,,0.1,1,COMPLETE
80,80,1.933670917240682,2025-06-14 19:05:35.790286,2025-06-14 19:05:36.807376,0 days 00:00:01.017090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648,0.003,1m,2.5,1.5,1.9000000000000001,922,,,,,,,,,,,,,,,0.1,1,COMPLETE
81,81,2.4147282113529625,2025-06-14 19:05:36.903217,2025-06-14 19:05:38.040317,0 days 00:00:01.137100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664,0.004,1m,2.5,1.5,1.9000000000000001,918,,,,,,,,,,,,,,,0.1,1,COMPLETE
82,82,1.3923092278488387,2025-06-14 19:05:38.139214,2025-06-14 19:05:39.234272,0 days 00:00:01.095058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,0.003,1m,2.5,1.5,1.9000000000000001,924,,,,,,,,,,,,,,,0.1,1,COMPLETE
83,83,2.5519826901198632,2025-06-14 19:05:39.329667,2025-06-14 19:05:40.528664,0 days 00:00:01.198997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640,0.003,1m,2.5,1.5,1.8,894,,,,,,,,,,,,,,,0.1,1,COMPLETE
84,84,2.7014931630753978,2025-06-14 19:05:40.617440,2025-06-14 19:05:41.700689,0 days 00:00:01.083249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,0.003,1m,2.5,1.5,1.9000000000000001,816,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
85,85,-2.4928124065694757,2025-06-14 19:05:41.760538,2025-06-14 19:05:43.602295,0 days 00:00:01.841757,356.0,0.006,4m,2.0,2.5,0.8,356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684,0.003,1m,2.0,1.5,2.0,888,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
86,86,2.9824251966893067,2025-06-14 19:05:43.707098,2025-06-14 19:05:44.758175,0 days 00:00:01.051077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702,0.002,1m,2.5,1.0,1.9000000000000001,738,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
87,87,1.1059354405088884,2025-06-14 19:05:44.806221,2025-06-14 19:05:45.935378,0 days 00:00:01.129157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756,0.002,1m,2.0,1.0,1.9000000000000001,816,,,,,,,,,,,,,,,0.2,1,COMPLETE
88,88,-4.805390517482387,2025-06-14 19:05:46.017762,2025-06-14 19:05:47.917123,0 days 00:00:01.899361,730.0,0.01,1m,1.5,2.5,1.6,234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532,0.001,1m,2.5,1.0,1.8,738,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
