,number,value,datetime_start,datetime_complete,duration,params_COST_MU_beta_win,params_COST_MU_stop_loss,params_COST_MU_trade_freq,params_COST_MU_z_entry,params_COST_MU_z_exit,params_COST_MU_z_stop_scaler,params_COST_MU_z_win,params_CRWD_EXC_beta_win,params_CRWD_EXC_stop_loss,params_CRWD_EXC_trade_freq,params_CRWD_EXC_z_entry,params_CRWD_EXC_z_exit,params_CRWD_EXC_z_stop_scaler,params_CRWD_EXC_z_win,params_EXC_TEAM_beta_win,params_EXC_TEAM_stop_loss,params_EXC_TEAM_trade_freq,params_EXC_TEAM_z_entry,params_EXC_TEAM_z_exit,params_EXC_TEAM_z_stop_scaler,params_EXC_TEAM_z_win,params_INTC_CTAS_beta_win,params_INTC_CTAS_stop_loss,params_INTC_CTAS_trade_freq,params_INTC_CTAS_z_entry,params_INTC_CTAS_z_exit,params_INTC_CTAS_z_stop_scaler,params_INTC_CTAS_z_win,params_INTC_MU_beta_win,params_INTC_MU_stop_loss,params_INTC_MU_trade_freq,params_INTC_MU_z_entry,params_INTC_MU_z_exit,params_INTC_MU_z_stop_scaler,params_INTC_MU_z_win,params_MSFT_TTWO_beta_win,params_MSFT_TTWO_stop_loss,params_MSFT_TTWO_trade_freq,params_MSFT_TTWO_z_entry,params_MSFT_TTWO_z_exit,params_MSFT_TTWO_z_stop_scaler,params_MSFT_TTWO_z_win,params_MU_CTAS_beta_win,params_MU_CTAS_stop_loss,params_MU_CTAS_trade_freq,params_MU_CTAS_z_entry,params_MU_CTAS_z_exit,params_MU_CTAS_z_stop_scaler,params_MU_CTAS_z_win,params_MU_EXC_beta_win,params_MU_EXC_stop_loss,params_MU_EXC_trade_freq,params_MU_EXC_z_entry,params_MU_EXC_z_exit,params_MU_EXC_z_stop_scaler,params_MU_EXC_z_win,params_WBA_WBD_beta_win,params_WBA_WBD_stop_loss,params_WBA_WBD_trade_freq,params_WBA_WBD_z_entry,params_WBA_WBD_z_exit,params_WBA_WBD_z_stop_scaler,params_WBA_WBD_z_win,params_ZS_EXC_beta_win,params_ZS_EXC_stop_loss,params_ZS_EXC_trade_freq,params_ZS_EXC_z_entry,params_ZS_EXC_z_exit,params_ZS_EXC_z_stop_scaler,params_ZS_EXC_z_win,params_buffer_capital,params_pairs_to_trade,state
38,38,-0.3095972644348699,2025-06-14 19:48:18.617732,2025-06-14 19:48:22.271444,0 days 00:00:03.653712,,,,,,,,,,,,,,,,,,,,,,864,0.01,3m,1.0,2.0,1.8,268,,,,,,,,318.0,0.008,3m,1.0,4.0,2.0,966.0,516.0,0.002,3m,3.0,1.5,1.7000000000000002,956.0,,,,,,,,136.0,0.002,2m,3.0,2.0,1.8,370.0,,,,,,,,0.15000000000000002,4,COMPLETE
39,39,0.9982688143425161,2025-06-14 19:48:22.340683,2025-06-14 19:48:24.340499,0 days 00:00:01.999816,,,,,,,,,,,,,,,,,,,,,,886,0.009000000000000001,3m,1.0,3.0,2.0,296,,,,,,,,,,,,,,,890.0,0.004,3m,4.0,1.5,1.6,1014.0,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
40,40,1.1357134418250505,2025-06-14 19:48:24.408585,2025-06-14 19:48:26.499088,0 days 00:00:02.090503,,,,,,,,,,,,,,,,,,,,,,938,0.009000000000000001,3m,1.5,2.5,2.0,232,,,,,,,,,,,,,,,914.0,0.004,3m,4.0,1.0,1.6,1022.0,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
41,41,0.542475398689786,2025-06-14 19:48:26.592963,2025-06-14 19:48:28.350400,0 days 00:00:01.757437,,,,,,,,,,,,,,,,,,,,,,930,0.009000000000000001,3m,1.0,2.5,2.0,214,,,,,,,,,,,,,,,900.0,0.004,3m,4.0,1.0,1.7000000000000002,1018.0,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
42,42,0.5726848417115028,2025-06-14 19:48:28.446967,2025-06-14 19:48:29.578563,0 days 00:00:01.131596,,,,,,,,,,,,,,,,,,,,,,930,0.009000000000000001,3m,1.5,2.0,2.0,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
43,43,0.6856105007677893,2025-06-14 19:48:29.654255,2025-06-14 19:48:30.824366,0 days 00:00:01.170111,,,,,,,,,,,,,,,,,,,,,,828,0.009000000000000001,3m,1.5,1.5,1.9000000000000001,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
44,44,-5.554573072885041,2025-06-14 19:48:30.888144,2025-06-14 19:48:32.064129,0 days 00:00:01.175985,,,,,,,,,,,,,,,,,,,,,,996,0.009000000000000001,4m,1.5,1.5,1.9000000000000001,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
45,45,0.1842223821689292,2025-06-14 19:48:32.133382,2025-06-14 19:48:34.245856,0 days 00:00:02.112474,,,,,,,,,,,,,,,,,,,,,,824,0.01,3m,1.5,1.0,1.8,286,,,,,,,,,,,,,,,1008.0,0.002,3m,4.0,1.0,1.6,26.0,,,,,,,,,,,,,,,,,,,,,,0.25,2,COMPLETE
46,46,-2.340148038564606,2025-06-14 19:48:34.343403,2025-06-14 19:48:35.485124,0 days 00:00:01.141721,,,,,,,,,,,,,,,,,,,,,,710,0.009000000000000001,3m,1.0,1.0,2.0,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
47,47,-0.17503746876395432,2025-06-14 19:48:35.585410,2025-06-14 19:48:37.483946,0 days 00:00:01.898536,,,,,,,,,,,,,,,,,,,,,,974,0.008,3m,1.5,1.5,1.8,90,,,,,,,,,,,,,,,966.0,0.005,3m,4.0,2.0,1.5,970.0,,,,,,,,,,,,,,,,,,,,,,0.25,2,COMPLETE
48,48,-1.9302652669886464,2025-06-14 19:48:37.562538,2025-06-14 19:48:38.616819,0 days 00:00:01.054281,,,,,,,,,,,,,,,,,,,,,,906,0.009000000000000001,4m,2.0,2.5,0.7,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
49,49,0.39815194233295825,2025-06-14 19:48:38.684283,2025-06-14 19:48:40.690101,0 days 00:00:02.005818,,,,,,,,,,,,,,,,,,,,,,822,0.01,3m,1.0,2.0,1.9000000000000001,364,,,,,,,,,,,,,,,878.0,0.004,3m,3.5,1.0,1.9000000000000001,896.0,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
50,50,-2.9463485329651635,2025-06-14 19:48:40.751451,2025-06-14 19:48:43.591144,0 days 00:00:02.839693,,,,,,,,,,,,,,,,,,,,,,636,0.001,3m,1.5,3.0,1.9000000000000001,194,,,,,,,,,,,,,,,814.0,0.002,3m,4.0,1.5,1.6,1008.0,,,,,,,,866.0,0.001,3m,3.5,1.0,1.9000000000000001,140.0,,,,,,,,0.2,3,COMPLETE
51,51,0.7879274620506077,2025-06-14 19:48:43.655512,2025-06-14 19:48:44.673511,0 days 00:00:01.017999,,,,,,,,,,,,,,,,,,,,,,956,0.009000000000000001,3m,1.5,2.0,2.0,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
52,52,1.3278070420400632,2025-06-14 19:48:44.760512,2025-06-14 19:48:45.844359,0 days 00:00:01.083847,,,,,,,,,,,,,,,,,,,,,,948,0.008,3m,1.5,1.5,2.0,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
53,53,-0.9990009103919398,2025-06-14 19:48:45.909530,2025-06-14 19:48:46.897069,0 days 00:00:00.987539,,,,,,,,,,,,,,,,,,,,,,956,0.008,3m,1.0,2.0,2.0,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
54,54,0.3941849760543155,2025-06-14 19:48:46.982996,2025-06-14 19:48:48.933485,0 days 00:00:01.950489,,,,,,,,,,,,,,,,,,,,,,1018,0.01,3m,2.0,2.0,0.5,298,,,,,,,,,,,,,,,964.0,0.003,3m,4.0,2.5,1.5,730.0,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
55,55,2.301402988428231,2025-06-14 19:48:49.028045,2025-06-14 19:48:50.138563,0 days 00:00:01.110518,,,,,,,,,,,,,,,,,,,,,,920,0.008,3m,1.5,2.5,2.0,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
56,56,-1.1533452246868923,2025-06-14 19:48:50.203657,2025-06-14 19:48:51.224301,0 days 00:00:01.020644,,,,,,,,,,,,,,,,,,,,,,934,0.008,3m,1.5,2.5,2.0,896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
57,57,-4.322608163926663,2025-06-14 19:48:51.298797,2025-06-14 19:48:52.293155,0 days 00:00:00.994358,,,,,,,,,,,,,,,,,,,,,,976,0.007,4m,2.0,2.0,1.7000000000000002,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
58,58,-5.192914898106506,2025-06-14 19:48:52.367265,2025-06-14 19:48:54.368211,0 days 00:00:02.000946,,,,,,,,,,,,,,,,,,,,,,770,0.008,3m,1.5,1.5,1.8,502,,,,,,,,,,,,,,,48.0,0.002,1m,1.0,2.5,1.2000000000000002,142.0,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
59,59,-0.2021767757279382,2025-06-14 19:48:54.428983,2025-06-14 19:48:55.493329,0 days 00:00:01.064346,,,,,,,,,,,,,,,,,,,,,,288,0.007,2m,2.0,2.5,2.0,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
60,60,0.6218267162631522,2025-06-14 19:48:55.575539,2025-06-14 19:48:57.484882,0 days 00:00:01.909343,,,,,,,,,,,,,,,,,,,,,,732,0.008,3m,2.5,1.0,1.6,142,,,,,,,,,,,,,,,188.0,0.001,2m,3.5,3.0,1.3,304.0,,,,,,,,,,,,,,,,,,,,,,0.25,2,COMPLETE
61,61,-0.2952640282171068,2025-06-14 19:48:57.545725,2025-06-14 19:48:58.646236,0 days 00:00:01.100511,,,,,,,,,,,,,,,,,,,,,,912,0.009000000000000001,3m,1.0,3.0,1.9000000000000001,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
62,62,-0.02077369057774048,2025-06-14 19:48:58.824363,2025-06-14 19:49:02.070409,0 days 00:00:03.246046,,,,,,,,,,,,,,,,,,,,,,852,0.01,3m,1.5,3.0,2.0,254,,,,,,,,,,,,,,,788.0,0.004,3m,4.0,1.0,1.7000000000000002,898.0,,,,,,,,546.0,0.002,4m,3.5,1.5,0.5,32.0,,,,,,,,0.2,3,COMPLETE
63,63,0.5875274502919277,2025-06-14 19:49:02.181696,2025-06-14 19:49:07.196007,0 days 00:00:05.014311,,,,,,,,,,,,,,,,,,,,,,962,0.009000000000000001,3m,4.0,2.5,1.9000000000000001,242,,,,,,,,,,,,,,,850.0,0.005,3m,3.5,2.0,2.0,848.0,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
64,64,0.5135323794926252,2025-06-14 19:49:07.312093,2025-06-14 19:49:09.719880,0 days 00:00:02.407787,,,,,,,,,,,,,,,,,,,,,,806,0.01,3m,1.0,2.5,1.9000000000000001,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
65,65,-2.4665029164800782,2025-06-14 19:49:09.839274,2025-06-14 19:49:14.769532,0 days 00:00:04.930258,,,,,,,,,,,,,,,,,,,,,,996,0.009000000000000001,2m,1.5,3.0,2.0,742,,,,,,,,,,,,,,,688.0,0.003,3m,2.5,3.0,1.6,568.0,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
66,66,1.2037482060091382,2025-06-14 19:49:14.905977,2025-06-14 19:49:17.520578,0 days 00:00:02.614601,,,,,,,,,,,,,,,,,,,,,,904,0.003,3m,1.5,2.5,0.9,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
67,67,2.320311764972937,2025-06-14 19:49:17.666676,2025-06-14 19:49:20.368553,0 days 00:00:02.701877,,,,,,,,,,,,,,,,,,,,,,930,0.002,3m,1.5,2.5,0.9,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
68,68,-4.006390724236028,2025-06-14 19:49:20.524415,2025-06-14 19:49:23.282589,0 days 00:00:02.758174,,,,,,,,,,,,,,,,,,,,,,914,0.002,2m,2.0,2.5,0.8,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
69,69,-1.9238737787412103,2025-06-14 19:49:23.434398,2025-06-14 19:49:28.056630,0 days 00:00:04.622232,,,,,,,,,,,,,,,,,,,,,,678,0.002,1m,2.5,2.5,0.9,414,,,,,,,,,,,,,,,270.0,0.005,1m,3.5,1.0,1.1,734.0,,,,,,,,,,,,,,,,,,,,,,0.3,2,COMPLETE
70,70,0.6329219600823968,2025-06-14 19:49:28.179360,2025-06-14 19:49:29.721036,0 days 00:00:01.541676,,,,,,,,,,,,,,,,,,,,,,850,0.003,3m,1.5,2.5,0.9,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
71,71,-0.05248172873625696,2025-06-14 19:49:29.804760,2025-06-14 19:49:30.967689,0 days 00:00:01.162929,,,,,,,,,,,,,,,,,,,,,,946,0.003,3m,1.5,2.0,0.7,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
72,72,1.404471324077656,2025-06-14 19:49:31.073524,2025-06-14 19:49:32.114948,0 days 00:00:01.041424,,,,,,,,,,,,,,,,,,,,,,998,0.002,3m,1.5,2.5,1.0,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
73,73,-11.103603476658478,2025-06-14 19:49:32.184914,2025-06-14 19:49:34.093822,0 days 00:00:01.908908,,,,,,,,,,,,,,,,,,,,,,990,0.002,3m,1.5,2.5,1.0,354,,,,,,,,,,,,,,,452.0,0.007,2m,1.0,2.5,0.6,438.0,,,,,,,,,,,,,,,,,,,,,,0.3,2,COMPLETE
74,74,1.1430783527996438,2025-06-14 19:49:34.206347,2025-06-14 19:49:35.401311,0 days 00:00:01.194964,,,,,,,,,,,,,,,,,,,,,,1018,0.001,3m,2.0,2.5,1.0,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
75,75,1.1430783527996438,2025-06-14 19:49:35.470971,2025-06-14 19:49:36.604852,0 days 00:00:01.133881,,,,,,,,,,,,,,,,,,,,,,1018,0.001,3m,2.0,2.5,1.0,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
76,76,1.6550017110412445,2025-06-14 19:49:36.656570,2025-06-14 19:49:37.711809,0 days 00:00:01.055239,,,,,,,,,,,,,,,,,,,,,,1022,0.001,3m,2.0,2.5,1.0,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
77,77,-3.6990375537824534,2025-06-14 19:49:37.773717,2025-06-14 19:49:38.916195,0 days 00:00:01.142478,,,,,,,,,,,,,,,,,,,,,,996,0.001,2m,2.0,2.5,0.9,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
78,78,-1.202689900673597,2025-06-14 19:49:38.975379,2025-06-14 19:49:40.008686,0 days 00:00:01.033307,,,,,,,,,,,,,,,,,,,,,,418,0.001,4m,2.5,2.5,1.1,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
79,79,0.5807083228014841,2025-06-14 19:49:40.062381,2025-06-14 19:49:41.057400,0 days 00:00:00.995019,,,,,,,,,,,,,,,,,,,,,,1024,0.002,3m,2.0,2.5,0.8,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
80,80,-0.04187298172988149,2025-06-14 19:49:41.111277,2025-06-14 19:49:42.081146,0 days 00:00:00.969869,,,,,,,,,,,,,,,,,,,,,,914,0.002,1m,2.0,2.0,1.1,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
81,81,1.6438953675067938,2025-06-14 19:49:42.159330,2025-06-14 19:49:43.094823,0 days 00:00:00.935493,,,,,,,,,,,,,,,,,,,,,,1006,0.001,3m,2.0,2.5,1.0,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
82,82,-0.6386998899488125,2025-06-14 19:49:43.152036,2025-06-14 19:49:44.190357,0 days 00:00:01.038321,,,,,,,,,,,,,,,,,,,,,,976,0.001,3m,2.0,2.5,1.0,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
83,83,-0.8906487837268875,2025-06-14 19:49:44.263705,2025-06-14 19:49:45.278995,0 days 00:00:01.015290,,,,,,,,,,,,,,,,,,,,,,980,0.001,3m,3.0,3.0,0.8,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
84,84,-1.7044137670253314,2025-06-14 19:49:45.352448,2025-06-14 19:49:46.370711,0 days 00:00:01.018263,,,,,,,,,,,,,,,,,,,,,,1008,0.003,3m,2.5,2.5,1.2000000000000002,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
85,85,-3.7536423650341852,2025-06-14 19:49:46.430447,2025-06-14 19:49:48.165083,0 days 00:00:01.734636,,,,,,,,,,,,,,,,,,,,,,878,0.002,3m,2.0,2.5,0.9,118,,,,,,,,,,,,,,,86.0,0.007,1m,1.5,3.0,0.8,132.0,,,,,,,,,,,,,,,,,,,,,,0.3,2,COMPLETE
86,86,2.4785555899610627,2025-06-14 19:49:48.242915,2025-06-14 19:49:49.140087,0 days 00:00:00.897172,,,,,,,,,,,,,,,,,,,,,,960,0.004,3m,1.5,2.0,1.0,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
87,87,-3.746373405368833,2025-06-14 19:49:49.205838,2025-06-14 19:49:51.038884,0 days 00:00:01.833046,,,,,,,,,,,,,,,,,,,,,,600,0.004,3m,1.5,1.5,1.0,318,,,,,,,,,,,,,,,142.0,0.01,2m,2.0,3.0,0.6,258.0,,,,,,,,,,,,,,,,,,,,,,0.3,2,COMPLETE
88,88,-3.0233740991663893,2025-06-14 19:49:51.115568,2025-06-14 19:49:52.118314,0 days 00:00:01.002746,,,,,,,,,,,,,,,,,,,,,,900,0.005,2m,1.5,2.0,1.1,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
89,89,2.076223739418823,2025-06-14 19:49:52.170740,2025-06-14 19:49:53.069972,0 days 00:00:00.899232,,,,,,,,,,,,,,,,,,,,,,952,0.004,3m,1.5,2.0,0.9,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
90,90,-0.06100934981181895,2025-06-14 19:49:53.120891,2025-06-14 19:49:55.012507,0 days 00:00:01.891616,,,,,,,,,,,,,,,,,,,,,,942,0.004,3m,1.5,1.5,0.7,390,,,,,,,,,,,,,,,334.0,0.001,1m,1.5,3.5,0.9,372.0,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
91,91,2.476413958407749,2025-06-14 19:49:55.067845,2025-06-14 19:49:56.041688,0 days 00:00:00.973843,,,,,,,,,,,,,,,,,,,,,,962,0.004,3m,1.5,2.0,0.9,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
92,92,1.6970773581921064,2025-06-14 19:49:56.118705,2025-06-14 19:49:57.047726,0 days 00:00:00.929021,,,,,,,,,,,,,,,,,,,,,,956,0.004,3m,1.5,2.0,0.6,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
93,93,1.984354439826827,2025-06-14 19:49:57.106921,2025-06-14 19:49:58.038407,0 days 00:00:00.931486,,,,,,,,,,,,,,,,,,,,,,968,0.005,3m,1.5,2.0,0.6,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
94,94,-0.07492853097029234,2025-06-14 19:49:58.095845,2025-06-14 19:49:59.152956,0 days 00:00:01.057111,,,,,,,,,,,,,,,,,,,,,,100,0.004,3m,1.5,2.0,0.5,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
95,95,-4.5611252460317,2025-06-14 19:49:59.256190,2025-06-14 19:50:00.305458,0 days 00:00:01.049268,,,,,,,,,,,,,,,,,,,,,,494,0.005,3m,1.5,2.0,0.6,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
96,96,-8.365910947425416,2025-06-14 19:50:00.356716,2025-06-14 19:50:02.116013,0 days 00:00:01.759297,,,,,,,,,,,,,,,,,,,,,,966,0.004,3m,1.5,2.0,0.6,356,,,,,,,,,,,,,,,260.0,0.009000000000000001,2m,1.0,3.0,0.9,150.0,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
97,97,-3.86921445650091,2025-06-14 19:50:02.182276,2025-06-14 19:50:03.227017,0 days 00:00:01.044741,,,,,,,,,,,,,,,,,,,,,,926,0.005,4m,1.5,2.0,0.7,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
98,98,-4.649808259884949,2025-06-14 19:50:03.280111,2025-06-14 19:50:10.244849,0 days 00:00:06.964738,178.0,0.01,3m,2.0,1.5,0.5,836.0,1010.0,0.01,2m,4.0,1.5,1.5,1012.0,1022.0,0.001,1m,4.0,1.5,1.8,30.0,206,0.006,3m,1.5,2.0,0.6,334,,,,,,,,166.0,0.009000000000000001,2m,1.0,3.5,1.8,970.0,400.0,0.007,1m,2.0,4.0,0.7,82.0,520.0,0.008,4m,1.0,4.0,0.5,788.0,930.0,0.009000000000000001,1m,3.0,1.0,0.7,332.0,,,,,,,,0.4,8,COMPLETE
99,99,-2.884996473765451,2025-06-14 19:50:10.314930,2025-06-14 19:50:16.179130,0 days 00:00:05.864200,38.0,0.007,2m,1.5,3.5,0.7,1014.0,,,,,,,,808.0,0.002,4m,3.5,1.5,2.0,424.0,840,0.004,3m,1.5,2.0,0.8,422,,,,,,,,518.0,0.006,2m,1.5,4.0,0.7,784.0,122.0,0.006,2m,1.5,2.5,0.5,212.0,44.0,0.008,1m,2.0,3.0,0.8,500.0,834.0,0.01,3m,3.5,2.5,1.0,162.0,,,,,,,,0.4,7,COMPLETE
100,100,-4.905112654199,2025-06-14 19:50:16.243926,2025-06-14 19:50:18.126834,0 days 00:00:01.882908,,,,,,,,,,,,,,,,,,,,,,956,0.005,2m,3.0,2.0,0.9,220,,,,,,,,,,,,,,,232.0,0.01,1m,2.5,3.5,0.7,292.0,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
101,101,1.823404147902691,2025-06-14 19:50:18.181168,2025-06-14 19:50:19.322120,0 days 00:00:01.140952,,,,,,,,,,,,,,,,,,,,,,1004,0.004,3m,1.5,2.0,1.2000000000000002,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
102,102,1.830306112072311,2025-06-14 19:50:19.398749,2025-06-14 19:50:20.340083,0 days 00:00:00.941334,,,,,,,,,,,,,,,,,,,,,,988,0.004,3m,1.5,2.0,1.2000000000000002,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
103,103,0.5027041022900878,2025-06-14 19:50:20.423257,2025-06-14 19:50:21.505532,0 days 00:00:01.082275,,,,,,,,,,,,,,,,,,,,,,866,0.004,3m,1.5,2.0,1.2000000000000002,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
104,104,1.5468430627887175,2025-06-14 19:50:21.557067,2025-06-14 19:50:22.691161,0 days 00:00:01.134094,,,,,,,,,,,,,,,,,,,,,,978,0.004,3m,1.5,2.0,1.3,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
105,105,-3.684253307416984,2025-06-14 19:50:22.762884,2025-06-14 19:50:23.780298,0 days 00:00:01.017414,,,,,,,,,,,,,,,,,,,,,,928,0.004,3m,3.5,2.0,1.3,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
106,106,-1.2492215259663773,2025-06-14 19:50:23.837477,2025-06-14 19:50:24.810428,0 days 00:00:00.972951,,,,,,,,,,,,,,,,,,,,,,352,0.003,1m,1.5,2.0,1.2000000000000002,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
107,107,-1.0948531250979858,2025-06-14 19:50:24.876402,2025-06-14 19:50:26.820730,0 days 00:00:01.944328,,,,,,,,,,,,,,,,,,,,,,892,0.005,3m,1.5,1.5,1.1,254,,,,,,,,,,,,,,,18.0,0.008,2m,1.0,4.0,1.0,462.0,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
108,108,-1.3654538515335077,2025-06-14 19:50:26.885712,2025-06-14 19:50:31.238368,0 days 00:00:04.352656,,,,,,,,,,,,,,,196.0,0.003,4m,4.0,1.0,1.7000000000000002,416.0,966,0.003,3m,1.5,2.0,0.8,456,,,,,,,,28.0,0.007,3m,3.5,3.5,1.6,720.0,542.0,0.002,1m,2.5,3.5,0.6,488.0,,,,,,,,750.0,0.008,1m,4.0,1.5,0.5,284.0,,,,,,,,0.45,5,COMPLETE
109,109,-8.656259595059366,2025-06-14 19:50:31.293704,2025-06-14 19:50:32.332175,0 days 00:00:01.038471,,,,,,,,,,,,,,,,,,,,,,992,0.006,3m,1.0,2.0,0.5,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
110,110,-0.14606162239602713,2025-06-14 19:50:32.384979,2025-06-14 19:50:33.408901,0 days 00:00:01.023922,,,,,,,,,,,,,,,,,,,,,,946,0.004,3m,1.5,2.0,1.5,492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
111,111,0.8516940338517544,2025-06-14 19:50:33.475833,2025-06-14 19:50:34.526736,0 days 00:00:01.050903,,,,,,,,,,,,,,,,,,,,,,1004,0.005,3m,1.5,2.0,1.0,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
