,number,value,datetime_start,datetime_complete,duration,params_CHTR_SWKS_beta_win,params_CHTR_SWKS_stop_loss,params_CHTR_SWKS_trade_freq,params_CHTR_SWKS_z_entry,params_CHTR_SWKS_z_exit,params_CHTR_SWKS_z_stop_scaler,params_CHTR_SWKS_z_win,params_CMCSA_FISV_beta_win,params_CMCSA_FISV_stop_loss,params_CMCSA_FISV_trade_freq,params_CMCSA_FISV_z_entry,params_CMCSA_FISV_z_exit,params_CMCSA_FISV_z_stop_scaler,params_CMCSA_FISV_z_win,params_CMCSA_SWKS_beta_win,params_CMCSA_SWKS_stop_loss,params_CMCSA_SWKS_trade_freq,params_CMCSA_SWKS_z_entry,params_CMCSA_SWKS_z_exit,params_CMCSA_SWKS_z_stop_scaler,params_CMCSA_SWKS_z_win,params_DLTR_EA_beta_win,params_DLTR_EA_stop_loss,params_DLTR_EA_trade_freq,params_DLTR_EA_z_entry,params_DLTR_EA_z_exit,params_DLTR_EA_z_stop_scaler,params_DLTR_EA_z_win,params_EBAY_TXN_beta_win,params_EBAY_TXN_stop_loss,params_EBAY_TXN_trade_freq,params_EBAY_TXN_z_entry,params_EBAY_TXN_z_exit,params_EBAY_TXN_z_stop_scaler,params_EBAY_TXN_z_win,params_FISV_MAR_beta_win,params_FISV_MAR_stop_loss,params_FISV_MAR_trade_freq,params_FISV_MAR_z_entry,params_FISV_MAR_z_exit,params_FISV_MAR_z_stop_scaler,params_FISV_MAR_z_win,params_ILMN_SWKS_beta_win,params_ILMN_SWKS_stop_loss,params_ILMN_SWKS_trade_freq,params_ILMN_SWKS_z_entry,params_ILMN_SWKS_z_exit,params_ILMN_SWKS_z_stop_scaler,params_ILMN_SWKS_z_win,params_KDP_TXN_beta_win,params_KDP_TXN_stop_loss,params_KDP_TXN_trade_freq,params_KDP_TXN_z_entry,params_KDP_TXN_z_exit,params_KDP_TXN_z_stop_scaler,params_KDP_TXN_z_win,params_NFLX_TXN_beta_win,params_NFLX_TXN_stop_loss,params_NFLX_TXN_trade_freq,params_NFLX_TXN_z_entry,params_NFLX_TXN_z_exit,params_NFLX_TXN_z_stop_scaler,params_NFLX_TXN_z_win,params_OKTA_SBUX_beta_win,params_OKTA_SBUX_stop_loss,params_OKTA_SBUX_trade_freq,params_OKTA_SBUX_z_entry,params_OKTA_SBUX_z_exit,params_OKTA_SBUX_z_stop_scaler,params_OKTA_SBUX_z_win,params_buffer_capital,params_pairs_to_trade,state
30,30,2.2542292802993456,2025-06-14 19:11:21.837751,2025-06-14 19:11:27.445366,0 days 00:00:05.607615,420.0,0.005,4m,3.5,4.0,0.6,646.0,892.0,0.006,2m,1.5,2.5,2.0,504.0,,,,,,,,116.0,0.008,3m,2.5,1.0,1.2000000000000002,770.0,778,0.002,2m,3.5,3.5,1.7000000000000002,922,,,,,,,,,,,,,,,674.0,0.005,3m,3.5,2.5,2.0,926.0,506.0,0.009000000000000001,1m,3.5,2.5,0.7,402.0,,,,,,,,0.3,6,COMPLETE
31,31,4.821841947121237,2025-06-14 19:11:27.539229,2025-06-14 19:11:41.972186,0 days 00:00:14.432957,562.0,0.008,3m,2.5,3.5,0.9,696.0,744.0,0.009000000000000001,3m,3.0,1.0,1.7000000000000002,412.0,430.0,0.003,1m,3.0,3.5,0.8,340.0,400.0,0.005,3m,2.0,1.5,1.0,368.0,404,0.002,1m,3.0,2.5,1.3,780,,,,,,,,,,,,,,,922.0,0.002,3m,4.0,2.0,0.7,750.0,768.0,0.009000000000000001,1m,4.0,3.0,0.5,112.0,,,,,,,,0.25,7,COMPLETE
32,32,-1.2261053264138735,2025-06-14 19:11:42.173514,2025-06-14 19:11:51.977731,0 days 00:00:09.804217,668.0,0.007,3m,2.5,3.0,0.9,800.0,606.0,0.009000000000000001,3m,2.0,2.0,1.5,532.0,,,,,,,,524.0,0.002,3m,2.0,1.5,1.2000000000000002,432.0,340,0.005,1m,3.0,3.0,1.4,498,,,,,,,,,,,,,,,938.0,0.002,3m,3.5,1.5,0.6,922.0,,,,,,,,,,,,,,,0.25,5,COMPLETE
33,33,-4.14736632468796,2025-06-14 19:11:52.082750,2025-06-14 19:11:59.105375,0 days 00:00:07.022625,552.0,0.008,3m,3.0,3.5,0.8,542.0,854.0,0.01,1m,3.5,1.5,1.8,458.0,192.0,0.002,1m,3.5,4.0,0.8,358.0,764.0,0.006,3m,1.5,2.5,0.9,484.0,610,0.003,1m,3.0,2.5,1.1,928,136.0,0.003,2m,1.0,2.0,1.4,686.0,,,,,,,,810.0,0.005,4m,4.0,2.5,0.8,28.0,208.0,0.01,1m,3.5,1.0,0.7,292.0,,,,,,,,0.15000000000000002,8,COMPLETE
34,34,2.5913682395467044,2025-06-14 19:11:59.197694,2025-06-14 19:12:04.733066,0 days 00:00:05.535372,694.0,0.009000000000000001,3m,3.5,3.0,1.0,648.0,738.0,0.008,3m,1.5,2.5,1.6,222.0,530.0,0.004,1m,2.5,3.5,0.6,210.0,646.0,0.009000000000000001,1m,2.0,2.0,1.3,318.0,720,0.007,1m,2.5,2.5,1.5,96,,,,,,,,,,,,,,,954.0,0.004,3m,3.0,2.0,0.6,774.0,124.0,0.007,1m,3.0,1.5,2.0,38.0,,,,,,,,0.2,7,COMPLETE
35,35,-1.8961176695473816,2025-06-14 19:12:04.842502,2025-06-14 19:12:12.257299,0 days 00:00:07.414797,416.0,0.006,3m,1.5,4.0,0.6,820.0,772.0,0.009000000000000001,3m,2.5,2.0,1.4,120.0,206.0,0.002,1m,3.5,3.0,1.1,816.0,952.0,0.004,4m,1.5,1.0,0.8,380.0,496,0.004,1m,3.5,3.5,1.8,324,756.0,0.008,4m,3.0,3.5,0.9,284.0,40.0,0.001,2m,1.0,4.0,0.6,986.0,708.0,0.001,2m,3.5,3.0,1.0,1008.0,378.0,0.009000000000000001,4m,4.0,2.0,0.7,514.0,,,,,,,,0.3,9,COMPLETE
36,36,10.180541775185125,2025-06-14 19:12:12.328894,2025-06-14 19:12:16.486782,0 days 00:00:04.157888,526.0,0.01,3m,2.5,3.5,1.2000000000000002,692.0,686.0,0.007,3m,3.0,1.0,1.9000000000000001,362.0,,,,,,,,276.0,0.009000000000000001,3m,2.5,1.5,1.4,540.0,306,0.006,4m,1.0,1.5,1.3,804,,,,,,,,,,,,,,,840.0,0.007,2m,4.0,1.5,1.3,694.0,,,,,,,,,,,,,,,0.2,5,COMPLETE
37,37,1.9080244520210514,2025-06-14 19:12:16.581673,2025-06-14 19:12:21.077236,0 days 00:00:04.495563,494.0,0.01,3m,3.0,3.5,1.2000000000000002,362.0,680.0,0.007,1m,2.5,2.0,1.9000000000000001,352.0,,,,,,,,262.0,0.009000000000000001,3m,3.0,1.0,1.4,564.0,434,0.008,4m,1.0,1.5,1.3,774,,,,,,,,,,,,,,,838.0,0.007,3m,2.0,1.0,1.3,712.0,,,,,,,,,,,,,,,0.2,5,COMPLETE
38,38,2.710429843526706,2025-06-14 19:12:21.150916,2025-06-14 19:12:23.114297,0 days 00:00:01.963381,,,,,,,,,,,,,,,,,,,,,,260.0,0.009000000000000001,3m,2.5,2.5,1.6,746.0,318,0.006,4m,1.5,1.5,1.6,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
39,39,-1.0545929366270042,2025-06-14 19:12:23.195583,2025-06-14 19:12:27.737649,0 days 00:00:04.542066,352.0,0.01,3m,2.5,3.5,0.8,540.0,936.0,0.006,3m,1.0,1.5,2.0,578.0,,,,,,,,378.0,0.008,3m,3.0,2.0,2.0,538.0,280,0.007,4m,1.5,2.0,1.2000000000000002,864,,,,,,,,,,,,,,,354.0,0.008,1m,3.5,1.5,1.6,470.0,,,,,,,,,,,,,,,0.1,5,COMPLETE
40,40,-3.874885594544495,2025-06-14 19:12:27.806647,2025-06-14 19:12:31.573569,0 days 00:00:03.766922,844.0,0.009000000000000001,4m,2.5,4.0,1.3,712.0,598.0,0.008,4m,3.0,3.0,1.8,484.0,,,,,,,,140.0,0.007,3m,2.5,1.5,1.5,642.0,878,0.008,4m,1.0,1.5,1.4,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
41,41,2.2119281923516327,2025-06-14 19:12:31.652086,2025-06-14 19:12:37.432687,0 days 00:00:05.780601,556.0,0.008,3m,2.0,3.5,1.1,668.0,852.0,0.007,3m,3.0,1.0,1.7000000000000002,398.0,,,,,,,,530.0,0.009000000000000001,4m,2.0,1.5,1.1,470.0,220,0.005,4m,2.5,2.0,1.0,944,,,,,,,,,,,,,,,938.0,0.007,2m,4.0,2.0,1.2000000000000002,848.0,480.0,0.009000000000000001,2m,3.5,3.0,0.5,142.0,,,,,,,,0.2,6,COMPLETE
42,42,4.430709681265132,2025-06-14 19:12:37.503194,2025-06-14 19:12:43.951933,0 days 00:00:06.448739,586.0,0.01,3m,2.5,3.0,1.0,608.0,550.0,0.008,3m,2.5,1.0,1.8,244.0,772.0,0.004,1m,4.0,2.5,0.7,474.0,486.0,0.007,2m,2.0,1.5,1.0,450.0,374,0.006,1m,3.0,2.0,0.9,274,,,,,,,,,,,,,,,1022.0,0.008,2m,4.0,1.5,0.6,922.0,268.0,0.007,3m,4.0,2.5,1.1,284.0,,,,,,,,0.25,7,COMPLETE
43,43,-1.2452282921918538,2025-06-14 19:12:44.020775,2025-06-14 19:12:49.359769,0 days 00:00:05.338994,700.0,0.009000000000000001,1m,2.0,3.0,0.6,730.0,716.0,0.009000000000000001,3m,3.5,1.0,1.6,662.0,,,,,,,,276.0,0.004,1m,2.5,1.0,1.2000000000000002,362.0,528,0.001,2m,2.5,3.0,1.3,670,,,,,,,,,,,,,,,784.0,0.002,2m,4.0,2.0,0.8,820.0,764.0,0.01,1m,3.0,1.5,0.9,122.0,,,,,,,,0.3,6,COMPLETE
44,44,0.13889856555624092,2025-06-14 19:12:49.419089,2025-06-14 19:12:52.166503,0 days 00:00:02.747414,,,,,,,,794.0,0.001,2m,3.0,1.5,1.4,344.0,,,,,,,,30.0,0.006,3m,2.5,2.0,1.5,584.0,120,0.004,3m,2.0,1.5,1.2000000000000002,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,3,COMPLETE
45,45,6.281646364213331,2025-06-14 19:12:52.227307,2025-06-14 19:12:56.829554,0 days 00:00:04.602247,514.0,0.007,3m,3.0,3.5,0.8,564.0,614.0,0.008,1m,2.5,2.5,1.9000000000000001,574.0,,,,,,,,554.0,0.01,2m,2.0,2.5,0.7,278.0,202,0.005,4m,3.0,2.5,1.6,820,,,,,,,,,,,,,,,892.0,0.006,4m,3.5,2.5,1.7000000000000002,942.0,,,,,,,,,,,,,,,0.25,5,COMPLETE
46,46,3.5204546458953203,2025-06-14 19:12:56.917246,2025-06-14 19:13:01.328873,0 days 00:00:04.411627,450.0,0.007,1m,3.0,4.0,0.8,550.0,636.0,0.007,1m,2.5,2.5,1.9000000000000001,926.0,,,,,,,,452.0,0.01,4m,2.5,2.5,0.7,172.0,450,0.005,4m,3.5,2.0,1.6,872,,,,,,,,,,,,,,,216.0,0.006,4m,3.0,2.5,1.8,952.0,,,,,,,,,,,,,,,0.35000000000000003,5,COMPLETE
47,47,2.5723091117319004,2025-06-14 19:13:01.391918,2025-06-14 19:13:05.161203,0 days 00:00:03.769285,618.0,0.007,3m,3.5,3.5,0.8,54.0,976.0,0.008,1m,2.0,3.0,2.0,570.0,,,,,,,,560.0,0.01,2m,1.5,3.0,0.6,260.0,276,0.007,4m,4.0,4.0,1.8,810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,4,COMPLETE
48,48,5.23382767574336,2025-06-14 19:13:05.237317,2025-06-14 19:13:09.560277,0 days 00:00:04.322960,522.0,0.006,4m,3.0,3.5,0.5,812.0,824.0,0.006,1m,2.5,2.5,1.8,434.0,,,,,,,,192.0,0.008,3m,2.0,2.5,1.7000000000000002,500.0,220,0.01,4m,3.0,1.0,1.5,726,,,,,,,,,,,,,,,882.0,0.005,4m,2.5,4.0,1.7000000000000002,890.0,,,,,,,,,,,,,,,0.25,5,COMPLETE
49,49,1.4135701975927215,2025-06-14 19:13:09.625573,2025-06-14 19:13:11.395412,0 days 00:00:01.769839,,,,,,,,,,,,,,,,,,,,,,362.0,0.01,2m,2.5,3.5,0.8,406.0,552,0.006,4m,3.5,2.5,2.0,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
50,50,-0.971573894256522,2025-06-14 19:13:11.450958,2025-06-14 19:13:14.373047,0 days 00:00:02.922089,,,,,,,,646.0,0.008,1m,2.0,3.5,1.9000000000000001,758.0,,,,,,,,462.0,0.009000000000000001,1m,1.5,2.5,0.6,178.0,698,0.005,2m,2.0,1.5,1.8,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,3,COMPLETE
51,51,2.878146465491209,2025-06-14 19:13:14.431533,2025-06-14 19:13:19.803705,0 days 00:00:05.372172,550.0,0.008,3m,2.5,2.5,0.9,630.0,502.0,0.009000000000000001,3m,2.5,1.0,1.7000000000000002,524.0,,,,,,,,658.0,0.005,2m,2.0,1.5,0.9,298.0,174,0.004,1m,3.0,2.5,1.1,808,,,,,,,,,,,,,,,966.0,0.006,4m,1.0,2.0,1.4,810.0,132.0,0.005,1m,3.5,3.5,0.6,604.0,,,,,,,,0.25,6,COMPLETE
52,52,5.6285838627329765,2025-06-14 19:13:19.860157,2025-06-14 19:13:25.860196,0 days 00:00:06.000039,518.0,0.009000000000000001,3m,3.0,1.0,1.3,578.0,572.0,0.01,3m,4.0,3.0,0.5,608.0,492.0,0.001,2m,2.5,3.5,0.9,242.0,552.0,0.009000000000000001,2m,2.0,2.0,1.1,352.0,134,0.006,1m,3.0,2.5,1.6,888,,,,,,,,,,,,,,,876.0,0.007,4m,3.5,2.5,1.6,976.0,604.0,0.007,1m,4.0,2.0,0.7,288.0,,,,,,,,0.15000000000000002,7,COMPLETE
53,53,6.64176500814104,2025-06-14 19:13:25.931617,2025-06-14 19:13:30.196127,0 days 00:00:04.264510,654.0,0.008,3m,2.0,3.0,1.0,684.0,704.0,0.009000000000000001,3m,1.5,2.5,1.5,264.0,,,,,,,,632.0,0.007,2m,2.0,1.5,1.3,546.0,66,0.003,4m,3.0,3.0,0.9,370,,,,,,,,,,,,,,,892.0,0.006,3m,4.0,2.5,1.1,714.0,,,,,,,,,,,,,,,0.3,5,COMPLETE
54,54,2.944012410806135,2025-06-14 19:13:30.277999,2025-06-14 19:13:34.445305,0 days 00:00:04.167306,660.0,0.01,3m,1.5,4.0,0.7,500.0,710.0,0.008,2m,1.0,2.5,1.5,672.0,,,,,,,,636.0,0.007,2m,2.0,1.0,1.3,532.0,42,0.003,4m,2.5,3.5,0.9,388,,,,,,,,,,,,,,,666.0,0.006,3m,3.5,3.0,1.1,688.0,,,,,,,,,,,,,,,0.3,5,COMPLETE
55,55,2.3636838633399546,2025-06-14 19:13:34.524510,2025-06-14 19:13:37.530657,0 days 00:00:03.006147,362.0,0.008,1m,2.5,3.5,1.1,868.0,766.0,0.007,1m,1.5,3.0,1.8,476.0,,,,,,,,692.0,0.008,2m,1.5,2.0,1.4,608.0,72,0.002,4m,4.0,3.0,1.5,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,4,COMPLETE
56,56,3.5862813117502745,2025-06-14 19:13:37.578443,2025-06-14 19:13:40.882717,0 days 00:00:03.304274,592.0,0.001,3m,2.0,3.0,0.9,668.0,870.0,0.009000000000000001,3m,1.5,2.5,1.3,314.0,,,,,,,,780.0,0.007,2m,3.0,1.5,1.3,562.0,88,0.002,4m,3.5,3.5,1.4,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,COMPLETE
57,57,8.042564390604037,2025-06-14 19:13:40.951471,2025-06-14 19:13:45.968355,0 days 00:00:05.016884,706.0,0.007,2m,3.0,2.0,1.2000000000000002,754.0,616.0,0.008,3m,1.5,2.5,1.7000000000000002,428.0,,,,,,,,438.0,0.008,2m,2.5,3.0,1.1,718.0,198,0.003,2m,3.0,3.0,0.8,452,,,,,,,,,,,,,,,886.0,0.005,3m,3.5,2.5,1.3,584.0,818.0,0.003,4m,2.0,4.0,1.4,1002.0,,,,,,,,0.25,6,COMPLETE
58,58,5.443506305588673,2025-06-14 19:13:46.050916,2025-06-14 19:13:51.324372,0 days 00:00:05.273456,54.0,0.009000000000000001,2m,2.0,2.0,1.4,930.0,694.0,0.009000000000000001,3m,1.5,2.0,1.5,166.0,,,,,,,,474.0,0.007,2m,2.5,3.0,1.1,708.0,16,0.003,2m,2.5,3.0,0.8,424,,,,,,,,,,,,,,,780.0,0.005,3m,4.0,2.5,1.3,574.0,844.0,0.003,4m,2.0,4.0,1.4,988.0,,,,,,,,0.35000000000000003,6,COMPLETE
59,59,4.132079385307499,2025-06-14 19:13:51.387466,2025-06-14 19:13:56.610532,0 days 00:00:05.223066,812.0,0.002,2m,2.5,2.5,1.2000000000000002,770.0,784.0,0.005,3m,1.0,2.0,1.7000000000000002,388.0,,,,,,,,392.0,0.008,4m,3.5,3.5,1.2000000000000002,856.0,142,0.002,2m,3.0,3.0,0.7,346,,,,,,,,,,,,,,,838.0,0.004,3m,4.0,1.5,1.1,388.0,718.0,0.003,4m,2.0,3.5,1.6,818.0,,,,,,,,0.2,6,COMPLETE
60,60,3.7930207817918906,2025-06-14 19:13:56.697098,2025-06-14 19:14:00.986256,0 days 00:00:04.289158,760.0,0.008,2m,3.0,1.5,2.0,758.0,656.0,0.009000000000000001,3m,1.5,2.5,1.4,430.0,,,,,,,,430.0,0.006,3m,2.5,3.5,1.4,806.0,262,0.001,2m,3.5,3.5,0.8,488,,,,,,,,,,,,,,,524.0,0.009000000000000001,3m,3.5,3.5,1.4,622.0,,,,,,,,,,,,,,,0.3,5,COMPLETE
61,61,6.28389002697225,2025-06-14 19:14:01.067663,2025-06-14 19:14:05.537873,0 days 00:00:04.470210,694.0,0.007,2m,3.5,2.0,1.0,694.0,604.0,0.008,3m,2.0,2.5,1.9000000000000001,556.0,,,,,,,,574.0,0.01,2m,2.0,3.0,0.7,416.0,314,0.003,2m,3.0,3.0,0.9,446,,,,,,,,,,,,,,,898.0,0.007,3m,3.0,2.5,1.5,526.0,,,,,,,,,,,,,,,0.25,5,COMPLETE
62,62,4.491992311176561,2025-06-14 19:14:05.600273,2025-06-14 19:14:10.998498,0 days 00:00:05.398225,682.0,0.007,2m,4.0,2.0,1.1,706.0,478.0,0.008,3m,2.0,2.5,1.6,254.0,,,,,,,,596.0,0.009000000000000001,2m,2.5,3.0,1.3,412.0,314,0.003,2m,3.0,3.0,0.9,438,,,,,,,,,,,,,,,886.0,0.007,3m,3.0,3.0,1.5,538.0,572.0,0.001,4m,1.0,2.5,1.5,656.0,,,,,,,,0.25,6,COMPLETE
63,63,5.795471201606442,2025-06-14 19:14:11.067199,2025-06-14 19:14:17.816313,0 days 00:00:06.749114,908.0,0.008,2m,3.5,2.0,1.4,622.0,586.0,0.009000000000000001,3m,1.5,3.5,2.0,340.0,18.0,0.008,4m,1.0,1.5,1.4,486.0,296.0,0.008,2m,2.0,3.0,0.5,652.0,406,0.002,2m,2.5,3.5,0.7,468,308.0,0.004,1m,3.0,1.0,1.7000000000000002,656.0,,,,,,,,752.0,0.008,3m,3.0,2.5,1.5,466.0,886.0,0.004,3m,1.5,3.0,1.2000000000000002,438.0,,,,,,,,0.25,8,COMPLETE
64,64,2.752062655475607,2025-06-14 19:14:17.901921,2025-06-14 19:14:21.310798,0 days 00:00:03.408877,716.0,0.006,2m,4.0,1.5,1.0,186.0,420.0,0.01,3m,2.0,3.0,1.8,278.0,,,,,,,,422.0,0.008,2m,2.0,3.0,1.1,454.0,360,0.003,2m,3.0,3.0,1.0,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,4,COMPLETE
65,65,0.3319308126187475,2025-06-14 19:14:21.374153,2025-06-14 19:14:27.492318,0 days 00:00:06.118165,636.0,0.005,2m,3.5,2.5,1.3,734.0,734.0,0.007,3m,3.0,2.0,1.7000000000000002,498.0,284.0,0.005,3m,2.0,2.0,1.3,190.0,224.0,0.009000000000000001,2m,3.0,1.5,0.8,500.0,288,0.004,2m,3.5,4.0,0.6,362,,,,,,,,,,,,,,,912.0,0.006,3m,3.0,2.0,1.2000000000000002,414.0,958.0,0.002,4m,2.5,4.0,1.3,786.0,,,,,,,,0.3,7,COMPLETE
66,66,2.202355420352648,2025-06-14 19:14:27.571007,2025-06-14 19:14:31.735618,0 days 00:00:04.164611,722.0,0.004,2m,1.5,2.0,1.2000000000000002,842.0,292.0,0.008,3m,1.5,3.0,0.8,378.0,,,,,,,,724.0,0.006,2m,2.0,1.0,1.0,614.0,258,0.003,2m,1.5,3.0,0.9,402,,,,,,,,,,,,,,,980.0,0.003,3m,4.0,2.5,1.3,634.0,,,,,,,,,,,,,,,0.45,5,COMPLETE
67,67,1.8378572432005942,2025-06-14 19:14:31.816669,2025-06-14 19:14:37.402380,0 days 00:00:05.585711,626.0,0.009000000000000001,2m,2.0,2.0,1.1,788.0,820.0,0.01,4m,2.0,2.5,1.6,198.0,,,,,,,,628.0,0.007,2m,1.0,3.5,1.5,966.0,342,0.001,3m,3.0,3.0,0.7,290,,,,,,,,,,,,,,,836.0,0.007,3m,3.5,3.0,1.4,712.0,462.0,0.002,2m,1.5,1.0,1.2000000000000002,952.0,,,,,,,,0.35000000000000003,6,COMPLETE
68,68,4.4140987941946985,2025-06-14 19:14:37.488254,2025-06-14 19:14:44.408746,0 days 00:00:06.920492,656.0,0.007,4m,2.5,2.5,1.7000000000000002,680.0,914.0,0.006,3m,1.5,2.5,1.9000000000000001,458.0,,,,,,,,348.0,0.01,3m,2.5,4.0,0.9,684.0,616,0.004,2m,2.5,3.5,0.8,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,4,COMPLETE
69,69,-2.9971411261428087,2025-06-14 19:14:44.586777,2025-06-14 19:14:59.614846,0 days 00:00:15.028069,598.0,0.008,3m,3.0,3.0,1.0,742.0,1018.0,0.008,3m,1.0,2.0,1.1,544.0,,,,,,,,516.0,0.005,1m,1.5,2.0,1.2000000000000002,552.0,456,0.002,2m,4.0,2.0,1.0,540,,,,,,,,,,,,,,,1000.0,0.009000000000000001,3m,2.5,2.0,1.1,580.0,1010.0,0.004,4m,2.5,3.5,1.8,566.0,,,,,,,,0.3,6,COMPLETE
70,70,5.57162172040108,2025-06-14 19:14:59.771033,2025-06-14 19:15:06.224754,0 days 00:00:06.453721,452.0,0.01,3m,2.0,1.5,0.6,660.0,540.0,0.009000000000000001,3m,3.0,1.5,1.7000000000000002,700.0,,,,,,,,316.0,0.008,2m,2.0,1.5,1.0,440.0,232,0.003,2m,3.5,2.5,1.3,304,,,,,,,,,,,,,,,736.0,0.005,3m,4.0,1.0,0.5,778.0,,,,,,,,,,,,,,,0.15000000000000002,5,COMPLETE
71,71,1.5381108873816514,2025-06-14 19:15:06.300278,2025-06-14 19:15:10.597598,0 days 00:00:04.297320,516.0,0.007,3m,3.0,3.5,0.9,576.0,624.0,0.008,3m,2.5,2.5,1.9000000000000001,588.0,,,,,,,,554.0,0.01,2m,2.0,2.5,0.7,222.0,190,0.005,4m,3.0,2.5,1.2000000000000002,840,,,,,,,,,,,,,,,892.0,0.006,4m,3.5,2.5,1.7000000000000002,890.0,,,,,,,,,,,,,,,0.25,5,COMPLETE
72,72,7.740709354274312,2025-06-14 19:15:10.667402,2025-06-14 19:15:15.047869,0 days 00:00:04.380467,486.0,0.007,3m,3.0,3.5,0.7,606.0,612.0,0.007,2m,3.0,2.5,2.0,624.0,,,,,,,,574.0,0.01,2m,2.0,3.0,0.7,388.0,196,0.004,4m,3.0,2.5,1.7000000000000002,754,,,,,,,,,,,,,,,862.0,0.006,1m,3.5,2.5,1.7000000000000002,498.0,,,,,,,,,,,,,,,0.2,5,COMPLETE
73,73,-2.3600872031183115,2025-06-14 19:15:15.132222,2025-06-14 19:15:19.592665,0 days 00:00:04.460443,474.0,0.008,3m,3.5,4.0,0.7,608.0,662.0,0.007,2m,3.0,2.5,2.0,620.0,,,,,,,,488.0,0.009000000000000001,2m,2.0,3.0,0.8,34.0,160,0.004,4m,3.0,3.0,1.7000000000000002,750,,,,,,,,,,,,,,,818.0,0.007,1m,3.0,2.5,1.8,514.0,,,,,,,,,,,,,,,0.2,5,COMPLETE
74,74,-0.7053685462597643,2025-06-14 19:15:19.668413,2025-06-14 19:15:23.040552,0 days 00:00:03.372139,574.0,0.006,3m,1.0,2.5,0.6,704.0,584.0,0.006,2m,3.0,4.0,2.0,512.0,,,,,,,,660.0,0.01,2m,1.5,3.0,0.9,388.0,390,0.003,1m,3.0,3.0,1.9000000000000001,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,4,COMPLETE
75,75,-6.186339774390831,2025-06-14 19:15:23.107403,2025-06-14 19:15:28.319243,0 days 00:00:05.211840,794.0,0.007,3m,3.0,3.5,0.5,634.0,694.0,0.007,2m,3.5,2.0,1.8,798.0,,,,,,,,582.0,0.007,3m,2.5,3.5,0.5,338.0,96,0.004,3m,3.0,2.5,1.1,180,,,,,,,,,,,,,,,850.0,0.006,1m,3.5,2.0,1.0,398.0,844.0,0.004,3m,2.0,4.0,1.4,458.0,,,,,,,,0.5,6,COMPLETE
76,76,-0.6955255126473524,2025-06-14 19:15:28.397454,2025-06-14 19:15:34.393940,0 days 00:00:05.996486,736.0,0.009000000000000001,3m,2.5,3.0,0.7,690.0,104.0,0.009000000000000001,2m,3.0,3.0,1.8,410.0,166.0,0.007,2m,1.5,2.0,1.1,16.0,616.0,0.01,2m,2.5,3.0,0.6,480.0,330,0.005,4m,3.5,3.5,1.0,666,,,,,,,,,,,,,,,938.0,0.005,1m,4.0,2.5,1.5,658.0,544.0,0.006,4m,3.0,2.5,1.0,694.0,,,,,,,,0.2,7,COMPLETE
77,77,-0.3365539069065899,2025-06-14 19:15:34.488349,2025-06-14 19:15:38.677905,0 days 00:00:04.189556,652.0,0.008,1m,3.5,4.0,1.2000000000000002,782.0,514.0,0.005,3m,2.5,2.5,1.9000000000000001,104.0,,,,,,,,670.0,0.009000000000000001,2m,4.0,1.0,1.2000000000000002,422.0,304,0.003,1m,2.5,2.0,0.6,694,,,,,,,,,,,,,,,768.0,0.004,2m,3.5,3.0,1.2000000000000002,290.0,,,,,,,,,,,,,,,0.25,5,COMPLETE
78,78,-0.9650754318295026,2025-06-14 19:15:38.752312,2025-06-14 19:15:42.245436,0 days 00:00:03.493124,382.0,0.007,3m,2.5,3.5,0.9,732.0,564.0,0.007,3m,3.0,2.0,1.6,306.0,,,,,,,,534.0,0.006,3m,2.0,1.5,1.6,500.0,248,0.002,2m,3.5,1.0,1.7000000000000002,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,COMPLETE
79,79,-0.24569418569418258,2025-06-14 19:15:42.316329,2025-06-14 19:15:45.309694,0 days 00:00:02.993365,,,,,,,,718.0,0.01,4m,2.0,1.0,1.5,550.0,,,,,,,,804.0,0.008,4m,2.0,2.0,1.1,594.0,202,0.006,4m,1.0,2.5,1.3,896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,3,COMPLETE
