,number,value,datetime_start,datetime_complete,duration,params_AAPL_INTU_beta_win,params_AAPL_INTU_stop_loss,params_AAPL_INTU_trade_freq,params_AAPL_INTU_z_entry,params_AAPL_INTU_z_exit,params_AAPL_INTU_z_stop_scaler,params_AAPL_INTU_z_win,params_ADSK_ILMN_beta_win,params_ADSK_ILMN_stop_loss,params_ADSK_ILMN_trade_freq,params_ADSK_ILMN_z_entry,params_ADSK_ILMN_z_exit,params_ADSK_ILMN_z_stop_scaler,params_ADSK_ILMN_z_win,params_AMGN_ILMN_beta_win,params_AMGN_ILMN_stop_loss,params_AMGN_ILMN_trade_freq,params_AMGN_ILMN_z_entry,params_AMGN_ILMN_z_exit,params_AMGN_ILMN_z_stop_scaler,params_AMGN_ILMN_z_win,params_ATVI_INTU_beta_win,params_ATVI_INTU_stop_loss,params_ATVI_INTU_trade_freq,params_ATVI_INTU_z_entry,params_ATVI_INTU_z_exit,params_ATVI_INTU_z_stop_scaler,params_ATVI_INTU_z_win,params_CHTR_DLTR_beta_win,params_CHTR_DLTR_stop_loss,params_CHTR_DLTR_trade_freq,params_CHTR_DLTR_z_entry,params_CHTR_DLTR_z_exit,params_CHTR_DLTR_z_stop_scaler,params_CHTR_DLTR_z_win,params_DDOG_ILMN_beta_win,params_DDOG_ILMN_stop_loss,params_DDOG_ILMN_trade_freq,params_DDOG_ILMN_z_entry,params_DDOG_ILMN_z_exit,params_DDOG_ILMN_z_stop_scaler,params_DDOG_ILMN_z_win,params_DLTR_ILMN_beta_win,params_DLTR_ILMN_stop_loss,params_DLTR_ILMN_trade_freq,params_DLTR_ILMN_z_entry,params_DLTR_ILMN_z_exit,params_DLTR_ILMN_z_stop_scaler,params_DLTR_ILMN_z_win,params_DXCM_ORLY_beta_win,params_DXCM_ORLY_stop_loss,params_DXCM_ORLY_trade_freq,params_DXCM_ORLY_z_entry,params_DXCM_ORLY_z_exit,params_DXCM_ORLY_z_stop_scaler,params_DXCM_ORLY_z_win,params_FANG_ILMN_beta_win,params_FANG_ILMN_stop_loss,params_FANG_ILMN_trade_freq,params_FANG_ILMN_z_entry,params_FANG_ILMN_z_exit,params_FANG_ILMN_z_stop_scaler,params_FANG_ILMN_z_win,params_GFS_ILMN_beta_win,params_GFS_ILMN_stop_loss,params_GFS_ILMN_trade_freq,params_GFS_ILMN_z_entry,params_GFS_ILMN_z_exit,params_GFS_ILMN_z_stop_scaler,params_GFS_ILMN_z_win,params_buffer_capital,params_pairs_to_trade,state
40,40,3.534248808282919,2025-06-14 19:33:32.927579,2025-06-14 19:33:36.247241,0 days 00:00:03.319662,836.0,0.006,4m,3.0,2.0,1.5,522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916.0,0.006,1m,3.0,2.0,1.6,666.0,924,0.004,3m,4.0,2.5,1.7000000000000002,382,28.0,0.003,1m,3.5,2.0,1.4,480.0,0.3,4,COMPLETE
41,41,-3.0849773429353355,2025-06-14 19:33:36.302875,2025-06-14 19:33:39.554614,0 days 00:00:03.251739,828.0,0.006,4m,3.0,2.0,1.5,522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956.0,0.006,1m,3.0,2.0,1.6,666.0,822,0.004,3m,4.0,2.5,1.7000000000000002,330,50.0,0.003,1m,3.5,2.0,1.5,472.0,0.3,4,COMPLETE
42,42,-2.0835461029163755,2025-06-14 19:33:39.594766,2025-06-14 19:33:44.339054,0 days 00:00:04.744288,496.0,0.008,4m,3.5,1.0,1.5,386.0,652.0,0.001,1m,1.5,4.0,2.0,282.0,,,,,,,,,,,,,,,224.0,0.004,4m,1.5,3.0,1.4,438.0,,,,,,,,,,,,,,,922.0,0.008,1m,3.0,1.5,1.7000000000000002,794.0,940,0.005,3m,4.0,2.5,1.8,404,276.0,0.002,1m,3.5,2.0,1.4,508.0,0.3,6,COMPLETE
43,43,-1.6101113385985977,2025-06-14 19:33:44.390679,2025-06-14 19:33:48.604327,0 days 00:00:04.213648,862.0,0.004,4m,3.0,2.5,0.7,558.0,,,,,,,,,,,,,,,,,,,,,,474.0,0.005,3m,3.5,1.5,1.7000000000000002,710.0,,,,,,,,,,,,,,,542.0,0.006,1m,2.5,2.5,1.5,634.0,740,0.003,3m,4.0,2.0,1.7000000000000002,242,172.0,0.001,1m,3.0,2.5,1.7000000000000002,336.0,0.25,5,COMPLETE
44,44,2.3597290874458534,2025-06-14 19:33:48.652718,2025-06-14 19:33:52.077610,0 days 00:00:03.424892,310.0,0.005,4m,2.0,1.5,1.4,456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.0,0.005,1m,3.5,2.0,1.3,746.0,916,0.004,3m,3.5,3.0,1.3,362,26.0,0.002,1m,4.0,1.5,1.2000000000000002,252.0,0.35000000000000003,4,COMPLETE
45,45,0.41428194161624443,2025-06-14 19:33:52.133222,2025-06-14 19:33:54.265497,0 days 00:00:02.132275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.0,0.008,4m,3.0,1.5,1.8,832.0,838,0.002,3m,3.0,1.5,1.5,874,,,,,,,,0.2,2,COMPLETE
46,46,-4.762428290669146,2025-06-14 19:33:54.297599,2025-06-14 19:33:58.133056,0 days 00:00:03.835457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014.0,0.006,3m,3.5,2.5,1.6,450.0,20,0.004,3m,4.0,2.0,0.5,252,394.0,0.003,3m,2.0,2.0,1.8,434.0,0.5,3,COMPLETE
47,47,-1.729237610881025,2025-06-14 19:33:58.251592,2025-06-14 19:34:17.561418,0 days 00:00:19.309826,600.0,0.007,4m,4.0,1.5,1.8,302.0,240.0,0.005,3m,3.0,1.0,1.0,752.0,940.0,0.01,2m,4.0,4.0,2.0,20.0,26.0,0.001,3m,3.5,4.0,2.0,40.0,1004.0,0.002,1m,3.0,3.0,1.8,96.0,960.0,0.005,2m,1.5,1.0,1.5,1012.0,,,,,,,,816.0,0.001,2m,2.5,1.0,0.7,358.0,1022,0.006,1m,3.5,2.5,1.9000000000000001,712,508.0,0.006,1m,3.5,2.5,1.9000000000000001,630.0,0.35000000000000003,9,COMPLETE
48,48,-1.860856197164347,2025-06-14 19:34:17.660166,2025-06-14 19:34:23.606860,0 days 00:00:05.946694,144.0,0.004,4m,3.5,1.0,0.6,178.0,752.0,0.008,4m,3.5,2.5,0.9,648.0,,,,,,,,1010.0,0.001,1m,3.5,2.5,1.1,302.0,760.0,0.01,2m,2.0,2.0,1.0,872.0,,,,,,,,,,,,,,,462.0,0.002,1m,4.0,2.0,1.8,976.0,604,0.003,2m,3.0,3.0,1.6,970,308.0,0.001,4m,3.0,2.0,0.5,994.0,0.3,7,COMPLETE
49,49,-1.217965961419219,2025-06-14 19:34:23.670176,2025-06-14 19:34:26.257097,0 days 00:00:02.586921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.0,0.007,1m,3.0,1.5,1.2000000000000002,94.0,774,0.004,3m,2.0,2.0,1.7000000000000002,670,106.0,0.004,1m,1.0,3.0,1.3,862.0,0.25,3,COMPLETE
50,50,-0.8556581871858076,2025-06-14 19:34:26.320333,2025-06-14 19:34:27.955144,0 days 00:00:01.634811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906.0,0.001,4m,3.5,2.5,0.6,562.0,666,0.002,4m,4.0,3.5,0.7,584,,,,,,,,0.35000000000000003,2,COMPLETE
51,51,-4.600340428708782,2025-06-14 19:34:28.006519,2025-06-14 19:34:29.643870,0 days 00:00:01.637351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.0,0.004,2m,2.5,1.0,0.9,28.0,976,0.005,3m,2.5,4.0,1.6,1020,,,,,,,,0.35000000000000003,2,COMPLETE
52,52,-1.1781611878916431,2025-06-14 19:34:29.706806,2025-06-14 19:34:30.722862,0 days 00:00:01.016056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,980,0.004,3m,2.5,2.5,1.8,902,,,,,,,,0.4,1,COMPLETE
53,53,2.4029097133550605,2025-06-14 19:34:30.780134,2025-06-14 19:34:31.620317,0 days 00:00:00.840183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744,0.003,3m,2.5,3.0,1.6,826,,,,,,,,0.3,1,COMPLETE
54,54,1.9568902924436833,2025-06-14 19:34:31.685173,2025-06-14 19:34:32.663947,0 days 00:00:00.978774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,926,0.004,3m,2.5,3.5,1.8,990,,,,,,,,0.35000000000000003,1,COMPLETE
55,55,1.8846286173469953,2025-06-14 19:34:32.714042,2025-06-14 19:34:36.222984,0 days 00:00:03.508942,762.0,0.002,1m,3.0,3.0,1.2000000000000002,672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.0,0.003,1m,2.0,3.5,1.4,520.0,858,0.005,3m,2.0,3.0,1.7000000000000002,862,184.0,0.002,3m,2.5,1.5,1.0,532.0,0.4,4,COMPLETE
56,56,5.992428899469661,2025-06-14 19:34:36.261389,2025-06-14 19:34:37.986972,0 days 00:00:01.725583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.0,0.002,1m,4.0,1.5,1.6,258.0,286,0.001,3m,3.0,2.5,1.5,940,,,,,,,,0.45,2,COMPLETE
57,57,-1.4643765771017274,2025-06-14 19:34:38.032574,2025-06-14 19:34:39.698582,0 days 00:00:01.666008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.0,0.002,1m,3.0,1.5,1.6,268.0,284,0.001,3m,3.0,2.5,1.4,760,,,,,,,,0.5,2,COMPLETE
58,58,-2.2979881743666657,2025-06-14 19:34:39.757987,2025-06-14 19:34:43.278972,0 days 00:00:03.520985,452.0,0.006,3m,2.0,2.0,0.9,416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674.0,0.001,1m,4.0,1.5,1.5,214.0,194,0.001,3m,3.5,2.5,1.5,908,606.0,0.001,2m,1.5,1.0,1.1,184.0,0.1,4,COMPLETE
59,59,1.2729419767290011,2025-06-14 19:34:43.366403,2025-06-14 19:34:46.190586,0 days 00:00:02.824183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.0,0.002,1m,4.0,2.0,1.7000000000000002,292.0,442,0.002,1m,3.0,2.0,1.3,962,788.0,0.005,1m,2.5,3.5,1.6,72.0,0.45,3,COMPLETE
60,60,-5.264783339351201,2025-06-14 19:34:46.274846,2025-06-14 19:34:50.952352,0 days 00:00:04.677506,150.0,0.003,2m,3.5,1.0,0.6,512.0,,,,,,,,,,,,,,,,,,,,,,656.0,0.007,3m,3.5,1.5,1.4,358.0,,,,,,,,,,,,,,,502.0,0.003,1m,3.5,1.0,1.3,370.0,560,0.001,2m,3.5,1.5,1.2000000000000002,828,718.0,0.002,4m,4.0,2.5,2.0,698.0,0.1,5,COMPLETE
61,61,0.3641274145863967,2025-06-14 19:34:51.017203,2025-06-14 19:34:52.060631,0 days 00:00:01.043428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,0.003,3m,3.0,4.0,1.6,992,,,,,,,,0.45,1,COMPLETE
62,62,1.7923881000580577,2025-06-14 19:34:52.137579,2025-06-14 19:34:53.983249,0 days 00:00:01.845670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.0,0.002,1m,4.0,1.5,1.5,418.0,640,0.002,3m,2.5,3.0,1.7000000000000002,928,,,,,,,,0.25,2,COMPLETE
63,63,1.6558459384063955,2025-06-14 19:34:54.037811,2025-06-14 19:34:56.018864,0 days 00:00:01.981053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.0,0.001,1m,1.5,2.0,1.4,322.0,792,0.007,3m,3.0,2.0,1.6,1020,,,,,,,,0.3,2,COMPLETE
64,64,1.2172970926859654,2025-06-14 19:34:56.099034,2025-06-14 19:34:57.192950,0 days 00:00:01.093916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896,0.002,3m,2.5,2.5,1.8,894,,,,,,,,0.25,1,COMPLETE
65,65,-0.8545799423141857,2025-06-14 19:34:57.255026,2025-06-14 19:34:59.961052,0 days 00:00:02.706026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.0,0.005,3m,3.5,1.5,1.8,534.0,526,0.003,3m,2.0,3.0,1.9000000000000001,940,924.0,0.007,2m,2.5,3.0,1.4,880.0,0.3,3,COMPLETE
66,66,3.099523235130032,2025-06-14 19:35:00.045733,2025-06-14 19:35:01.901344,0 days 00:00:01.855611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.0,0.003,1m,3.0,2.5,1.6,114.0,974,0.006,3m,3.0,2.5,1.5,842,,,,,,,,0.4,2,COMPLETE
67,67,3.181267217027127,2025-06-14 19:35:02.027507,2025-06-14 19:35:03.262086,0 days 00:00:01.234579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714,0.004,3m,3.5,2.0,1.7000000000000002,536,,,,,,,,0.2,1,COMPLETE
68,68,-3.314737865149816,2025-06-14 19:35:03.329684,2025-06-14 19:35:09.102654,0 days 00:00:05.772970,626.0,0.005,2m,2.5,3.0,0.8,322.0,530.0,0.003,2m,2.0,2.0,1.5,244.0,,,,,,,,,,,,,,,238.0,0.005,1m,1.5,3.5,0.7,570.0,,,,,,,,,,,,,,,680.0,0.002,1m,4.0,1.0,1.3,66.0,702,0.001,3m,3.5,2.0,2.0,618,382.0,0.006,3m,4.0,1.5,0.8,410.0,0.2,6,COMPLETE
69,69,1.7038527378415225,2025-06-14 19:35:09.186139,2025-06-14 19:35:10.399774,0 days 00:00:01.213635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622,0.003,4m,3.5,1.5,1.7000000000000002,552,,,,,,,,0.2,1,COMPLETE
70,70,0.25574380917957606,2025-06-14 19:35:10.459256,2025-06-14 19:35:13.238290,0 days 00:00:02.779034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,0.007,4m,2.5,2.0,1.5,382.0,760,0.002,3m,4.0,2.0,1.8,488,492.0,0.003,1m,3.5,3.0,1.5,348.0,0.25,3,COMPLETE
71,71,-0.7843487632403421,2025-06-14 19:35:13.326516,2025-06-14 19:35:14.501319,0 days 00:00:01.174803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668,0.004,3m,3.0,2.0,1.6,400,,,,,,,,0.25,1,COMPLETE
72,72,1.0913825956722223,2025-06-14 19:35:14.559941,2025-06-14 19:35:15.640486,0 days 00:00:01.080545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708,0.004,3m,3.0,2.5,1.7000000000000002,766,,,,,,,,0.15000000000000002,1,COMPLETE
73,73,2.721605601890982,2025-06-14 19:35:15.694176,2025-06-14 19:35:17.764874,0 days 00:00:02.070698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.0,0.004,1m,3.0,1.5,1.9000000000000001,448.0,328,0.005,3m,3.5,2.0,1.8,120,,,,,,,,0.45,2,COMPLETE
74,74,2.823986952032516,2025-06-14 19:35:17.814629,2025-06-14 19:35:18.916993,0 days 00:00:01.102364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808,0.003,3m,2.5,3.5,1.5,878,,,,,,,,0.3,1,COMPLETE
75,75,-0.3864042469556659,2025-06-14 19:35:19.006352,2025-06-14 19:35:22.577272,0 days 00:00:03.570920,516.0,0.008,4m,4.0,1.5,2.0,622.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.0,0.001,2m,3.5,1.0,1.2000000000000002,178.0,840,0.004,3m,3.5,2.0,1.9000000000000001,548,232.0,0.004,2m,3.0,4.0,1.7000000000000002,278.0,0.25,4,COMPLETE
76,76,-8.892503750189993,2025-06-14 19:35:22.634500,2025-06-14 19:35:24.622066,0 days 00:00:01.987566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.0,0.002,1m,1.0,1.5,1.0,236.0,884,0.003,3m,2.5,1.5,1.7000000000000002,738,,,,,,,,0.3,2,COMPLETE
77,77,-0.1585690568504297,2025-06-14 19:35:24.677506,2025-06-14 19:35:29.075278,0 days 00:00:04.397772,96.0,0.004,4m,3.0,4.0,1.2000000000000002,200.0,,,,,,,,,,,,,,,,,,,,,,372.0,0.008,2m,2.5,1.0,1.3,724.0,,,,,,,,,,,,,,,442.0,0.003,1m,2.5,2.0,1.7000000000000002,304.0,460,0.005,1m,3.0,4.0,1.4,794,332.0,0.001,4m,4.0,2.0,1.6,490.0,0.35000000000000003,5,COMPLETE
78,78,-3.813620118661584,2025-06-14 19:35:29.143689,2025-06-14 19:35:31.932879,0 days 00:00:02.789190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,0.001,1m,4.0,3.0,1.4,254.0,576,0.004,2m,4.0,2.5,1.6,304,580.0,0.003,2m,3.5,3.5,1.2000000000000002,926.0,0.2,3,COMPLETE
79,79,2.0900357814905535,2025-06-14 19:35:32.009219,2025-06-14 19:35:32.957748,0 days 00:00:00.948529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950,0.001,3m,2.5,2.0,1.8,450,,,,,,,,0.35000000000000003,1,COMPLETE
80,80,0.6396403378174909,2025-06-14 19:35:33.026461,2025-06-14 19:35:34.904770,0 days 00:00:01.878309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784.0,0.005,1m,2.0,1.0,0.8,640.0,724,0.003,3m,3.0,2.5,1.6,970,,,,,,,,0.5,2,COMPLETE
81,81,2.7559449878394067,2025-06-14 19:35:34.951765,2025-06-14 19:35:36.656663,0 days 00:00:01.704898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836.0,0.003,1m,3.0,3.5,1.6,124.0,1008,0.006,3m,3.0,2.5,1.5,834,,,,,,,,0.4,2,COMPLETE
82,82,0.21889366951276323,2025-06-14 19:35:36.710755,2025-06-14 19:35:38.703892,0 days 00:00:01.993137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.0,0.002,1m,3.0,2.5,1.5,64.0,998,0.007,3m,3.0,2.5,1.5,920,,,,,,,,0.4,2,COMPLETE
83,83,-5.771825520471252,2025-06-14 19:35:38.754356,2025-06-14 19:35:47.122727,0 days 00:00:08.368371,320.0,0.005,1m,3.0,1.5,1.4,536.0,826.0,0.007,1m,1.0,3.0,2.0,522.0,24.0,0.006,3m,1.0,2.5,2.0,942.0,806.0,0.01,2m,3.0,1.5,1.5,992.0,884.0,0.002,4m,4.0,2.5,0.7,480.0,38.0,0.009000000000000001,1m,4.0,4.0,0.5,34.0,1022.0,0.001,1m,1.0,4.0,1.9000000000000001,978.0,812.0,0.004,1m,3.0,3.0,1.7000000000000002,118.0,954,0.006,3m,3.0,2.5,1.7000000000000002,878,410.0,0.002,2m,1.0,2.5,1.0,792.0,0.4,10,COMPLETE
84,84,-0.3737874534160835,2025-06-14 19:35:47.178618,2025-06-14 19:35:49.697780,0 days 00:00:02.519162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840.0,0.003,1m,3.5,2.5,1.6,206.0,608,0.006,3m,2.5,3.0,1.5,1000,100.0,0.009000000000000001,1m,3.0,1.5,1.8,226.0,0.45,3,COMPLETE
85,85,3.1971618511020377,2025-06-14 19:35:49.773836,2025-06-14 19:35:51.815136,0 days 00:00:02.041300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.0,0.002,1m,3.0,2.0,1.1,906.0,914,0.005,3m,3.5,2.0,1.6,812,,,,,,,,0.35000000000000003,2,COMPLETE
86,86,-7.884902418890806,2025-06-14 19:35:51.872122,2025-06-14 19:35:55.745394,0 days 00:00:03.873272,920.0,0.006,4m,2.5,2.5,1.7000000000000002,318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702.0,0.001,3m,2.5,2.0,0.6,870.0,754,0.005,4m,3.5,2.0,1.7000000000000002,688,282.0,0.004,3m,2.0,1.0,1.3,580.0,0.3,4,COMPLETE
87,87,-5.98694227003717,2025-06-14 19:35:55.827896,2025-06-14 19:36:03.173061,0 days 00:00:07.345165,430.0,0.008,2m,4.0,2.0,0.9,138.0,208.0,0.003,3m,2.0,1.5,0.7,188.0,26.0,0.01,3m,4.0,2.5,1.2000000000000002,122.0,60.0,0.003,1m,1.0,3.0,0.9,308.0,132.0,0.007,3m,1.0,4.0,1.2000000000000002,936.0,,,,,,,,,,,,,,,626.0,0.002,1m,3.5,1.5,1.1,876.0,850,0.005,3m,3.5,2.0,0.9,942,896.0,0.008,2m,3.5,2.0,2.0,56.0,0.35000000000000003,8,COMPLETE
88,88,-100.0,2025-06-14 19:36:03.256025,2025-06-14 19:36:04.299801,0 days 00:00:01.043776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922,0.004,3m,3.5,1.5,1.6,860,,,,,,,,0.3,1,COMPLETE
89,89,0.3123880292870797,2025-06-14 19:36:04.380281,2025-06-14 19:36:06.366391,0 days 00:00:01.986110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.0,0.002,1m,3.0,2.0,1.3,950.0,642,0.004,3m,4.0,1.5,1.7000000000000002,810,,,,,,,,0.25,2,COMPLETE
90,90,-2.6384461679739393,2025-06-14 19:36:06.448703,2025-06-14 19:36:09.289222,0 days 00:00:02.840519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.0,0.006,4m,3.5,1.5,0.5,482.0,678,0.004,3m,3.5,2.0,1.8,892,192.0,0.001,4m,3.5,2.5,1.4,154.0,0.35000000000000003,3,COMPLETE
91,91,-5.278141373409833,2025-06-14 19:36:09.326669,2025-06-14 19:36:11.233056,0 days 00:00:01.906387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.0,0.003,1m,3.0,2.5,1.4,32.0,984,0.006,3m,3.0,2.0,1.6,736,,,,,,,,0.4,2,COMPLETE
92,92,1.8490757054492581,2025-06-14 19:36:11.317661,2025-06-14 19:36:13.467402,0 days 00:00:02.149741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952.0,0.002,1m,3.0,2.0,1.5,722.0,904,0.005,3m,3.0,2.5,1.5,838,,,,,,,,0.35000000000000003,2,COMPLETE
93,93,-100.0,2025-06-14 19:36:13.520927,2025-06-14 19:36:14.542221,0 days 00:00:01.021294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868,0.008,3m,4.0,2.0,1.7000000000000002,808,,,,,,,,0.3,1,COMPLETE
94,94,3.7906702472401057,2025-06-14 19:36:14.630768,2025-06-14 19:36:16.673257,0 days 00:00:02.042489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.0,0.003,1m,3.0,1.5,1.6,342.0,932,0.002,3m,2.5,2.5,1.4,194,,,,,,,,0.45,2,COMPLETE
95,95,-1.034869354022399,2025-06-14 19:36:16.746932,2025-06-14 19:36:19.515532,0 days 00:00:02.768600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.0,0.001,1m,2.5,1.5,0.7,402.0,938,0.002,1m,1.5,2.0,1.2000000000000002,354,26.0,0.005,2m,4.0,1.5,1.5,438.0,0.45,3,COMPLETE
96,96,-2.9228595301637514,2025-06-14 19:36:19.596708,2025-06-14 19:36:20.764875,0 days 00:00:01.168167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790,0.001,3m,2.5,2.5,1.6,192,,,,,,,,0.25,1,COMPLETE
97,97,-2.078435774349718,2025-06-14 19:36:20.872830,2025-06-14 19:36:24.782813,0 days 00:00:03.909983,218.0,0.01,1m,1.5,3.5,0.6,708.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.0,0.002,1m,3.0,1.5,1.9000000000000001,342.0,814,0.002,2m,2.5,3.0,1.4,150,470.0,0.007,1m,3.0,3.0,0.7,290.0,0.5,4,COMPLETE
98,98,-2.6384426536746837,2025-06-14 19:36:24.838139,2025-06-14 19:36:30.317535,0 days 00:00:05.479396,292.0,0.002,4m,3.5,1.5,1.6,770.0,540.0,0.004,2m,3.5,3.5,1.1,442.0,,,,,,,,,,,,,,,526.0,0.004,1m,2.0,2.0,2.0,218.0,,,,,,,,,,,,,,,708.0,0.004,2m,3.0,1.0,1.2000000000000002,434.0,958,0.003,3m,2.0,3.5,1.4,48,546.0,0.002,2m,2.5,2.0,1.1,196.0,0.45,6,COMPLETE
99,99,-3.3269011083146545,2025-06-14 19:36:30.384857,2025-06-14 19:36:32.414518,0 days 00:00:02.029661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,0.007,1m,2.5,1.5,1.5,918.0,390,0.001,3m,2.5,2.0,1.6,954,,,,,,,,0.25,2,COMPLETE
100,100,2.6656072816356104,2025-06-14 19:36:32.482014,2025-06-14 19:36:35.241704,0 days 00:00:02.759690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.0,0.001,1m,3.5,1.5,1.4,800.0,1024,0.002,3m,2.5,2.5,1.8,78,260.0,0.004,2m,4.0,1.0,1.7000000000000002,122.0,0.2,3,COMPLETE
101,101,1.185468611393488,2025-06-14 19:36:35.318469,2025-06-14 19:36:37.313080,0 days 00:00:01.994611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976.0,0.003,1m,3.0,2.0,1.6,340.0,990,0.003,3m,3.0,2.5,1.3,856,,,,,,,,0.45,2,COMPLETE
102,102,5.934638080930587,2025-06-14 19:36:37.367969,2025-06-14 19:36:39.423129,0 days 00:00:02.055160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792.0,0.003,1m,3.0,3.0,1.6,150.0,966,0.001,3m,3.0,2.5,1.4,220,,,,,,,,0.4,2,COMPLETE
