,number,value,datetime_start,datetime_complete,duration,params_ADBE_BIIB_beta_win,params_ADBE_BIIB_stop_loss,params_ADBE_BIIB_trade_freq,params_ADBE_BIIB_z_entry,params_ADBE_BIIB_z_exit,params_ADBE_BIIB_z_stop_scaler,params_ADBE_BIIB_z_win,params_AEP_JD_beta_win,params_AEP_JD_stop_loss,params_AEP_JD_trade_freq,params_AEP_JD_z_entry,params_AEP_JD_z_exit,params_AEP_JD_z_stop_scaler,params_AEP_JD_z_win,params_AMZN_SIRI_beta_win,params_AMZN_SIRI_stop_loss,params_AMZN_SIRI_trade_freq,params_AMZN_SIRI_z_entry,params_AMZN_SIRI_z_exit,params_AMZN_SIRI_z_stop_scaler,params_AMZN_SIRI_z_win,params_BIIB_ZM_beta_win,params_BIIB_ZM_stop_loss,params_BIIB_ZM_trade_freq,params_BIIB_ZM_z_entry,params_BIIB_ZM_z_exit,params_BIIB_ZM_z_stop_scaler,params_BIIB_ZM_z_win,params_CMCSA_FISV_beta_win,params_CMCSA_FISV_stop_loss,params_CMCSA_FISV_trade_freq,params_CMCSA_FISV_z_entry,params_CMCSA_FISV_z_exit,params_CMCSA_FISV_z_stop_scaler,params_CMCSA_FISV_z_win,params_COST_ORLY_beta_win,params_COST_ORLY_stop_loss,params_COST_ORLY_trade_freq,params_COST_ORLY_z_entry,params_COST_ORLY_z_exit,params_COST_ORLY_z_stop_scaler,params_COST_ORLY_z_win,params_GOOG_SIRI_beta_win,params_GOOG_SIRI_stop_loss,params_GOOG_SIRI_trade_freq,params_GOOG_SIRI_z_entry,params_GOOG_SIRI_z_exit,params_GOOG_SIRI_z_stop_scaler,params_GOOG_SIRI_z_win,params_IDXX_SIRI_beta_win,params_IDXX_SIRI_stop_loss,params_IDXX_SIRI_trade_freq,params_IDXX_SIRI_z_entry,params_IDXX_SIRI_z_exit,params_IDXX_SIRI_z_stop_scaler,params_IDXX_SIRI_z_win,params_NTES_SIRI_beta_win,params_NTES_SIRI_stop_loss,params_NTES_SIRI_trade_freq,params_NTES_SIRI_z_entry,params_NTES_SIRI_z_exit,params_NTES_SIRI_z_stop_scaler,params_NTES_SIRI_z_win,params_NVDA_SIRI_beta_win,params_NVDA_SIRI_stop_loss,params_NVDA_SIRI_trade_freq,params_NVDA_SIRI_z_entry,params_NVDA_SIRI_z_exit,params_NVDA_SIRI_z_stop_scaler,params_NVDA_SIRI_z_win,params_buffer_capital,params_pairs_to_trade,state
30,30,-4.7759715317699545,2025-06-14 19:12:50.911316,2025-06-14 19:12:58.934998,0 days 00:00:08.023682,536.0,0.009000000000000001,4m,3.0,1.5,1.7000000000000002,468.0,490.0,0.007,1m,3.5,2.0,1.5,634.0,678.0,0.004,1m,3.5,1.5,1.0,404.0,394,0.003,4m,2.0,3.0,1.4,400,434.0,0.002,3m,2.0,1.5,0.5,224.0,902.0,0.002,3m,3.5,3.0,1.0,1004.0,,,,,,,,646.0,0.01,1m,4.0,4.0,2.0,730.0,244.0,0.007,4m,2.0,1.0,1.3,674.0,206.0,0.008,3m,2.5,1.5,1.1,618.0,0.3,9,COMPLETE
31,31,-0.1569145495070541,2025-06-14 19:12:59.016973,2025-06-14 19:13:05.227295,0 days 00:00:06.210322,136.0,0.003,2m,2.5,3.5,1.8,870.0,292.0,0.006,2m,2.0,3.0,1.4,398.0,634.0,0.01,4m,2.0,1.5,1.2000000000000002,312.0,148,0.007,3m,3.0,3.0,1.1,564,294.0,0.006,3m,2.0,3.0,1.2000000000000002,676.0,232.0,0.006,1m,2.5,3.0,1.7000000000000002,872.0,,,,,,,,,,,,,,,144.0,0.002,2m,3.0,3.0,1.5,464.0,,,,,,,,0.1,7,COMPLETE
32,32,-0.44185157356042726,2025-06-14 19:13:05.306391,2025-06-14 19:13:10.522494,0 days 00:00:05.216103,208.0,0.003,2m,2.5,2.0,1.9000000000000001,870.0,382.0,0.004,2m,1.5,3.5,1.2000000000000002,284.0,546.0,0.002,4m,1.5,2.0,1.1,302.0,354,0.004,3m,3.0,3.5,1.2000000000000002,756,,,,,,,,146.0,0.007,1m,3.0,3.0,1.9000000000000001,812.0,,,,,,,,,,,,,,,112.0,0.001,1m,1.5,2.5,1.4,470.0,,,,,,,,0.5,6,COMPLETE
33,33,0.5214036086346261,2025-06-14 19:13:10.619159,2025-06-14 19:13:16.810627,0 days 00:00:06.191468,88.0,0.002,2m,2.0,3.5,1.8,932.0,180.0,0.006,4m,3.0,3.0,1.6,478.0,388.0,0.008,2m,4.0,1.5,1.3,208.0,860,0.001,3m,4.0,3.0,1.8,360,398.0,0.008,3m,1.5,3.5,1.0,606.0,580.0,0.007,1m,3.5,4.0,1.7000000000000002,1018.0,,,,,,,,,,,,,,,608.0,0.002,4m,1.0,3.0,1.2000000000000002,312.0,,,,,,,,0.1,7,COMPLETE
34,34,-4.604635705806526,2025-06-14 19:13:16.879994,2025-06-14 19:13:19.796294,0 days 00:00:02.916300,226.0,0.009000000000000001,2m,3.0,2.5,1.3,586.0,,,,,,,,,,,,,,,292,0.005,1m,3.5,3.5,1.4,492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.0,0.003,3m,3.0,3.5,1.7000000000000002,430.0,,,,,,,,0.2,3,COMPLETE
35,35,1.3007169004373482,2025-06-14 19:13:19.860157,2025-06-14 19:13:24.284845,0 days 00:00:04.424688,152.0,0.002,3m,2.5,4.0,1.9000000000000001,938.0,,,,,,,,750.0,0.001,1m,2.5,1.0,0.8,598.0,786,0.002,2m,2.5,4.0,1.9000000000000001,266,,,,,,,,132.0,0.003,3m,2.5,2.0,1.4,724.0,,,,,,,,,,,,,,,508.0,0.001,1m,1.5,3.0,1.5,550.0,,,,,,,,0.15000000000000002,5,COMPLETE
36,36,-1.4557203482037144,2025-06-14 19:13:24.385001,2025-06-14 19:13:28.830224,0 days 00:00:04.445223,720.0,0.002,3m,3.5,3.0,2.0,962.0,,,,,,,,778.0,0.001,1m,2.5,1.0,0.8,618.0,780,0.002,2m,2.5,4.0,1.9000000000000001,206,,,,,,,,702.0,0.005,3m,2.5,2.0,1.4,606.0,,,,,,,,,,,,,,,500.0,0.001,1m,1.5,2.5,1.5,604.0,,,,,,,,0.15000000000000002,5,COMPLETE
37,37,-2.74108879843165,2025-06-14 19:13:28.902547,2025-06-14 19:13:32.365445,0 days 00:00:03.462898,256.0,0.006,3m,1.0,4.0,1.9000000000000001,748.0,,,,,,,,,,,,,,,522,0.001,2m,1.5,4.0,1.9000000000000001,322,,,,,,,,16.0,0.003,2m,2.0,2.0,1.1,724.0,,,,,,,,,,,,,,,358.0,0.004,1m,1.0,3.0,2.0,544.0,,,,,,,,0.25,4,COMPLETE
38,38,0.2189994083376836,2025-06-14 19:13:32.458052,2025-06-14 19:13:36.367657,0 days 00:00:03.909605,344.0,0.007,3m,3.0,3.0,1.9000000000000001,16.0,,,,,,,,876.0,0.002,1m,3.0,1.0,0.6,760.0,706,0.003,2m,2.0,4.0,1.6,680,,,,,,,,484.0,0.004,3m,2.5,1.0,1.2000000000000002,338.0,,,,,,,,,,,,,,,548.0,0.006,1m,2.0,3.5,1.6,872.0,,,,,,,,0.2,5,COMPLETE
39,39,-2.891135068029041,2025-06-14 19:13:36.434657,2025-06-14 19:13:44.278022,0 days 00:00:07.843365,416.0,0.004,3m,3.5,2.0,1.7000000000000002,646.0,786.0,0.009000000000000001,3m,4.0,4.0,1.8,1004.0,734.0,0.001,1m,3.5,2.0,0.8,592.0,936,0.002,4m,1.5,2.0,1.8,616,728.0,0.003,1m,3.5,2.5,0.7,456.0,364.0,0.001,3m,1.5,1.5,1.4,564.0,52.0,0.01,2m,2.5,3.5,0.5,812.0,358.0,0.003,2m,2.0,2.0,1.0,694.0,688.0,0.001,1m,1.5,2.0,0.5,510.0,466.0,0.001,3m,1.5,4.0,1.7000000000000002,890.0,0.3,10,COMPLETE
40,40,-1.6642370347535518,2025-06-14 19:13:44.340824,2025-06-14 19:13:46.245508,0 days 00:00:01.904684,184.0,0.009000000000000001,3m,1.5,2.5,1.5,954.0,,,,,,,,,,,,,,,590,0.001,2m,2.5,3.5,2.0,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
41,41,-2.938671877325925,2025-06-14 19:13:46.328568,2025-06-14 19:13:51.694224,0 days 00:00:05.365656,68.0,0.001,2m,2.5,4.0,1.8,884.0,318.0,0.004,2m,2.5,2.0,1.4,636.0,554.0,0.002,1m,2.5,1.5,1.0,414.0,216,0.008,3m,3.0,3.5,1.7000000000000002,52,,,,,,,,132.0,0.003,1m,3.0,2.5,1.8,848.0,,,,,,,,,,,,,,,214.0,0.002,1m,1.0,3.0,1.3,396.0,,,,,,,,0.1,6,COMPLETE
42,42,-1.1341989499530292,2025-06-14 19:13:51.764443,2025-06-14 19:13:58.787698,0 days 00:00:07.023255,170.0,0.002,4m,2.5,4.0,1.9000000000000001,814.0,414.0,0.007,3m,1.5,3.5,1.6,554.0,624.0,0.003,4m,1.5,1.5,1.0,724.0,816,0.004,4m,3.5,3.0,1.2000000000000002,106,176.0,0.005,3m,1.5,3.5,1.3,800.0,150.0,0.006,3m,2.5,3.5,1.9000000000000001,676.0,,,,,,,,,,,,,,,590.0,0.002,3m,1.5,3.5,1.4,356.0,718.0,0.005,2m,3.0,2.0,0.9,314.0,0.2,8,COMPLETE
43,43,-4.352249094548313,2025-06-14 19:13:58.858777,2025-06-14 19:14:03.236668,0 days 00:00:04.377891,22.0,0.001,1m,3.0,3.5,2.0,740.0,,,,,,,,500.0,0.001,4m,1.0,1.0,0.9,540.0,900,0.003,1m,4.0,3.5,1.9000000000000001,18,,,,,,,,90.0,0.008,1m,2.0,3.0,1.7000000000000002,132.0,,,,,,,,,,,,,,,332.0,0.001,2m,2.0,3.0,1.5,592.0,,,,,,,,0.25,5,COMPLETE
44,44,-6.659037746142179,2025-06-14 19:14:03.304104,2025-06-14 19:14:06.805464,0 days 00:00:03.501360,270.0,0.003,2m,2.0,4.0,1.7000000000000002,160.0,,,,,,,,,,,,,,,646,0.009000000000000001,2m,2.5,4.0,1.0,202,,,,,,,,208.0,0.002,2m,3.0,3.5,1.6,768.0,,,,,,,,,,,,,,,424.0,0.003,4m,2.5,3.0,1.2000000000000002,672.0,,,,,,,,0.1,4,COMPLETE
45,45,-1.8861054096016283,2025-06-14 19:14:06.897564,2025-06-14 19:14:13.022600,0 days 00:00:06.125036,98.0,0.003,4m,2.5,3.5,1.8,920.0,110.0,0.009000000000000001,2m,3.0,4.0,1.2000000000000002,648.0,352.0,0.004,1m,2.0,1.5,1.1,458.0,68,0.007,1m,3.0,1.0,1.4,404,528.0,0.005,3m,2.5,3.0,1.7000000000000002,730.0,294.0,0.005,4m,2.0,2.0,0.6,952.0,,,,,,,,,,,,,,,70.0,0.007,2m,4.0,3.5,1.9000000000000001,500.0,,,,,,,,0.15000000000000002,7,COMPLETE
46,46,-2.7125812718550617,2025-06-14 19:14:13.110161,2025-06-14 19:14:18.262388,0 days 00:00:05.152227,222.0,0.008,3m,2.5,4.0,1.9000000000000001,986.0,570.0,0.005,4m,3.5,3.0,1.4,858.0,596.0,0.007,1m,2.5,2.0,0.8,354.0,982,0.002,3m,2.0,3.0,1.8,114,,,,,,,,958.0,0.004,3m,2.5,2.5,1.4,638.0,,,,,,,,,,,,,,,520.0,0.005,3m,2.5,2.5,1.1,720.0,,,,,,,,0.05,6,COMPLETE
47,47,-2.7809841436272538,2025-06-14 19:14:18.328307,2025-06-14 19:14:25.835524,0 days 00:00:07.507217,494.0,0.005,2m,3.5,4.0,1.0,624.0,16.0,0.008,1m,2.0,2.5,1.7000000000000002,280.0,474.0,0.003,3m,4.0,1.0,1.7000000000000002,890.0,684,0.01,1m,2.5,3.5,0.7,214,376.0,0.007,4m,2.0,2.5,1.4,310.0,804.0,0.002,1m,3.0,3.0,1.9000000000000001,512.0,,,,,,,,802.0,0.008,3m,3.0,3.0,1.7000000000000002,754.0,760.0,0.001,1m,1.5,4.0,1.7000000000000002,588.0,1002.0,0.003,4m,1.5,3.0,1.3,588.0,0.2,9,COMPLETE
48,48,-6.88591705795113,2025-06-14 19:14:25.958481,2025-06-14 19:14:28.764220,0 days 00:00:02.805739,150.0,0.002,4m,2.0,3.0,1.6,558.0,,,,,,,,,,,,,,,748,0.006,2m,1.0,4.0,1.3,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852.0,0.004,2m,1.0,1.5,1.0,850.0,,,,,,,,0.35000000000000003,3,COMPLETE
49,49,-4.2276973702760605,2025-06-14 19:14:28.830070,2025-06-14 19:14:33.023476,0 days 00:00:04.193406,654.0,0.007,2m,3.0,1.5,1.5,904.0,,,,,,,,176.0,0.002,2m,3.0,1.5,1.2000000000000002,140.0,790,0.001,4m,3.0,2.5,1.6,354,,,,,,,,898.0,0.008,3m,2.5,1.5,1.5,926.0,,,,,,,,,,,,,,,52.0,0.002,4m,1.5,3.0,1.3,302.0,,,,,,,,0.4,5,COMPLETE
50,50,-1.5369420625021983,2025-06-14 19:14:33.129838,2025-06-14 19:14:42.290340,0 days 00:00:09.160502,294.0,0.001,1m,3.0,3.5,2.0,844.0,454.0,0.006,3m,2.5,4.0,1.9000000000000001,808.0,924.0,0.005,4m,2.5,2.5,0.6,218.0,382,0.004,3m,3.5,3.0,0.5,732,608.0,0.002,2m,3.0,1.5,1.1,542.0,74.0,0.006,4m,3.0,2.5,1.7000000000000002,20.0,,,,,,,,,,,,,,,650.0,0.008,2m,1.0,3.0,1.6,210.0,142.0,0.01,1m,3.5,1.0,1.6,104.0,0.3,8,COMPLETE
51,51,-2.5784091975667276,2025-06-14 19:14:42.470763,2025-06-14 19:14:52.980706,0 days 00:00:10.509943,978.0,0.01,4m,3.5,4.0,1.9000000000000001,458.0,,,,,,,,,,,,,,,484,0.008,1m,2.0,3.5,1.0,514,,,,,,,,1016.0,0.01,4m,2.5,1.5,1.6,284.0,,,,,,,,,,,,,,,302.0,0.009000000000000001,2m,1.0,3.5,1.4,944.0,,,,,,,,0.05,4,COMPLETE
52,52,1.3266579240694414,2025-06-14 19:14:53.147233,2025-06-14 19:15:03.013168,0 days 00:00:09.865935,788.0,0.01,4m,3.5,4.0,1.8,554.0,,,,,,,,434.0,0.007,3m,2.0,4.0,0.7,924.0,836,0.009000000000000001,1m,1.5,3.5,1.3,156,,,,,,,,952.0,0.009000000000000001,4m,2.0,1.0,1.2000000000000002,202.0,,,,,,,,,,,,,,,388.0,0.007,2m,1.0,3.5,1.5,950.0,,,,,,,,0.1,5,COMPLETE
53,53,1.9692552811354327,2025-06-14 19:15:03.137679,2025-06-14 19:15:08.990410,0 days 00:00:05.852731,806.0,0.009000000000000001,4m,4.0,4.0,1.8,720.0,336.0,0.003,3m,3.0,1.0,1.3,710.0,722.0,0.007,3m,2.0,3.0,0.7,926.0,850,0.009000000000000001,1m,1.5,3.5,1.2000000000000002,138,,,,,,,,918.0,0.009000000000000001,4m,2.0,1.0,1.2000000000000002,168.0,,,,,,,,,,,,,,,434.0,0.007,2m,1.0,4.0,1.5,962.0,,,,,,,,0.1,6,COMPLETE
54,54,1.7936862984474378,2025-06-14 19:15:09.083748,2025-06-14 19:15:14.492746,0 days 00:00:05.408998,866.0,0.009000000000000001,4m,4.0,4.0,1.7000000000000002,718.0,148.0,0.003,3m,3.0,1.0,1.3,934.0,730.0,0.007,3m,2.0,4.0,0.6,928.0,846,0.01,1m,1.5,3.5,2.0,160,,,,,,,,908.0,0.01,4m,2.0,1.0,1.2000000000000002,182.0,,,,,,,,,,,,,,,450.0,0.008,2m,1.0,4.0,1.5,948.0,,,,,,,,0.1,6,COMPLETE
55,55,1.3539215420551982,2025-06-14 19:15:14.550529,2025-06-14 19:15:19.798696,0 days 00:00:05.248167,812.0,0.01,4m,4.0,4.0,1.7000000000000002,546.0,154.0,0.003,3m,3.0,1.0,1.3,738.0,346.0,0.007,3m,1.5,4.0,0.6,958.0,852,0.01,1m,1.5,3.5,2.0,164,,,,,,,,918.0,0.009000000000000001,4m,2.0,1.0,1.2000000000000002,184.0,,,,,,,,,,,,,,,458.0,0.008,2m,1.0,4.0,1.8,950.0,,,,,,,,0.1,6,COMPLETE
56,56,3.506758669090434,2025-06-14 19:15:19.865710,2025-06-14 19:15:24.870875,0 days 00:00:05.005165,860.0,0.009000000000000001,4m,4.0,3.5,1.7000000000000002,700.0,150.0,0.003,3m,3.0,1.0,1.3,924.0,326.0,0.006,3m,1.0,4.0,0.6,978.0,938,0.01,1m,1.0,3.5,2.0,94,,,,,,,,914.0,0.009000000000000001,4m,1.5,1.0,1.0,176.0,,,,,,,,,,,,,,,424.0,0.009000000000000001,2m,1.0,4.0,1.8,1024.0,,,,,,,,0.1,6,COMPLETE
57,57,2.4402050877673176,2025-06-14 19:15:24.957263,2025-06-14 19:15:30.238412,0 days 00:00:05.281149,914.0,0.009000000000000001,4m,4.0,3.5,1.6,726.0,208.0,0.003,3m,3.0,1.0,1.2000000000000002,936.0,148.0,0.006,3m,1.0,3.5,0.6,1024.0,958,0.009000000000000001,1m,1.0,1.5,2.0,84,,,,,,,,776.0,0.01,4m,1.5,1.0,1.0,32.0,,,,,,,,,,,,,,,424.0,0.009000000000000001,2m,1.0,4.0,1.7000000000000002,1012.0,,,,,,,,0.05,6,COMPLETE
58,58,3.750748221539555,2025-06-14 19:15:30.307051,2025-06-14 19:15:35.688511,0 days 00:00:05.381460,936.0,0.008,4m,4.0,3.5,1.4,654.0,262.0,0.002,3m,3.0,1.5,1.1,932.0,110.0,0.006,3m,1.0,3.5,0.5,1008.0,934,0.009000000000000001,1m,1.0,2.0,2.0,88,,,,,,,,778.0,0.009000000000000001,4m,1.5,1.0,0.8,20.0,,,,,,,,,,,,,,,374.0,0.01,2m,1.0,4.0,1.9000000000000001,1014.0,,,,,,,,0.05,6,COMPLETE
59,59,2.1394693313071786,2025-06-14 19:15:35.769026,2025-06-14 19:15:41.820789,0 days 00:00:06.051763,946.0,0.008,4m,4.0,3.5,1.4,672.0,234.0,0.002,3m,3.5,1.5,1.1,938.0,112.0,0.006,3m,1.0,3.5,0.5,972.0,958,0.009000000000000001,1m,1.0,1.5,2.0,94,850.0,0.001,2m,4.0,1.0,1.9000000000000001,140.0,764.0,0.01,4m,1.0,1.5,0.8,16.0,,,,,,,,,,,,,,,388.0,0.01,2m,1.0,4.0,1.9000000000000001,1016.0,,,,,,,,0.05,7,COMPLETE
60,60,-1.9139378060793426,2025-06-14 19:15:41.900113,2025-06-14 19:15:48.228608,0 days 00:00:06.328495,922.0,0.007,4m,4.0,3.0,1.2000000000000002,610.0,254.0,0.002,3m,3.0,1.5,1.1,912.0,118.0,0.006,3m,1.0,3.5,0.5,1018.0,1024,0.008,1m,1.0,2.0,1.9000000000000001,78,990.0,0.003,4m,1.0,2.0,1.6,400.0,712.0,0.008,4m,1.5,1.0,0.8,76.0,,,,,,,,,,,,,,,566.0,0.009000000000000001,4m,1.5,4.0,1.8,854.0,,,,,,,,0.05,7,COMPLETE
61,61,-1.3210633079913165,2025-06-14 19:15:48.317369,2025-06-14 19:15:54.617706,0 days 00:00:06.300337,936.0,0.008,4m,4.0,3.5,1.4,776.0,250.0,0.001,3m,3.5,1.5,1.1,936.0,18.0,0.006,3m,1.0,3.5,0.5,994.0,944,0.01,1m,1.0,1.5,2.0,18,858.0,0.001,2m,4.0,1.0,2.0,140.0,778.0,0.01,4m,1.0,1.5,0.8,18.0,,,,,,,,,,,,,,,396.0,0.01,2m,1.0,4.0,1.9000000000000001,1006.0,,,,,,,,0.05,7,COMPLETE
62,62,-0.9888726575132222,2025-06-14 19:15:54.682794,2025-06-14 19:16:01.924703,0 days 00:00:07.241909,1020.0,0.008,4m,4.0,3.5,1.4,656.0,240.0,0.002,3m,3.5,1.5,0.8,1022.0,100.0,0.006,3m,1.0,3.0,0.5,848.0,912,0.009000000000000001,1m,1.0,1.5,2.0,90,872.0,0.002,2m,3.5,1.0,1.8,268.0,828.0,0.009000000000000001,4m,1.0,1.0,0.9,74.0,,,,,,,,,,,,,,,364.0,0.01,2m,1.0,4.0,2.0,1022.0,422.0,0.006,3m,2.0,2.0,1.9000000000000001,900.0,0.05,8,COMPLETE
63,63,-0.006264501338809985,2025-06-14 19:16:02.027386,2025-06-14 19:16:07.691781,0 days 00:00:05.664395,904.0,0.009000000000000001,4m,4.0,3.5,1.5,692.0,84.0,0.002,3m,3.5,1.0,1.0,962.0,180.0,0.005,3m,1.0,3.5,0.6,972.0,978,0.009000000000000001,1m,1.0,1.0,1.9000000000000001,588,,,,,,,,664.0,0.01,4m,1.0,1.5,0.7,74.0,,,,,,,,,,,,,,,272.0,0.009000000000000001,2m,1.0,4.0,1.9000000000000001,914.0,,,,,,,,0.05,6,COMPLETE
64,64,1.5262904102022021,2025-06-14 19:16:07.754870,2025-06-14 19:16:14.115146,0 days 00:00:06.360276,958.0,0.008,4m,3.5,3.5,1.3,642.0,134.0,0.001,3m,2.5,1.0,1.2000000000000002,822.0,166.0,0.005,3m,1.0,4.0,0.7,876.0,920,0.009000000000000001,1m,1.0,2.0,1.8,848,720.0,0.001,2m,4.0,1.5,1.9000000000000001,126.0,866.0,0.009000000000000001,4m,1.5,1.5,0.9,122.0,,,,,,,,,,,,,,,402.0,0.01,2m,1.0,4.0,1.8,902.0,,,,,,,,0.05,7,COMPLETE
65,65,-2.0640144157984013,2025-06-14 19:16:14.179983,2025-06-14 19:16:19.539147,0 days 00:00:05.359164,878.0,0.008,4m,4.0,3.0,1.5,674.0,208.0,0.002,3m,3.0,1.5,0.9,870.0,68.0,0.006,3m,1.5,3.0,0.6,1024.0,992,0.007,1m,1.0,1.5,2.0,52,,,,,,,,782.0,0.009000000000000001,4m,1.5,1.0,0.7,42.0,,,,,,,,,,,,,,,480.0,0.009000000000000001,4m,1.5,4.0,2.0,804.0,,,,,,,,0.25,6,COMPLETE
66,66,-0.1834652174290948,2025-06-14 19:16:19.633345,2025-06-14 19:16:26.889245,0 days 00:00:07.255900,1022.0,0.009000000000000001,4m,4.0,2.0,1.6,486.0,72.0,0.003,3m,4.0,1.5,1.5,968.0,236.0,0.006,3m,1.0,4.0,0.5,802.0,956,0.008,1m,1.0,2.0,1.9000000000000001,900,950.0,0.002,2m,3.5,1.0,1.9000000000000001,128.0,722.0,0.01,4m,1.5,1.0,1.0,258.0,,,,,,,,,,,,,,,292.0,0.01,2m,1.0,3.5,1.7000000000000002,990.0,566.0,0.008,3m,1.0,3.5,1.5,508.0,0.05,8,COMPLETE
67,67,-1.0536650513190011,2025-06-14 19:16:26.958620,2025-06-14 19:16:35.286264,0 days 00:00:08.327644,738.0,0.006,4m,3.5,3.0,1.2000000000000002,776.0,1002.0,0.001,3m,2.5,1.0,1.1,902.0,124.0,0.008,3m,1.0,3.5,0.9,956.0,878,0.01,1m,1.0,1.5,1.7000000000000002,124,676.0,0.004,1m,4.0,2.5,0.7,438.0,622.0,0.01,4m,1.0,4.0,0.7,92.0,,,,,,,,472.0,0.004,4m,1.5,1.5,0.8,164.0,324.0,0.009000000000000001,4m,1.5,4.0,1.9000000000000001,908.0,292.0,0.002,2m,2.5,3.5,1.2000000000000002,684.0,0.3,9,COMPLETE
68,68,-0.6723122444388617,2025-06-14 19:16:35.347683,2025-06-14 19:16:41.559840,0 days 00:00:06.212157,984.0,0.008,4m,3.5,3.5,1.3,598.0,360.0,0.003,4m,3.5,2.0,1.4,778.0,232.0,0.005,3m,1.5,3.5,0.7,976.0,960,0.01,1m,1.0,1.0,1.8,180,808.0,0.001,4m,2.5,2.0,1.7000000000000002,356.0,674.0,0.001,2m,1.5,1.5,0.9,50.0,,,,,,,,,,,,,,,232.0,0.01,4m,1.0,3.5,0.8,988.0,,,,,,,,0.25,7,COMPLETE
69,69,-0.41560012417346265,2025-06-14 19:16:41.646783,2025-06-14 19:16:46.581739,0 days 00:00:04.934956,846.0,0.005,4m,4.0,2.5,1.6,830.0,,,,,,,,290.0,0.005,3m,4.0,3.5,1.5,448.0,916,0.006,1m,1.5,1.5,2.0,450,,,,,,,,862.0,0.008,4m,1.5,1.0,1.1,226.0,,,,,,,,,,,,,,,478.0,0.005,2m,1.0,1.5,1.7000000000000002,110.0,,,,,,,,0.4,5,COMPLETE
70,70,1.87792560199821,2025-06-14 19:16:46.662197,2025-06-14 19:16:56.108036,0 days 00:00:09.445839,622.0,0.007,4m,4.0,2.0,1.5,268.0,918.0,0.002,3m,3.0,1.5,1.2000000000000002,814.0,142.0,0.006,2m,1.0,3.0,0.5,904.0,1000,0.008,1m,1.0,2.0,1.9000000000000001,228,632.0,0.003,2m,3.0,1.5,1.9000000000000001,18.0,746.0,0.01,3m,1.0,3.5,0.6,126.0,1022.0,0.001,1m,1.0,1.0,1.8,64.0,66.0,0.001,1m,3.0,3.0,1.6,554.0,354.0,0.01,3m,1.5,4.0,1.8,1018.0,802.0,0.005,4m,1.5,1.5,0.8,408.0,0.1,10,COMPLETE
71,71,0.26367203020714414,2025-06-14 19:16:56.193548,2025-06-14 19:17:02.068884,0 days 00:00:05.875336,764.0,0.009000000000000001,4m,4.0,3.5,1.6,712.0,324.0,0.003,3m,3.0,1.0,1.3,706.0,68.0,0.007,3m,1.5,3.0,0.7,936.0,894,0.009000000000000001,1m,1.5,1.5,2.0,134,,,,,,,,800.0,0.009000000000000001,4m,2.0,1.0,0.9,150.0,,,,,,,,,,,,,,,410.0,0.006,2m,1.0,4.0,1.6,970.0,,,,,,,,0.1,6,COMPLETE
72,72,-1.3352379022934449,2025-06-14 19:17:02.189393,2025-06-14 19:17:07.931718,0 days 00:00:05.742325,896.0,0.009000000000000001,4m,4.0,3.5,1.4,730.0,262.0,0.004,3m,3.0,1.0,1.5,962.0,214.0,0.007,3m,4.0,3.5,0.6,988.0,872,0.009000000000000001,1m,1.5,2.5,1.8,76,,,,,,,,970.0,0.009000000000000001,4m,1.5,1.0,1.1,292.0,,,,,,,,,,,,,,,436.0,0.009000000000000001,2m,1.0,4.0,1.7000000000000002,976.0,,,,,,,,0.05,6,COMPLETE
73,73,-1.8328126548725276,2025-06-14 19:17:08.030238,2025-06-14 19:17:13.714259,0 days 00:00:05.684021,822.0,0.01,4m,4.0,3.0,1.7000000000000002,682.0,216.0,0.003,3m,3.5,1.0,1.0,690.0,852.0,0.008,3m,1.0,2.5,0.7,826.0,936,0.009000000000000001,1m,1.0,1.5,2.0,36,,,,,,,,576.0,0.009000000000000001,4m,2.0,1.0,2.0,158.0,,,,,,,,,,,,,,,374.0,0.007,2m,1.0,4.0,1.8,1024.0,,,,,,,,0.15000000000000002,6,COMPLETE
74,74,1.9401049869559739,2025-06-14 19:17:13.778336,2025-06-14 19:17:19.937213,0 days 00:00:06.158877,942.0,0.008,4m,3.5,1.5,2.0,628.0,168.0,0.002,3m,3.0,1.0,1.2000000000000002,900.0,300.0,0.006,3m,3.5,2.5,0.8,1018.0,816,0.01,1m,1.5,3.5,1.9000000000000001,678,1022.0,0.002,4m,3.5,1.0,1.7000000000000002,270.0,446.0,0.01,4m,1.5,1.5,1.0,410.0,,,,,,,,,,,,,,,518.0,0.008,2m,1.0,4.0,1.9000000000000001,268.0,,,,,,,,0.1,7,COMPLETE
75,75,-2.012497104391782,2025-06-14 19:17:19.998287,2025-06-14 19:17:24.474266,0 days 00:00:04.475979,542.0,0.004,4m,4.0,3.5,1.8,334.0,,,,,,,,82.0,0.009000000000000001,1m,1.0,3.0,1.0,488.0,726,0.008,1m,1.0,2.0,1.7000000000000002,104,,,,,,,,744.0,0.008,3m,1.0,1.0,1.3,322.0,,,,,,,,,,,,,,,328.0,0.01,4m,2.0,3.5,1.6,922.0,,,,,,,,0.05,5,COMPLETE
