,number,value,datetime_start,datetime_complete,duration,params_AMZN_CTAS_beta_win,params_AMZN_CTAS_stop_loss,params_AMZN_CTAS_trade_freq,params_AMZN_CTAS_z_entry,params_AMZN_CTAS_z_exit,params_AMZN_CTAS_z_stop_scaler,params_AMZN_CTAS_z_win,params_ANSS_PYPL_beta_win,params_ANSS_PYPL_stop_loss,params_ANSS_PYPL_trade_freq,params_ANSS_PYPL_z_entry,params_ANSS_PYPL_z_exit,params_ANSS_PYPL_z_stop_scaler,params_ANSS_PYPL_z_win,params_CSGP_PYPL_beta_win,params_CSGP_PYPL_stop_loss,params_CSGP_PYPL_trade_freq,params_CSGP_PYPL_z_entry,params_CSGP_PYPL_z_exit,params_CSGP_PYPL_z_stop_scaler,params_CSGP_PYPL_z_win,params_DASH_LIN_beta_win,params_DASH_LIN_stop_loss,params_DASH_LIN_trade_freq,params_DASH_LIN_z_entry,params_DASH_LIN_z_exit,params_DASH_LIN_z_stop_scaler,params_DASH_LIN_z_win,params_DASH_PCAR_beta_win,params_DASH_PCAR_stop_loss,params_DASH_PCAR_trade_freq,params_DASH_PCAR_z_entry,params_DASH_PCAR_z_exit,params_DASH_PCAR_z_stop_scaler,params_DASH_PCAR_z_win,params_DXCM_PYPL_beta_win,params_DXCM_PYPL_stop_loss,params_DXCM_PYPL_trade_freq,params_DXCM_PYPL_z_entry,params_DXCM_PYPL_z_exit,params_DXCM_PYPL_z_stop_scaler,params_DXCM_PYPL_z_win,params_ISRG_MRVL_beta_win,params_ISRG_MRVL_stop_loss,params_ISRG_MRVL_trade_freq,params_ISRG_MRVL_z_entry,params_ISRG_MRVL_z_exit,params_ISRG_MRVL_z_stop_scaler,params_ISRG_MRVL_z_win,params_LRCX_NFLX_beta_win,params_LRCX_NFLX_stop_loss,params_LRCX_NFLX_trade_freq,params_LRCX_NFLX_z_entry,params_LRCX_NFLX_z_exit,params_LRCX_NFLX_z_stop_scaler,params_LRCX_NFLX_z_win,params_MCHP_PYPL_beta_win,params_MCHP_PYPL_stop_loss,params_MCHP_PYPL_trade_freq,params_MCHP_PYPL_z_entry,params_MCHP_PYPL_z_exit,params_MCHP_PYPL_z_stop_scaler,params_MCHP_PYPL_z_win,params_ROP_ROST_beta_win,params_ROP_ROST_stop_loss,params_ROP_ROST_trade_freq,params_ROP_ROST_z_entry,params_ROP_ROST_z_exit,params_ROP_ROST_z_stop_scaler,params_ROP_ROST_z_win,params_buffer_capital,params_pairs_to_trade,state
0,0,-6.401008000421619,2025-06-14 19:50:12.275806,2025-06-14 19:50:14.817657,0 days 00:00:02.541851,,,,,,,,,,,,,,,876.0,0.003,3m,1.0,3.0,1.3,394.0,,,,,,,,342,0.009000000000000001,3m,3.5,2.0,1.3,502,,,,,,,,,,,,,,,,,,,,,,1000.0,0.002,1m,2.5,2.0,0.6,468.0,,,,,,,,0.5,3,COMPLETE
1,1,-0.12553195094700795,2025-06-14 19:50:14.910459,2025-06-14 19:50:17.466829,0 days 00:00:02.556370,,,,,,,,,,,,,,,210.0,0.009000000000000001,1m,3.0,3.0,1.9000000000000001,948.0,,,,,,,,324,0.009000000000000001,2m,4.0,1.5,1.9000000000000001,320,,,,,,,,,,,,,,,,,,,,,,984.0,0.006,3m,2.5,3.0,1.0,592.0,,,,,,,,0.3,3,COMPLETE
2,2,-1.5701914189116606,2025-06-14 19:50:17.518141,2025-06-14 19:50:24.847432,0 days 00:00:07.329291,652.0,0.001,4m,3.0,1.5,0.5,828.0,34.0,0.005,2m,3.0,3.5,0.8,230.0,978.0,0.007,3m,1.5,4.0,0.7,698.0,110.0,0.003,4m,1.0,4.0,1.6,146.0,270,0.008,4m,1.0,1.5,0.5,50,920.0,0.003,3m,2.5,1.0,1.3,360.0,670.0,0.006,4m,2.0,2.5,0.8,548.0,,,,,,,,572.0,0.008,4m,1.5,3.5,2.0,386.0,76.0,0.001,3m,2.5,2.5,0.6,388.0,0.2,9,COMPLETE
3,3,-0.34052822282633427,2025-06-14 19:50:24.910386,2025-06-14 19:50:29.145755,0 days 00:00:04.235369,,,,,,,,960.0,0.01,4m,2.5,1.5,1.3,260.0,844.0,0.01,4m,3.5,4.0,1.9000000000000001,582.0,434.0,0.006,3m,2.5,3.5,0.7,974.0,544,0.009000000000000001,1m,1.5,3.5,1.3,326,,,,,,,,,,,,,,,,,,,,,,352.0,0.007,2m,1.0,3.5,1.3,856.0,,,,,,,,0.05,5,COMPLETE
4,4,1.7055626733625493,2025-06-14 19:50:29.209127,2025-06-14 19:50:33.309235,0 days 00:00:04.100108,,,,,,,,956.0,0.01,1m,1.5,1.5,1.9000000000000001,592.0,56.0,0.007,4m,3.5,3.0,1.7000000000000002,226.0,886.0,0.003,3m,3.5,2.5,1.1,452.0,974,0.009000000000000001,4m,1.5,2.0,1.9000000000000001,702,,,,,,,,,,,,,,,,,,,,,,754.0,0.009000000000000001,1m,2.5,3.0,1.1,992.0,,,,,,,,0.2,5,COMPLETE
5,5,-4.240247220865628,2025-06-14 19:50:33.385771,2025-06-14 19:50:40.065837,0 days 00:00:06.680066,370.0,0.007,1m,2.0,1.0,1.4,490.0,604.0,0.006,1m,4.0,2.0,1.9000000000000001,106.0,218.0,0.004,2m,1.5,3.0,1.6,72.0,32.0,0.006,1m,3.0,3.5,1.5,220.0,430,0.001,4m,2.5,4.0,0.8,278,974.0,0.008,4m,3.0,4.0,1.8,922.0,304.0,0.007,4m,1.5,1.0,1.8,648.0,,,,,,,,804.0,0.008,1m,2.5,3.5,0.6,550.0,,,,,,,,0.15000000000000002,8,COMPLETE
6,6,-0.6655681418967335,2025-06-14 19:50:40.160523,2025-06-14 19:50:43.381742,0 days 00:00:03.221219,,,,,,,,254.0,0.009000000000000001,2m,2.0,3.5,1.6,890.0,588.0,0.007,2m,2.5,2.5,0.8,598.0,,,,,,,,264,0.008,1m,4.0,1.0,0.6,718,,,,,,,,,,,,,,,,,,,,,,56.0,0.009000000000000001,3m,2.5,1.5,1.1,276.0,,,,,,,,0.45,4,COMPLETE
7,7,2.2516909604318274,2025-06-14 19:50:43.441064,2025-06-14 19:50:45.934736,0 days 00:00:02.493672,,,,,,,,,,,,,,,832.0,0.01,3m,3.5,2.5,1.5,514.0,,,,,,,,952,0.004,3m,2.0,2.5,0.8,652,,,,,,,,,,,,,,,,,,,,,,948.0,0.008,2m,4.0,3.0,1.6,760.0,,,,,,,,0.1,3,COMPLETE
8,8,-2.50511654461005,2025-06-14 19:50:46.002603,2025-06-14 19:50:51.776274,0 days 00:00:05.773671,,,,,,,,142.0,0.007,1m,3.0,3.0,1.7000000000000002,862.0,172.0,0.001,2m,2.5,4.0,1.8,892.0,574.0,0.009000000000000001,4m,2.0,1.5,1.2000000000000002,294.0,186,0.009000000000000001,3m,3.0,3.0,1.2000000000000002,68,338.0,0.005,2m,1.5,3.0,1.4,492.0,370.0,0.006,3m,2.0,3.0,1.2000000000000002,674.0,,,,,,,,150.0,0.002,2m,4.0,3.0,1.4,444.0,,,,,,,,0.05,7,COMPLETE
9,9,-4.807283618560846,2025-06-14 19:50:51.850955,2025-06-14 19:50:59.675937,0 days 00:00:07.824982,552.0,0.003,1m,2.0,3.5,0.7,384.0,1012.0,0.004,4m,4.0,1.5,0.5,248.0,698.0,0.01,4m,2.5,3.5,0.8,766.0,64.0,0.007,2m,3.0,1.0,1.9000000000000001,316.0,90,0.004,2m,4.0,1.5,0.9,844,410.0,0.006,4m,1.0,3.5,1.7000000000000002,748.0,612.0,0.004,2m,1.0,1.5,1.6,82.0,432.0,0.007,4m,4.0,1.5,0.9,224.0,1010.0,0.007,3m,4.0,1.5,0.8,766.0,678.0,0.01,4m,4.0,4.0,2.0,420.0,0.45,10,COMPLETE
10,10,2.210246957817744,2025-06-14 19:50:59.728527,2025-06-14 19:51:00.780333,0 days 00:00:01.051806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988,0.004,3m,2.5,3.0,1.6,1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
11,11,2.735480609443464,2025-06-14 19:51:00.847284,2025-06-14 19:51:01.932172,0 days 00:00:01.084888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020,0.004,3m,2.5,3.0,1.6,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
12,12,1.3948091055783007,2025-06-14 19:51:01.983526,2025-06-14 19:51:03.088889,0 days 00:00:01.105363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,0.005,3m,2.0,2.5,1.6,936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
13,13,-1.2939752133635822,2025-06-14 19:51:03.152549,2025-06-14 19:51:05.079402,0 days 00:00:01.926853,,,,,,,,,,,,,,,492.0,0.005,3m,4.0,1.0,1.2000000000000002,382.0,,,,,,,,798,0.002,3m,2.0,3.0,1.0,598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
14,14,0.7571755197853954,2025-06-14 19:51:05.187059,2025-06-14 19:51:07.860066,0 days 00:00:02.673007,,,,,,,,,,,,,,,456.0,0.008,1m,4.0,1.5,1.4,390.0,,,,,,,,810,0.006,3m,3.0,2.5,1.6,846,,,,,,,,,,,,,,,,,,,,,,462.0,0.004,2m,3.5,4.0,1.7000000000000002,20.0,,,,,,,,0.3,3,COMPLETE
15,15,-1.5113012913427906,2025-06-14 19:51:07.930999,2025-06-14 19:51:08.909238,0 days 00:00:00.978239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644,0.003,3m,2.0,4.0,1.1,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
16,16,0.3907538584108584,2025-06-14 19:51:08.962426,2025-06-14 19:51:14.062205,0 days 00:00:05.099779,,,,,,,,526.0,0.001,3m,1.0,4.0,1.0,578.0,738.0,0.001,3m,3.0,2.0,1.1,154.0,1006.0,0.001,1m,4.0,2.0,0.6,856.0,1018,0.006,3m,3.0,3.5,0.7,738,70.0,0.001,1m,4.0,1.5,0.5,98.0,,,,,,,,,,,,,,,730.0,0.004,4m,3.5,1.0,1.6,742.0,,,,,,,,0.25,6,COMPLETE
17,17,-5.528694557427601,2025-06-14 19:51:14.123281,2025-06-14 19:51:15.805415,0 days 00:00:01.682134,,,,,,,,,,,,,,,1012.0,0.003,3m,2.0,2.0,0.5,778.0,,,,,,,,896,0.003,2m,1.0,3.5,1.4,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
18,18,0.052986568516178494,2025-06-14 19:51:15.864617,2025-06-14 19:51:19.435837,0 days 00:00:03.571220,,,,,,,,726.0,0.001,3m,1.0,2.5,1.3,1024.0,342.0,0.006,1m,3.5,1.0,1.5,472.0,,,,,,,,668,0.005,1m,1.5,2.0,2.0,854,,,,,,,,,,,,,,,,,,,,,,604.0,0.01,2m,3.5,2.5,2.0,990.0,,,,,,,,0.25,4,COMPLETE
19,19,-3.048646468040946,2025-06-14 19:51:19.498267,2025-06-14 19:51:21.256330,0 days 00:00:01.758063,,,,,,,,,,,,,,,656.0,0.009000000000000001,3m,3.0,2.0,1.0,1022.0,,,,,,,,862,0.007,3m,2.5,2.5,1.5,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
20,20,-3.965937086745152,2025-06-14 19:51:21.347730,2025-06-14 19:51:24.745882,0 days 00:00:03.398152,,,,,,,,330.0,0.003,4m,3.5,1.0,0.5,460.0,864.0,0.005,3m,4.0,2.5,2.0,664.0,,,,,,,,680,0.002,3m,2.5,3.0,1.8,638,,,,,,,,,,,,,,,,,,,,,,300.0,0.004,2m,1.5,2.5,1.7000000000000002,218.0,,,,,,,,0.2,4,COMPLETE
21,21,0.9034405355011835,2025-06-14 19:51:24.800705,2025-06-14 19:51:25.851384,0 days 00:00:01.050679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942,0.004,3m,2.5,3.0,1.7000000000000002,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
22,22,0.9791786365136839,2025-06-14 19:51:25.912302,2025-06-14 19:51:26.946489,0 days 00:00:01.034187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,0.004,3m,2.0,3.0,1.5,948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
23,23,0.6435638434337773,2025-06-14 19:51:27.026431,2025-06-14 19:51:28.867523,0 days 00:00:01.841092,,,,,,,,,,,,,,,404.0,0.009000000000000001,2m,2.0,1.5,1.0,236.0,,,,,,,,896,0.003,3m,3.0,2.5,1.7000000000000002,892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,2,COMPLETE
24,24,1.1955139108459867,2025-06-14 19:51:28.952595,2025-06-14 19:51:31.520444,0 days 00:00:02.567849,,,,,,,,,,,,,,,764.0,0.008,4m,3.5,3.5,1.5,278.0,,,,,,,,926,0.005,3m,2.5,3.5,1.1,806,,,,,,,,,,,,,,,,,,,,,,840.0,0.005,2m,3.0,4.0,1.5,664.0,,,,,,,,0.4,3,COMPLETE
25,25,-100.0,2025-06-14 19:51:31.607282,2025-06-14 19:51:32.592656,0 days 00:00:00.985374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744,0.004,3m,3.5,2.0,1.4,1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
26,26,-4.819257884961912,2025-06-14 19:51:32.665556,2025-06-14 19:51:34.571148,0 days 00:00:01.905592,,,,,,,,,,,,,,,608.0,0.002,1m,1.0,2.5,1.3,32.0,,,,,,,,1014,0.002,2m,2.0,3.0,0.9,774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,2,COMPLETE
27,27,-1.4729707203687,2025-06-14 19:51:34.637962,2025-06-14 19:51:36.543980,0 days 00:00:01.906018,,,,,,,,,,,,,,,922.0,0.006,3m,2.0,1.5,1.7000000000000002,522.0,,,,,,,,584,0.006,4m,1.5,2.5,1.7000000000000002,928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
28,28,5.371829208858678,2025-06-14 19:51:36.597337,2025-06-14 19:51:41.572343,0 days 00:00:04.975006,,,,,,,,764.0,0.008,2m,2.0,2.5,0.9,742.0,788.0,0.01,3m,3.0,3.5,0.6,844.0,678.0,0.01,2m,1.0,3.0,2.0,720.0,848,0.001,1m,3.5,3.5,1.5,642,684.0,0.009000000000000001,1m,4.0,2.0,0.6,150.0,,,,,,,,,,,,,,,660.0,0.01,4m,3.0,2.0,1.8,854.0,,,,,,,,0.1,6,COMPLETE
29,29,2.6971667357803333,2025-06-14 19:51:41.662719,2025-06-14 19:51:46.502318,0 days 00:00:04.839599,,,,,,,,754.0,0.008,2m,2.0,2.5,0.9,800.0,802.0,0.01,3m,3.0,3.5,0.5,866.0,670.0,0.01,2m,1.0,3.0,2.0,714.0,840,0.001,1m,3.5,4.0,1.3,438,694.0,0.01,1m,4.0,2.0,0.5,42.0,,,,,,,,,,,,,,,658.0,0.01,4m,3.0,2.0,1.8,868.0,,,,,,,,0.1,6,COMPLETE
30,30,3.091220095615984,2025-06-14 19:51:46.573371,2025-06-14 19:51:52.544599,0 days 00:00:05.971228,,,,,,,,742.0,0.008,2m,2.0,3.0,0.9,730.0,780.0,0.008,3m,3.0,3.5,0.5,852.0,650.0,0.01,2m,1.0,3.0,2.0,720.0,838,0.001,1m,3.5,4.0,1.3,484,704.0,0.01,1m,4.0,2.0,0.5,16.0,960.0,0.001,1m,4.0,4.0,0.5,1004.0,,,,,,,,656.0,0.01,4m,3.0,2.0,1.8,896.0,,,,,,,,0.1,7,COMPLETE
31,31,-0.3572457029710063,2025-06-14 19:51:52.635043,2025-06-14 19:51:58.477425,0 days 00:00:05.842382,,,,,,,,760.0,0.008,2m,2.0,2.5,0.9,738.0,772.0,0.008,3m,3.0,3.5,0.5,850.0,724.0,0.01,2m,1.0,3.0,2.0,656.0,826,0.001,1m,3.5,4.0,1.3,440,680.0,0.01,1m,4.0,2.0,0.5,42.0,1024.0,0.001,1m,4.0,4.0,0.5,940.0,,,,,,,,644.0,0.01,4m,3.0,2.0,1.8,888.0,,,,,,,,0.1,7,COMPLETE
32,32,-1.0141349758882077,2025-06-14 19:51:58.555532,2025-06-14 19:52:04.082779,0 days 00:00:05.527247,,,,,,,,786.0,0.008,2m,2.0,3.0,1.0,730.0,556.0,0.009000000000000001,3m,2.5,3.5,0.6,840.0,650.0,0.009000000000000001,2m,1.5,3.0,2.0,698.0,750,0.001,1m,3.5,4.0,1.4,394,662.0,0.01,1m,4.0,2.0,0.7,164.0,,,,,,,,,,,,,,,494.0,0.01,4m,3.0,2.0,1.9000000000000001,878.0,,,,,,,,0.15000000000000002,6,COMPLETE
33,33,0.8641576789932374,2025-06-14 19:52:04.159186,2025-06-14 19:52:10.256509,0 days 00:00:06.097323,,,,,,,,668.0,0.007,2m,2.5,3.0,0.7,724.0,940.0,0.01,3m,3.0,3.5,0.7,982.0,436.0,0.01,2m,1.0,2.5,1.7000000000000002,702.0,878,0.002,1m,4.0,3.5,1.2000000000000002,206,698.0,0.01,1m,3.5,2.5,0.9,16.0,1002.0,0.01,1m,4.0,4.0,1.0,1018.0,,,,,,,,682.0,0.009000000000000001,4m,3.0,1.5,1.8,1022.0,,,,,,,,0.05,7,COMPLETE
34,34,2.354903146596691,2025-06-14 19:52:10.329418,2025-06-14 19:52:17.034842,0 days 00:00:06.705424,1016.0,0.01,3m,4.0,4.0,2.0,68.0,830.0,0.008,2m,1.5,2.5,1.1,836.0,664.0,0.008,3m,2.5,4.0,0.5,722.0,766.0,0.008,2m,1.5,3.0,1.8,546.0,468,0.001,1m,3.5,4.0,1.5,536,778.0,0.008,1m,3.0,2.0,0.9,268.0,38.0,0.001,1m,3.0,3.0,0.5,200.0,,,,,,,,876.0,0.01,4m,2.0,2.0,1.9000000000000001,830.0,,,,,,,,0.1,8,COMPLETE
35,35,1.5755596376801104,2025-06-14 19:52:17.101706,2025-06-14 19:52:22.119534,0 days 00:00:05.017828,,,,,,,,466.0,0.009000000000000001,2m,1.5,2.0,0.7,458.0,796.0,0.009000000000000001,3m,3.0,3.5,0.9,914.0,530.0,0.01,2m,1.5,3.5,2.0,824.0,604,0.001,1m,3.0,3.5,1.3,340,534.0,0.008,1m,3.5,1.5,0.8,240.0,,,,,,,,,,,,,,,470.0,0.009000000000000001,4m,3.5,1.0,1.5,682.0,,,,,,,,0.15000000000000002,6,COMPLETE
36,36,-1.4443699158255492,2025-06-14 19:52:22.192355,2025-06-14 19:52:26.473937,0 days 00:00:04.281582,,,,,,,,838.0,0.006,2m,2.0,2.0,1.2000000000000002,990.0,896.0,0.01,3m,3.0,3.0,0.6,814.0,816.0,0.008,2m,1.0,3.0,1.4,558.0,704,0.002,1m,4.0,4.0,1.1,580,,,,,,,,,,,,,,,,,,,,,,546.0,0.007,4m,3.0,2.5,1.8,928.0,,,,,,,,0.05,5,COMPLETE
37,37,-3.5650764785546705,2025-06-14 19:52:26.546118,2025-06-14 19:52:33.329526,0 days 00:00:06.783408,34.0,0.006,2m,1.0,2.5,1.3,1012.0,602.0,0.009000000000000001,2m,2.5,3.0,0.8,648.0,724.0,0.009000000000000001,3m,3.5,4.0,0.7,648.0,326.0,0.009000000000000001,2m,2.0,2.5,1.8,810.0,814,0.003,1m,3.5,3.5,1.4,226,810.0,0.009000000000000001,1m,3.5,2.5,0.5,22.0,810.0,0.003,3m,3.0,2.0,1.5,320.0,,,,,,,,734.0,0.01,4m,2.0,1.5,1.3,646.0,,,,,,,,0.2,8,COMPLETE
38,38,0.4966329914941998,2025-06-14 19:52:33.403196,2025-06-14 19:52:41.248843,0 days 00:00:07.845647,974.0,0.01,3m,4.0,2.0,2.0,48.0,862.0,0.007,2m,1.5,3.5,1.5,776.0,648.0,0.008,1m,2.5,3.0,0.6,952.0,648.0,0.008,2m,1.5,4.0,0.9,1024.0,502,0.001,1m,3.0,4.0,1.8,472,534.0,0.006,2m,4.0,1.5,0.7,380.0,814.0,0.009000000000000001,2m,3.5,3.5,2.0,780.0,,,,,,,,376.0,0.009000000000000001,4m,3.5,2.0,2.0,812.0,888.0,0.005,1m,1.0,1.0,1.5,864.0,0.1,9,COMPLETE
39,39,1.500269836251994,2025-06-14 19:52:41.388959,2025-06-14 19:52:48.145364,0 days 00:00:06.756405,,,,,,,,456.0,0.008,3m,3.0,2.5,1.1,928.0,966.0,0.007,3m,3.0,3.5,0.8,868.0,902.0,0.01,2m,2.0,2.0,1.7000000000000002,632.0,398,0.01,1m,3.5,3.5,1.2000000000000002,398,,,,,,,,,,,,,,,,,,,,,,658.0,0.008,4m,2.0,2.5,1.6,932.0,,,,,,,,0.2,5,COMPLETE
40,40,-0.3604229861779345,2025-06-14 19:52:48.298506,2025-06-14 19:53:02.877246,0 days 00:00:14.578740,,,,,,,,670.0,0.005,2m,2.0,2.5,0.6,680.0,814.0,0.01,3m,2.0,4.0,0.9,754.0,668.0,0.004,4m,1.0,3.5,1.8,446.0,858,0.002,4m,4.0,4.0,1.5,162,594.0,0.009000000000000001,3m,3.0,2.0,1.1,186.0,406.0,0.003,1m,3.0,3.5,0.8,394.0,,,,,,,,908.0,0.001,4m,3.0,1.5,1.7000000000000002,714.0,,,,,,,,0.5,7,COMPLETE
41,41,0.5048795992234949,2025-06-14 19:53:03.012521,2025-06-14 19:53:10.480902,0 days 00:00:07.468381,1014.0,0.01,3m,4.0,4.0,2.0,42.0,888.0,0.008,2m,1.5,2.5,1.0,830.0,666.0,0.008,3m,2.5,4.0,0.5,722.0,788.0,0.008,2m,1.5,3.0,2.0,550.0,516,0.001,1m,3.5,4.0,1.5,528,796.0,0.008,1m,2.5,2.0,1.0,252.0,66.0,0.001,1m,3.0,3.0,0.5,26.0,,,,,,,,862.0,0.01,4m,2.0,2.0,1.9000000000000001,818.0,,,,,,,,0.1,8,COMPLETE
42,42,-6.190144268418349,2025-06-14 19:53:10.544539,2025-06-14 19:53:18.405936,0 days 00:00:07.861397,788.0,0.008,3m,3.0,3.5,1.6,268.0,798.0,0.007,2m,1.5,2.0,1.2000000000000002,822.0,874.0,0.009000000000000001,3m,2.5,4.0,0.5,810.0,758.0,0.009000000000000001,2m,1.5,3.0,1.8,752.0,432,0.001,1m,3.5,4.0,1.3,568,834.0,0.009000000000000001,1m,3.5,2.5,0.6,162.0,90.0,0.001,1m,3.5,3.0,0.7,254.0,,,,,,,,820.0,0.01,4m,2.0,2.0,1.9000000000000001,928.0,150.0,0.01,2m,1.0,1.0,0.5,54.0,0.05,9,COMPLETE
43,43,1.7457902544306136,2025-06-14 19:53:18.487199,2025-06-14 19:53:23.646405,0 days 00:00:05.159206,,,,,,,,700.0,0.009000000000000001,2m,2.5,3.0,0.9,940.0,728.0,0.007,4m,3.0,3.5,0.6,702.0,596.0,0.01,2m,1.0,2.5,1.9000000000000001,894.0,378,0.001,1m,3.0,3.5,1.6,670,752.0,0.007,1m,4.0,2.0,0.8,300.0,,,,,,,,,,,,,,,604.0,0.009000000000000001,1m,2.5,2.0,1.8,838.0,,,,,,,,0.15000000000000002,6,COMPLETE
44,44,4.241304509106573,2025-06-14 19:53:23.713535,2025-06-14 19:53:30.597217,0 days 00:00:06.883682,272.0,0.004,4m,3.5,3.0,1.0,704.0,876.0,0.008,2m,2.0,3.0,1.1,800.0,570.0,0.006,3m,3.5,4.0,0.7,934.0,466.0,0.007,2m,1.0,3.0,1.9000000000000001,584.0,316,0.002,1m,4.0,4.0,1.4,392,884.0,0.01,1m,3.0,1.5,0.7,128.0,226.0,0.003,1m,2.5,4.0,1.0,204.0,,,,,,,,698.0,0.01,4m,2.5,2.5,1.9000000000000001,810.0,,,,,,,,0.1,8,COMPLETE
45,45,2.270345245616776,2025-06-14 19:53:30.680440,2025-06-14 19:53:38.869824,0 days 00:00:08.189384,242.0,0.004,4m,3.0,3.0,0.9,738.0,908.0,0.01,2m,2.0,3.5,0.8,628.0,540.0,0.004,2m,3.5,3.0,0.7,930.0,438.0,0.007,3m,1.0,3.5,2.0,618.0,20,0.002,1m,4.0,3.5,1.4,354,940.0,0.01,1m,2.0,1.0,0.6,116.0,246.0,0.004,1m,2.5,4.0,1.2000000000000002,476.0,994.0,0.001,3m,1.0,4.0,1.8,914.0,770.0,0.009000000000000001,4m,3.0,2.5,1.5,940.0,432.0,0.001,2m,4.0,4.0,1.1,1016.0,0.1,10,COMPLETE
46,46,-4.124663052573548,2025-06-14 19:53:38.933080,2025-06-14 19:53:44.781534,0 days 00:00:05.848454,,,,,,,,592.0,0.006,2m,2.5,3.0,1.4,492.0,278.0,0.006,3m,3.5,3.0,0.7,1006.0,308.0,0.009000000000000001,1m,1.0,2.0,1.6,770.0,312,0.003,1m,4.0,4.0,1.2000000000000002,282,1024.0,0.01,1m,3.5,1.5,0.7,102.0,506.0,0.003,1m,2.0,3.5,1.0,850.0,,,,,,,,704.0,0.006,3m,2.5,2.5,2.0,586.0,,,,,,,,0.05,7,COMPLETE
47,47,0.8099176838213142,2025-06-14 19:53:44.852445,2025-06-14 19:53:49.491792,0 days 00:00:04.639347,,,,,,,,742.0,0.007,2m,2.0,4.0,1.1,782.0,608.0,0.007,4m,4.0,4.0,0.9,880.0,494.0,0.007,2m,1.5,3.0,1.9000000000000001,484.0,184,0.002,2m,4.0,3.5,0.5,394,,,,,,,,,,,,,,,,,,,,,,568.0,0.008,4m,3.0,1.5,1.7000000000000002,488.0,,,,,,,,0.15000000000000002,5,COMPLETE
48,48,-4.366344342353444,2025-06-14 19:53:49.559445,2025-06-14 19:53:56.647951,0 days 00:00:07.088506,50.0,0.004,4m,1.0,2.5,1.0,676.0,1016.0,0.009000000000000001,2m,2.5,3.0,0.9,384.0,40.0,0.01,3m,3.5,3.5,0.8,954.0,320.0,0.005,2m,2.0,2.5,1.4,732.0,236,0.003,4m,4.0,4.0,1.0,484,620.0,0.009000000000000001,1m,4.0,1.5,0.5,622.0,200.0,0.002,3m,2.5,4.0,1.0,142.0,,,,,,,,632.0,0.01,4m,2.5,3.0,1.4,790.0,,,,,,,,0.15000000000000002,8,COMPLETE
49,49,0.13604138558787035,2025-06-14 19:53:56.718351,2025-06-14 19:54:02.266083,0 days 00:00:05.547732,,,,,,,,894.0,0.008,1m,2.0,3.5,0.7,666.0,474.0,0.005,2m,3.0,4.0,0.6,594.0,594.0,0.01,2m,1.0,3.5,1.7000000000000002,902.0,974,0.002,1m,3.0,3.5,1.6,274,870.0,0.009000000000000001,2m,3.0,3.0,0.7,26.0,,,,,,,,,,,,,,,400.0,0.008,1m,3.5,2.5,1.9000000000000001,636.0,,,,,,,,0.1,6,COMPLETE
50,50,0.6386976737487498,2025-06-14 19:54:02.314846,2025-06-14 19:54:09.311777,0 days 00:00:06.996931,,,,,,,,948.0,0.01,4m,3.0,2.5,0.9,562.0,838.0,0.01,3m,3.5,3.0,0.7,800.0,698.0,0.009000000000000001,2m,1.5,3.0,1.9000000000000001,388.0,930,0.001,1m,3.5,1.0,1.8,624,422.0,0.01,3m,3.5,1.0,0.6,154.0,818.0,0.004,2m,3.5,2.0,1.5,458.0,,,,,,,,526.0,0.009000000000000001,4m,2.5,2.0,1.1,886.0,,,,,,,,0.05,7,COMPLETE
