,number,value,datetime_start,datetime_complete,duration,params_AAPL_INTU_beta_win,params_AAPL_INTU_stop_loss,params_AAPL_INTU_trade_freq,params_AAPL_INTU_z_entry,params_AAPL_INTU_z_exit,params_AAPL_INTU_z_stop_scaler,params_AAPL_INTU_z_win,params_AEP_XEL_beta_win,params_AEP_XEL_stop_loss,params_AEP_XEL_trade_freq,params_AEP_XEL_z_entry,params_AEP_XEL_z_exit,params_AEP_XEL_z_stop_scaler,params_AEP_XEL_z_win,params_COST_INTU_beta_win,params_COST_INTU_stop_loss,params_COST_INTU_trade_freq,params_COST_INTU_z_entry,params_COST_INTU_z_exit,params_COST_INTU_z_stop_scaler,params_COST_INTU_z_win,params_CTSH_MU_beta_win,params_CTSH_MU_stop_loss,params_CTSH_MU_trade_freq,params_CTSH_MU_z_entry,params_CTSH_MU_z_exit,params_CTSH_MU_z_stop_scaler,params_CTSH_MU_z_win,params_EBAY_MU_beta_win,params_EBAY_MU_stop_loss,params_EBAY_MU_trade_freq,params_EBAY_MU_z_entry,params_EBAY_MU_z_exit,params_EBAY_MU_z_stop_scaler,params_EBAY_MU_z_win,params_FAST_MU_beta_win,params_FAST_MU_stop_loss,params_FAST_MU_trade_freq,params_FAST_MU_z_entry,params_FAST_MU_z_exit,params_FAST_MU_z_stop_scaler,params_FAST_MU_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_LRCX_NXPI_beta_win,params_LRCX_NXPI_stop_loss,params_LRCX_NXPI_trade_freq,params_LRCX_NXPI_z_entry,params_LRCX_NXPI_z_exit,params_LRCX_NXPI_z_stop_scaler,params_LRCX_NXPI_z_win,params_MNST_ZS_beta_win,params_MNST_ZS_stop_loss,params_MNST_ZS_trade_freq,params_MNST_ZS_z_entry,params_MNST_ZS_z_exit,params_MNST_ZS_z_stop_scaler,params_MNST_ZS_z_win,params_TMUS_VRTX_beta_win,params_TMUS_VRTX_stop_loss,params_TMUS_VRTX_trade_freq,params_TMUS_VRTX_z_entry,params_TMUS_VRTX_z_exit,params_TMUS_VRTX_z_stop_scaler,params_TMUS_VRTX_z_win,params_buffer_capital,params_pairs_to_trade,state
103,103,5.8201013232021115,2025-06-14 19:31:46.105883,2025-06-14 19:31:47.758026,0 days 00:00:01.652143,,,,,,,,,,,,,,,418.0,0.01,3m,4.0,1.5,0.8,572.0,,,,,,,,,,,,,,,840,0.01,1m,4.0,4.0,1.7000000000000002,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
104,104,5.821778349621554,2025-06-14 19:31:47.811722,2025-06-14 19:31:49.557630,0 days 00:00:01.745908,,,,,,,,,,,,,,,406.0,0.01,3m,4.0,1.5,0.9,552.0,,,,,,,,,,,,,,,838,0.01,1m,4.0,4.0,1.7000000000000002,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
105,105,3.82335681604823,2025-06-14 19:31:49.619194,2025-06-14 19:31:51.393015,0 days 00:00:01.773821,,,,,,,,,,,,,,,404.0,0.01,3m,4.0,1.5,0.8,564.0,,,,,,,,,,,,,,,884,0.01,1m,4.0,4.0,1.7000000000000002,694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
106,106,5.8201013232021115,2025-06-14 19:31:51.483367,2025-06-14 19:31:53.569425,0 days 00:00:02.086058,,,,,,,,,,,,,,,462.0,0.01,3m,4.0,1.5,0.9,590.0,,,,,,,,,,,,,,,840,0.01,1m,4.0,4.0,1.7000000000000002,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
107,107,3.056346850356903,2025-06-14 19:31:53.623321,2025-06-14 19:31:55.431456,0 days 00:00:01.808135,,,,,,,,,,,,,,,464.0,0.01,3m,4.0,2.0,0.9,596.0,,,,,,,,,,,,,,,902,0.01,1m,4.0,4.0,1.7000000000000002,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
108,108,4.800258150443733,2025-06-14 19:31:55.478217,2025-06-14 19:31:57.300325,0 days 00:00:01.822108,,,,,,,,,,,,,,,362.0,0.01,3m,4.0,1.5,0.9,510.0,,,,,,,,,,,,,,,864,0.01,1m,4.0,4.0,1.6,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
109,109,-4.83299753375965,2025-06-14 19:31:57.360691,2025-06-14 19:31:59.253731,0 days 00:00:01.893040,,,,,,,,,,,,,,,422.0,0.01,3m,4.0,2.0,0.8,550.0,,,,,,,,,,,,,,,262,0.01,1m,4.0,4.0,1.8,830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
110,110,6.177575058463689,2025-06-14 19:31:59.306678,2025-06-14 19:32:01.118116,0 days 00:00:01.811438,,,,,,,,,,,,,,,468.0,0.009000000000000001,3m,4.0,1.5,0.9,464.0,,,,,,,,,,,,,,,844,0.01,1m,4.0,4.0,1.6,814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
111,111,-3.1347453746356573,2025-06-14 19:32:01.184460,2025-06-14 19:32:03.108972,0 days 00:00:01.924512,,,,,,,,,,,,,,,452.0,0.009000000000000001,3m,4.0,1.5,0.9,446.0,,,,,,,,,,,,,,,998,0.01,1m,4.0,4.0,1.6,810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
112,112,-3.384759578662653,2025-06-14 19:32:03.159542,2025-06-14 19:32:05.135431,0 days 00:00:01.975889,,,,,,,,,,,,,,,392.0,0.01,3m,4.0,1.5,1.0,352.0,,,,,,,,,,,,,,,934,0.01,1m,4.0,4.0,1.7000000000000002,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
113,113,5.8201013232021115,2025-06-14 19:32:05.185028,2025-06-14 19:32:06.852698,0 days 00:00:01.667670,,,,,,,,,,,,,,,534.0,0.009000000000000001,3m,4.0,1.5,0.8,470.0,,,,,,,,,,,,,,,840,0.01,1m,4.0,4.0,1.8,786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
114,114,5.6115528394829495,2025-06-14 19:32:06.921144,2025-06-14 19:32:08.859944,0 days 00:00:01.938800,,,,,,,,,,,,,,,474.0,0.009000000000000001,3m,4.0,2.0,0.8,482.0,,,,,,,,,,,,,,,816,0.01,1m,4.0,4.0,1.8,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
115,115,6.840380663009484,2025-06-14 19:32:08.958444,2025-06-14 19:32:09.988323,0 days 00:00:01.029879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,0.01,1m,4.0,4.0,1.9000000000000001,732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
116,116,5.658369613697393,2025-06-14 19:32:10.052660,2025-06-14 19:32:11.204159,0 days 00:00:01.151499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868,0.01,1m,4.0,4.0,1.9000000000000001,746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
117,117,-5.024622105379447,2025-06-14 19:32:11.271090,2025-06-14 19:32:12.222250,0 days 00:00:00.951160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,0.01,2m,4.0,4.0,1.9000000000000001,666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
118,118,5.842556678541698,2025-06-14 19:32:12.290408,2025-06-14 19:32:13.361577,0 days 00:00:01.071169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854,0.01,1m,4.0,4.0,1.8,810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
119,119,-100.0,2025-06-14 19:32:13.438068,2025-06-14 19:32:14.341935,0 days 00:00:00.903867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802,0.01,3m,4.0,4.0,1.6,812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
120,120,-100.0,2025-06-14 19:32:14.375346,2025-06-14 19:32:15.362781,0 days 00:00:00.987435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922,0.01,1m,4.0,4.0,1.8,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
121,121,6.060805011451743,2025-06-14 19:32:15.434196,2025-06-14 19:32:16.460552,0 days 00:00:01.026356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862,0.01,1m,4.0,4.0,1.8,730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
122,122,6.346012711464739,2025-06-14 19:32:16.545873,2025-06-14 19:32:17.602446,0 days 00:00:01.056573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862,0.01,1m,4.0,4.0,1.9000000000000001,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
123,123,5.45975643689611,2025-06-14 19:32:17.705377,2025-06-14 19:32:18.735202,0 days 00:00:01.029825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878,0.01,1m,4.0,4.0,1.9000000000000001,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
124,124,6.227735680026424,2025-06-14 19:32:18.828502,2025-06-14 19:32:19.935953,0 days 00:00:01.107451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864,0.009000000000000001,1m,4.0,4.0,2.0,634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
125,125,6.490999158122339,2025-06-14 19:32:20.040584,2025-06-14 19:32:21.028497,0 days 00:00:00.987913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860,0.009000000000000001,1m,4.0,4.0,2.0,646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
126,126,2.9830832368822957,2025-06-14 19:32:21.107850,2025-06-14 19:32:22.182331,0 days 00:00:01.074481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912,0.009000000000000001,1m,4.0,4.0,2.0,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
127,127,1.302523548288375,2025-06-14 19:32:22.245250,2025-06-14 19:32:23.094422,0 days 00:00:00.849172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952,0.009000000000000001,1m,4.0,4.0,2.0,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
128,128,5.757281851439649,2025-06-14 19:32:23.140171,2025-06-14 19:32:24.249853,0 days 00:00:01.109682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864,0.009000000000000001,1m,4.0,4.0,1.9000000000000001,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
129,129,-100.0,2025-06-14 19:32:24.315693,2025-06-14 19:32:25.337760,0 days 00:00:01.022067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882,0.009000000000000001,3m,4.0,4.0,2.0,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
130,130,5.104366997092109,2025-06-14 19:32:25.398220,2025-06-14 19:32:26.412562,0 days 00:00:01.014342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810,0.009000000000000001,1m,4.0,4.0,1.9000000000000001,664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
131,131,5.573265169940636,2025-06-14 19:32:26.492991,2025-06-14 19:32:27.466946,0 days 00:00:00.973955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454,0.01,1m,4.0,4.0,1.8,722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
132,132,6.042057755061093,2025-06-14 19:32:27.497946,2025-06-14 19:32:28.559135,0 days 00:00:01.061189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856,0.009000000000000001,1m,4.0,4.0,1.9000000000000001,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
133,133,3.5325512860120782,2025-06-14 19:32:28.607203,2025-06-14 19:32:29.470192,0 days 00:00:00.862989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,0.009000000000000001,1m,4.0,4.0,2.0,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
134,134,5.961365499686754,2025-06-14 19:32:29.530287,2025-06-14 19:32:30.686873,0 days 00:00:01.156586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864,0.009000000000000001,1m,4.0,4.0,1.9000000000000001,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
135,135,4.9945947842086795,2025-06-14 19:32:30.740621,2025-06-14 19:32:31.853958,0 days 00:00:01.113337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858,0.009000000000000001,1m,4.0,4.0,1.9000000000000001,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
136,136,-1.5536591040330452,2025-06-14 19:32:31.904026,2025-06-14 19:32:32.985746,0 days 00:00:01.081720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776,0.009000000000000001,1m,4.0,4.0,2.0,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
137,137,5.101358021931749,2025-06-14 19:32:33.038673,2025-06-14 19:32:34.131688,0 days 00:00:01.093015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888,0.009000000000000001,1m,4.0,4.0,1.9000000000000001,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
138,138,6.092192264355311,2025-06-14 19:32:34.184559,2025-06-14 19:32:35.184502,0 days 00:00:00.999943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858,0.009000000000000001,1m,4.0,4.0,2.0,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
139,139,-4.771095188191082,2025-06-14 19:32:35.228729,2025-06-14 19:32:36.066866,0 days 00:00:00.838137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936,0.008,2m,4.0,4.0,2.0,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
140,140,2.632283861236942,2025-06-14 19:32:36.109325,2025-06-14 19:32:37.162612,0 days 00:00:01.053287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914,0.009000000000000001,1m,4.0,4.0,2.0,662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
141,141,5.31635253952643,2025-06-14 19:32:37.209069,2025-06-14 19:32:38.256563,0 days 00:00:01.047494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854,0.009000000000000001,1m,4.0,4.0,1.9000000000000001,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
142,142,5.69855674475543,2025-06-14 19:32:38.301445,2025-06-14 19:32:39.410808,0 days 00:00:01.109363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866,0.009000000000000001,1m,4.0,4.0,1.8,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
143,143,5.862114225631609,2025-06-14 19:32:39.457532,2025-06-14 19:32:40.460299,0 days 00:00:01.002767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824,0.01,1m,4.0,4.0,1.9000000000000001,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
144,144,5.819807812488649,2025-06-14 19:32:40.519694,2025-06-14 19:32:41.591959,0 days 00:00:01.072265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816,0.008,1m,4.0,4.0,1.9000000000000001,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
145,145,6.453134909589514,2025-06-14 19:32:41.676809,2025-06-14 19:32:42.771851,0 days 00:00:01.095042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892,0.01,1m,4.0,4.0,2.0,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
146,146,-100.0,2025-06-14 19:32:42.860684,2025-06-14 19:32:43.948721,0 days 00:00:01.088037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888,0.01,3m,4.0,4.0,2.0,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
147,147,-2.479679331918213,2025-06-14 19:32:44.018413,2025-06-14 19:32:44.869032,0 days 00:00:00.850619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984,0.01,1m,4.0,4.0,2.0,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
148,148,5.890156466653815,2025-06-14 19:32:44.913628,2025-06-14 19:32:45.996968,0 days 00:00:01.083340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826,0.01,1m,4.0,4.0,1.9000000000000001,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
149,149,-6.700588472575925,2025-06-14 19:32:46.087525,2025-06-14 19:32:47.182573,0 days 00:00:01.095048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,0.01,1m,4.0,4.0,1.9000000000000001,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
