,number,value,datetime_start,datetime_complete,duration,params_ADI_ZM_beta_win,params_ADI_ZM_stop_loss,params_ADI_ZM_trade_freq,params_ADI_ZM_z_entry,params_ADI_ZM_z_exit,params_ADI_ZM_z_stop_scaler,params_ADI_ZM_z_win,params_ANSS_ZM_beta_win,params_ANSS_ZM_stop_loss,params_ANSS_ZM_trade_freq,params_ANSS_ZM_z_entry,params_ANSS_ZM_z_exit,params_ANSS_ZM_z_stop_scaler,params_ANSS_ZM_z_win,params_ASML_ZM_beta_win,params_ASML_ZM_stop_loss,params_ASML_ZM_trade_freq,params_ASML_ZM_z_entry,params_ASML_ZM_z_exit,params_ASML_ZM_z_stop_scaler,params_ASML_ZM_z_win,params_AZN_ZM_beta_win,params_AZN_ZM_stop_loss,params_AZN_ZM_trade_freq,params_AZN_ZM_z_entry,params_AZN_ZM_z_exit,params_AZN_ZM_z_stop_scaler,params_AZN_ZM_z_win,params_CDNS_ZM_beta_win,params_CDNS_ZM_stop_loss,params_CDNS_ZM_trade_freq,params_CDNS_ZM_z_entry,params_CDNS_ZM_z_exit,params_CDNS_ZM_z_stop_scaler,params_CDNS_ZM_z_win,params_CPRT_ZM_beta_win,params_CPRT_ZM_stop_loss,params_CPRT_ZM_trade_freq,params_CPRT_ZM_z_entry,params_CPRT_ZM_z_exit,params_CPRT_ZM_z_stop_scaler,params_CPRT_ZM_z_win,params_MDLZ_ZM_beta_win,params_MDLZ_ZM_stop_loss,params_MDLZ_ZM_trade_freq,params_MDLZ_ZM_z_entry,params_MDLZ_ZM_z_exit,params_MDLZ_ZM_z_stop_scaler,params_MDLZ_ZM_z_win,params_MNST_ZM_beta_win,params_MNST_ZM_stop_loss,params_MNST_ZM_trade_freq,params_MNST_ZM_z_entry,params_MNST_ZM_z_exit,params_MNST_ZM_z_stop_scaler,params_MNST_ZM_z_win,params_MSFT_ZM_beta_win,params_MSFT_ZM_stop_loss,params_MSFT_ZM_trade_freq,params_MSFT_ZM_z_entry,params_MSFT_ZM_z_exit,params_MSFT_ZM_z_stop_scaler,params_MSFT_ZM_z_win,params_SGEN_ZM_beta_win,params_SGEN_ZM_stop_loss,params_SGEN_ZM_trade_freq,params_SGEN_ZM_z_entry,params_SGEN_ZM_z_exit,params_SGEN_ZM_z_stop_scaler,params_SGEN_ZM_z_win,params_buffer_capital,params_pairs_to_trade,state
107,107,2.0310333788647035,2025-06-14 19:40:44.516697,2025-06-14 19:40:45.875420,0 days 00:00:01.358723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984,0.001,2m,4.0,3.5,1.5,50,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
108,108,4.224090475342053,2025-06-14 19:40:45.948700,2025-06-14 19:40:47.185075,0 days 00:00:01.236375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1006,0.001,2m,3.5,3.5,1.5,110,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
109,109,2.635003877115973,2025-06-14 19:40:47.289936,2025-06-14 19:40:48.445144,0 days 00:00:01.155208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,926,0.002,2m,3.5,3.5,1.5,116,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
110,110,-2.465920856614812,2025-06-14 19:40:48.505666,2025-06-14 19:40:49.741727,0 days 00:00:01.236061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,0.001,2m,3.5,3.5,1.6,66,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
111,111,3.6760653855130547,2025-06-14 19:40:49.808060,2025-06-14 19:40:51.144784,0 days 00:00:01.336724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,980,0.001,2m,3.5,3.5,1.6,30,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
112,112,4.9738298745714316,2025-06-14 19:40:51.220716,2025-06-14 19:40:52.522406,0 days 00:00:01.301690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978,0.001,2m,3.5,3.5,1.6,30,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
113,113,-1.450762565115831,2025-06-14 19:40:52.634125,2025-06-14 19:40:53.804845,0 days 00:00:01.170720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,980,0.001,2m,3.5,3.5,1.6,90,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
114,114,2.006359556274289,2025-06-14 19:40:53.887303,2025-06-14 19:40:55.097156,0 days 00:00:01.209853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916,0.001,2m,3.5,3.5,1.6,18,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
115,115,-0.021714021025229027,2025-06-14 19:40:55.184589,2025-06-14 19:40:56.511435,0 days 00:00:01.326846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956,0.001,2m,3.5,3.5,1.5,48,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
116,116,4.225974769327234,2025-06-14 19:40:56.579809,2025-06-14 19:40:57.688036,0 days 00:00:01.108227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1006,0.002,2m,3.5,3.5,1.5,110,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
117,117,4.5010574089521045,2025-06-14 19:40:57.742210,2025-06-14 19:40:58.814609,0 days 00:00:01.072399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972,0.002,2m,3.5,3.5,1.4,70,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
118,118,-6.280908006863089,2025-06-14 19:40:58.898820,2025-06-14 19:41:00.537901,0 days 00:00:01.639081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892,0.002,4m,3.5,3.5,1.4,78,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
119,119,-4.92718031561048,2025-06-14 19:41:00.603495,2025-06-14 19:41:02.882023,0 days 00:00:02.278528,,,,,,,,,,,,,,,,,,,,,,126.0,0.005,3m,3.0,2.5,1.3,108.0,,,,,,,,,,,,,,,942,0.002,2m,3.5,3.5,1.5,176,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
120,120,1.5945441415254669,2025-06-14 19:41:03.018370,2025-06-14 19:41:04.354901,0 days 00:00:01.336531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,0.003,2m,3.5,3.5,1.4,132,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
121,121,-2.627031900354085,2025-06-14 19:41:04.496431,2025-06-14 19:41:05.820566,0 days 00:00:01.324135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972,0.001,2m,3.5,3.5,1.5,54,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
122,122,-0.8787673735132596,2025-06-14 19:41:05.911106,2025-06-14 19:41:07.053861,0 days 00:00:01.142755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986,0.002,2m,3.5,3.5,1.5,96,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
123,123,2.698544264965934,2025-06-14 19:41:07.113908,2025-06-14 19:41:08.275228,0 days 00:00:01.161320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920,0.001,2m,3.5,3.5,1.3,70,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
124,124,2.422843003527319,2025-06-14 19:41:08.340630,2025-06-14 19:41:09.535690,0 days 00:00:01.195060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,0.001,2m,3.5,3.5,1.7000000000000002,118,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
125,125,0.7753667402294813,2025-06-14 19:41:09.594761,2025-06-14 19:41:11.963686,0 days 00:00:02.368925,,,,,,,,,,,,,,,,,,,,,,70.0,0.006,4m,3.0,2.0,0.5,224.0,,,,,,,,,,,,,,,18,0.001,2m,3.5,3.5,1.4,100,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
126,126,1.4648434999153899,2025-06-14 19:41:12.036799,2025-06-14 19:41:13.294659,0 days 00:00:01.257860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940,0.001,2m,3.5,3.5,1.6,34,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
127,127,5.003545353630922,2025-06-14 19:41:13.348662,2025-06-14 19:41:14.672142,0 days 00:00:01.323480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008,0.002,2m,3.5,3.5,1.5,138,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
128,128,6.462247718741053,2025-06-14 19:41:14.786330,2025-06-14 19:41:17.135374,0 days 00:00:02.349044,,,,,,,,,,,,,,,,,,,,,,246.0,0.004,3m,3.5,2.5,1.1,278.0,,,,,,,,,,,,,,,1006,0.002,2m,3.5,3.5,1.5,172,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
129,129,5.340268765367909,2025-06-14 19:41:17.195345,2025-06-14 19:41:19.426650,0 days 00:00:02.231305,,,,,,,,,,,,,,,,,,,,,,164.0,0.004,3m,3.5,3.5,1.1,248.0,,,,,,,,,,,,,,,1006,0.002,2m,4.0,3.5,1.5,176,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
130,130,0.8397936379249447,2025-06-14 19:41:19.492060,2025-06-14 19:41:21.735555,0 days 00:00:02.243495,,,,,,,,,,,,,,,,,,,,,,182.0,0.004,3m,3.5,3.5,1.1,248.0,,,,,,,,,,,,,,,1006,0.002,1m,4.0,3.5,1.4,172,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
131,131,2.075305617436105,2025-06-14 19:41:21.814072,2025-06-14 19:41:24.008478,0 days 00:00:02.194406,,,,,,,,,,,,,,,,,,,,,,246.0,0.005,3m,3.5,4.0,1.1,120.0,,,,,,,,,,,,,,,1006,0.003,2m,4.0,3.5,1.5,144,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
132,132,-2.839132428332796,2025-06-14 19:41:24.086697,2025-06-14 19:41:26.402338,0 days 00:00:02.315641,,,,,,,,,,,,,,,,,,,,,,16.0,0.004,3m,3.0,3.5,1.2000000000000002,280.0,,,,,,,,,,,,,,,990,0.002,2m,3.5,3.5,1.5,184,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
133,133,-0.40627589323818336,2025-06-14 19:41:26.481684,2025-06-14 19:41:28.986946,0 days 00:00:02.505262,,,,,,,,,,,,,,,,,,,,,,180.0,0.005,3m,3.5,3.0,0.8,204.0,,,,,,,,,,,,,,,960,0.002,2m,4.0,3.5,1.5,166,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
134,134,5.590962409056841,2025-06-14 19:41:29.054562,2025-06-14 19:41:31.324630,0 days 00:00:02.270068,,,,,,,,,,,,,,,,,,,,,,366.0,0.004,3m,3.5,3.0,1.0,486.0,,,,,,,,,,,,,,,1006,0.002,2m,3.5,3.5,1.4,132,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
135,135,-3.3227289101718753,2025-06-14 19:41:31.416367,2025-06-14 19:41:34.720129,0 days 00:00:03.303762,,,,,,,,,,,,,,,,,,,,,,320.0,0.004,3m,3.5,3.0,1.0,364.0,,,,,,,,,,,,,,,974,0.002,2m,3.5,3.0,1.4,140,820.0,0.004,1m,1.0,1.5,1.6,620.0,,,,,,,,,,,,,,,0.2,3,COMPLETE
136,136,1.5258108734147549,2025-06-14 19:41:34.796587,2025-06-14 19:41:37.080495,0 days 00:00:02.283908,,,,,,,,,,,,,,,,,,,,,,244.0,0.003,3m,3.5,3.5,1.3,484.0,,,,,,,,,,,,,,,1010,0.003,2m,3.5,3.5,1.3,190,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
137,137,7.498072571660328,2025-06-14 19:41:37.147423,2025-06-14 19:41:39.475394,0 days 00:00:02.327971,,,,,,,,,,,,,,,,,,,,,,358.0,0.005,3m,3.0,3.0,1.2000000000000002,528.0,,,,,,,,,,,,,,,978,0.002,2m,3.5,3.5,1.4,132,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
138,138,-0.5642184783620381,2025-06-14 19:41:39.578990,2025-06-14 19:41:41.603796,0 days 00:00:02.024806,,,,,,,,,,,,,,,,,,,,,,370.0,0.005,3m,3.0,3.0,1.2000000000000002,588.0,,,,,,,,,,,,,,,948,0.002,2m,3.5,3.5,1.4,238,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
139,139,-0.012738263667156463,2025-06-14 19:41:41.665185,2025-06-14 19:41:44.846981,0 days 00:00:03.181796,,,,,,,,,,,,,,,,,,,,,,344.0,0.006,3m,3.5,3.0,1.1,536.0,,,,,,,,,,,,,,,986,0.002,2m,4.0,4.0,1.3,166,68.0,0.003,4m,2.5,1.0,2.0,1018.0,,,,,,,,,,,,,,,0.2,3,COMPLETE
140,140,-0.18401827683124394,2025-06-14 19:41:44.961100,2025-06-14 19:41:47.301177,0 days 00:00:02.340077,,,,,,,,,,,,,,,,,,,,,,424.0,0.004,3m,3.0,2.5,1.1,416.0,,,,,,,,,,,,,,,962,0.002,4m,3.5,3.0,1.4,128,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
141,141,3.0482790116701217,2025-06-14 19:41:47.363794,2025-06-14 19:41:49.684202,0 days 00:00:02.320408,,,,,,,,,,,,,,,,,,,,,,316.0,0.005,3m,3.5,3.5,1.2000000000000002,510.0,,,,,,,,,,,,,,,1022,0.003,2m,3.5,3.5,1.5,148,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
142,142,6.307119143574364,2025-06-14 19:41:49.728124,2025-06-14 19:41:51.768418,0 days 00:00:02.040294,,,,,,,,,,,,,,,,,,,,,,250.0,0.004,3m,3.0,2.5,1.0,664.0,,,,,,,,,,,,,,,986,0.002,2m,3.5,3.5,1.4,124,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
143,143,-1.4050369784567067,2025-06-14 19:41:51.853135,2025-06-14 19:41:54.218402,0 days 00:00:02.365267,,,,,,,,,,,,,,,,,,,,,,248.0,0.004,3m,3.0,2.5,1.0,620.0,,,,,,,,,,,,,,,986,0.002,2m,3.5,3.5,1.2000000000000002,192,,,,,,,,,,,,,,,,,,,,,,0.25,2,COMPLETE
144,144,2.632907945148612,2025-06-14 19:41:54.285360,2025-06-14 19:41:56.538574,0 days 00:00:02.253214,,,,,,,,,,,,,,,,,,,,,,162.0,0.004,3m,3.0,2.5,0.9,660.0,,,,,,,,,,,,,,,928,0.002,2m,3.5,3.5,1.3,160,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
145,145,-1.9166269837158014,2025-06-14 19:41:56.606928,2025-06-14 19:42:00.706315,0 days 00:00:04.099387,864.0,0.009000000000000001,2m,1.0,4.0,0.7,190.0,,,,,,,,,,,,,,,388.0,0.004,3m,3.0,3.0,1.1,696.0,,,,,,,,,,,,,,,968,0.003,2m,3.5,3.5,1.4,216,960.0,0.005,3m,1.5,2.5,1.5,404.0,,,,,,,,,,,,,,,0.1,4,COMPLETE
146,146,-3.4426500489563736,2025-06-14 19:42:00.763853,2025-06-14 19:42:03.945291,0 days 00:00:03.181438,,,,,,,,,,,,,,,,,,,,,,142.0,0.005,3m,3.5,2.5,1.0,582.0,,,,,,,,,,,,,,,122,0.002,2m,3.5,3.5,1.4,534,524.0,0.007,1m,4.0,2.0,0.7,268.0,,,,,,,,,,,,,,,0.15000000000000002,3,COMPLETE
147,147,2.9017615394824006,2025-06-14 19:42:04.046697,2025-06-14 19:42:06.222449,0 days 00:00:02.175752,,,,,,,,,,,,,,,,,,,,,,204.0,0.003,3m,2.5,3.0,1.2000000000000002,720.0,,,,,,,,,,,,,,,912,0.002,2m,3.5,3.5,1.6,84,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
148,148,2.4386963943415485,2025-06-14 19:42:06.300138,2025-06-14 19:42:08.277295,0 days 00:00:01.977157,,,,,,,,,,,,,,,,,,,,,,270.0,0.004,3m,3.5,3.5,1.3,502.0,,,,,,,,,,,,,,,996,0.003,2m,4.0,3.5,1.3,706,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
149,149,2.3924817056971013,2025-06-14 19:42:08.354706,2025-06-14 19:42:10.520865,0 days 00:00:02.166159,,,,,,,,,,,,,,,,,,,,,,52.0,0.005,3m,3.0,3.0,1.0,300.0,,,,,,,,,,,,,,,1024,0.002,2m,3.5,4.0,1.4,126,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
