,number,value,datetime_start,datetime_complete,duration,params_AEP_BIIB_beta_win,params_AEP_BIIB_stop_loss,params_AEP_BIIB_trade_freq,params_AEP_BIIB_z_entry,params_AEP_BIIB_z_exit,params_AEP_BIIB_z_stop_scaler,params_AEP_BIIB_z_win,params_AMGN_BIIB_beta_win,params_AMGN_BIIB_stop_loss,params_AMGN_BIIB_trade_freq,params_AMGN_BIIB_z_entry,params_AMGN_BIIB_z_exit,params_AMGN_BIIB_z_stop_scaler,params_AMGN_BIIB_z_win,params_CHTR_MTCH_beta_win,params_CHTR_MTCH_stop_loss,params_CHTR_MTCH_trade_freq,params_CHTR_MTCH_z_entry,params_CHTR_MTCH_z_exit,params_CHTR_MTCH_z_stop_scaler,params_CHTR_MTCH_z_win,params_COST_PANW_beta_win,params_COST_PANW_stop_loss,params_COST_PANW_trade_freq,params_COST_PANW_z_entry,params_COST_PANW_z_exit,params_COST_PANW_z_stop_scaler,params_COST_PANW_z_win,params_EBAY_MTCH_beta_win,params_EBAY_MTCH_stop_loss,params_EBAY_MTCH_trade_freq,params_EBAY_MTCH_z_entry,params_EBAY_MTCH_z_exit,params_EBAY_MTCH_z_stop_scaler,params_EBAY_MTCH_z_win,params_EBAY_SWKS_beta_win,params_EBAY_SWKS_stop_loss,params_EBAY_SWKS_trade_freq,params_EBAY_SWKS_z_entry,params_EBAY_SWKS_z_exit,params_EBAY_SWKS_z_stop_scaler,params_EBAY_SWKS_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_IDXX_ISRG_beta_win,params_IDXX_ISRG_stop_loss,params_IDXX_ISRG_trade_freq,params_IDXX_ISRG_z_entry,params_IDXX_ISRG_z_exit,params_IDXX_ISRG_z_stop_scaler,params_IDXX_ISRG_z_win,params_LRCX_NXPI_beta_win,params_LRCX_NXPI_stop_loss,params_LRCX_NXPI_trade_freq,params_LRCX_NXPI_z_entry,params_LRCX_NXPI_z_exit,params_LRCX_NXPI_z_stop_scaler,params_LRCX_NXPI_z_win,params_OKTA_SWKS_beta_win,params_OKTA_SWKS_stop_loss,params_OKTA_SWKS_trade_freq,params_OKTA_SWKS_z_entry,params_OKTA_SWKS_z_exit,params_OKTA_SWKS_z_stop_scaler,params_OKTA_SWKS_z_win,params_buffer_capital,params_pairs_to_trade,state
125,125,7.453927064089731,2025-06-14 19:24:03.597548,2025-06-14 19:24:08.734044,0 days 00:00:05.136496,482.0,0.01,2m,4.0,4.0,1.8,978.0,174.0,0.01,1m,3.5,4.0,1.1,118.0,494.0,0.003,2m,4.0,3.0,0.6,258.0,,,,,,,,,,,,,,,,,,,,,,92,0.01,2m,4.0,4.0,1.4,902,,,,,,,,844.0,0.003,4m,2.5,1.5,1.9000000000000001,712.0,368.0,0.003,3m,1.0,3.5,0.9,994.0,0.1,6,COMPLETE
126,126,6.13965414910098,2025-06-14 19:24:08.819510,2025-06-14 19:24:13.892764,0 days 00:00:05.073254,314.0,0.01,2m,4.0,4.0,1.8,886.0,198.0,0.01,1m,3.5,4.0,1.1,126.0,530.0,0.002,2m,4.0,3.0,0.6,262.0,,,,,,,,,,,,,,,,,,,,,,132,0.01,2m,4.0,4.0,1.4,906,,,,,,,,840.0,0.003,4m,2.5,1.5,1.9000000000000001,938.0,334.0,0.003,3m,1.0,3.5,0.9,994.0,0.15000000000000002,6,COMPLETE
127,127,2.649982589760061,2025-06-14 19:24:13.961280,2025-06-14 19:24:18.892466,0 days 00:00:04.931186,266.0,0.01,2m,4.0,4.0,1.8,886.0,198.0,0.01,4m,3.5,3.5,1.0,34.0,490.0,0.002,2m,4.0,3.5,0.7,248.0,,,,,,,,,,,,,,,,,,,,,,94,0.01,2m,3.5,4.0,1.4,896,,,,,,,,732.0,0.003,4m,2.5,1.5,1.9000000000000001,948.0,338.0,0.004,3m,1.5,3.5,0.6,996.0,0.15000000000000002,6,COMPLETE
128,128,5.366585247255903,2025-06-14 19:24:18.984956,2025-06-14 19:24:24.782382,0 days 00:00:05.797426,474.0,0.01,2m,4.0,4.0,1.8,844.0,166.0,0.009000000000000001,1m,3.5,4.0,1.1,88.0,436.0,0.002,2m,4.0,3.0,0.8,258.0,,,,,,,,960.0,0.001,3m,1.0,1.0,1.1,960.0,,,,,,,,130,0.01,2m,4.0,4.0,1.4,974,,,,,,,,846.0,0.004,4m,3.0,1.5,1.8,730.0,312.0,0.003,3m,1.0,3.5,0.8,608.0,0.15000000000000002,7,COMPLETE
129,129,6.530095860561973,2025-06-14 19:24:24.859102,2025-06-14 19:24:29.953872,0 days 00:00:05.094770,320.0,0.01,2m,4.0,4.0,1.8,976.0,258.0,0.01,1m,3.0,4.0,1.0,18.0,532.0,0.003,2m,4.0,3.0,0.6,230.0,,,,,,,,,,,,,,,,,,,,,,54,0.01,2m,4.0,4.0,1.3,916,,,,,,,,776.0,0.003,4m,3.5,1.5,1.7000000000000002,888.0,366.0,0.002,3m,1.0,3.5,0.9,988.0,0.1,6,COMPLETE
130,130,-0.23080156047080527,2025-06-14 19:24:30.026983,2025-06-14 19:24:35.284916,0 days 00:00:05.257933,360.0,0.01,2m,4.0,4.0,1.7000000000000002,962.0,224.0,0.01,1m,3.0,4.0,1.0,18.0,526.0,0.004,2m,4.0,3.0,0.7,226.0,,,,,,,,918.0,0.007,2m,4.0,3.5,0.9,366.0,,,,,,,,54,0.01,2m,4.0,4.0,1.3,918,,,,,,,,820.0,0.003,4m,3.5,1.5,1.7000000000000002,998.0,894.0,0.002,3m,1.5,3.5,0.9,990.0,0.15000000000000002,7,COMPLETE
131,131,5.806054268246167,2025-06-14 19:24:35.382400,2025-06-14 19:24:40.248808,0 days 00:00:04.866408,312.0,0.01,2m,4.0,4.0,1.8,978.0,252.0,0.01,1m,3.5,4.0,1.1,60.0,540.0,0.003,2m,4.0,3.0,0.6,308.0,,,,,,,,,,,,,,,,,,,,,,90,0.01,2m,4.0,4.0,1.3,992,,,,,,,,766.0,0.003,4m,3.5,1.5,1.9000000000000001,878.0,362.0,0.002,3m,1.0,3.5,0.9,962.0,0.1,6,COMPLETE
132,132,6.788699927981256,2025-06-14 19:24:40.316188,2025-06-14 19:24:45.304747,0 days 00:00:04.988559,306.0,0.01,2m,4.0,4.0,1.8,976.0,278.0,0.01,1m,3.5,4.0,1.1,40.0,556.0,0.002,2m,4.0,3.0,0.6,310.0,,,,,,,,,,,,,,,,,,,,,,86,0.01,2m,4.0,4.0,1.3,992,,,,,,,,780.0,0.004,4m,3.5,1.5,1.9000000000000001,938.0,368.0,0.002,3m,1.0,3.5,0.9,976.0,0.1,6,COMPLETE
133,133,6.631998075399617,2025-06-14 19:24:45.385129,2025-06-14 19:24:50.285952,0 days 00:00:04.900823,298.0,0.01,2m,4.0,4.0,1.8,902.0,284.0,0.01,1m,3.5,4.0,1.1,40.0,486.0,0.002,2m,4.0,3.0,0.6,298.0,,,,,,,,,,,,,,,,,,,,,,30,0.01,2m,4.0,4.0,1.3,1004,,,,,,,,770.0,0.004,4m,3.5,1.5,1.9000000000000001,934.0,368.0,0.002,3m,1.0,3.5,0.9,980.0,0.1,6,COMPLETE
134,134,5.893150673036662,2025-06-14 19:24:50.349061,2025-06-14 19:24:55.123143,0 days 00:00:04.774082,222.0,0.01,2m,4.0,4.0,1.7000000000000002,896.0,266.0,0.01,1m,3.0,4.0,1.0,42.0,502.0,0.002,2m,4.0,3.0,0.7,298.0,,,,,,,,,,,,,,,,,,,,,,34,0.01,2m,3.5,4.0,1.3,1008,,,,,,,,894.0,0.004,4m,3.5,1.5,1.9000000000000001,920.0,372.0,0.001,3m,1.0,3.5,0.8,1004.0,0.1,6,COMPLETE
135,135,6.006856261571556,2025-06-14 19:24:55.186740,2025-06-14 19:24:59.980312,0 days 00:00:04.793572,286.0,0.009000000000000001,2m,4.0,4.0,1.7000000000000002,866.0,330.0,0.01,1m,3.0,4.0,1.0,48.0,514.0,0.001,2m,4.0,2.5,0.8,212.0,,,,,,,,,,,,,,,,,,,,,,20,0.01,2m,3.5,4.0,1.3,1006,,,,,,,,800.0,0.004,4m,3.5,1.5,1.9000000000000001,936.0,370.0,0.001,3m,1.0,3.5,0.9,1004.0,0.1,6,COMPLETE
136,136,5.361695470649387,2025-06-14 19:25:00.053197,2025-06-14 19:25:04.854790,0 days 00:00:04.801593,278.0,0.009000000000000001,2m,4.0,4.0,1.8,864.0,326.0,0.01,1m,3.0,4.0,1.1,16.0,488.0,0.001,2m,4.0,2.5,0.8,210.0,,,,,,,,,,,,,,,,,,,,,,16,0.01,2m,3.5,4.0,1.3,906,,,,,,,,796.0,0.004,4m,4.0,1.5,1.8,946.0,456.0,0.001,2m,1.0,3.5,0.9,988.0,0.1,6,COMPLETE
137,137,4.9006561362272505,2025-06-14 19:25:04.927311,2025-06-14 19:25:10.677578,0 days 00:00:05.750267,324.0,0.009000000000000001,2m,4.0,4.0,1.7000000000000002,780.0,236.0,0.01,1m,3.5,4.0,1.0,112.0,458.0,0.001,2m,4.0,3.5,0.8,240.0,,,,,,,,144.0,0.01,3m,3.0,1.5,1.0,854.0,,,,,,,,66,0.009000000000000001,2m,4.0,4.0,1.4,1024,,,,,,,,856.0,0.003,4m,3.5,1.5,1.7000000000000002,978.0,424.0,0.002,3m,1.0,3.5,0.9,978.0,0.15000000000000002,7,COMPLETE
138,138,0.24487054293595992,2025-06-14 19:25:10.724731,2025-06-14 19:25:25.149720,0 days 00:00:14.424989,246.0,0.009000000000000001,2m,4.0,4.0,1.8,816.0,370.0,0.01,1m,3.0,4.0,1.1,40.0,424.0,0.002,2m,4.0,2.5,0.7,156.0,,,,,,,,,,,,,,,,,,,,,,38,0.01,2m,4.0,4.0,1.4,948,,,,,,,,734.0,0.004,4m,3.5,1.5,1.9000000000000001,1024.0,350.0,0.002,3m,2.5,3.5,0.9,1024.0,0.1,6,COMPLETE
139,139,-0.927357697962225,2025-06-14 19:25:25.272894,2025-06-14 19:25:43.047971,0 days 00:00:17.775077,296.0,0.01,2m,4.0,4.0,1.9000000000000001,878.0,278.0,0.01,1m,3.0,4.0,1.1,104.0,536.0,0.002,2m,3.5,3.5,0.7,266.0,,,,,,,,,,,,,,,,,,,,,,88,0.01,2m,4.0,4.0,1.3,962,,,,,,,,698.0,0.004,4m,3.5,1.5,1.8,816.0,280.0,0.001,1m,1.0,3.5,0.7,1002.0,0.1,6,COMPLETE
140,140,6.056898658000404,2025-06-14 19:25:43.180062,2025-06-14 19:25:56.855342,0 days 00:00:13.675280,206.0,0.01,2m,4.0,4.0,1.8,850.0,204.0,0.01,1m,3.5,3.5,1.0,300.0,556.0,0.001,2m,4.0,3.0,0.8,230.0,,,,,,,,300.0,0.002,4m,4.0,4.0,0.6,1012.0,,,,,,,,34,0.01,2m,4.0,4.0,1.4,874,,,,,,,,766.0,0.003,4m,3.5,1.5,1.9000000000000001,758.0,376.0,0.002,3m,1.0,3.5,0.8,1024.0,0.15000000000000002,7,COMPLETE
141,141,6.097837204445008,2025-06-14 19:25:56.958344,2025-06-14 19:26:03.302058,0 days 00:00:06.343714,136.0,0.01,2m,4.0,4.0,1.8,836.0,196.0,0.01,1m,3.5,3.5,1.0,342.0,572.0,0.001,2m,4.0,3.0,0.8,252.0,,,,,,,,342.0,0.002,4m,4.0,4.0,0.6,1010.0,,,,,,,,58,0.01,2m,4.0,4.0,1.4,874,,,,,,,,770.0,0.003,4m,3.5,1.5,1.9000000000000001,776.0,378.0,0.002,3m,1.0,3.5,0.8,976.0,0.15000000000000002,7,COMPLETE
142,142,5.864771871020787,2025-06-14 19:26:03.422559,2025-06-14 19:26:09.536003,0 days 00:00:06.113444,116.0,0.01,2m,4.0,4.0,1.8,836.0,204.0,0.01,1m,3.5,3.5,1.0,350.0,556.0,0.001,2m,4.0,3.0,0.8,224.0,,,,,,,,312.0,0.002,4m,4.0,4.0,0.6,1012.0,,,,,,,,52,0.01,2m,4.0,4.0,1.3,872,,,,,,,,762.0,0.003,4m,3.5,1.5,1.9000000000000001,774.0,360.0,0.002,3m,1.0,3.5,0.8,978.0,0.2,7,COMPLETE
143,143,6.223122897100708,2025-06-14 19:26:09.614901,2025-06-14 19:26:16.111778,0 days 00:00:06.496877,198.0,0.01,2m,4.0,4.0,1.8,862.0,272.0,0.01,1m,3.5,2.5,1.0,402.0,582.0,0.001,2m,1.0,3.0,0.8,202.0,,,,,,,,190.0,0.001,4m,3.5,4.0,0.6,894.0,,,,,,,,138,0.01,2m,4.0,4.0,1.2000000000000002,932,,,,,,,,816.0,0.003,4m,3.5,1.5,1.9000000000000001,834.0,376.0,0.002,3m,1.0,3.5,0.8,1024.0,0.15000000000000002,7,COMPLETE
144,144,5.986034687770865,2025-06-14 19:26:16.211313,2025-06-14 19:26:22.325851,0 days 00:00:06.114538,194.0,0.01,2m,4.0,4.0,1.7000000000000002,800.0,276.0,0.01,1m,3.5,2.5,1.0,334.0,580.0,0.001,2m,1.0,3.0,0.9,196.0,,,,,,,,176.0,0.001,4m,3.5,4.0,0.6,892.0,,,,,,,,20,0.006,2m,4.0,4.0,1.2000000000000002,920,,,,,,,,836.0,0.003,4m,3.5,1.5,1.9000000000000001,732.0,384.0,0.002,3m,1.0,3.5,0.9,1022.0,0.15000000000000002,7,COMPLETE
145,145,4.735863575257875,2025-06-14 19:26:22.411545,2025-06-14 19:26:29.368947,0 days 00:00:06.957402,146.0,0.01,2m,4.0,4.0,1.8,854.0,180.0,0.01,1m,2.5,2.5,1.0,428.0,606.0,0.001,2m,1.5,2.5,0.8,250.0,,,,,,,,268.0,0.002,4m,4.0,4.0,0.7,958.0,,,,,,,,102,0.01,2m,4.0,4.0,1.2000000000000002,900,,,,,,,,786.0,0.003,4m,4.0,1.5,1.8,702.0,438.0,0.001,3m,1.0,3.5,0.7,1004.0,0.15000000000000002,7,COMPLETE
146,146,4.715709073658935,2025-06-14 19:26:29.458980,2025-06-14 19:26:35.589302,0 days 00:00:06.130322,354.0,0.002,2m,4.0,4.0,1.7000000000000002,824.0,320.0,0.01,1m,3.5,2.5,1.0,294.0,556.0,0.001,2m,1.0,3.0,0.8,126.0,,,,,,,,98.0,0.001,4m,4.0,3.5,0.8,1024.0,,,,,,,,82,0.009000000000000001,2m,4.0,4.0,1.4,886,,,,,,,,742.0,0.004,4m,3.5,1.5,1.9000000000000001,830.0,410.0,0.002,3m,1.0,3.5,0.8,1024.0,0.2,7,COMPLETE
147,147,6.1624527079497025,2025-06-14 19:26:35.657585,2025-06-14 19:26:41.861834,0 days 00:00:06.204249,214.0,0.01,2m,4.0,4.0,1.8,902.0,214.0,0.01,4m,3.5,3.0,1.0,342.0,508.0,0.001,2m,2.0,3.0,0.9,212.0,,,,,,,,334.0,0.001,4m,3.5,4.0,0.6,736.0,,,,,,,,140,0.01,2m,4.0,4.0,1.2000000000000002,928,,,,,,,,708.0,0.003,4m,3.5,1.5,1.9000000000000001,770.0,374.0,0.001,3m,1.0,3.5,0.9,974.0,0.15000000000000002,7,COMPLETE
148,148,6.282453930686903,2025-06-14 19:26:41.963421,2025-06-14 19:26:48.309290,0 days 00:00:06.345869,212.0,0.01,2m,4.0,4.0,1.8,898.0,344.0,0.01,4m,3.5,3.0,0.9,376.0,474.0,0.001,2m,2.0,2.5,0.7,208.0,,,,,,,,326.0,0.001,4m,3.5,4.0,0.6,908.0,,,,,,,,62,0.003,2m,4.0,4.0,1.2000000000000002,928,,,,,,,,708.0,0.003,4m,3.5,1.5,1.8,708.0,372.0,0.002,3m,1.0,3.5,0.9,964.0,0.15000000000000002,7,COMPLETE
149,149,4.915616317212577,2025-06-14 19:26:48.381472,2025-06-14 19:26:55.218048,0 days 00:00:06.836576,192.0,0.01,2m,4.0,4.0,1.8,904.0,246.0,0.01,4m,3.5,3.0,0.9,384.0,492.0,0.001,2m,2.0,3.0,0.7,160.0,,,,,,,,326.0,0.001,4m,3.5,4.0,0.6,914.0,,,,,,,,58,0.01,2m,4.0,4.0,1.2000000000000002,856,,,,,,,,714.0,0.003,4m,3.5,1.5,1.8,668.0,376.0,0.002,3m,1.0,3.5,0.9,964.0,0.2,7,COMPLETE
