,number,value,datetime_start,datetime_complete,duration,params_ADP_PAYX_beta_win,params_ADP_PAYX_stop_loss,params_ADP_PAYX_trade_freq,params_ADP_PAYX_z_entry,params_ADP_PAYX_z_exit,params_ADP_PAYX_z_stop_scaler,params_ADP_PAYX_z_win,params_AMGN_ANSS_beta_win,params_AMGN_ANSS_stop_loss,params_AMGN_ANSS_trade_freq,params_AMGN_ANSS_z_entry,params_AMGN_ANSS_z_exit,params_AMGN_ANSS_z_stop_scaler,params_AMGN_ANSS_z_win,params_AMZN_ON_beta_win,params_AMZN_ON_stop_loss,params_AMZN_ON_trade_freq,params_AMZN_ON_z_entry,params_AMZN_ON_z_exit,params_AMZN_ON_z_stop_scaler,params_AMZN_ON_z_win,params_GFS_EXC_beta_win,params_GFS_EXC_stop_loss,params_GFS_EXC_trade_freq,params_GFS_EXC_z_entry,params_GFS_EXC_z_exit,params_GFS_EXC_z_stop_scaler,params_GFS_EXC_z_win,params_GOOGL_ON_beta_win,params_GOOGL_ON_stop_loss,params_GOOGL_ON_trade_freq,params_GOOGL_ON_z_entry,params_GOOGL_ON_z_exit,params_GOOGL_ON_z_stop_scaler,params_GOOGL_ON_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_GOOG_ON_beta_win,params_GOOG_ON_stop_loss,params_GOOG_ON_trade_freq,params_GOOG_ON_z_entry,params_GOOG_ON_z_exit,params_GOOG_ON_z_stop_scaler,params_GOOG_ON_z_win,params_NXPI_ANSS_beta_win,params_NXPI_ANSS_stop_loss,params_NXPI_ANSS_trade_freq,params_NXPI_ANSS_z_entry,params_NXPI_ANSS_z_exit,params_NXPI_ANSS_z_stop_scaler,params_NXPI_ANSS_z_win,params_WBD_ANSS_beta_win,params_WBD_ANSS_stop_loss,params_WBD_ANSS_trade_freq,params_WBD_ANSS_z_entry,params_WBD_ANSS_z_exit,params_WBD_ANSS_z_stop_scaler,params_WBD_ANSS_z_win,params_WDAY_ANSS_beta_win,params_WDAY_ANSS_stop_loss,params_WDAY_ANSS_trade_freq,params_WDAY_ANSS_z_entry,params_WDAY_ANSS_z_exit,params_WDAY_ANSS_z_stop_scaler,params_WDAY_ANSS_z_win,params_buffer_capital,params_pairs_to_trade,state
39,39,-2.872593279187468,2025-06-14 20:11:44.706591,2025-06-14 20:11:47.693877,0 days 00:00:02.987286,,,,,,,,952,0.009000000000000001,4m,2.5,1.5,2.0,748,912.0,0.002,3m,4.0,3.0,1.2000000000000002,382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.0,0.007,3m,1.0,2.0,1.9000000000000001,882.0,,,,,,,,0.25,3,COMPLETE
40,40,-5.032749342036433,2025-06-14 20:11:47.772864,2025-06-14 20:11:52.512453,0 days 00:00:04.739589,,,,,,,,372,0.003,3m,2.0,1.0,1.7000000000000002,682,752.0,0.007,4m,1.0,3.0,1.9000000000000001,650.0,320.0,0.01,4m,1.0,1.0,2.0,18.0,,,,,,,,56.0,0.006,4m,2.5,3.0,1.1,1024.0,,,,,,,,,,,,,,,892.0,0.002,2m,1.5,3.5,1.2000000000000002,332.0,,,,,,,,0.15000000000000002,5,COMPLETE
41,41,-2.5969194127846817,2025-06-14 20:11:52.565020,2025-06-14 20:11:54.718580,0 days 00:00:02.153560,,,,,,,,858,0.005,4m,3.5,1.0,1.4,612,698.0,0.005,4m,4.0,3.5,1.5,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
42,42,-5.8845679844023735,2025-06-14 20:11:54.785877,2025-06-14 20:11:56.648222,0 days 00:00:01.862345,,,,,,,,850,0.004,4m,4.0,1.0,1.1,488,538.0,0.004,4m,3.5,3.5,1.4,508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
43,43,-1.1801525958901316,2025-06-14 20:11:56.729243,2025-06-14 20:11:57.840674,0 days 00:00:01.111431,,,,,,,,968,0.006,4m,3.0,1.0,1.2000000000000002,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
44,44,-2.2512424826105484,2025-06-14 20:11:57.904528,2025-06-14 20:12:00.743526,0 days 00:00:02.838998,,,,,,,,898,0.005,4m,3.5,1.5,1.4,694,654.0,0.005,4m,4.0,4.0,1.6,544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.0,0.009000000000000001,3m,3.5,1.5,0.5,492.0,,,,,,,,0.1,3,COMPLETE
45,45,-0.07305070680838804,2025-06-14 20:12:00.843423,2025-06-14 20:12:02.603186,0 days 00:00:01.759763,,,,,,,,820,0.004,4m,4.0,1.0,0.9,812,722.0,0.006,4m,3.5,3.0,1.7000000000000002,634.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
46,46,-3.584977406015111,2025-06-14 20:12:02.658683,2025-06-14 20:12:10.797388,0 days 00:00:08.138705,,,,,,,,754,0.006,4m,3.0,1.5,0.5,310,838.0,0.004,4m,3.5,4.0,1.8,452.0,238.0,0.008,1m,2.0,4.0,1.5,1000.0,644.0,0.001,2m,1.5,1.0,2.0,278.0,836.0,0.003,2m,3.5,3.5,1.5,434.0,70.0,0.01,3m,3.5,4.0,2.0,18.0,998.0,0.005,2m,1.0,1.0,1.5,992.0,616.0,0.003,2m,3.0,4.0,1.6,714.0,1022.0,0.01,2m,4.0,4.0,2.0,24.0,0.3,9,COMPLETE
47,47,-2.4628673782220942,2025-06-14 20:12:10.884973,2025-06-14 20:12:11.900316,0 days 00:00:01.015343,,,,,,,,682,0.003,1m,3.5,2.0,1.5,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
48,48,-1.6842202318907122,2025-06-14 20:12:11.961298,2025-06-14 20:12:14.785368,0 days 00:00:02.824070,,,,,,,,986,0.007,4m,2.5,1.0,1.2000000000000002,630,622.0,0.007,3m,4.0,3.5,1.5,356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,0.005,1m,2.0,2.5,0.8,426.0,,,,,,,,0.15000000000000002,3,COMPLETE
49,49,-2.230756689297689,2025-06-14 20:12:14.845174,2025-06-14 20:12:16.713982,0 days 00:00:01.868808,,,,,,,,582,0.006,2m,3.0,3.5,0.6,716,452.0,0.006,2m,3.5,3.0,1.2000000000000002,530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
50,50,-2.4827488089350873,2025-06-14 20:12:16.785819,2025-06-14 20:12:20.389776,0 days 00:00:03.603957,,,,,,,,916,0.005,4m,3.5,1.5,1.9000000000000001,436,892.0,0.005,1m,4.0,4.0,1.7000000000000002,152.0,,,,,,,,,,,,,,,204.0,0.007,3m,2.5,2.5,0.7,154.0,,,,,,,,,,,,,,,430.0,0.001,4m,4.0,2.0,0.6,154.0,,,,,,,,0.2,4,COMPLETE
51,51,-1.1868677935930756,2025-06-14 20:12:20.464688,2025-06-14 20:12:25.690617,0 days 00:00:05.225929,,,,,,,,986,0.009000000000000001,4m,2.0,2.0,1.9000000000000001,698,296.0,0.008,4m,3.0,3.5,1.6,588.0,772.0,0.004,3m,3.5,2.0,0.9,462.0,220.0,0.005,3m,3.0,2.5,1.0,1012.0,710.0,0.009000000000000001,1m,1.5,1.5,1.8,778.0,,,,,,,,,,,,,,,786.0,0.009000000000000001,1m,2.5,3.0,1.0,950.0,,,,,,,,0.25,6,COMPLETE
52,52,1.683046271891268,2025-06-14 20:12:25.755614,2025-06-14 20:12:32.603077,0 days 00:00:06.847463,,,,,,,,870,0.01,4m,1.0,2.5,2.0,860,134.0,0.007,4m,3.5,3.0,1.8,246.0,544.0,0.005,3m,3.0,3.0,1.3,668.0,752.0,0.007,1m,3.5,4.0,1.0,676.0,918.0,0.009000000000000001,1m,2.0,2.0,2.0,324.0,1004.0,0.001,1m,3.0,2.5,1.3,314.0,,,,,,,,870.0,0.01,1m,2.0,3.0,1.2000000000000002,798.0,42.0,0.006,3m,1.0,2.5,2.0,1016.0,0.2,8,COMPLETE
53,53,-0.5193199801728653,2025-06-14 20:12:32.658442,2025-06-14 20:12:39.629126,0 days 00:00:06.970684,,,,,,,,856,0.01,4m,1.0,1.0,2.0,876,112.0,0.007,4m,3.5,3.5,1.9000000000000001,1014.0,612.0,0.005,2m,2.5,3.0,1.7000000000000002,746.0,754.0,0.008,1m,3.5,4.0,1.0,696.0,518.0,0.008,1m,2.0,2.0,1.4,334.0,1006.0,0.001,1m,3.0,2.5,1.3,310.0,,,,,,,,856.0,0.01,1m,2.0,3.5,1.4,558.0,20.0,0.006,3m,1.0,2.5,1.9000000000000001,980.0,0.2,8,COMPLETE
54,54,-9.905632158486751,2025-06-14 20:12:39.695204,2025-06-14 20:12:47.006596,0 days 00:00:07.311392,,,,,,,,794,0.004,4m,4.0,4.0,1.8,218,530.0,0.007,4m,2.0,3.0,1.8,300.0,442.0,0.008,3m,2.0,3.0,1.3,646.0,552.0,0.007,1m,3.5,3.5,0.8,546.0,898.0,0.005,1m,1.0,1.0,2.0,344.0,804.0,0.003,1m,3.0,2.0,1.2000000000000002,310.0,120.0,0.01,1m,1.0,4.0,0.5,38.0,932.0,0.006,1m,1.0,3.0,1.2000000000000002,630.0,36.0,0.009000000000000001,3m,1.0,2.5,1.4,762.0,0.15000000000000002,9,COMPLETE
55,55,-2.08905207466619,2025-06-14 20:12:47.056535,2025-06-14 20:12:53.446979,0 days 00:00:06.390444,,,,,,,,134,0.008,4m,1.0,2.5,2.0,890,658.0,0.009000000000000001,4m,4.0,3.5,1.9000000000000001,232.0,270.0,0.005,3m,3.0,3.5,1.3,830.0,814.0,0.003,1m,2.0,3.0,1.5,820.0,738.0,0.007,2m,2.0,2.0,1.7000000000000002,472.0,818.0,0.009000000000000001,2m,2.5,3.0,0.9,314.0,,,,,,,,688.0,0.008,1m,1.5,2.5,1.0,794.0,300.0,0.004,3m,3.0,2.0,1.0,264.0,0.3,8,COMPLETE
56,56,1.570567138272495,2025-06-14 20:12:53.501674,2025-06-14 20:13:01.404364,0 days 00:00:07.902690,892.0,0.001,3m,1.0,4.0,2.0,984.0,736,0.009000000000000001,4m,3.5,3.0,1.6,804,796.0,0.006,4m,2.5,3.0,1.8,118.0,636.0,0.007,1m,2.5,2.0,1.8,562.0,560.0,0.003,4m,3.5,3.5,1.2000000000000002,568.0,586.0,0.009000000000000001,3m,2.5,3.0,1.5,16.0,470.0,0.002,1m,4.0,3.5,1.5,892.0,452.0,0.001,1m,4.0,1.0,1.2000000000000002,1016.0,554.0,0.006,1m,3.0,3.5,1.4,910.0,822.0,0.008,2m,1.5,3.5,1.7000000000000002,660.0,0.25,10,COMPLETE
57,57,0.8243037657244969,2025-06-14 20:13:01.471431,2025-06-14 20:13:09.395835,0 days 00:00:07.924404,930.0,0.001,3m,1.0,4.0,2.0,984.0,742,0.01,3m,2.0,3.0,1.7000000000000002,800,800.0,0.006,2m,2.0,2.5,1.8,98.0,646.0,0.007,1m,2.5,2.0,1.8,578.0,524.0,0.003,4m,3.5,3.5,1.2000000000000002,562.0,628.0,0.009000000000000001,3m,2.5,3.0,1.4,38.0,412.0,0.003,1m,4.0,3.5,1.5,972.0,420.0,0.001,1m,4.0,1.0,1.2000000000000002,1010.0,620.0,0.006,1m,3.0,3.5,1.4,942.0,854.0,0.008,2m,1.5,3.5,1.7000000000000002,678.0,0.25,10,COMPLETE
58,58,-3.0733186714225225,2025-06-14 20:13:09.451177,2025-06-14 20:13:15.064640,0 days 00:00:05.613463,,,,,,,,886,0.009000000000000001,4m,3.0,3.5,1.6,924,218.0,0.007,4m,2.5,3.0,2.0,122.0,478.0,0.007,1m,2.5,1.5,1.4,366.0,622.0,0.004,4m,3.0,4.0,1.2000000000000002,384.0,408.0,0.009000000000000001,3m,3.0,2.5,1.8,148.0,186.0,0.001,1m,3.5,3.0,1.5,828.0,,,,,,,,548.0,0.007,1m,2.5,3.5,1.3,804.0,,,,,,,,0.3,7,COMPLETE
59,59,-2.898811606144485,2025-06-14 20:13:15.103791,2025-06-14 20:13:22.992154,0 days 00:00:07.888363,1012.0,0.001,1m,1.0,4.0,2.0,990.0,940,0.009000000000000001,4m,1.5,3.0,1.8,764,278.0,0.008,4m,2.5,2.0,1.7000000000000002,30.0,684.0,0.004,1m,1.5,1.5,1.7000000000000002,780.0,850.0,0.007,4m,4.0,3.0,0.7,632.0,494.0,0.008,3m,2.0,3.5,1.5,338.0,496.0,0.003,1m,3.5,2.0,1.0,434.0,474.0,0.004,1m,3.0,2.0,1.1,694.0,732.0,0.008,1m,2.5,3.5,1.6,912.0,762.0,0.005,2m,1.0,3.0,1.7000000000000002,1014.0,0.25,10,COMPLETE
60,60,0.3329889988247584,2025-06-14 20:13:23.053857,2025-06-14 20:13:29.764366,0 days 00:00:06.710509,,,,,,,,804,0.01,1m,2.5,3.5,1.9000000000000001,984,962.0,0.006,1m,3.0,3.0,1.9000000000000001,260.0,536.0,0.01,1m,3.0,3.0,2.0,896.0,432.0,0.002,2m,3.5,3.5,1.1,880.0,882.0,0.01,3m,2.5,3.0,1.1,162.0,748.0,0.002,1m,3.0,3.5,1.7000000000000002,772.0,766.0,0.003,2m,3.0,2.0,1.6,688.0,828.0,0.01,1m,2.5,3.0,1.2000000000000002,838.0,246.0,0.007,4m,2.0,3.0,1.6,638.0,0.2,9,COMPLETE
61,61,-1.1678651456146674,2025-06-14 20:13:29.809913,2025-06-14 20:13:36.680530,0 days 00:00:06.870617,968.0,0.001,3m,1.0,4.0,2.0,976.0,734,0.01,3m,2.0,3.0,1.7000000000000002,828,804.0,0.006,2m,2.0,2.5,1.8,112.0,652.0,0.007,1m,2.5,2.0,1.8,590.0,508.0,0.003,4m,3.5,3.5,1.5,574.0,620.0,0.009000000000000001,3m,2.5,3.0,1.4,46.0,452.0,0.004,1m,4.0,3.5,1.4,1016.0,392.0,0.001,1m,4.0,1.0,1.1,1024.0,616.0,0.006,1m,3.0,3.5,1.4,920.0,900.0,0.009000000000000001,2m,1.5,4.0,1.8,626.0,0.25,10,COMPLETE
62,62,-1.1444253418844692,2025-06-14 20:13:36.720286,2025-06-14 20:13:42.735579,0 days 00:00:06.015293,,,,,,,,30,0.01,3m,2.5,2.5,1.7000000000000002,788,860.0,0.006,2m,2.0,2.5,1.7000000000000002,192.0,398.0,0.008,1m,2.5,2.0,1.8,586.0,634.0,0.004,4m,3.0,4.0,1.2000000000000002,472.0,674.0,0.009000000000000001,3m,3.0,3.5,1.5,20.0,306.0,0.003,1m,4.0,3.5,1.5,886.0,346.0,0.007,1m,4.0,1.0,0.9,852.0,616.0,0.007,1m,3.0,3.0,1.5,970.0,794.0,0.008,2m,1.5,3.5,2.0,800.0,0.25,9,COMPLETE
63,63,-1.7549648315632589,2025-06-14 20:13:42.780991,2025-06-14 20:13:49.511404,0 days 00:00:06.730413,726.0,0.003,3m,2.0,3.5,1.6,710.0,762,0.01,3m,1.5,3.0,1.6,858,734.0,0.007,2m,1.5,2.5,1.8,76.0,828.0,0.005,1m,2.0,2.5,1.6,662.0,272.0,0.002,4m,3.5,3.5,1.1,662.0,758.0,0.007,3m,2.0,3.0,1.2000000000000002,212.0,574.0,0.002,1m,4.0,3.0,1.8,898.0,278.0,0.002,1m,3.0,1.5,1.4,782.0,960.0,0.006,1m,3.5,4.0,1.3,720.0,938.0,0.007,2m,1.5,3.0,1.6,692.0,0.2,10,COMPLETE
64,64,-1.9683367864441892,2025-06-14 20:13:49.559316,2025-06-14 20:13:56.291710,0 days 00:00:06.732394,86.0,0.01,2m,2.0,3.0,1.5,672.0,654,0.008,3m,2.0,2.5,1.8,910,794.0,0.008,2m,2.5,2.5,2.0,92.0,560.0,0.006,1m,3.0,1.5,1.8,558.0,540.0,0.006,4m,4.0,3.0,0.9,420.0,574.0,0.01,3m,2.5,2.5,1.4,96.0,434.0,0.004,1m,3.5,4.0,1.1,190.0,624.0,0.007,4m,3.5,3.0,0.8,916.0,776.0,0.005,1m,3.0,3.5,1.1,830.0,720.0,0.008,3m,1.5,3.5,1.1,892.0,0.3,10,COMPLETE
65,65,-1.0524540098356625,2025-06-14 20:13:56.331195,2025-06-14 20:14:02.358056,0 days 00:00:06.026861,,,,,,,,728,0.009000000000000001,3m,3.0,3.0,1.5,728,566.0,0.006,4m,1.5,2.0,1.6,162.0,714.0,0.009000000000000001,4m,3.5,2.0,1.5,386.0,688.0,0.004,1m,3.0,4.0,1.3,272.0,1014.0,0.008,4m,3.0,4.0,1.7000000000000002,292.0,226.0,0.002,3m,2.5,2.0,1.4,462.0,548.0,0.003,3m,2.0,1.5,1.8,562.0,1020.0,0.008,1m,2.0,3.0,1.4,932.0,484.0,0.006,2m,2.5,2.0,1.8,456.0,0.35000000000000003,9,COMPLETE
66,66,-2.0894347590245017,2025-06-14 20:14:02.406650,2025-06-14 20:14:09.191944,0 days 00:00:06.785294,728.0,0.004,3m,1.0,2.0,2.0,958.0,880,0.009000000000000001,2m,2.5,3.0,2.0,792,682.0,0.005,4m,3.0,3.0,0.9,316.0,358.0,0.007,2m,1.5,2.5,1.9000000000000001,508.0,428.0,0.002,4m,3.5,3.5,1.5,596.0,650.0,0.006,3m,2.5,2.0,1.9000000000000001,206.0,894.0,0.005,2m,3.5,2.5,1.6,728.0,268.0,0.001,1m,3.5,3.0,1.2000000000000002,192.0,446.0,0.007,1m,2.5,4.0,1.7000000000000002,646.0,846.0,0.01,2m,1.0,3.0,1.5,576.0,0.25,10,COMPLETE
67,67,-6.138728399319419,2025-06-14 20:14:09.224960,2025-06-14 20:14:13.864571,0 days 00:00:04.639611,,,,,,,,698,0.007,4m,3.0,2.5,1.7000000000000002,628,604.0,0.007,3m,2.5,3.5,1.9000000000000001,198.0,516.0,0.004,1m,2.5,2.0,1.4,674.0,558.0,0.008,4m,2.5,2.0,1.1,788.0,540.0,0.01,2m,1.5,2.5,1.3,96.0,554.0,0.002,4m,3.0,3.5,1.3,948.0,,,,,,,,360.0,0.009000000000000001,1m,3.5,3.5,1.7000000000000002,1020.0,,,,,,,,0.2,7,COMPLETE
68,68,-0.1450312454619603,2025-06-14 20:14:13.907462,2025-06-14 20:14:19.284965,0 days 00:00:05.377503,,,,,,,,834,0.01,4m,2.0,3.5,1.9000000000000001,662,816.0,0.006,2m,2.0,2.5,1.7000000000000002,396.0,158.0,0.006,4m,3.0,4.0,1.6,740.0,828.0,0.005,1m,4.0,4.0,0.8,510.0,936.0,0.009000000000000001,1m,2.0,3.5,1.6,280.0,682.0,0.001,1m,4.0,2.5,2.0,606.0,,,,,,,,712.0,0.004,1m,3.0,3.0,0.9,758.0,616.0,0.008,3m,1.5,4.0,1.2000000000000002,292.0,0.25,8,COMPLETE
69,69,-1.0890168733181047,2025-06-14 20:14:19.339427,2025-06-14 20:14:26.221567,0 days 00:00:06.882140,760.0,0.001,3m,3.0,3.0,0.5,438.0,262,0.008,4m,3.5,3.0,1.8,852,768.0,0.007,4m,3.5,1.5,1.8,50.0,642.0,0.009000000000000001,3m,2.0,3.0,1.7000000000000002,532.0,1018.0,0.009000000000000001,3m,3.0,2.5,1.4,630.0,386.0,0.005,3m,2.5,1.5,1.8,18.0,400.0,0.003,1m,3.5,3.0,1.4,804.0,796.0,0.003,1m,2.0,1.5,0.9,824.0,588.0,0.009000000000000001,1m,2.5,2.5,1.5,562.0,178.0,0.005,2m,2.5,2.5,1.8,900.0,0.3,10,COMPLETE
70,70,-3.327535035968792,2025-06-14 20:14:26.263098,2025-06-14 20:14:31.693316,0 days 00:00:05.430218,,,,,,,,790,0.01,3m,1.0,3.5,1.6,728,708.0,0.005,4m,3.0,2.0,2.0,448.0,490.0,0.008,1m,2.5,1.5,0.6,912.0,474.0,0.007,2m,2.5,3.0,0.9,294.0,480.0,0.007,4m,3.5,3.0,1.1,202.0,148.0,0.005,1m,2.0,3.5,0.7,394.0,,,,,,,,524.0,0.004,3m,2.0,4.0,0.9,890.0,444.0,0.009000000000000001,4m,1.0,3.5,2.0,720.0,0.2,8,COMPLETE
71,71,-0.14528640740613832,2025-06-14 20:14:31.746228,2025-06-14 20:14:33.175240,0 days 00:00:01.429012,,,,,,,,914,0.006,4m,3.5,1.0,1.4,584,682.0,0.004,4m,3.5,3.5,1.6,494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
72,72,-0.9712558550129838,2025-06-14 20:14:33.203064,2025-06-14 20:14:34.016071,0 days 00:00:00.813007,,,,,,,,838,0.007,4m,3.5,1.0,1.3,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
73,73,-2.3378488777409077,2025-06-14 20:14:34.052167,2025-06-14 20:14:36.204390,0 days 00:00:02.152223,,,,,,,,950,0.005,4m,4.0,1.0,1.5,532,736.0,0.005,4m,4.0,3.5,1.5,414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.0,0.006,2m,3.5,3.5,1.2000000000000002,968.0,,,,,,,,0.1,3,COMPLETE
74,74,-4.0845363872752545,2025-06-14 20:14:36.248742,2025-06-14 20:14:37.701960,0 days 00:00:01.453218,,,,,,,,894,0.004,4m,3.5,1.0,2.0,590,624.0,0.006,4m,3.5,3.5,1.7000000000000002,562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,2,COMPLETE
75,75,2.5376221683237152,2025-06-14 20:14:37.737689,2025-06-14 20:14:38.524744,0 days 00:00:00.787055,,,,,,,,870,0.006,4m,3.0,2.0,1.4,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
76,76,0.5592589170610899,2025-06-14 20:14:38.565032,2025-06-14 20:14:39.349321,0 days 00:00:00.784289,,,,,,,,866,0.007,4m,3.0,2.0,1.6,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
77,77,0.08542486901384415,2025-06-14 20:14:39.391916,2025-06-14 20:14:40.138032,0 days 00:00:00.746116,,,,,,,,496,0.006,4m,3.0,2.5,1.5,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
78,78,-12.974389299161565,2025-06-14 20:14:40.181379,2025-06-14 20:14:43.656215,0 days 00:00:03.474836,,,,,,,,822,0.008,1m,2.5,3.0,1.9000000000000001,812,472.0,0.008,1m,3.0,3.0,1.8,232.0,914.0,0.006,3m,3.5,2.5,1.9000000000000001,404.0,,,,,,,,858.0,0.01,1m,1.5,1.5,2.0,110.0,,,,,,,,,,,,,,,816.0,0.005,1m,4.0,3.5,1.6,750.0,,,,,,,,0.2,5,COMPLETE
79,79,-3.0717373962356413,2025-06-14 20:14:43.704268,2025-06-14 20:14:45.052516,0 days 00:00:01.348248,,,,,,,,1024,0.009000000000000001,4m,3.0,2.5,1.8,1018,876.0,0.007,2m,2.5,4.0,1.9000000000000001,286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,2,COMPLETE
80,80,-1.7901911102040542,2025-06-14 20:14:45.079909,2025-06-14 20:14:45.910466,0 days 00:00:00.830557,,,,,,,,780,0.007,4m,2.5,2.0,2.0,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
81,81,-3.8858640375824187,2025-06-14 20:14:45.938486,2025-06-14 20:14:47.453172,0 days 00:00:01.514686,,,,,,,,862,0.005,4m,3.5,1.0,1.4,564,768.0,0.005,4m,4.0,3.5,1.4,340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
82,82,-1.617891319606206,2025-06-14 20:14:47.494997,2025-06-14 20:14:49.653814,0 days 00:00:02.158817,,,,,,,,920,0.006,4m,3.5,1.5,1.3,514,578.0,0.006,4m,4.0,3.0,1.6,468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.0,0.002,4m,3.0,3.0,1.9000000000000001,848.0,,,,,,,,0.1,3,COMPLETE
83,83,-2.0878615403710383,2025-06-14 20:14:49.682429,2025-06-14 20:14:51.121798,0 days 00:00:01.439369,,,,,,,,808,0.005,2m,3.0,1.0,1.4,680,678.0,0.005,4m,3.5,4.0,1.5,372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
84,84,-0.09337387840114748,2025-06-14 20:14:51.162291,2025-06-14 20:14:55.286869,0 days 00:00:04.124578,,,,,,,,966,0.006,4m,3.5,1.5,1.2000000000000002,606,708.0,0.006,4m,2.0,3.5,0.5,518.0,734.0,0.002,1m,3.0,3.5,1.2000000000000002,200.0,594.0,0.004,4m,3.5,3.5,1.2000000000000002,852.0,780.0,0.009000000000000001,3m,4.0,2.5,0.9,492.0,,,,,,,,,,,,,,,902.0,0.008,1m,2.5,4.0,1.0,690.0,,,,,,,,0.15000000000000002,6,COMPLETE
85,85,-100.0,2025-06-14 20:14:55.340893,2025-06-14 20:14:56.145398,0 days 00:00:00.804505,,,,,,,,750,0.007,4m,4.0,1.0,1.7000000000000002,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
86,86,1.1864341739224622,2025-06-14 20:14:56.198715,2025-06-14 20:14:57.708787,0 days 00:00:01.510072,,,,,,,,1000,0.005,4m,3.5,1.5,1.3,462,384.0,0.004,4m,3.5,3.5,1.7000000000000002,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
87,87,-2.3676270509398294,2025-06-14 20:14:57.748016,2025-06-14 20:14:59.316862,0 days 00:00:01.568846,,,,,,,,1000,0.005,4m,3.0,2.0,1.3,756,366.0,0.003,3m,3.0,3.0,1.8,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
88,88,1.6983305593956393,2025-06-14 20:14:59.352948,2025-06-14 20:15:00.184868,0 days 00:00:00.831920,,,,,,,,902,0.01,4m,2.5,1.5,1.5,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
89,89,-0.18605652819332277,2025-06-14 20:15:00.221719,2025-06-14 20:15:01.033435,0 days 00:00:00.811716,,,,,,,,948,0.008,4m,2.5,1.5,1.5,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
90,90,1.0763411168999393,2025-06-14 20:15:01.073877,2025-06-14 20:15:01.862221,0 days 00:00:00.788344,,,,,,,,910,0.006,4m,3.5,2.0,1.3,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
