,number,value,datetime_start,datetime_complete,duration,params_ADP_PAYX_beta_win,params_ADP_PAYX_stop_loss,params_ADP_PAYX_trade_freq,params_ADP_PAYX_z_entry,params_ADP_PAYX_z_exit,params_ADP_PAYX_z_stop_scaler,params_ADP_PAYX_z_win,params_AMGN_ANSS_beta_win,params_AMGN_ANSS_stop_loss,params_AMGN_ANSS_trade_freq,params_AMGN_ANSS_z_entry,params_AMGN_ANSS_z_exit,params_AMGN_ANSS_z_stop_scaler,params_AMGN_ANSS_z_win,params_AMZN_ON_beta_win,params_AMZN_ON_stop_loss,params_AMZN_ON_trade_freq,params_AMZN_ON_z_entry,params_AMZN_ON_z_exit,params_AMZN_ON_z_stop_scaler,params_AMZN_ON_z_win,params_GFS_EXC_beta_win,params_GFS_EXC_stop_loss,params_GFS_EXC_trade_freq,params_GFS_EXC_z_entry,params_GFS_EXC_z_exit,params_GFS_EXC_z_stop_scaler,params_GFS_EXC_z_win,params_GOOGL_ON_beta_win,params_GOOGL_ON_stop_loss,params_GOOGL_ON_trade_freq,params_GOOGL_ON_z_entry,params_GOOGL_ON_z_exit,params_GOOGL_ON_z_stop_scaler,params_GOOGL_ON_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_GOOG_ON_beta_win,params_GOOG_ON_stop_loss,params_GOOG_ON_trade_freq,params_GOOG_ON_z_entry,params_GOOG_ON_z_exit,params_GOOG_ON_z_stop_scaler,params_GOOG_ON_z_win,params_NXPI_ANSS_beta_win,params_NXPI_ANSS_stop_loss,params_NXPI_ANSS_trade_freq,params_NXPI_ANSS_z_entry,params_NXPI_ANSS_z_exit,params_NXPI_ANSS_z_stop_scaler,params_NXPI_ANSS_z_win,params_WBD_ANSS_beta_win,params_WBD_ANSS_stop_loss,params_WBD_ANSS_trade_freq,params_WBD_ANSS_z_entry,params_WBD_ANSS_z_exit,params_WBD_ANSS_z_stop_scaler,params_WBD_ANSS_z_win,params_WDAY_ANSS_beta_win,params_WDAY_ANSS_stop_loss,params_WDAY_ANSS_trade_freq,params_WDAY_ANSS_z_entry,params_WDAY_ANSS_z_exit,params_WDAY_ANSS_z_stop_scaler,params_WDAY_ANSS_z_win,params_buffer_capital,params_pairs_to_trade,state
91,91,1.7276473538359718,2025-06-14 20:15:01.891408,2025-06-14 20:15:02.659104,0 days 00:00:00.767696,,,,,,,,1000,0.006,4m,3.5,2.0,1.3,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
92,92,-0.34693637434915237,2025-06-14 20:15:02.693829,2025-06-14 20:15:03.533773,0 days 00:00:00.839944,,,,,,,,990,0.006,4m,3.5,1.5,1.2000000000000002,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
93,93,-0.03373648990194434,2025-06-14 20:15:03.576788,2025-06-14 20:15:04.416065,0 days 00:00:00.839277,,,,,,,,968,0.007,4m,3.5,2.0,1.4,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
94,94,1.4683389697888989,2025-06-14 20:15:04.455415,2025-06-14 20:15:05.974561,0 days 00:00:01.519146,,,,,,,,1006,0.005,4m,4.0,1.5,1.3,468,176.0,0.004,4m,3.5,4.0,0.6,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
95,95,-0.0708248033238864,2025-06-14 20:15:06.035988,2025-06-14 20:15:08.148203,0 days 00:00:02.112215,,,,,,,,878,0.004,4m,4.0,2.0,1.4,548,136.0,0.002,4m,3.0,4.0,0.6,626.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.0,0.003,3m,1.5,1.5,1.1,486.0,,,,,,,,0.05,3,COMPLETE
96,96,4.467751600530305,2025-06-14 20:15:08.177878,2025-06-14 20:15:09.028176,0 days 00:00:00.850298,,,,,,,,932,0.007,4m,4.0,1.5,1.0,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
97,97,-100.0,2025-06-14 20:15:09.086280,2025-06-14 20:15:09.902184,0 days 00:00:00.815904,,,,,,,,928,0.007,4m,4.0,1.0,0.8,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
98,98,2.7186410884315464,2025-06-14 20:15:09.963543,2025-06-14 20:15:10.804358,0 days 00:00:00.840815,,,,,,,,852,0.007,4m,3.0,1.5,1.0,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
99,99,1.150338213749942,2025-06-14 20:15:10.838853,2025-06-14 20:15:11.624537,0 days 00:00:00.785684,,,,,,,,888,0.007,4m,3.0,1.5,0.8,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
100,100,2.5181092207142344,2025-06-14 20:15:11.661008,2025-06-14 20:15:12.493795,0 days 00:00:00.832787,,,,,,,,938,0.007,1m,3.0,1.5,1.0,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
101,101,-0.24393893316114934,2025-06-14 20:15:12.536448,2025-06-14 20:15:13.361446,0 days 00:00:00.824998,,,,,,,,846,0.007,1m,3.0,1.5,0.9,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
102,102,-1.6500337471284832,2025-06-14 20:15:13.429621,2025-06-14 20:15:14.256262,0 days 00:00:00.826641,,,,,,,,936,0.007,1m,3.0,1.5,1.0,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
103,103,-2.1639888886345813,2025-06-14 20:15:14.303098,2025-06-14 20:15:15.118662,0 days 00:00:00.815564,,,,,,,,962,0.008,1m,2.5,1.5,1.1,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
104,104,0.5153260340635376,2025-06-14 20:15:15.155204,2025-06-14 20:15:15.989282,0 days 00:00:00.834078,,,,,,,,904,0.006,1m,3.0,2.0,1.0,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
105,105,1.1041243769926699,2025-06-14 20:15:16.035707,2025-06-14 20:15:17.467355,0 days 00:00:01.431648,,,,,,,,868,0.007,4m,3.0,1.5,1.0,328,432.0,0.01,1m,3.5,4.0,1.3,808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
106,106,-4.64675927052027,2025-06-14 20:15:17.527738,2025-06-14 20:15:18.334693,0 days 00:00:00.806955,,,,,,,,838,0.002,2m,2.5,1.0,0.9,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
107,107,0.8410450982690548,2025-06-14 20:15:18.373288,2025-06-14 20:15:19.844210,0 days 00:00:01.470922,,,,,,,,932,0.007,4m,3.0,1.0,1.1,280,548.0,0.009000000000000001,3m,4.0,4.0,2.0,698.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
108,108,0.4614402813275341,2025-06-14 20:15:19.881051,2025-06-14 20:15:20.690971,0 days 00:00:00.809920,,,,,,,,978,0.006,1m,3.0,1.5,1.0,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
109,109,-4.137068856897655,2025-06-14 20:15:20.728411,2025-06-14 20:15:22.176430,0 days 00:00:01.448019,,,,,,,,894,0.006,4m,2.5,1.0,1.1,420,490.0,0.008,1m,3.5,3.5,1.0,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
110,110,1.6570228888732603,2025-06-14 20:15:22.223524,2025-06-14 20:15:23.043334,0 days 00:00:00.819810,,,,,,,,816,0.008,4m,2.5,1.0,0.9,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
111,111,-2.215271830350722,2025-06-14 20:15:23.072066,2025-06-14 20:15:23.884270,0 days 00:00:00.812204,,,,,,,,816,0.008,4m,2.5,1.0,0.9,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
112,112,0.5412005638882565,2025-06-14 20:15:23.928230,2025-06-14 20:15:24.711384,0 days 00:00:00.783154,,,,,,,,846,0.007,4m,2.5,1.0,0.9,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
113,113,-1.3523802896595745,2025-06-14 20:15:24.749171,2025-06-14 20:15:25.603393,0 days 00:00:00.854222,,,,,,,,874,0.008,4m,3.0,1.0,0.8,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
114,114,-1.3918812686769586,2025-06-14 20:15:25.630902,2025-06-14 20:15:27.068516,0 days 00:00:01.437614,,,,,,,,906,0.007,4m,2.5,1.5,0.7,252,48.0,0.009000000000000001,3m,1.0,3.5,1.4,686.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
115,115,2.5567891326783116,2025-06-14 20:15:27.110526,2025-06-14 20:15:27.949420,0 days 00:00:00.838894,,,,,,,,782,0.007,4m,2.5,2.0,1.0,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
116,116,4.257448192276897,2025-06-14 20:15:27.986303,2025-06-14 20:15:29.441682,0 days 00:00:01.455379,,,,,,,,778,0.006,4m,3.0,2.5,1.0,102,324.0,0.003,4m,3.0,1.0,1.2000000000000002,404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
117,117,5.443774046732415,2025-06-14 20:15:29.483551,2025-06-14 20:15:30.884253,0 days 00:00:01.400702,,,,,,,,776,0.006,4m,3.0,2.0,1.0,106,306.0,0.002,4m,3.0,1.0,1.2000000000000002,394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
118,118,4.14722748553208,2025-06-14 20:15:30.907808,2025-06-14 20:15:32.287948,0 days 00:00:01.380140,,,,,,,,772,0.006,4m,3.0,2.0,1.0,102,336.0,0.002,4m,3.0,1.0,1.1,398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
119,119,-6.071497662599854,2025-06-14 20:15:32.353377,2025-06-14 20:15:34.410837,0 days 00:00:02.057460,,,,,,,,700,0.006,4m,3.0,2.0,1.0,102,320.0,0.002,4m,3.0,1.0,1.1,396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,0.001,2m,1.0,1.0,2.0,306.0,,,,,,,,0.1,3,COMPLETE
120,120,3.936776757669138,2025-06-14 20:15:34.447779,2025-06-14 20:15:35.758146,0 days 00:00:01.310367,,,,,,,,770,0.007,4m,3.0,2.0,1.0,158,242.0,0.001,4m,3.0,1.5,1.2000000000000002,412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
121,121,-1.8524321128974877,2025-06-14 20:15:35.795872,2025-06-14 20:15:37.214076,0 days 00:00:01.418204,,,,,,,,712,0.007,4m,3.0,2.0,1.0,90,280.0,0.001,4m,3.0,1.0,1.2000000000000002,354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
122,122,3.4472317299657185,2025-06-14 20:15:37.249464,2025-06-14 20:15:38.687485,0 days 00:00:01.438021,,,,,,,,768,0.007,4m,3.0,2.0,1.1,150,234.0,0.002,4m,3.0,1.5,1.0,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
123,123,3.936127659765694,2025-06-14 20:15:38.729092,2025-06-14 20:15:40.077762,0 days 00:00:01.348670,,,,,,,,770,0.007,4m,3.0,2.0,1.1,166,252.0,0.002,4m,3.0,1.5,1.1,410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
124,124,4.077859064238494,2025-06-14 20:15:40.107275,2025-06-14 20:15:41.510550,0 days 00:00:01.403275,,,,,,,,762,0.006,4m,3.0,2.0,1.1,144,240.0,0.002,4m,3.0,1.5,1.1,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
125,125,3.2653550224223897,2025-06-14 20:15:41.552962,2025-06-14 20:15:42.935095,0 days 00:00:01.382133,,,,,,,,762,0.007,4m,3.0,2.0,1.1,166,236.0,0.002,4m,3.0,1.5,1.1,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
126,126,3.983046662879338,2025-06-14 20:15:42.959714,2025-06-14 20:15:44.317177,0 days 00:00:01.357463,,,,,,,,760,0.006,4m,3.0,2.0,1.1,144,234.0,0.002,4m,3.0,1.5,1.1,418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
127,127,-2.900237464179329,2025-06-14 20:15:44.347653,2025-06-14 20:15:46.259286,0 days 00:00:01.911633,,,,,,,,672,0.006,4m,3.0,2.0,1.1,148,252.0,0.002,4m,3.0,1.5,1.1,416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.003,4m,1.5,1.5,0.7,400.0,,,,,,,,0.1,3,COMPLETE
128,128,5.306472259043121,2025-06-14 20:15:46.304514,2025-06-14 20:15:47.744355,0 days 00:00:01.439841,,,,,,,,754,0.006,4m,3.0,2.0,1.1,194,238.0,0.002,4m,3.0,1.5,1.0,374.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
129,129,3.5025382043669127,2025-06-14 20:15:47.783010,2025-06-14 20:15:49.188842,0 days 00:00:01.405832,,,,,,,,768,0.006,4m,3.0,2.0,1.1,188,228.0,0.002,4m,3.0,1.5,1.0,370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
130,130,5.024080453357812,2025-06-14 20:15:49.227123,2025-06-14 20:15:50.552159,0 days 00:00:01.325036,,,,,,,,770,0.006,4m,3.0,2.0,1.1,196,190.0,0.001,4m,3.0,1.5,1.0,372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
131,131,4.111205953646686,2025-06-14 20:15:50.590164,2025-06-14 20:15:51.880622,0 days 00:00:01.290458,,,,,,,,774,0.006,4m,3.0,2.0,1.1,194,184.0,0.001,4m,3.0,1.5,1.0,368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
132,132,-1.2609467007227935,2025-06-14 20:15:51.923521,2025-06-14 20:15:53.756478,0 days 00:00:01.832957,,,,,,,,714,0.006,4m,3.0,2.0,1.1,196,182.0,0.001,4m,3.0,1.5,1.0,368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,0.002,3m,4.0,2.0,0.6,116.0,,,,,,,,0.4,3,COMPLETE
133,133,4.51131468141132,2025-06-14 20:15:53.785618,2025-06-14 20:15:55.010261,0 days 00:00:01.224643,,,,,,,,774,0.006,4m,3.0,2.0,1.2000000000000002,138,202.0,0.001,4m,3.0,1.5,1.0,324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
134,134,1.0623246565033493,2025-06-14 20:15:55.044344,2025-06-14 20:15:56.306776,0 days 00:00:01.262432,,,,,,,,638,0.006,4m,3.0,2.0,1.2000000000000002,78,206.0,0.001,4m,3.0,1.0,0.9,324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
135,135,2.8800901282647016,2025-06-14 20:15:56.346999,2025-06-14 20:15:57.674686,0 days 00:00:01.327687,,,,,,,,746,0.006,4m,3.0,2.0,1.2000000000000002,136,330.0,0.001,4m,3.0,1.5,1.2000000000000002,388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
136,136,0.5907060048190539,2025-06-14 20:15:57.705445,2025-06-14 20:15:59.453887,0 days 00:00:01.748442,,,,,,,,792,0.006,4m,3.0,2.5,1.1,196,262.0,0.002,4m,3.0,1.5,1.0,340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.0,0.001,2m,1.0,1.5,1.9000000000000001,232.0,,,,,,,,0.45,3,COMPLETE
137,137,3.60212708489599,2025-06-14 20:15:59.492201,2025-06-14 20:16:00.787700,0 days 00:00:01.295499,,,,,,,,774,0.006,4m,3.0,2.0,1.2000000000000002,40,206.0,0.001,4m,3.0,1.0,1.1,298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
138,138,2.7874227756176735,2025-06-14 20:16:00.820708,2025-06-14 20:16:02.021717,0 days 00:00:01.201009,,,,,,,,680,0.006,4m,3.0,2.0,1.2000000000000002,48,208.0,0.001,4m,3.0,1.0,1.1,286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
139,139,2.127987512884679,2025-06-14 20:16:02.043910,2025-06-14 20:16:03.302750,0 days 00:00:01.258840,,,,,,,,796,0.006,4m,3.0,2.5,1.2000000000000002,48,156.0,0.001,4m,3.0,1.0,0.9,466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
140,140,2.5884937509253643,2025-06-14 20:16:03.349425,2025-06-14 20:16:04.681526,0 days 00:00:01.332101,,,,,,,,752,0.006,2m,3.0,2.0,1.0,18,300.0,0.003,4m,3.0,1.0,1.2000000000000002,302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
141,141,3.494436048051589,2025-06-14 20:16:04.708892,2025-06-14 20:16:06.019393,0 days 00:00:01.310501,,,,,,,,724,0.006,4m,3.0,2.0,1.1,180,194.0,0.002,4m,3.0,1.5,1.1,402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
142,142,3.2759154398107215,2025-06-14 20:16:06.047252,2025-06-14 20:16:07.272991,0 days 00:00:01.225739,,,,,,,,776,0.006,4m,3.0,2.0,1.1,224,232.0,0.001,4m,3.0,1.5,1.0,370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
143,143,3.3805230621159073,2025-06-14 20:16:07.303377,2025-06-14 20:16:09.183586,0 days 00:00:01.880209,,,,,,,,768,0.006,4m,3.0,2.0,1.2000000000000002,132,258.0,0.002,4m,3.0,1.5,1.0,434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,0.004,4m,4.0,1.0,0.7,516.0,,,,,,,,0.4,3,COMPLETE
144,144,4.250449889005973,2025-06-14 20:16:09.212771,2025-06-14 20:16:10.588365,0 days 00:00:01.375594,,,,,,,,736,0.006,4m,3.0,2.0,1.1,172,104.0,0.003,4m,3.0,1.5,1.1,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
145,145,4.013039527078542,2025-06-14 20:16:10.625209,2025-06-14 20:16:11.812219,0 days 00:00:01.187010,,,,,,,,730,0.005,4m,3.0,2.0,1.0,170,152.0,0.003,4m,3.0,1.0,1.2000000000000002,326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
146,146,5.32539939252134,2025-06-14 20:16:11.842041,2025-06-14 20:16:13.122056,0 days 00:00:01.280015,,,,,,,,742,0.005,4m,3.0,2.0,1.0,160,116.0,0.003,4m,3.0,1.5,1.3,326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
147,147,-4.824837922747468,2025-06-14 20:16:13.170273,2025-06-14 20:16:14.427258,0 days 00:00:01.256985,,,,,,,,564,0.005,4m,3.0,2.0,1.0,168,110.0,0.003,4m,3.0,1.5,1.3,334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
148,148,3.061164991734064,2025-06-14 20:16:14.456778,2025-06-14 20:16:15.686078,0 days 00:00:01.229300,,,,,,,,736,0.005,4m,3.0,2.0,1.0,150,98.0,0.003,4m,3.0,1.5,1.2000000000000002,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
149,149,1.6546578923455622,2025-06-14 20:16:15.717940,2025-06-14 20:16:16.952500,0 days 00:00:01.234560,,,,,,,,658,0.005,4m,3.0,2.0,1.0,206,154.0,0.003,4m,3.0,1.5,1.1,394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
