,number,value,datetime_start,datetime_complete,duration,params_ADP_XEL_beta_win,params_ADP_XEL_stop_loss,params_ADP_XEL_trade_freq,params_ADP_XEL_z_entry,params_ADP_XEL_z_exit,params_ADP_XEL_z_stop_scaler,params_ADP_XEL_z_win,params_AEP_MELI_beta_win,params_AEP_MELI_stop_loss,params_AEP_MELI_trade_freq,params_AEP_MELI_z_entry,params_AEP_MELI_z_exit,params_AEP_MELI_z_stop_scaler,params_AEP_MELI_z_win,params_AXON_MSTR_beta_win,params_AXON_MSTR_stop_loss,params_AXON_MSTR_trade_freq,params_AXON_MSTR_z_entry,params_AXON_MSTR_z_exit,params_AXON_MSTR_z_stop_scaler,params_AXON_MSTR_z_win,params_BIIB_MCHP_beta_win,params_BIIB_MCHP_stop_loss,params_BIIB_MCHP_trade_freq,params_BIIB_MCHP_z_entry,params_BIIB_MCHP_z_exit,params_BIIB_MCHP_z_stop_scaler,params_BIIB_MCHP_z_win,params_CDW_IDXX_beta_win,params_CDW_IDXX_stop_loss,params_CDW_IDXX_trade_freq,params_CDW_IDXX_z_entry,params_CDW_IDXX_z_exit,params_CDW_IDXX_z_stop_scaler,params_CDW_IDXX_z_win,params_CMCSA_INTU_beta_win,params_CMCSA_INTU_stop_loss,params_CMCSA_INTU_trade_freq,params_CMCSA_INTU_z_entry,params_CMCSA_INTU_z_exit,params_CMCSA_INTU_z_stop_scaler,params_CMCSA_INTU_z_win,params_CSCO_DASH_beta_win,params_CSCO_DASH_stop_loss,params_CSCO_DASH_trade_freq,params_CSCO_DASH_z_entry,params_CSCO_DASH_z_exit,params_CSCO_DASH_z_stop_scaler,params_CSCO_DASH_z_win,params_DASH_FTNT_beta_win,params_DASH_FTNT_stop_loss,params_DASH_FTNT_trade_freq,params_DASH_FTNT_z_entry,params_DASH_FTNT_z_exit,params_DASH_FTNT_z_stop_scaler,params_DASH_FTNT_z_win,params_NFLX_PLTR_beta_win,params_NFLX_PLTR_stop_loss,params_NFLX_PLTR_trade_freq,params_NFLX_PLTR_z_entry,params_NFLX_PLTR_z_exit,params_NFLX_PLTR_z_stop_scaler,params_NFLX_PLTR_z_win,params_PAYX_XEL_beta_win,params_PAYX_XEL_stop_loss,params_PAYX_XEL_trade_freq,params_PAYX_XEL_z_entry,params_PAYX_XEL_z_exit,params_PAYX_XEL_z_stop_scaler,params_PAYX_XEL_z_win,params_buffer_capital,params_pairs_to_trade,state
40,40,-2.5942981651736994,2025-06-14 20:13:48.311002,2025-06-14 20:13:50.223954,0 days 00:00:01.912952,880.0,0.007,1m,1.0,2.0,1.6,508.0,742,0.006,3m,3.0,1.0,1.7000000000000002,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.0,0.01,3m,1.0,2.5,1.0,248.0,,,,,,,,0.3,3,COMPLETE
41,41,-1.6172151472576874,2025-06-14 20:13:50.260949,2025-06-14 20:13:51.464031,0 days 00:00:01.203082,,,,,,,,774,0.001,2m,3.5,2.5,1.7000000000000002,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.0,0.008,3m,2.0,1.0,1.4,188.0,,,,,,,,0.45,2,COMPLETE
42,42,2.3783588894508645,2025-06-14 20:13:51.490143,2025-06-14 20:13:52.895242,0 days 00:00:01.405099,,,,,,,,636,0.002,2m,3.5,2.0,1.5,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.0,0.008,3m,2.5,1.0,1.3,196.0,,,,,,,,0.4,2,COMPLETE
43,43,0.8601952683797538,2025-06-14 20:13:52.974974,2025-06-14 20:13:53.771618,0 days 00:00:00.796644,,,,,,,,668,0.002,2m,4.0,2.0,1.5,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
44,44,0.04224481215579062,2025-06-14 20:13:53.826218,2025-06-14 20:13:56.396143,0 days 00:00:02.569925,718.0,0.009000000000000001,3m,3.0,3.5,0.5,1022.0,604,0.003,2m,3.5,2.0,1.2000000000000002,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854.0,0.003,3m,2.5,2.0,0.7,1018.0,744.0,0.007,4m,2.5,1.5,1.3,74.0,,,,,,,,0.35000000000000003,4,COMPLETE
45,45,0.24525872311469962,2025-06-14 20:13:56.420290,2025-06-14 20:13:58.180309,0 days 00:00:01.760019,620.0,0.005,2m,2.0,1.0,1.0,120.0,526,0.002,2m,3.0,1.5,1.4,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932.0,0.006,3m,3.0,1.0,1.2000000000000002,344.0,,,,,,,,0.3,3,COMPLETE
46,46,-0.38018780198780083,2025-06-14 20:13:58.235247,2025-06-14 20:13:59.004345,0 days 00:00:00.769098,,,,,,,,668,0.004,4m,2.5,1.5,1.6,646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
47,47,-0.07187715119728855,2025-06-14 20:13:59.050384,2025-06-14 20:14:00.467240,0 days 00:00:01.416856,,,,,,,,322,0.008,2m,4.0,2.0,2.0,742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.0,0.007,2m,2.5,1.5,1.6,580.0,,,,,,,,0.25,2,COMPLETE
48,48,-3.765947661378868,2025-06-14 20:14:00.493752,2025-06-14 20:14:03.984101,0 days 00:00:03.490349,462.0,0.003,1m,3.5,2.0,1.2000000000000002,426.0,722,0.007,1m,3.0,4.0,1.9000000000000001,220,756.0,0.01,3m,2.5,2.0,0.5,474.0,,,,,,,,,,,,,,,82.0,0.01,1m,4.0,4.0,1.9000000000000001,680.0,,,,,,,,506.0,0.006,4m,1.5,3.5,1.1,424.0,490.0,0.009000000000000001,3m,3.0,1.0,1.5,236.0,,,,,,,,0.35000000000000003,6,COMPLETE
49,49,-2.8861168218320454,2025-06-14 20:14:04.022630,2025-06-14 20:14:04.808969,0 days 00:00:00.786339,,,,,,,,814,0.004,2m,3.5,1.5,1.8,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
50,50,-2.0553045235919436,2025-06-14 20:14:04.846325,2025-06-14 20:14:07.982245,0 days 00:00:03.135920,126.0,0.001,4m,4.0,2.5,0.7,302.0,460,0.006,4m,2.5,2.0,1.3,308,410.0,0.005,1m,3.5,3.0,1.3,756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,0.002,1m,3.5,1.0,1.7000000000000002,614.0,606.0,0.008,4m,1.5,1.5,0.9,152.0,,,,,,,,0.1,5,COMPLETE
51,51,-1.5599187847444762,2025-06-14 20:14:08.046994,2025-06-14 20:14:09.381096,0 days 00:00:01.334102,,,,,,,,770,0.001,2m,3.5,2.5,1.5,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674.0,0.008,3m,2.0,1.0,1.4,198.0,,,,,,,,0.4,2,COMPLETE
52,52,0.78859096170256,2025-06-14 20:14:09.423373,2025-06-14 20:14:10.698259,0 days 00:00:01.274886,,,,,,,,920,0.001,2m,3.5,3.0,1.7000000000000002,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.0,0.007,3m,2.5,1.0,1.4,88.0,,,,,,,,0.4,2,COMPLETE
53,53,3.162281389988877,2025-06-14 20:14:10.732449,2025-06-14 20:14:11.949446,0 days 00:00:01.216997,,,,,,,,760,0.002,2m,4.0,2.5,1.8,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.0,0.01,3m,2.0,1.0,1.2000000000000002,274.0,,,,,,,,0.45,2,COMPLETE
54,54,-2.8603236214462338,2025-06-14 20:14:11.989540,2025-06-14 20:14:13.949058,0 days 00:00:01.959518,268.0,0.006,1m,1.0,4.0,1.9000000000000001,642.0,610,0.002,2m,4.0,2.5,2.0,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.0,0.01,3m,3.5,1.5,1.2000000000000002,268.0,,,,,,,,0.45,3,COMPLETE
55,55,-100.0,2025-06-14 20:14:13.987635,2025-06-14 20:14:14.642834,0 days 00:00:00.655199,,,,,,,,538,0.003,2m,4.0,2.0,1.1,846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
56,56,3.436131747870864,2025-06-14 20:14:14.680837,2025-06-14 20:14:16.030629,0 days 00:00:01.349792,,,,,,,,852,0.002,2m,4.0,1.5,1.8,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.0,0.01,3m,2.0,1.0,1.1,326.0,,,,,,,,0.45,2,COMPLETE
57,57,-3.8684702718145667,2025-06-14 20:14:16.084531,2025-06-14 20:14:17.981403,0 days 00:00:01.896872,854.0,0.01,3m,2.0,3.0,1.4,850.0,832,0.002,3m,4.0,1.5,1.9000000000000001,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.0,0.01,2m,2.5,1.0,1.1,338.0,,,,,,,,0.45,3,COMPLETE
58,58,-100.0,2025-06-14 20:14:18.038936,2025-06-14 20:14:18.822114,0 days 00:00:00.783178,,,,,,,,874,0.003,2m,4.0,1.0,1.8,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
59,59,-2.297045090955519,2025-06-14 20:14:18.860589,2025-06-14 20:14:20.106877,0 days 00:00:01.246288,,,,,,,,950,0.01,2m,4.0,1.0,2.0,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.0,0.01,3m,1.5,1.0,0.9,394.0,,,,,,,,0.45,2,COMPLETE
60,60,0.10882414942727842,2025-06-14 20:14:20.130196,2025-06-14 20:14:22.715213,0 days 00:00:02.585017,20.0,0.006,4m,3.0,1.5,0.9,526.0,672,0.001,4m,1.5,1.5,1.8,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868.0,0.009000000000000001,3m,1.0,4.0,1.2000000000000002,166.0,522.0,0.009000000000000001,1m,2.0,1.0,0.6,482.0,,,,,,,,0.4,4,COMPLETE
61,61,2.442609269771331,2025-06-14 20:14:22.759541,2025-06-14 20:14:24.043907,0 days 00:00:01.284366,,,,,,,,746,0.002,2m,3.5,3.0,1.6,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.0,0.01,3m,2.0,1.5,1.3,222.0,,,,,,,,0.35000000000000003,2,COMPLETE
62,62,3.1995630515472424,2025-06-14 20:14:24.114520,2025-06-14 20:14:25.532277,0 days 00:00:01.417757,,,,,,,,746,0.002,2m,3.5,3.0,1.6,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.0,0.01,3m,2.0,1.0,1.2000000000000002,208.0,,,,,,,,0.35000000000000003,2,COMPLETE
63,63,-2.575563840102327,2025-06-14 20:14:25.575196,2025-06-14 20:14:26.326419,0 days 00:00:00.751223,,,,,,,,796,0.002,2m,3.0,3.0,1.6,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
64,64,3.500857400962093,2025-06-14 20:14:26.353357,2025-06-14 20:14:27.565868,0 days 00:00:01.212511,,,,,,,,724,0.003,2m,3.5,3.5,1.6,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,0.01,3m,1.5,1.5,1.2000000000000002,314.0,,,,,,,,0.35000000000000003,2,COMPLETE
65,65,4.002114973495639,2025-06-14 20:14:27.600623,2025-06-14 20:14:28.977100,0 days 00:00:01.376477,,,,,,,,740,0.002,2m,3.5,3.5,1.6,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,0.01,3m,1.5,1.0,1.1,318.0,,,,,,,,0.35000000000000003,2,COMPLETE
66,66,0.3641965185097603,2025-06-14 20:14:29.005641,2025-06-14 20:14:30.361329,0 days 00:00:01.355688,,,,,,,,848,0.002,2m,4.0,3.5,1.6,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.01,3m,1.5,1.0,1.1,326.0,,,,,,,,0.35000000000000003,2,COMPLETE
67,67,-4.411890722945972,2025-06-14 20:14:30.402728,2025-06-14 20:14:32.338235,0 days 00:00:01.935507,264.0,0.002,2m,1.5,3.5,1.3,584.0,724,0.003,2m,3.5,3.0,1.5,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,0.01,3m,1.5,1.0,1.0,222.0,,,,,,,,0.35000000000000003,3,COMPLETE
68,68,1.95206745722057,2025-06-14 20:14:32.363236,2025-06-14 20:14:37.669334,0 days 00:00:05.306098,384.0,0.007,1m,2.5,3.0,1.6,370.0,808,0.002,1m,4.0,4.0,1.4,476,722.0,0.008,2m,2.0,1.5,1.8,642.0,1002.0,0.007,1m,1.0,1.0,1.7000000000000002,900.0,96.0,0.001,1m,4.0,1.5,1.4,334.0,226.0,0.007,4m,1.0,2.0,0.9,988.0,28.0,0.01,2m,1.0,4.0,2.0,122.0,318.0,0.004,4m,4.0,2.5,0.5,830.0,128.0,0.01,3m,1.5,1.0,1.2000000000000002,366.0,,,,,,,,0.4,9,COMPLETE
69,69,-0.31374938404187735,2025-06-14 20:14:37.703099,2025-06-14 20:14:39.535539,0 days 00:00:01.832440,626.0,0.009000000000000001,3m,3.5,3.5,1.1,804.0,920,0.001,2m,3.5,3.5,0.7,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.0,0.01,3m,1.5,1.5,1.2000000000000002,290.0,,,,,,,,0.45,3,COMPLETE
70,70,-2.6181000837585624,2025-06-14 20:14:39.585044,2025-06-14 20:14:43.819396,0 days 00:00:04.234352,806.0,0.008,1m,2.5,3.5,0.6,488.0,738,0.003,2m,3.5,3.5,1.7000000000000002,458,962.0,0.001,3m,1.5,2.0,0.9,382.0,,,,,,,,376.0,0.008,2m,1.0,4.0,2.0,48.0,558.0,0.008,2m,1.5,3.0,1.5,722.0,,,,,,,,656.0,0.007,3m,2.5,3.5,1.8,42.0,70.0,0.01,3m,1.0,1.0,0.9,404.0,,,,,,,,0.4,7,COMPLETE
71,71,-0.0825207369488692,2025-06-14 20:14:43.850959,2025-06-14 20:14:49.723492,0 days 00:00:05.872533,522.0,0.007,1m,2.5,3.0,1.6,396.0,808,0.002,1m,4.0,4.0,1.4,510,742.0,0.008,2m,2.0,1.5,1.8,612.0,1012.0,0.007,1m,1.0,1.0,1.7000000000000002,1020.0,42.0,0.001,1m,4.0,1.5,1.4,334.0,212.0,0.007,4m,1.0,2.0,0.9,1000.0,38.0,0.01,2m,1.0,4.0,2.0,58.0,328.0,0.004,4m,4.0,2.0,0.5,864.0,140.0,0.01,3m,1.5,1.0,1.1,372.0,180.0,0.01,2m,2.5,3.5,0.5,824.0,0.4,10,COMPLETE
72,72,-1.1695228383253666,2025-06-14 20:14:49.770389,2025-06-14 20:14:54.664671,0 days 00:00:04.894282,388.0,0.007,1m,2.5,3.0,1.9000000000000001,324.0,762,0.002,1m,4.0,4.0,1.6,374,862.0,0.008,2m,1.5,1.5,1.4,882.0,,,,,,,,208.0,0.003,1m,3.5,1.5,1.3,372.0,194.0,0.008,4m,1.5,1.5,1.0,830.0,288.0,0.007,2m,2.0,3.5,1.5,242.0,446.0,0.003,4m,3.5,2.5,0.8,782.0,16.0,0.009000000000000001,3m,1.5,1.0,1.2000000000000002,450.0,,,,,,,,0.35000000000000003,8,COMPLETE
73,73,-2.42276512614563,2025-06-14 20:14:54.730753,2025-06-14 20:15:00.192558,0 days 00:00:05.461805,110.0,0.009000000000000001,1m,2.5,2.5,1.7000000000000002,232.0,700,0.002,1m,4.0,4.0,1.5,460,638.0,0.007,2m,3.0,1.0,2.0,566.0,1020.0,0.006,1m,2.0,2.0,1.3,750.0,194.0,0.004,1m,3.5,1.0,1.5,212.0,376.0,0.006,4m,2.0,2.5,0.5,586.0,280.0,0.008,2m,1.0,3.0,1.7000000000000002,728.0,184.0,0.002,4m,4.0,3.0,0.7,940.0,82.0,0.01,3m,2.0,1.0,1.3,210.0,,,,,,,,0.4,9,COMPLETE
74,74,0.9031765208922572,2025-06-14 20:15:00.237396,2025-06-14 20:15:01.542958,0 days 00:00:01.305562,,,,,,,,644,0.001,1m,4.0,3.0,1.4,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0,0.009000000000000001,3m,1.5,1.5,1.1,320.0,,,,,,,,0.35000000000000003,2,COMPLETE
75,75,-0.6497680663735257,2025-06-14 20:15:01.578778,2025-06-14 20:15:06.936253,0 days 00:00:05.357475,588.0,0.008,1m,2.0,2.5,1.5,78.0,866,0.002,1m,3.5,3.5,1.6,480,482.0,0.005,2m,2.0,1.5,1.7000000000000002,712.0,658.0,0.009000000000000001,1m,1.0,1.0,1.4,696.0,504.0,0.002,1m,3.5,2.0,1.1,758.0,214.0,0.009000000000000001,1m,3.0,1.5,0.7,988.0,856.0,0.005,3m,2.5,4.0,1.1,282.0,324.0,0.005,4m,3.5,2.5,0.6,600.0,56.0,0.01,3m,2.0,1.0,1.2000000000000002,260.0,,,,,,,,0.45,9,COMPLETE
76,76,-1.5363976187685815,2025-06-14 20:15:06.970778,2025-06-14 20:15:11.092333,0 days 00:00:04.121555,736.0,0.008,1m,1.0,4.0,1.3,692.0,794,0.003,2m,3.5,4.0,1.7000000000000002,400,846.0,0.009000000000000001,1m,2.5,3.0,1.8,866.0,,,,,,,,498.0,0.005,3m,2.5,2.0,1.7000000000000002,510.0,496.0,0.005,4m,1.0,3.0,1.1,848.0,,,,,,,,102.0,0.006,4m,2.5,1.5,1.5,796.0,198.0,0.009000000000000001,3m,1.0,1.5,1.0,370.0,,,,,,,,0.4,7,COMPLETE
77,77,-5.6689997297624695,2025-06-14 20:15:11.140145,2025-06-14 20:15:14.697272,0 days 00:00:03.557127,370.0,0.004,1m,4.0,3.0,1.0,576.0,766,0.001,3m,4.0,3.0,1.5,530,278.0,0.007,2m,3.5,2.0,1.3,634.0,,,,,,,,,,,,,,,126.0,0.007,4m,2.0,1.5,1.6,586.0,,,,,,,,26.0,0.004,2m,3.0,2.5,0.9,956.0,578.0,0.01,3m,2.0,1.0,1.3,290.0,,,,,,,,0.35000000000000003,6,COMPLETE
78,78,-1.5621003092106711,2025-06-14 20:15:14.736985,2025-06-14 20:15:16.050868,0 days 00:00:01.313883,,,,,,,,830,0.002,2m,2.0,3.5,1.4,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,0.01,4m,1.5,3.5,1.2000000000000002,270.0,,,,,,,,0.45,2,COMPLETE
79,79,-4.220457784571637,2025-06-14 20:15:16.081864,2025-06-14 20:15:17.938547,0 days 00:00:01.856683,970.0,0.005,2m,1.5,4.0,1.5,452.0,692,0.003,2m,3.5,2.5,1.6,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.0,0.009000000000000001,3m,2.5,1.0,1.1,220.0,,,,,,,,0.5,3,COMPLETE
80,80,-1.2754372750807104,2025-06-14 20:15:17.976557,2025-06-14 20:15:19.265610,0 days 00:00:01.289053,,,,,,,,730,0.002,2m,4.0,3.0,1.5,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.0,0.002,1m,2.0,1.5,1.3,546.0,,,,,,,,0.3,2,COMPLETE
81,81,0.821280816910682,2025-06-14 20:15:19.318761,2025-06-14 20:15:20.022542,0 days 00:00:00.703781,,,,,,,,644,0.002,2m,3.5,1.5,1.7000000000000002,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
82,82,-1.252974640314196,2025-06-14 20:15:20.048700,2025-06-14 20:15:20.770725,0 days 00:00:00.722025,,,,,,,,708,0.007,2m,3.5,3.5,1.3,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
83,83,0.9043846817123065,2025-06-14 20:15:20.807887,2025-06-14 20:15:22.073145,0 days 00:00:01.265258,,,,,,,,750,0.009000000000000001,2m,3.0,2.5,1.6,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.0,0.01,2m,2.0,1.0,1.2000000000000002,310.0,,,,,,,,0.35000000000000003,2,COMPLETE
84,84,-1.242580377398149,2025-06-14 20:15:22.102596,2025-06-14 20:15:23.446340,0 days 00:00:01.343744,,,,,,,,778,0.004,2m,3.5,4.0,1.7000000000000002,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.0,0.009000000000000001,3m,1.5,1.5,1.0,876.0,,,,,,,,0.35000000000000003,2,COMPLETE
85,85,0.3891060347475738,2025-06-14 20:15:23.488520,2025-06-14 20:15:24.225036,0 days 00:00:00.736516,,,,,,,,820,0.001,4m,3.5,1.5,1.8,734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
86,86,1.62734241562996,2025-06-14 20:15:24.262404,2025-06-14 20:15:25.596980,0 days 00:00:01.334576,,,,,,,,590,0.002,2m,4.0,2.0,1.4,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.0,0.01,3m,1.5,2.5,1.1,364.0,,,,,,,,0.3,2,COMPLETE
87,87,2.6583970161095967,2025-06-14 20:15:25.618888,2025-06-14 20:15:30.332138,0 days 00:00:04.713250,490.0,0.006,4m,3.0,3.0,1.7000000000000002,406.0,662,0.005,1m,3.0,3.0,1.5,416,656.0,0.009000000000000001,2m,1.5,2.5,1.5,458.0,,,,,,,,168.0,0.002,2m,4.0,3.0,2.0,206.0,816.0,0.002,2m,3.0,3.5,0.7,632.0,202.0,0.01,2m,1.5,3.0,1.7000000000000002,642.0,252.0,0.001,1m,4.0,3.0,1.1,444.0,32.0,0.009000000000000001,3m,1.0,1.0,1.3,176.0,,,,,,,,0.4,8,COMPLETE
88,88,3.8245485270834396,2025-06-14 20:15:30.382063,2025-06-14 20:15:34.887947,0 days 00:00:04.505884,486.0,0.006,4m,3.0,3.0,1.7000000000000002,364.0,892,0.005,1m,3.0,3.0,1.5,408,680.0,0.009000000000000001,2m,1.5,2.5,1.5,506.0,,,,,,,,170.0,0.002,2m,4.0,3.0,2.0,234.0,804.0,0.002,2m,3.0,3.5,0.7,848.0,186.0,0.01,2m,1.5,3.0,1.7000000000000002,692.0,264.0,0.001,1m,4.0,3.0,1.1,436.0,38.0,0.009000000000000001,3m,1.0,1.0,1.3,126.0,,,,,,,,0.4,8,COMPLETE
89,89,-0.22825903563775704,2025-06-14 20:15:34.941393,2025-06-14 20:15:39.461004,0 days 00:00:04.519611,476.0,0.006,4m,3.0,3.5,1.9000000000000001,334.0,980,0.005,1m,3.0,3.0,1.5,410,546.0,0.009000000000000001,2m,1.5,2.5,1.5,408.0,,,,,,,,204.0,0.003,2m,3.0,3.0,2.0,168.0,824.0,0.002,2m,3.5,3.5,0.7,620.0,214.0,0.008,2m,1.5,2.5,1.7000000000000002,668.0,218.0,0.001,1m,3.5,3.0,1.2000000000000002,404.0,42.0,0.009000000000000001,3m,1.0,1.0,1.3,122.0,,,,,,,,0.45,8,COMPLETE
90,90,0.8318298487387076,2025-06-14 20:15:39.496932,2025-06-14 20:15:43.989466,0 days 00:00:04.492534,568.0,0.004,4m,3.5,3.0,1.7000000000000002,266.0,912,0.005,1m,3.0,3.0,1.6,438,682.0,0.01,2m,1.0,3.5,1.2000000000000002,194.0,,,,,,,,304.0,0.002,2m,4.0,3.5,1.8,250.0,848.0,0.002,2m,3.0,3.5,0.6,820.0,462.0,0.01,2m,1.5,3.0,1.6,566.0,404.0,0.002,1m,4.0,3.5,1.4,314.0,48.0,0.009000000000000001,3m,1.0,1.0,1.4,174.0,,,,,,,,0.4,8,COMPLETE
91,91,-2.119317778777053,2025-06-14 20:15:44.042738,2025-06-14 20:15:48.943617,0 days 00:00:04.900879,402.0,0.007,4m,3.0,3.0,1.6,386.0,796,0.005,1m,3.5,3.0,1.5,348,796.0,0.009000000000000001,2m,1.5,2.5,1.6,520.0,490.0,0.004,2m,3.5,3.5,1.0,782.0,106.0,0.001,2m,4.0,3.0,2.0,318.0,604.0,0.004,2m,3.5,2.5,0.9,898.0,116.0,0.01,2m,1.5,3.0,1.9000000000000001,632.0,296.0,0.001,1m,4.0,3.0,1.1,552.0,96.0,0.01,3m,1.0,1.0,1.3,148.0,,,,,,,,0.4,9,COMPLETE
92,92,1.7157870973763132,2025-06-14 20:15:48.990571,2025-06-14 20:15:53.322759,0 days 00:00:04.332188,314.0,0.007,4m,2.5,3.5,2.0,234.0,884,0.004,1m,3.5,3.0,1.4,378,658.0,0.008,2m,2.0,3.0,1.4,524.0,,,,,,,,134.0,0.002,2m,3.5,3.5,1.8,88.0,790.0,0.002,2m,3.0,4.0,0.8,768.0,162.0,0.009000000000000001,2m,1.5,3.5,1.8,474.0,108.0,0.003,1m,4.0,2.5,1.0,190.0,134.0,0.01,3m,1.0,1.0,1.2000000000000002,52.0,,,,,,,,0.45,8,COMPLETE
93,93,1.2938480412418911,2025-06-14 20:15:53.354449,2025-06-14 20:15:57.888027,0 days 00:00:04.533578,684.0,0.005,4m,3.0,3.0,1.7000000000000002,182.0,850,0.006,1m,3.0,3.5,1.2000000000000002,492,512.0,0.01,2m,1.5,2.5,1.8,364.0,828.0,0.004,4m,2.0,2.0,2.0,136.0,24.0,0.001,2m,4.0,2.0,1.6,450.0,898.0,0.003,2m,3.5,3.5,1.0,1020.0,18.0,0.009000000000000001,2m,1.0,4.0,1.4,788.0,384.0,0.002,1m,4.0,3.0,0.8,456.0,40.0,0.01,3m,1.0,1.0,1.2000000000000002,242.0,,,,,,,,0.4,9,COMPLETE
94,94,-1.9263363163588512,2025-06-14 20:15:57.909812,2025-06-14 20:16:01.484642,0 days 00:00:03.574830,488.0,0.006,4m,3.5,2.5,1.8,414.0,940,0.003,1m,4.0,3.0,1.6,464,804.0,0.007,2m,1.0,2.0,1.6,678.0,,,,,,,,256.0,0.004,2m,3.5,3.0,1.9000000000000001,270.0,474.0,0.004,2m,3.0,3.0,0.6,938.0,,,,,,,,276.0,0.001,1m,3.5,2.0,1.3,308.0,172.0,0.009000000000000001,3m,2.0,1.0,1.3,638.0,,,,,,,,0.35000000000000003,7,COMPLETE
95,95,-7.513351881450324,2025-06-14 20:16:01.500380,2025-06-14 20:16:06.583518,0 days 00:00:05.083138,220.0,0.006,4m,2.5,3.5,1.4,472.0,654,0.003,1m,3.0,2.5,1.7000000000000002,426,626.0,0.009000000000000001,2m,2.5,3.0,1.7000000000000002,508.0,376.0,0.008,1m,1.5,1.5,1.6,582.0,406.0,0.002,1m,4.0,3.5,1.4,132.0,592.0,0.001,2m,2.5,3.5,0.8,664.0,388.0,0.007,2m,2.5,3.0,2.0,196.0,486.0,0.005,1m,3.0,3.5,1.0,656.0,76.0,0.01,3m,1.5,1.0,1.1,212.0,1014.0,0.001,3m,1.0,1.0,1.7000000000000002,26.0,0.4,10,COMPLETE
