date,time,PRICE_ASML_ASML_ON_CSCO,PRICE_CSCO_ASML_ON_CSCO,BETA_ASML_ON_CSCO,SPREAD_ASML_ON_CSCO,Z_ASML_ON_CSCO,market_close,SIGNAL_ASML_ON_CSCO,POS_ASML_ON_CSCO,POS_BETA_ASML_ON_CSCO,PAIR_BASE_ASML_ON_CSCO,PAIR_RET_ASML_ON_CSCO,SL_ASML_ON_CSCO,LOSS_ASML_ON_CSCO,COOLDOWN_ASML_ON_CSCO,CAPITAL_ASML_ON_CSCO,REMAINING_CAPITAL,CAPITAL,PORT_RET
2021-09-07,14:08:00.000000000,858.66,59.04,-6.555845467450551,1245.7171163982805,0.6572192843721923,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:09:00.000000000,858.1,59.0,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:10:00.000000000,858.46,58.94,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:11:00.000000000,859.13,58.955,-6.340123876735596,1232.9120031529471,0.6394212499927053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:12:00.000000000,857.99,58.88,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:13:00.000000000,858.2747,58.8994,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:14:00.000000000,858.28,58.865,-6.143411503630258,1219.911918161195,0.6213981677980613,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:15:00.000000000,858.76,58.86,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:16:00.000000000,858.55,58.875,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:17:00.000000000,858.96,58.92,-5.936444619619827,1208.7353169880002,0.6057595859413225,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:18:00.000000000,859.12,58.95,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:19:00.000000000,859.36,58.94,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:20:00.000000000,860.45,58.95,-5.725039043339085,1197.9410516048392,0.5906370360307482,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:21:00.000000000,861.6,58.985,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:22:00.000000000,861.3,58.995,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:23:00.000000000,860.2,59.04,-5.479839223506091,1183.7297077557996,0.5711168304223754,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:24:00.000000000,860.9,59.065,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:25:00.000000000,861.12,59.04,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:26:00.000000000,861.32,59.06,-5.220563423549172,1169.6464757948143,0.5517888357466815,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:27:00.000000000,861.17,59.0,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:28:00.000000000,861.9,59.06,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:29:00.000000000,862.28,59.045,-4.96298538866449,1155.3194722736948,0.5321700555019971,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:30:00.000000000,860.49,59.005,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:31:00.000000000,860.32,59.005,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:32:00.000000000,861.28,59.03,-4.701488213106077,1138.8088492196516,0.509752076265037,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:33:00.000000000,862.46,59.085,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:34:00.000000000,862.34,59.09,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:35:00.000000000,863.57,59.078,-4.435373570276857,1125.6029997848163,0.4916353638700447,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:36:00.000000000,863.78,59.11,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:37:00.000000000,863.79,59.0773,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:38:00.000000000,863.53,59.07,-4.172582112331507,1110.0044253754222,0.4704452429068666,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:39:00.000000000,863.77,59.11,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:40:00.000000000,864.145,59.04,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:41:00.000000000,864.09,59.04,-3.9059412995277243,1094.6967743241169,0.44965507200691424,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:42:00.000000000,864.37,59.075,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:43:00.000000000,864.66,59.067,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:44:00.000000000,864.65,59.06,-3.641917585438031,1079.7416525959702,0.42934349163790786,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:45:00.000000000,865.15,59.0801,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:46:00.000000000,865.055,59.0548,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:47:00.000000000,865.225,59.075,-3.3653812268621786,1064.0348959768833,0.408081190997851,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:48:00.000000000,865.6899,59.06,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:49:00.000000000,865.84,59.065,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:50:00.000000000,865.91,59.07,-3.0958881463729395,1048.7841128062496,0.38743012252973585,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:51:00.000000000,866.48,59.085,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:52:00.000000000,867.2753,59.075,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:53:00.000000000,867.15,59.1107,-2.814686716006328,1033.5281020638351,0.36679289554593825,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:54:00.000000000,866.88,59.1177,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:55:00.000000000,865.95,59.125,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:56:00.000000000,866.9859,59.1501,-2.520183813367119,1016.0550245790464,0.3433066886321366,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:57:00.000000000,866.1255,59.18,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:58:00.000000000,867.2,59.145,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:59:00.000000000,867.79,59.15,-2.2172540077458316,998.940574558166,0.3203056347654859,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:00:00.000000000,867.11,59.15,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:01:00.000000000,867.49,59.171,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:02:00.000000000,866.96,59.14,-1.9260937686061885,980.86918547537,0.29608598533019514,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:03:00.000000000,866.96,59.1276,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:04:00.000000000,866.11,59.11,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:05:00.000000000,866.11,59.12,-1.6451177602140528,963.3693619838548,0.2726267318159482,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:06:00.000000000,865.49,59.125,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:07:00.000000000,865.62,59.145,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:08:00.000000000,864.88,59.095,-1.3776910790922348,946.2946543189556,0.24973715587326503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:09:00.000000000,865.05,59.075,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:10:00.000000000,864.4,59.065,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:11:00.000000000,865.04,59.035,-1.1401191430248607,932.3469336084726,0.23091565696873442,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:12:00.000000000,865.12,59.025,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:13:00.000000000,864.98,59.04,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:14:00.000000000,864.98,59.02,-0.8968313515573546,917.9109863689151,0.21147711428839053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:15:00.000000000,864.1,58.95,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:16:00.000000000,864.95,58.965,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:17:00.000000000,864.72,58.971,-0.6756536265353366,904.5639700104153,0.19346094084058554,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:18:00.000000000,865.18,58.965,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:19:00.000000000,865.535,58.965,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:20:00.000000000,865.495,58.955,-0.47172687029801835,893.3056576384197,0.1781631133631124,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:21:00.000000000,865.12,58.94,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:22:00.000000000,865.015,58.94,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:23:00.000000000,865.1392,58.915,-0.26552578036720925,880.782651350334,0.1612384802688538,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:24:00.000000000,864.9,58.94,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:25:00.000000000,864.65,58.945,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:26:00.000000000,864.69,58.9048,-0.046389961762116794,867.4225914196052,0.1432417288023978,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:27:00.000000000,864.74,58.8912,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:28:00.000000000,865.28,58.9301,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:29:00.000000000,865.05,58.91,0.1778338292810426,854.5738091170538,0.12592031422441047,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:30:00.000000000,865.14,58.9337,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:31:00.000000000,865.3638,58.94,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:32:00.000000000,865.61,58.93,0.39380303723195376,842.4031870159209,0.10948925573209442,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:33:00.000000000,865.53,58.94,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:34:00.000000000,864.45,58.93,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:35:00.000000000,864.55,58.92,0.6246435345554494,827.7460029439928,0.08984763336841885,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:36:00.000000000,864.69,58.91,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:37:00.000000000,864.57,58.91,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:38:00.000000000,864.77,58.91,0.8506711904978531,814.6569601677714,0.07225296849699192,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:39:00.000000000,864.59,58.9,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:40:00.000000000,864.6499,58.9075,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:41:00.000000000,864.285,58.885,1.0545055942823185,802.1904380806857,0.05547740781648039,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:42:00.000000000,865.0,58.865,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:43:00.000000000,865.36,58.8717,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:44:00.000000000,865.3341,58.885,1.2439228759579048,792.0857014492188,0.04177691621737849,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:45:00.000000000,865.165,58.89,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:46:00.000000000,866.043,58.91,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:47:00.000000000,866.63,58.907,1.4146985748653174,783.2943510504087,0.029788607625429724,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:48:00.000000000,866.49,58.885,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:49:00.000000000,865.5601,58.86,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:50:00.000000000,865.5601,58.85,1.543544238719044,774.7225215513843,0.01809325513498065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:51:00.000000000,866.1285,58.85,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:52:00.000000000,866.59,58.855,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:53:00.000000000,866.59,58.83,1.6813670187922498,767.6751782844519,0.008381811086237366,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:54:00.000000000,866.7999,58.81,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:55:00.000000000,866.51,58.82,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:56:00.000000000,867.0,58.82,1.8065970834789031,760.7359595497709,-0.0011821313841025684,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:57:00.000000000,866.83,58.805,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:58:00.000000000,866.83,58.805,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,15:59:00.000000000,866.83,58.81,1.9360481667026266,752.9710073162186,-0.011811151591006713,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,16:00:00.000000000,867.68,58.84,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,16:01:00.000000000,868.37,58.855,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,16:02:00.000000000,868.37,58.875,2.111917464308403,744.0308592888427,-0.02395902259803554,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,16:03:00.000000000,868.48,58.87,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
