date,time,PRICE_ASML_ASML_ON_CSCO,PRICE_CSCO_ASML_ON_CSCO,BETA_ASML_ON_CSCO,SPREAD_ASML_ON_CSCO,Z_ASML_ON_CSCO,market_close,SIGNAL_ASML_ON_CSCO,POS_ASML_ON_CSCO,POS_BETA_ASML_ON_CSCO,PAIR_BASE_ASML_ON_CSCO,PAIR_RET_ASML_ON_CSCO,SL_ASML_ON_CSCO,LOSS_ASML_ON_CSCO,COOLDOWN_ASML_ON_CSCO,CAPITAL_ASML_ON_CSCO,REMAINING_CAPITAL,CAPITAL,PORT_RET
2021-09-07,13:29:00.000000000,865.28,59.02,-9.204572814967756,1408.5338875393968,0.8869411621331377,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:30:00.000000000,863.51,59.24,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:31:00.000000000,864.22,59.16,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:32:00.000000000,863.92,59.12,-9.045678311651416,1398.7005017848317,0.8725605181388338,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:33:00.000000000,864.31,59.0501,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:34:00.000000000,864.64,59.13,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:35:00.000000000,865.73,59.16,-8.871190549890839,1390.549632931542,0.8603910621857228,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:36:00.000000000,866.79,59.16,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:37:00.000000000,864.8,59.195,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:38:00.000000000,865.04,59.15,-8.701276681362698,1379.7205157026035,0.8447794954050808,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:39:00.000000000,864.89,59.105,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:40:00.000000000,864.04,59.125,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:41:00.000000000,863.575,59.12,-8.532918400334742,1368.04113582779,0.828100572595525,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:42:00.000000000,862.61,59.105,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:43:00.000000000,863.01,59.075,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:44:00.000000000,863.49,59.085,-8.367540200741146,1357.8861127607906,0.81342944155749,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:45:00.000000000,862.48,59.035,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:46:00.000000000,861.26,59.02,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:47:00.000000000,861.96,59.035,-8.211118860220857,1346.7034019131384,0.7974575279523118,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:48:00.000000000,862.08,59.095,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:49:00.000000000,861.79,59.1,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:50:00.000000000,860.97,59.115,-8.014862793386266,1334.768614031029,0.7805441357045867,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:51:00.000000000,859.55,59.16,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:52:00.000000000,859.53,59.125,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:53:00.000000000,859.395,59.14,-7.800316091142496,1320.7056936301672,0.7609095702683182,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:54:00.000000000,859.2,59.165,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:55:00.000000000,859.24,59.155,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:56:00.000000000,860.64,59.125,-7.568066917506709,1308.101956497584,0.7431995156459552,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:57:00.000000000,861.1151,59.215,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:58:00.000000000,860.92,59.2178,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,13:59:00.000000000,862.0,59.235,-7.297866430832964,1294.2891180303907,0.7239572584419014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:00:00.000000000,861.12,59.26,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:01:00.000000000,859.84,59.205,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:02:00.000000000,860.1678,59.175,-7.040142810999442,1276.768250840892,0.6999525065431887,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:03:00.000000000,859.21,59.16,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:04:00.000000000,859.56,59.17,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:05:00.000000000,859.56,59.13,-6.792081040216802,1261.1757519080195,0.6784819906759623,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:06:00.000000000,858.48,59.09,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-07,14:07:00.000000000,859.185,59.08,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
