date,time,PRICE_MDLZ_MDLZ_ON_SIRI,PRICE_SIRI_MDLZ_ON_SIRI,PRICE_COST_COST_ON_PCAR,PRICE_PCAR_COST_ON_PCAR,PRICE_LULU_LULU_ON_PCAR,PRICE_PCAR_LULU_ON_PCAR,BETA_LULU_ON_PCAR,SPREAD_LULU_ON_PCAR,Z_LULU_ON_PCAR,BETA_COST_ON_PCAR,SPREAD_COST_ON_PCAR,Z_COST_ON_PCAR,BETA_MDLZ_ON_SIRI,SPREAD_MDLZ_ON_SIRI,Z_MDLZ_ON_SIRI,market_close,SIGNAL_LULU_ON_PCAR,SIGNAL_COST_ON_PCAR,SIGNAL_MDLZ_ON_SIRI,POS_LULU_ON_PCAR,POS_COST_ON_PCAR,POS_MDLZ_ON_SIRI,POS_BETA_LULU_ON_PCAR,POS_BETA_COST_ON_PCAR,POS_BETA_MDLZ_ON_SIRI,PAIR_BASE_LULU_ON_PCAR,PAIR_BASE_COST_ON_PCAR,PAIR_BASE_MDLZ_ON_SIRI,PAIR_RET_LULU_ON_PCAR,PAIR_RET_COST_ON_PCAR,PAIR_RET_MDLZ_ON_SIRI,SL_LULU_ON_PCAR,SL_COST_ON_PCAR,SL_MDLZ_ON_SIRI,LOSS_LULU_ON_PCAR,LOSS_COST_ON_PCAR,LOSS_MDLZ_ON_SIRI,COOLDOWN_LULU_ON_PCAR,COOLDOWN_COST_ON_PCAR,COOLDOWN_MDLZ_ON_SIRI,CAPITAL_LULU_ON_PCAR,CAPITAL_COST_ON_PCAR,CAPITAL_MDLZ_ON_SIRI,REMAINING_CAPITAL,CAPITAL,PORT_RET
2021-10-25,19:18:00.000000000,60.495,60.55,490.63,58.0733,428.61,58.0733,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:19:00.000000000,60.4806,60.6,490.56,58.06,428.63,58.06,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:20:00.000000000,60.465,60.55,490.39,58.0667,428.63,58.0667,,,,,,,0.18727668874384884,49.12539649655996,0.8078417712797552,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:21:00.000000000,60.465,60.55,490.2,58.0733,428.37,58.0733,3.387394902444823,231.65279961185107,-0.46631160201983024,11.348199158039185,-168.82737416455706,-2.1661040088000907,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:22:00.000000000,60.455,60.5,490.26,58.0733,428.125,58.0733,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:23:00.000000000,60.445,60.55,490.4,58.04,428.0888,58.04,,,,,,,0.18790688995434782,49.06723781326424,0.7755134048700314,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:24:00.000000000,60.44,60.55,490.22,58.0533,428.01,58.0533,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:25:00.000000000,60.435,60.55,490.2,58.04,428.14,58.04,3.348950655507627,233.7669039543373,-0.4633298038384851,11.369084675740638,-169.6616745799866,-2.159165184647251,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:26:00.000000000,60.44,60.55,490.25,58.04,428.11,58.04,,,,,,,0.18874484100315442,49.011499877259,0.7444126072119795,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:27:00.000000000,60.425,60.6,490.43,58.0267,428.0498,58.0267,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:28:00.000000000,60.425,60.6,490.5501,58.02,428.3,58.02,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:29:00.000000000,60.425,60.6,490.64,58.0133,428.3,58.0133,3.3090922162150234,236.328640533053,-0.45926593755020045,11.390817654893196,-170.17892185861547,-2.150457226737138,0.18971604841797995,48.928207465870415,0.6994619880284657,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:30:00.000000000,60.43,60.55,490.7,58.0,428.39,58.0,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:31:00.000000000,60.43,60.6,490.4701,57.98,428.36,57.98,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:32:00.000000000,60.445,60.6,490.47,57.9933,428.385,57.9933,,,,,,,0.190766879159765,48.88452712291824,0.6744407375334995,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:33:00.000000000,60.4462,60.562,490.53,58.01,428.7069,58.01,3.270573562601826,238.9809276334681,-0.45497765539444945,11.413558382685958,-171.57052177961236,-2.146912823561925,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:34:00.000000000,60.475,60.6,490.7,58.0333,428.66,58.0333,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:35:00.000000000,60.465,60.5,490.56,58.0667,428.55,58.0667,,,,,,,0.1918616558867026,48.857369818854494,0.6577411114571893,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:36:00.000000000,60.445,60.55,490.45,58.08,428.46,58.08,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:37:00.000000000,60.435,60.4,490.4278,58.1033,428.6,58.1033,3.2561589590743494,239.40641915321538,-0.4560518818774281,11.437965446378099,-174.15573772054057,-2.1502789288472264,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:38:00.000000000,60.445,60.4,490.35,58.1,428.45,58.1,,,,,,,0.1926506850923012,48.808898620425005,0.6302589279302869,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:39:00.000000000,60.42,60.35,490.21,58.1067,428.44,58.1067,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:40:00.000000000,60.41,60.35,490.23,58.0933,428.52,58.0933,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:41:00.000000000,60.39,60.35,490.06,58.1,428.69,58.1,3.249367054046248,239.901774159913,-0.4569546578967074,11.461611110424835,-175.85960551568297,-2.148494845324367,0.19330247234392903,48.72419579404388,0.5843915028941514,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:42:00.000000000,60.405,60.3,489.85,58.1067,428.62,58.1067,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:43:00.000000000,60.385,60.3,489.845,58.1,428.5678,58.1,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:44:00.000000000,60.375,60.35,490.09,58.1,428.81,58.1,,,,,,,0.19406440771907857,48.66321299415361,0.5504990512179996,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:45:00.000000000,60.395,60.3,490.04,58.1,428.86,58.1,3.25637386576748,239.66467839890942,-0.45962560617455,11.48506446909159,-177.24224565422134,-2.144864596531371,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:46:00.000000000,60.365,60.3,489.96,58.1033,428.67,58.1033,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:47:00.000000000,60.385,60.3,490.06,58.0867,428.67,58.0867,,,,,,,0.19491495780204507,48.63162804453668,0.5315011779243317,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:48:00.000000000,60.385,60.3,490.18,58.04,428.24,58.04,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:49:00.000000000,60.395,60.3,490.1,58.0533,428.25,58.0533,3.242058534222884,240.03780329519867,-0.46081709809810806,11.508596483089413,-178.01200421173462,-2.1377539132921157,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:50:00.000000000,60.365,60.301,489.6,58.04,428.43,58.04,,,,,,,0.1955236762667428,48.57472679743914,0.4995463804886668,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:51:00.000000000,60.345,60.3,489.63,58.0333,428.39,58.0333,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:52:00.000000000,60.34,60.35,489.54,58.04,428.5,58.04,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:53:00.000000000,60.34,60.35,489.43,58.04,428.66,58.04,3.228663193249186,241.26838826381726,-0.4599294722583673,11.531647988999365,-179.86684928152312,-2.136901232235662,0.19623623231405485,48.49714337984679,0.4569309350020458,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:54:00.000000000,60.295,60.35,489.56,58.0467,428.04,58.0467,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:55:00.000000000,60.32,60.4,489.47,58.1033,427.93,58.1033,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:56:00.000000000,60.305,60.4,489.745,58.0767,427.99,58.0767,,,,,,,0.1968505641211024,48.415225927085416,0.41210802233218446,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:57:00.000000000,60.3,60.4,489.93,58.0933,428.16,58.0933,3.2225453666765635,240.9517052500484,-0.4627872040810017,11.554421176446104,-181.30445572963646,-2.133658346958925,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:58:00.000000000,60.315,60.4,490.02,58.12,428.08,58.12,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-25,19:59:00.000000000,60.36,60.45,490.26,58.14,427.72,58.14,,,,,,,0.19724973599549203,48.4362534590725,0.4199616739088694,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-26,13:29:00.000000000,60.34,61.1,482.1,56.56,429.74,56.56,2.2654255420876557,301.6075313395222,-0.317378236044316,11.529305603225243,-169.9975249184198,-2.0582404097504083,0.19821651813357016,48.22897074203887,0.3102214059189734,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-26,13:30:00.000000000,60.22,60.9,483.95,57.0,430.43,57.0,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-26,13:31:00.000000000,60.37,61.15,486.36,57.2067,431.405,57.2067,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-26,13:32:00.000000000,60.55,61.3,486.62,57.3333,432.0,57.3333,,,,,,,0.19960544558158794,48.314186185848655,0.3511811369243295,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-26,13:33:00.000000000,60.53,61.25,485.8489,57.36,432.47,57.36,1.8710678961922298,325.1455454744137,-0.26216928122702465,11.535666475644016,-175.83692904294077,-2.0807465038112603,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-26,13:34:00.000000000,60.57,61.1,486.43,57.3833,432.385,57.3833,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-26,13:35:00.000000000,60.635,61.2,487.0,57.52,431.785,57.52,,,,,,,0.20110017515930464,48.327669280250554,0.3551581683103251,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-26,13:36:00.000000000,60.555,61.108,486.5,57.2767,432.2862,57.2767,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
2021-10-26,13:37:00.000000000,60.52,61.0,485.898,57.2,432.2862,57.2,1.382349468783973,353.2158103855568,-0.19581212574738185,11.536516296162985,-173.9907321405227,-2.0596094218915897,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008794584819496,1.0008794584819496,0.0
