date,time,PRICE_FAST_FAST_ON_MU,PRICE_MU_FAST_ON_MU,BETA_FAST_ON_MU,SPREAD_FAST_ON_MU,Z_FAST_ON_MU,market_close,SIGNAL_FAST_ON_MU,POS_FAST_ON_MU,POS_BETA_FAST_ON_MU,PAIR_BASE_FAST_ON_MU,PAIR_RET_FAST_ON_MU,SL_FAST_ON_MU,LOSS_FAST_ON_MU,COOLDOWN_FAST_ON_MU,CAPITAL_FAST_ON_MU,REMAINING_CAPITAL,CAPITAL,PORT_RET
2023-03-27,13:29:00.000000000,26.15,61.2,-0.06019547341721831,29.833962973133758,-4.0194864740409715,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,13:30:00.000000000,26.245,60.96,-0.059048919199438464,29.84462211439777,-3.9641589407859117,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,13:31:00.000000000,26.225,60.94,-0.05796403819335091,29.757328487502804,-3.9886685372111,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,13:32:00.000000000,26.245,60.85,-0.05697845491069716,29.712138981315924,-3.9781537410822105,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-03-27,13:33:00.000000000,26.2,60.92,-0.0558911836975102,29.60489091085232,-4.0157341915360805,0,1.0,0.0,0.0,29.60489091085232,0.0,0.0,0.0,0.0,0.49975,0.5,0.99975,-0.00024999999999997247
2023-03-27,13:34:00.000000000,26.2575,60.92,-0.05473751820366009,29.59210960896697,-3.9779602079721004,0,0.0,1.0,-0.0558911836975102,29.662390910852324,0.0019422466434060282,0.0,0.0,0.0,0.5007206377600422,0.5,1.0007206377600422,0.0009708804801621773
2023-03-27,13:35:00.000000000,26.2925,60.81,-0.0534614133078652,29.543488543251282,-3.9684640772058546,0,0.0,1.0,-0.0558911836975102,29.691242880645596,0.0009726784964834691,0.0,0.0,0.0,0.5012076779571368,0.5,1.0012076779571368,0.0004866894702849658
2023-03-27,13:36:00.000000000,26.2462,60.83,-0.05211127044992387,29.41612858146887,-4.018218176630841,0,1.0,1.0,-0.0558911836975102,29.646060704319545,-0.0015217340852882722,0.0,0.0,0.0,0.5004449731497813,0.5,1.0004449731497813,-0.0007617848166243999
2023-03-27,13:37:00.000000000,26.23,60.89,-0.050749812522906966,29.320156084519805,-4.041643867804327,0,1.0,1.0,-0.0558911836975102,29.633214175341397,-0.00043333005036572353,0.0,-0.0015217340852882177,0.0,0.5002281153043611,0.5,1.000228115304361,-0.00021676139242071213
2023-03-27,13:38:00.000000000,26.25,60.9,-0.04948309689947877,29.263520601178257,-4.034342878733606,0,1.0,1.0,-0.0558911836975102,29.653773087178372,0.0006937793421708113,0.0,-0.0019544047225460437,0.0,0.5005751632371322,0.5,1.0005751632371322,0.00034696878388144393
2023-03-27,13:39:00.000000000,26.265,60.82,-0.04818525879023366,29.19562743962201,-4.034992438539657,0,1.0,1.0,-0.0558911836975102,29.664301792482572,0.0003550544908145999,0.0,-0.0012619813059979723,0.0,0.5007528946968298,0.5,1.0007528946968298,0.00017762929385790728
2023-03-27,13:40:00.000000000,26.26,60.88,-0.04668663114813201,29.10228210429828,-4.053300632213484,0,1.0,1.0,-0.0558911836975102,29.662655263504423,-0.00005550540139685936,0.0,-0.0009073748873135168,0.0,0.500725100206409,0.5,1.000725100206409,-0.000027773579839811595
2023-03-27,13:41:00.000000000,26.28,61.01,-0.04545159198924791,29.053001627264017,-4.038681855715535,0,1.0,1.0,-0.0558911836975102,29.689921117385097,0.0009191980164439677,0.0,-0.0009628299245030281,0.0,0.5011853657253025,0.5,1.0011853657253025,0.0004599320220892924
2023-03-27,13:42:00.000000000,26.295,60.985,-0.044268787752991264,28.994732021116175,-4.030428140007751,0,1.0,1.0,-0.0558911836975102,29.703523837792662,0.00045815953345864984,0.0,-0.00004451693941576185,0.0,0.5014149885786395,0.5,1.0014149885786394,0.00022935098853606666
2023-03-27,13:43:00.000000000,26.3,61.04,-0.04286494350052947,28.91647615127232,-4.03590582746739,0,1.0,1.0,-0.0558911836975102,29.711597852896023,0.00027182010954161995,0.0,0.0,0.0,0.5015512832557607,0.5,1.0015512832557607,0.00013610209421244522
2023-03-27,13:44:00.000000000,26.295,61.025,-0.04172028354729999,28.840980303473984,-4.03857929165356,0,1.0,1.0,-0.0558911836975102,29.70575948514056,-0.0001965013051256428,0.0,0.0,0.0,0.5014527277740135,0.5,1.0014527277740135,-0.00009840283108301932
