date,time,PRICE_NFLX_NFLX_ON_TXN,PRICE_TXN_NFLX_ON_TXN,PRICE_CMCSA_CMCSA_ON_MAR,PRICE_MAR_CMCSA_ON_MAR,PRICE_KDP_KDP_ON_TXN,PRICE_TXN_KDP_ON_TXN,BETA_KDP_ON_TXN,SPREAD_KDP_ON_TXN,Z_KDP_ON_TXN,BETA_CMCSA_ON_MAR,SPREAD_CMCSA_ON_MAR,Z_CMCSA_ON_MAR,BETA_NFLX_ON_TXN,SPREAD_NFLX_ON_TXN,Z_NFLX_ON_TXN,market_close,SIGNAL_KDP_ON_TXN,SIGNAL_CMCSA_ON_MAR,SIGNAL_NFLX_ON_TXN,POS_KDP_ON_TXN,POS_CMCSA_ON_MAR,POS_NFLX_ON_TXN,POS_BETA_KDP_ON_TXN,POS_BETA_CMCSA_ON_MAR,POS_BETA_NFLX_ON_TXN,PAIR_BASE_KDP_ON_TXN,PAIR_BASE_CMCSA_ON_MAR,PAIR_BASE_NFLX_ON_TXN,PAIR_RET_KDP_ON_TXN,PAIR_RET_CMCSA_ON_MAR,PAIR_RET_NFLX_ON_TXN,SL_KDP_ON_TXN,SL_CMCSA_ON_MAR,SL_NFLX_ON_TXN,LOSS_KDP_ON_TXN,LOSS_CMCSA_ON_MAR,LOSS_NFLX_ON_TXN,COOLDOWN_KDP_ON_TXN,COOLDOWN_CMCSA_ON_MAR,COOLDOWN_NFLX_ON_TXN,CAPITAL_KDP_ON_TXN,CAPITAL_CMCSA_ON_MAR,CAPITAL_NFLX_ON_TXN,REMAINING_CAPITAL,CAPITAL,PORT_RET
2022-04-11,13:39:00.000000000,347.14,173.195,47.7,163.895,37.89,173.195,,,,0.282946460760697,1.3264898136255638,-0.8229291830084702,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-04-11,13:40:00.000000000,347.88,173.18,47.71,164.11,37.855,173.18,,,,0.28258491570768385,1.3349894832119986,-0.8194323425475978,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-04-11,13:41:00.000000000,349.005,173.07,47.69,164.25,37.87,173.07,0.016492704822141505,35.01560757643197,0.9448752307976503,0.2823287854331592,1.3174969926036013,-0.8179660456803199,1.6692224032669105,60.1126786665958,-1.4769325638194628,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-04-11,13:42:00.000000000,349.5732,173.22,47.74,164.71,37.86,173.22,,,,0.2825437793860991,1.2022140973156183,-0.824139167645912,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-04-11,13:43:00.000000000,350.12,173.36,47.8,164.93,37.83,173.36,,,,0.28286205579119517,1.1475611383581779,-0.8255881453818348,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-04-11,13:44:00.000000000,351.465,173.51,47.8,165.14,37.7962,173.51,,,,0.2831380335559232,1.042585138574843,-0.8309884187725747,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-04-11,13:45:00.000000000,351.24,174.0201,47.79,164.9,37.805,174.0201,0.01637261513387385,34.95583587714176,0.9371168002073045,0.2833244423428186,1.0697994576692054,-0.8260282010871925,1.6752371069583478,59.71507112339759,-1.4790414645118355,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-04-11,13:46:00.000000000,350.765,173.885,47.765,165.1,37.83,173.885,,,,0.28358781018677415,0.944652538163588,-0.8330523197532526,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-04-11,13:47:00.000000000,351.92,174.22,47.755,164.8,37.75,174.22,,,,0.28372499579686444,0.997120692676738,-0.826102190545807,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-04-11,13:48:00.000000000,351.79,174.34,47.575,164.88,37.71,174.34,,,,0.2837093448302769,0.7970032243839498,-0.8390920990607582,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-04-11,13:49:00.000000000,352.045,174.09,47.585,165.08,37.775,174.09,0.0165056897266227,34.90152447549225,0.9299043937147037,0.28368138643111424,0.754876727951661,-0.8396092093489643,1.6801684570539104,59.54447331148475,-1.474929205265064,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-04-11,13:50:00.000000000,352.85,174.12,47.67,165.04,37.75,174.12,,,,0.2837599053229491,0.8382652255004857,-0.8301902986994096,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-04-11,13:51:00.000000000,351.69,173.61,47.645,164.34,37.78,173.61,,,,0.28359160223319774,1.0395560889962852,-0.8114101334459621,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-04-11,13:52:00.000000000,352.42,173.745,47.62,164.47,37.77,173.745,,,,0.28343344791721714,1.003700821055297,-0.8114867433085926,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-04-11,13:53:00.000000000,352.6565,173.64,47.62,164.86,37.785,173.64,0.016315095539220892,34.95204681056968,0.9326326724861733,0.283458443024579,0.8890410829678999,-0.8178590429287684,1.6852341812156664,60.03243677371171,-1.452506122302513,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-04-11,13:54:00.000000000,353.1434,173.27,47.767,164.81,37.82,173.27,,,,0.2838522354465233,0.985313076058496,-0.8073922189532224,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-04-11,13:55:00.000000000,352.1,173.125,47.8,164.68,37.85,173.125,,,,0.2841274320591728,1.0098944884954193,-0.8026622166343079,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
