date,time,PRICE_PYPL_PYPL_ON_ZM,PRICE_ZM_PYPL_ON_ZM,BETA_PYPL_ON_ZM,SPREAD_PYPL_ON_ZM,Z_PYPL_ON_ZM,market_close,SIGNAL_PYPL_ON_ZM,POS_PYPL_ON_ZM,POS_BETA_PYPL_ON_ZM,PAIR_BASE_PYPL_ON_ZM,PAIR_RET_PYPL_ON_ZM,SL_PYPL_ON_ZM,LOSS_PYPL_ON_ZM,COOLDOWN_PYPL_ON_ZM,CAPITAL_PYPL_ON_ZM,REMAINING_CAPITAL,CAPITAL,PORT_RET
2023-08-04,13:51:00.000000000,63.66,69.96,4.227248628847366,-232.07831407416168,-2.5373481890017784,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:52:00.000000000,63.76,70.02,4.217486152092735,-231.54838036953328,-2.5207039988120004,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:53:00.000000000,63.66,69.92,4.21385480371938,-230.9727278760591,-2.503660111706377,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:54:00.000000000,63.72,69.8201,4.222965754001924,-231.12789124098973,-2.4958813274000033,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:55:00.000000000,63.6,69.7902,4.224338135682627,-231.21740335691769,-2.4873497169672043,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:56:00.000000000,63.55,69.57,4.232884126175663,-230.93174865804082,-2.4742454206512208,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:57:00.000000000,63.385,69.6302,4.233732855612322,-231.41066548285715,-2.4707079246926145,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:58:00.000000000,63.35,69.68,4.233863519237008,-231.6656100204348,-2.4644228482930455,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,13:59:00.000000000,63.285,69.6054,4.234059384479348,-231.42839708043883,-2.4521328424870434,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:00:00.000000000,63.2005,69.61,4.23143070700987,-231.34939151495703,-2.4418980671856674,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:01:00.000000000,63.2786,69.72,4.222068533580768,-231.08401816125115,-2.429473611765699,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:02:00.000000000,63.285,69.515,4.216733093919848,-229.8412010238383,-2.4052294981262365,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:03:00.000000000,63.245,69.455,4.2134864380206825,-229.40270055272651,-2.3910309909821,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:04:00.000000000,63.115,69.4899,4.220627025254221,-230.1759499222133,-2.391695987941358,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:05:00.000000000,63.11,69.45,4.224700421544109,-230.2954442762384,-2.3844005535477804,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:06:00.000000000,63.06,69.43,4.225891323829263,-230.34363461346572,-2.376298237095666,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:07:00.000000000,63.125,69.46,4.226162801201178,-230.42426817143377,-2.368651279479139,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:08:00.000000000,63.16,69.59,4.225806843292261,-230.9138982247085,-2.365991685752753,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:09:00.000000000,63.17,69.66,4.223202464441292,-231.01828367298037,-2.3587052134306568,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:10:00.000000000,63.24,69.74,4.214997714921382,-230.71394063861715,-2.346570659736281,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:11:00.000000000,63.265,69.84,4.2026976922750725,-230.2514068284911,-2.332648305296688,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:12:00.000000000,63.2832,69.89,4.188959323912894,-229.4831671482722,-2.315197618933259,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:13:00.000000000,63.1621,69.69,4.183999993846882,-228.42085957118923,-2.29439983568425,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:14:00.000000000,63.115,69.705,4.178542597803103,-228.15031177986532,-2.2832157778064777,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:15:00.000000000,63.105,69.65,4.177504800448095,-227.85820935120987,-2.271868775988175,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:16:00.000000000,63.215,69.78,4.170097215452916,-227.77438369430448,-2.2630848611307934,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:17:00.000000000,63.25,69.83,4.161994191398841,-227.38205438538102,-2.250719023394482,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:18:00.000000000,63.195,69.94,4.151244013522462,-227.143006305761,-2.2402669735572545,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:19:00.000000000,63.19,70.04,4.134116767925325,-226.36353842548976,-2.2235296317106985,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:20:00.000000000,63.2001,70.0,4.124770338900328,-225.53382372302295,-2.2063449191755446,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:21:00.000000000,63.141,69.92,4.135378338585754,-226.00465343391593,-2.204577717609174,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:22:00.000000000,63.14,70.0,4.1412741061652465,-226.7491874315673,-2.2060191032463807,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:23:00.000000000,63.155,70.01,4.1452220978644645,-227.05199907149117,-2.20226357342657,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:24:00.000000000,63.1824,70.04,4.1550672063052225,-227.8385071296178,-2.2041759893660684,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:25:00.000000000,63.125,70.01,4.163292777442429,-228.3471273487445,-2.2028156520064255,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:26:00.000000000,63.1812,70.07,4.157197822091812,-228.11365139397327,-2.192819747487336,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:27:00.000000000,63.1771,70.09,4.142142145689927,-227.145642991407,-2.174373487023685,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:28:00.000000000,63.19,70.14,4.123706684978193,-226.04678688437042,-2.1545665537771725,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:29:00.000000000,63.2273,70.15,4.093611991595455,-223.93958121042118,-2.1232540209178863,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:30:00.000000000,63.2,70.1,4.0755560960848065,-222.4964823355449,-2.099876018219315,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:31:00.000000000,63.2825,70.19,4.054118419696186,-221.27607187847528,-2.079254832034827,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:32:00.000000000,63.35,70.32,4.019259129667724,-219.28430199823433,-2.0499093458685946,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:33:00.000000000,63.46,70.4,3.9734847842930123,-216.2733288142281,-2.009067208544284,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:34:00.000000000,63.555,70.36,3.9344246634046227,-213.27111931714927,-1.9686349656974635,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:35:00.000000000,63.545,70.31,3.908587900575677,-211.26781528947583,-1.9399598073217543,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:36:00.000000000,63.56,70.26,3.888278857687444,-209.63047254111984,-1.9156804829041767,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:37:00.000000000,63.575,70.345,3.8614013435528034,-208.05527751222195,-1.8922785970048817,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:38:00.000000000,63.59,70.3,3.8396961629421638,-206.34064025483408,-1.8674388922769825,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:39:00.000000000,63.545,70.34,3.8098064824859095,-204.43678797805887,-1.840599429132216,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:40:00.000000000,63.5501,70.41,3.761703131966029,-201.31141752172812,-1.7999932952949125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:41:00.000000000,63.49,70.35,3.722996779830896,-198.42282346110352,-1.7623357271504227,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:42:00.000000000,63.47,70.27,3.6942590758676292,-196.12558526121828,-1.731635441742846,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:43:00.000000000,63.525,70.3,3.6603102223703794,-193.79480863263765,-1.7007282971189472,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:44:00.000000000,63.52,70.37,3.6091004490570744,-190.45239860014632,-1.6584876669805095,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:45:00.000000000,63.495,70.31,3.56439916121261,-187.1179050248586,-1.6165588615796624,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:46:00.000000000,63.5106,70.29,3.5224165098815585,-184.08005647957475,-1.5782086223691596,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:47:00.000000000,63.63,70.4,3.4681417982160214,-180.52718259440792,-1.534196214825698,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:48:00.000000000,63.44,70.33,3.425887010588633,-177.50263345469855,-1.4963763084963957,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:49:00.000000000,63.455,70.41,3.3849300456509965,-174.87792451428663,-1.463252786712103,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:50:00.000000000,63.505,70.45,3.3322079657185566,-171.24905118487231,-1.4188863735714627,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:51:00.000000000,63.47,70.39,3.2941883415494186,-168.40791736166358,-1.3836167735952503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:52:00.000000000,63.635,70.515,3.2441674570282117,-165.12746823234437,-1.3435031275375138,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:53:00.000000000,63.62,70.52,3.1916287322239785,-161.45365819643496,-1.2990762896353667,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:54:00.000000000,63.645,70.54,3.1447943199267723,-158.18879132763453,-1.2594239796678566,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:55:00.000000000,63.62,70.52,3.098978168223152,-154.91994042309668,-1.21984887533223,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:56:00.000000000,63.5725,70.53,3.0564553641476064,-151.9992968333307,-1.184328921774668,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:57:00.000000000,63.5911,70.43,3.0309772102600583,-149.88062491861592,-1.1579803267708586,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:58:00.000000000,63.6295,70.4296,2.9803469731950565,-146.27514518333854,-1.114881029949783,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,14:59:00.000000000,63.6573,70.45,2.9294086312627186,-142.71953807245853,-1.0724511991822976,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:00:00.000000000,63.6599,70.41,2.8961911605397033,-140.2609196136005,-1.0425279461418377,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:01:00.000000000,63.605,70.415,2.863922731200264,-138.05811911746662,-1.0155636886046417,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:02:00.000000000,63.6129,70.45,2.825308098369198,-135.43005553011,-0.9838444523726579,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:03:00.000000000,63.68,70.55,2.7715809506242177,-131.85503606653856,-0.9414735177576756,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:04:00.000000000,63.665,70.6263,2.702350898891326,-127.19204529036847,-0.8868674589262827,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:05:00.000000000,63.698,70.67,2.626034403435064,-121.88385129075596,-0.8250458228617066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:06:00.000000000,63.7,70.675,2.554087663519553,-116.81014561924441,-0.7659640696097859,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:07:00.000000000,63.625,70.74,2.473119745763018,-111.32349081527587,-0.702277774901439,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:08:00.000000000,63.665,70.775,2.3955406622419857,-105.87939037017657,-0.6391393352468246,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:09:00.000000000,63.6098,70.77,2.3196233322492894,-100.54994322328218,-0.5773557687091809,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:10:00.000000000,63.685,70.78,2.236370814396486,-94.6053262429833,-0.508645069988077,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:11:00.000000000,63.6984,70.73,2.1691001078575214,-89.7220506287625,-0.4520117050920203,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:12:00.000000000,63.705,70.715,2.102646863537729,-84.9836729550705,-0.39705166864852937,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:13:00.000000000,63.7992,70.72,2.0298810774022686,-79.75398979388844,-0.3365400664208448,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:14:00.000000000,63.835,70.695,1.9624738828326145,-74.90209114685166,-0.28033951183549793,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:15:00.000000000,63.8101,70.68,1.9021181630636634,-70.63161176533973,-0.2307593074531193,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:16:00.000000000,63.7599,70.72,1.8457904723783178,-66.77440220659464,-0.18588847011919876,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:17:00.000000000,63.725,70.66,1.8103199223404824,-64.19220571257847,-0.15552293478003773,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:18:00.000000000,63.735,70.62,1.777803382069689,-61.81347484176145,-0.12747781818929602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:19:00.000000000,63.7169,70.65,1.7414119098885177,-59.313851433623775,-0.09806410229110557,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:20:00.000000000,63.74,70.63,1.709278280796748,-56.9863249726743,-0.07061538160297813,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:21:00.000000000,63.73,70.675,1.6596583411205694,-53.566353258696246,-0.03073274372891047,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:22:00.000000000,63.7685,70.6967,1.6044401968569546,-49.66012726513706,0.014681646494332982,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:23:00.000000000,63.71,70.68,1.5555977080084524,-46.239646002037425,0.05455251637192604,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:24:00.000000000,63.6701,70.66,1.5140556652674684,-43.31307330779931,0.08878375361232889,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:25:00.000000000,63.73,70.65,1.474281908373959,-40.4280168266202,0.12253454086273505,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:26:00.000000000,63.6884,70.58,1.4503679756847891,-38.67857172383242,0.1433205490733289,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:27:00.000000000,63.715,70.6,1.4109306128895072,-35.8967012699992,0.17588608526950728,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:28:00.000000000,63.745,70.54,1.3713353697748842,-32.98899698392035,0.20988022308488202,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:29:00.000000000,63.8229,70.6,1.3300354910697019,-30.077605669520942,0.24390687694657426,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:30:00.000000000,63.825,70.6,1.284621626367602,-26.86928682155269,0.2813144945615955,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:31:00.000000000,63.7699,70.66,1.2443911317774325,-24.158777371393377,0.3130179359486022,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:32:00.000000000,63.805,70.67,1.1957754108939367,-20.7004482878745,0.3532587790458637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:33:00.000000000,63.785,70.65,1.154693295708744,-17.79408134182276,0.3871662847514761,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:34:00.000000000,63.7529,70.7,1.1001544841992752,-14.028022032888757,0.4308918560825826,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:35:00.000000000,63.7273,70.675,1.066135865752682,-11.6218523120708,0.45902919456790564,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:36:00.000000000,63.6805,70.645,1.0273945308112955,-8.899786629163962,0.4907649142028193,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:37:00.000000000,63.6683,70.6,1.0030563277354159,-7.147476738120346,0.511374836615028,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:38:00.000000000,63.66,70.62,0.9725396708743762,-5.020751557148458,0.5362576913137742,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-08-04,15:39:00.000000000,63.6301,70.575,0.954509424966363,-3.7344026670010777,0.5514939496135529,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
