date,time,PRICE_MDLZ_MDLZ_ON_ZM,PRICE_ZM_MDLZ_ON_ZM,BETA_MDLZ_ON_ZM,SPREAD_MDLZ_ON_ZM,Z_MDLZ_ON_ZM,market_close,SIGNAL_MDLZ_ON_ZM,POS_MDLZ_ON_ZM,POS_BETA_MDLZ_ON_ZM,PAIR_BASE_MDLZ_ON_ZM,PAIR_RET_MDLZ_ON_ZM,SL_MDLZ_ON_ZM,LOSS_MDLZ_ON_ZM,COOLDOWN_MDLZ_ON_ZM,CAPITAL_MDLZ_ON_ZM,REMAINING_CAPITAL,CAPITAL,PORT_RET
2023-09-18,13:29:00.000000000,72.35,70.7,0.08257913870286052,66.51165489370776,-1.8928886425612308,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:30:00.000000000,72.27,70.83,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:31:00.000000000,72.08,70.85,0.08552510918007954,66.02054601459136,-1.9289503545546285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:32:00.000000000,72.05,70.98,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:33:00.000000000,72.11,71.11,0.0882356901935199,65.8355600703388,-1.9252032360794262,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:34:00.000000000,71.98,71.0535,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:35:00.000000000,72.07,71.015,0.09081819394128969,65.62054595725931,-1.9252079413866305,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:36:00.000000000,71.96,71.04,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:37:00.000000000,71.98,71.09,0.0932829046163358,65.34851831082469,-1.9322756360945892,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:38:00.000000000,71.96,71.02,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:39:00.000000000,72.03,70.81,0.09557910470822924,65.2620435956103,-1.9160915391364752,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:40:00.000000000,72.04,70.74,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:41:00.000000000,72.055,70.68,0.09777106450029101,65.14454116111943,-1.9042875874291114,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:42:00.000000000,72.005,70.54,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:43:00.000000000,71.935,70.52,0.10000257296266174,64.8828185546731,-1.9105429102927554,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:44:00.000000000,72.02,70.63,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:45:00.000000000,72.05,70.58,0.10224364305319478,64.83364367330552,-1.8904926089491272,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:46:00.000000000,72.045,70.5411,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:47:00.000000000,72.06,70.41,0.10428036773429009,64.71761930782864,-1.8792614343983285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:48:00.000000000,72.075,70.47,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:49:00.000000000,72.0,70.45,0.10634336506197789,64.50810993138366,-1.8797066322189753,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:50:00.000000000,72.0,70.48,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:51:00.000000000,71.915,70.465,0.10863738127732012,64.25986692829365,-1.884741041935248,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:52:00.000000000,71.88,70.6224,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:53:00.000000000,71.84,70.61,0.11088499593103623,64.01041043730953,-1.889706010964488,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:54:00.000000000,71.8,70.53,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:55:00.000000000,71.87,70.56,0.11323979563267575,63.879800020158406,-1.8800570968438404,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:56:00.000000000,71.86,70.63,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:57:00.000000000,71.86,70.61,0.11557441323465102,63.69929068150129,-1.876683126874722,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:58:00.000000000,71.87,70.57,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,13:59:00.000000000,71.85,70.71,0.1176996213889391,63.52745977158811,-1.8723170395625226,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:00:00.000000000,71.815,70.69,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:01:00.000000000,71.77,70.705,0.11973316178151092,63.30426679623827,-1.8741630151827202,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:02:00.000000000,71.765,70.77,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:03:00.000000000,71.7001,70.8,0.12174869911315815,63.080292102788405,-1.87593905225602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:04:00.000000000,71.67,70.795,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:05:00.000000000,71.6606,70.67,0.12372320818583063,62.91708087750735,-1.8704272513205642,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:06:00.000000000,71.63,70.77,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:07:00.000000000,71.665,70.61,0.12555152895758487,62.79980654030494,-1.8596134311789032,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:08:00.000000000,71.6799,70.62,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:09:00.000000000,71.67,70.69,0.12722046068607118,62.676785634101634,-1.849801065937656,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:10:00.000000000,71.67,70.705,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:11:00.000000000,71.67,70.62,0.12904783039727646,62.55664221734433,-1.8398161640285842,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:12:00.000000000,71.71,70.66,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:13:00.000000000,71.745,70.57,0.13102738626988086,62.49839735093451,-1.822768612470428,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:14:00.000000000,71.68,70.595,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:15:00.000000000,71.665,70.56,0.133318298091047,62.25806088669573,-1.8276022854974017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:16:00.000000000,71.625,70.705,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:17:00.000000000,71.63,70.83,0.13569026675023266,62.019058406081015,-1.8320825245509083,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:18:00.000000000,71.63,70.86,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:19:00.000000000,71.62,70.81,0.13816311447591859,61.83666986396021,-1.8298093010968475,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:20:00.000000000,71.63,70.83,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:21:00.000000000,71.67,70.83,0.14083116943025883,61.69492826925477,-1.8228599551730402,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:22:00.000000000,71.66,70.82,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:23:00.000000000,71.68,70.78,0.1431759324087385,61.5460075041095,-1.8169615335586435,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:24:00.000000000,71.66,70.78,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:25:00.000000000,71.655,70.76,0.14568445864370802,61.34636770637122,-1.8171586854686506,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
