date,time,PRICE_MDLZ_MDLZ_ON_ZM,PRICE_ZM_MDLZ_ON_ZM,BETA_MDLZ_ON_ZM,SPREAD_MDLZ_ON_ZM,Z_MDLZ_ON_ZM,market_close,SIGNAL_MDLZ_ON_ZM,POS_MDLZ_ON_ZM,POS_BETA_MDLZ_ON_ZM,PAIR_BASE_MDLZ_ON_ZM,PAIR_RET_MDLZ_ON_ZM,SL_MDLZ_ON_ZM,LOSS_MDLZ_ON_ZM,COOLDOWN_MDLZ_ON_ZM,CAPITAL_MDLZ_ON_ZM,REMAINING_CAPITAL,CAPITAL,PORT_RET
2023-09-18,14:26:00.000000000,71.68,70.745,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:27:00.000000000,71.67,70.8,0.1481076281834904,61.18397992460888,-1.8130010660473572,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:28:00.000000000,71.625,70.7,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:29:00.000000000,71.65,70.685,0.15048159882177625,61.01320818728275,-1.8099039738842277,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:30:00.000000000,71.675,70.71,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:31:00.000000000,71.65,70.71,0.15309689456287964,60.82451858545879,-1.8090478966866956,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:32:00.000000000,71.69,70.73,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:33:00.000000000,71.635,70.655,0.15405143159314122,60.75049610078661,-1.795048982833196,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:34:00.000000000,71.625,70.6501,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:35:00.000000000,71.62,70.7,0.15516472122728472,60.64985420923097,-1.784533640027056,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:36:00.000000000,71.56,70.6,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:37:00.000000000,71.59,70.39,0.15669412342812616,60.5603006518942,-1.7729941457319875,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:38:00.000000000,71.5875,70.32,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:39:00.000000000,71.545,70.34,0.1574944245552193,60.466842176785875,-1.7622754056672665,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:40:00.000000000,71.55,70.28,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:41:00.000000000,71.565,70.161,0.15799119448912538,60.48017980344847,-1.7395607365460486,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:42:00.000000000,71.58,70.15,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:43:00.000000000,71.59,70.21,0.1587507560583084,60.44410941714617,-1.7230349282840192,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:44:00.000000000,71.55,70.175,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:45:00.000000000,71.561,70.24,0.15933816655255967,60.36908718134822,-1.711359708838662,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:46:00.000000000,71.58,70.17,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:47:00.000000000,71.585,70.12,0.16005009788686053,60.362287136173336,-1.6922094167553614,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:48:00.000000000,71.565,70.14,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:49:00.000000000,71.55,70.12,0.1608468553910068,60.2714184999826,-1.6831134454220598,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:50:00.000000000,71.56,70.06,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:51:00.000000000,71.595,69.96,0.1619300428105018,60.266374204977296,-1.6644381053828416,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:52:00.000000000,71.605,69.945,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:53:00.000000000,71.585,70.035,0.16300474297629158,60.16896282565541,-1.6567040291637551,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:54:00.000000000,71.555,69.96,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:55:00.000000000,71.59,70.005,0.16375107266558425,60.126606158045774,-1.642837450419277,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:56:00.000000000,71.635,69.99,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:57:00.000000000,71.64,69.95,0.164640052859022,60.123428302511414,-1.624768819490044,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:58:00.000000000,71.64,69.975,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,14:59:00.000000000,71.625,69.96,0.16582774387652827,60.023691038398084,-1.6181713622294331,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:00:00.000000000,71.59,70.06,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:01:00.000000000,71.61,70.03,0.16656932626451543,59.945150081695985,-1.6093812580757905,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:02:00.000000000,71.61,70.1,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:03:00.000000000,71.6499,70.11,0.16704420295761796,59.93843093064141,-1.5925888474710712,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:04:00.000000000,71.59,70.15,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:05:00.000000000,71.57,70.19,0.1678958457407632,59.78539058745582,-1.5929328510708107,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:06:00.000000000,71.58,70.045,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:07:00.000000000,71.57,70.09,0.1684891349962553,59.76059652811246,-1.5786317242341175,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:08:00.000000000,71.52,70.0114,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:09:00.000000000,71.505,70.0,0.16906724896521325,59.670292572435066,-1.5721563080971608,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:10:00.000000000,71.51,69.95,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:11:00.000000000,71.52,69.9406,0.1693724756377104,59.67398743041315,-1.5550097782098127,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:12:00.000000000,71.505,69.8001,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:13:00.000000000,71.47,69.86,0.169601204741348,59.621659836769425,-1.5445647236979463,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:14:00.000000000,71.47,69.86,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:15:00.000000000,71.445,69.8,0.16984940514984956,59.5895115205405,-1.53198536301015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:16:00.000000000,71.49,69.87,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:17:00.000000000,71.5,69.845,0.17001878917885554,59.625037669802836,-1.5118028034663515,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:18:00.000000000,71.5,69.8775,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:19:00.000000000,71.495,69.9,0.17006846984576426,59.607213957781084,-1.4981695806435744,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:20:00.000000000,71.49,69.94,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:21:00.000000000,71.49,69.93,0.17010956830257645,59.59423788860082,-1.4841867693464768,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:22:00.000000000,71.525,69.9401,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:23:00.000000000,71.53,69.96,0.17026031090956262,59.618588648767,-1.4660829959710309,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:24:00.000000000,71.54,69.97,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:25:00.000000000,71.545,69.99,0.17036748986050929,59.62097938466296,-1.4508744633156048,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:26:00.000000000,71.565,69.9801,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:27:00.000000000,71.5643,69.98,0.170493854116046,59.6331400889591,-1.4347491791504043,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:28:00.000000000,71.57,70.04,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:29:00.000000000,71.58,70.0,0.17062953011114246,59.635932892220026,-1.4199957321327112,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:30:00.000000000,71.595,70.03,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:31:00.000000000,71.64,70.13,0.17070282839944045,59.66861064434724,-1.401984303441432,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:32:00.000000000,71.645,70.17,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:33:00.000000000,71.635,70.22,0.17094910638896077,59.63095374936718,-1.3925051119999339,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:34:00.000000000,71.635,70.23,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:35:00.000000000,71.595,70.15,0.17114773298035665,59.58898653142798,-1.3837095796887253,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:36:00.000000000,71.61,70.08,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:37:00.000000000,71.64,70.06,0.17137369787755755,59.63355872669832,-1.364830140968029,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:38:00.000000000,71.665,70.13,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:39:00.000000000,71.675,70.1,0.17160938077729102,59.645182407511896,-1.3501686124008427,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:40:00.000000000,71.68,70.17,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:41:00.000000000,71.69,70.125,0.1717787535344772,59.64401490839479,-1.337241597816965,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:42:00.000000000,71.695,70.17,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:43:00.000000000,71.7013,70.21,0.1722439091222102,59.60805514052963,-1.3286576818282598,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:44:00.000000000,71.705,70.2002,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:45:00.000000000,71.69,70.18,0.17254997836258584,59.58044251851372,-1.3192243340022287,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:46:00.000000000,71.7,70.12,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:47:00.000000000,71.71,70.145,0.17286769020531778,59.58419587054798,-1.306196452599311,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:48:00.000000000,71.71,70.19,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:49:00.000000000,71.7076,70.235,0.17313072264371426,59.54776369511873,-1.2981997099486806,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:50:00.000000000,71.725,70.23,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:51:00.000000000,71.715,70.24,0.17338059289443167,59.53674715509513,-1.2872608178398326,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:52:00.000000000,71.715,70.24,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:53:00.000000000,71.73,70.27,0.173616212323905,59.5299887599992,-1.275989397363338,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:54:00.000000000,71.71,70.34,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:55:00.000000000,71.685,70.315,0.17387329807128019,59.459099046117935,-1.2726923033288176,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-09-18,15:56:00.000000000,71.695,70.345,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
