date,time,PRICE_INTC_INTC_ON_CTAS,PRICE_CTAS_INTC_ON_CTAS,BETA_INTC_ON_CTAS,SPREAD_INTC_ON_CTAS,Z_INTC_ON_CTAS,market_close,SIGNAL_INTC_ON_CTAS,POS_INTC_ON_CTAS,POS_BETA_INTC_ON_CTAS,PAIR_BASE_INTC_ON_CTAS,PAIR_RET_INTC_ON_CTAS,SL_INTC_ON_CTAS,LOSS_INTC_ON_CTAS,COOLDOWN_INTC_ON_CTAS,CAPITAL_INTC_ON_CTAS,REMAINING_CAPITAL,CAPITAL,PORT_RET
2024-01-26,15:15:00.000000000,44.0313,149.0738,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-01-26,15:16:00.000000000,43.9761,149.0738,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-01-26,15:17:00.000000000,43.86,149.0738,0.5249041514525666,-34.38945649280963,0.9166366082347571,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-01-26,15:18:00.000000000,43.8084,149.0738,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-01-26,15:19:00.000000000,43.8198,149.0738,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-01-26,15:20:00.000000000,43.8601,149.0738,0.5246641526839406,-34.35357896437523,0.9267236894140871,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-01-26,15:21:00.000000000,43.95,149.0738,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-01-26,15:22:00.000000000,44.045,149.0738,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-01-26,15:23:00.000000000,43.958,149.245,0.523882285162438,-34.228811649068064,0.9575383989179129,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-01-26,15:24:00.000000000,43.95,149.245,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-01-26,15:25:00.000000000,43.885,149.245,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-01-26,15:26:00.000000000,43.965,149.245,0.5230118313895572,-34.09190077573446,0.9910521040912235,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-01-26,15:27:00.000000000,44.105,149.5663,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-01-26,15:28:00.000000000,44.04,149.5663,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-01-26,15:29:00.000000000,44.125,149.5663,0.5210624707750336,-33.808385822679924,1.05887743356115,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-01-26,15:30:00.000000000,44.035,149.5663,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-01-26,15:31:00.000000000,44.064,149.5663,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-01-26,15:32:00.000000000,44.025,149.5663,0.5190636619112813,-33.60943137652128,1.1065984254726533,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-01-26,15:33:00.000000000,44.055,149.5988,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-01-26,15:34:00.000000000,44.005,149.5988,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-01-26,15:35:00.000000000,43.915,149.5988,0.5168946427999811,-33.41181828930582,1.1536858001329517,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-01-26,15:36:00.000000000,43.9621,149.5988,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-01-26,15:37:00.000000000,44.02,149.7375,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-01-26,15:38:00.000000000,44.015,149.7375,0.5140543643961211,-32.95821538876419,1.2605008029837796,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-01-26,15:39:00.000000000,44.0099,149.7375,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-01-26,15:40:00.000000000,44.015,149.7375,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-01-26,15:41:00.000000000,44.01,149.7375,0.5111924877869278,-32.53468513999511,1.359252221133872,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-01-26,15:42:00.000000000,44.005,149.7375,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-01-26,15:43:00.000000000,44.055,149.7375,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-01-26,15:44:00.000000000,44.0,149.7375,0.5084026061817271,-32.12693524313636,1.4533307936865385,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-01-26,15:45:00.000000000,44.105,149.905,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-01-26,15:46:00.000000000,44.055,149.905,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-01-26,15:47:00.000000000,44.125,149.905,0.5049356998642244,-31.56738608814655,1.5815815122715413,0,-1.0,0.0,0.0,119.81738608814655,0.0,0.0,0.0,0.0,0.5997,0.4,0.9997,-0.00029999999999996696
2024-01-26,15:48:00.000000000,44.14,149.905,,,,0,0.0,-1.0,0.5049356998642244,119.83238608814655,-0.00012519051274383048,0.0,0.0,0.0,0.5996249232495076,0.4,0.9996249232495076,-0.00007509928027653617
2024-01-26,15:49:00.000000000,44.145,149.9188,,,,0,0.0,-1.0,0.5049356998642244,119.84435420080467,0.000016423879406677445,0.0,-0.00012519051274384463,0.0,0.5996347714169362,0.4,0.9996347714169362,9.851862633283804e-6
2024-01-26,15:50:00.000000000,44.115,149.9188,0.5014070569470266,-31.055344289029883,1.6970926031219773,0,-1.0,-1.0,0.5049356998642244,119.81435420080467,0.0002503246832114825,0.0,-0.00010876868945108864,0.0,0.5997848748011337,0.4,0.9997848748011338,0.000150158226273737
2024-01-26,15:51:00.000000000,44.115,149.9188,,,,0,0.0,-1.0,0.5049356998642244,119.81435420080467,0.0,0.0,0.0,0.0,0.5997848748011337,0.4,0.9997848748011338,0.0
2024-01-26,15:52:00.000000000,44.115,149.9188,,,,0,0.0,-1.0,0.5049356998642244,119.81435420080467,0.0,0.0,0.0,0.0,0.5997848748011337,0.4,0.9997848748011338,0.0
2024-01-26,15:53:00.000000000,44.115,149.9188,0.4979800127026119,-30.541565928360335,1.811122114053555,0,-1.0,-1.0,0.5049356998642244,119.81435420080467,0.0,0.0,0.0,0.0,0.5997848748011337,0.4,0.9997848748011338,0.0
2024-01-26,15:54:00.000000000,44.2682,149.9188,,,,0,0.0,-1.0,0.5049356998642244,119.96755420080467,-0.0012786447919523932,0.0,0.0,0.0,0.5990179629946775,0.4,0.9990179629946775,-0.0007670768240105829
2024-01-26,15:55:00.000000000,44.24,149.9188,,,,0,0.0,-1.0,0.5049356998642244,119.93935420080467,0.00023506355687468936,0.0,-0.001278644791952388,0.0,0.5991587702876908,0.4,0.9991587702876908,0.00014094570691328655
2024-01-26,15:56:00.000000000,44.4182,149.9188,0.4944565009342224,-29.7101252722575,1.9958575627055615,0,-1.0,-1.0,0.5049356998642244,120.11755420080468,-0.00148575087124157,0.0,-0.0010438817978704051,0.0,0.5982685696227239,0.4,0.9982685696227239,-0.0008909501587126181
2024-01-26,15:57:00.000000000,44.401,149.9188,,,,0,0.0,-1.0,0.5049356998642244,120.10035420080467,0.00014319305878674157,0.0,-0.002528081720821307,0.0,0.5983542375291842,0.4,0.9983542375291842,0.00008581649174092319
2024-01-26,15:58:00.000000000,44.41,149.9188,,,,0,0.0,-1.0,0.5049356998642244,120.10935420080467,-0.00007493733103355773,0.0,-0.002385250665788985,0.0,0.5983093984596111,0.4,0.9983093984596111,-0.00004491298567937165
2024-01-26,15:59:00.000000000,44.5698,149.9188,0.49117663440547454,-29.066811618107465,2.133014637086931,0,-1.0,-1.0,0.5049356998642244,120.26915420080468,-0.001330454243662344,0.0,-0.002460009252503892,0.0,0.5975133751814075,0.4,0.9975133751814075,-0.0007973713153776453
2024-01-26,16:00:00.000000000,44.5141,149.9188,,,,0,0.0,-1.0,0.5049356998642244,120.21345420080468,0.0004631278931836786,0.0,-0.0037871905664167427,0.0,0.5977901002920043,0.4,0.9977901002920043,0.0002774149374653924
2024-01-26,16:01:00.000000000,44.4435,149.9188,,,,0,0.0,-1.0,0.5049356998642244,120.14285420080468,0.0005872886730470999,0.0,-0.0033258166268210765,0.0,0.5981411756467655,0.4,0.9981411756467655,0.00035185291441401986
2024-01-26,16:02:00.000000000,44.2984,149.9275,0.48771091231548713,-28.822877806180202,2.175927244922853,0,-1.0,-1.0,0.5049356998642244,120.00214714139351,0.0012442932339443897,0.0,-0.002740481168207576,0.0,0.5988854386645663,0.4,0.9988854386645664,0.0007456490484109916
2024-01-26,16:03:00.000000000,44.2068,150.0462,,,,0,0.0,-1.0,0.5049356998642244,119.97048300896738,0.001262776301788344,0.0,-0.0014995978964384982,0.0,0.599641697003998,0.4,0.9996416970039981,0.0007571021762443292
2024-01-26,16:04:00.000000000,44.15,150.0462,,,,0,0.0,-1.0,0.5049356998642244,119.91368300896738,0.00047344979011009755,0.0,-0.00023871525133600802,0.0,0.5999255972395858,0.4,0.9999255972395859,0.0002840019943532224
2024-01-26,16:05:00.000000000,44.1499,150.0462,0.48348895922232593,-28.395781073264956,2.2587837366116243,0,-1.0,-1.0,0.5049356998642244,119.91358300896738,8.339331883312769e-7,0.0,0.0,0.0,0.5999260975374519,0.4,0.9999260975374519,5.00335092336015e-7
2024-01-26,16:06:00.000000000,44.29,150.0462,,,,0,0.0,-1.0,0.5049356998642244,120.05368300896737,-0.0011683413712149677,0.0,0.0,0.0,0.5992251790580273,0.4,0.9992251790580273,-0.0007009702828546264
2024-01-26,16:07:00.000000000,44.245,149.95,,,,0,0.0,-1.0,0.5049356998642244,119.96010819464044,-0.000029776798489986483,0.0,-0.0011683413712150204,0.0,0.5992073360506204,0.4,0.9992073360506204,-0.000017856843263043523
2024-01-26,16:08:00.000000000,44.235,149.95,0.4797865507055383,-27.708993278295466,2.397211404212762,0,-1.0,-1.0,0.5049356998642244,119.95010819464044,0.0000833610451882269,0.0,-0.001198083380239412,0.0,0.599257286600438,0.4,0.999257286600438,0.000049990175227327034
2024-01-26,16:09:00.000000000,44.27,149.95,,,,0,0.0,-1.0,0.5049356998642244,119.98510819464045,-0.00029178798191002844,0.0,-0.0011148222085339832,0.0,0.599082430526136,0.4,0.999082430526136,-0.0001749860387777465
2024-01-26,16:10:00.000000000,44.195,149.95,,,,0,0.0,-1.0,0.5049356998642244,119.91010819464043,0.0006250775711127206,0.0,-0.0014062848987215215,0.0,0.5994569035167056,0.4,0.9994569035167056,0.0003748169111255222
2024-01-26,16:11:00.000000000,44.17,149.95,0.4758733333623239,-27.187206337680465,2.494426296554098,0,-1.0,-1.0,0.5049356998642244,119.88510819464044,0.00020848951248895624,0.0,-0.0007820863647576282,0.0,0.5995818839942779,0.4,0.9995818839942779,0.00012504839091371416
2024-01-26,16:12:00.000000000,44.135,149.9225,,,,0,0.0,-1.0,0.5049356998642244,119.83622246289417,0.00017612085914346282,0.0,-0.0005737599090734902,0.0,0.5996874828708139,0.4,0.9996874828708139,0.00010564304758502803
