,number,value,datetime_start,datetime_complete,duration,params_CHTR_DLTR_beta_win,params_CHTR_DLTR_stop_loss,params_CHTR_DLTR_trade_freq,params_CHTR_DLTR_z_entry,params_CHTR_DLTR_z_exit,params_CHTR_DLTR_z_stop_scaler,params_CHTR_DLTR_z_win,params_CMCSA_DLTR_beta_win,params_CMCSA_DLTR_stop_loss,params_CMCSA_DLTR_trade_freq,params_CMCSA_DLTR_z_entry,params_CMCSA_DLTR_z_exit,params_CMCSA_DLTR_z_stop_scaler,params_CMCSA_DLTR_z_win,params_CRWD_ROST_beta_win,params_CRWD_ROST_stop_loss,params_CRWD_ROST_trade_freq,params_CRWD_ROST_z_entry,params_CRWD_ROST_z_exit,params_CRWD_ROST_z_stop_scaler,params_CRWD_ROST_z_win,params_CTAS_TMUS_beta_win,params_CTAS_TMUS_stop_loss,params_CTAS_TMUS_trade_freq,params_CTAS_TMUS_z_entry,params_CTAS_TMUS_z_exit,params_CTAS_TMUS_z_stop_scaler,params_CTAS_TMUS_z_win,params_CTSH_DLTR_beta_win,params_CTSH_DLTR_stop_loss,params_CTSH_DLTR_trade_freq,params_CTSH_DLTR_z_entry,params_CTSH_DLTR_z_exit,params_CTSH_DLTR_z_stop_scaler,params_CTSH_DLTR_z_win,params_DDOG_DXCM_beta_win,params_DDOG_DXCM_stop_loss,params_DDOG_DXCM_trade_freq,params_DDOG_DXCM_z_entry,params_DDOG_DXCM_z_exit,params_DDOG_DXCM_z_stop_scaler,params_DDOG_DXCM_z_win,params_DLTR_INTC_beta_win,params_DLTR_INTC_stop_loss,params_DLTR_INTC_trade_freq,params_DLTR_INTC_z_entry,params_DLTR_INTC_z_exit,params_DLTR_INTC_z_stop_scaler,params_DLTR_INTC_z_win,params_DLTR_MU_beta_win,params_DLTR_MU_stop_loss,params_DLTR_MU_trade_freq,params_DLTR_MU_z_entry,params_DLTR_MU_z_exit,params_DLTR_MU_z_stop_scaler,params_DLTR_MU_z_win,params_DXCM_ORLY_beta_win,params_DXCM_ORLY_stop_loss,params_DXCM_ORLY_trade_freq,params_DXCM_ORLY_z_entry,params_DXCM_ORLY_z_exit,params_DXCM_ORLY_z_stop_scaler,params_DXCM_ORLY_z_win,params_MNST_ZS_beta_win,params_MNST_ZS_stop_loss,params_MNST_ZS_trade_freq,params_MNST_ZS_z_entry,params_MNST_ZS_z_exit,params_MNST_ZS_z_stop_scaler,params_MNST_ZS_z_win,params_buffer_capital,params_pairs_to_trade,state
0,0,0.9701509818630535,2025-06-22 17:08:51.982212,2025-06-22 17:08:55.920946,0 days 00:00:03.938734,3344,0.025,6m,2.6,0.4,0.5,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4616.0,0.015,3m,3.0,0.2,1.0,216.0,2968.0,0.03,5m,1.6,0.2,2.0,664.0,0.5,3,COMPLETE
1,1,0.9948245589246218,2025-06-22 17:08:55.947947,2025-06-22 17:09:04.795547,0 days 00:00:08.847600,5560,0.025,3m,2.0,0.6000000000000001,1.0,808,,,,,,,,6792.0,0.02,3m,1.4,0.8,1.0,656.0,,,,,,,,6640.0,0.035,8m,3.0,0.2,1.5,1016.0,,,,,,,,1128.0,0.025,7m,1.2,0.4,2.0,544.0,1688.0,0.05,6m,1.0,1.0,0.5,240.0,6536.0,0.04,4m,2.4000000000000004,0.2,2.0,984.0,5296.0,0.05,2m,2.8,0.4,1.5,928.0,0.35000000000000003,7,COMPLETE
2,2,0.9570553755284054,2025-06-22 17:09:04.837517,2025-06-22 17:09:07.987269,0 days 00:00:03.149752,1160,0.02,2m,1.2,1.0,0.5,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2216.0,0.02,7m,2.8,0.0,1.0,880.0,0.4,2,COMPLETE
3,3,0.999572405742658,2025-06-22 17:09:08.016246,2025-06-22 17:09:18.967727,0 days 00:00:10.951481,3408,0.02,6m,1.2,1.0,0.5,880,5984.0,0.01,7m,2.6,0.6000000000000001,1.0,232.0,3624.0,0.02,2m,1.8,0.2,1.5,784.0,5192.0,0.04,9m,1.2,0.0,1.5,360.0,7208.0,0.025,6m,2.8,0.4,0.5,512.0,6216.0,0.04,9m,1.0,1.0,1.0,648.0,7048.0,0.035,8m,1.4,0.8,1.5,160.0,8072.0,0.05,6m,2.2,0.4,2.0,624.0,7592.0,0.03,3m,2.2,0.0,0.5,576.0,4664.0,0.03,2m,2.2,1.0,1.0,576.0,0.15000000000000002,10,COMPLETE
4,4,0.8993024976715044,2025-06-22 17:09:18.995819,2025-06-22 17:09:27.204801,0 days 00:00:08.208982,2848,0.035,2m,1.2,0.4,0.5,176,,,,,,,,5608.0,0.04,7m,3.0,0.8,2.0,1000.0,,,,,,,,3864.0,0.05,9m,1.4,0.2,1.5,624.0,,,,,,,,1968.0,0.025,5m,1.0,0.2,1.0,680.0,6296.0,0.035,9m,2.8,0.6000000000000001,1.0,656.0,7728.0,0.035,9m,2.0,0.2,1.0,160.0,4312.0,0.04,2m,1.4,0.8,0.5,672.0,0.1,7,COMPLETE
5,5,0.9697841855075022,2025-06-22 17:09:27.242533,2025-06-22 17:09:34.787387,0 days 00:00:07.544854,2240,0.015,9m,2.2,0.6000000000000001,1.5,168,,,,,,,,6832.0,0.025,3m,1.2,0.2,2.0,320.0,,,,,,,,1352.0,0.025,9m,1.0,0.8,2.0,992.0,,,,,,,,2000.0,0.035,5m,2.6,0.2,1.0,712.0,3376.0,0.03,5m,1.2,0.4,2.0,648.0,7032.0,0.015,3m,2.2,1.0,1.0,680.0,8040.0,0.015,6m,3.0,0.0,0.5,296.0,0.35000000000000003,7,COMPLETE
6,6,0.9940902680653789,2025-06-22 17:09:34.810219,2025-06-22 17:09:44.929932,0 days 00:00:10.119713,2672,0.05,3m,1.4,0.8,1.0,992,1600.0,0.04,2m,3.0,0.2,2.0,880.0,4768.0,0.04,7m,1.4,1.0,1.0,344.0,7896.0,0.015,9m,1.6,1.0,2.0,432.0,7984.0,0.04,5m,2.8,0.0,1.0,400.0,6208.0,0.015,8m,1.4,0.4,1.5,536.0,1792.0,0.05,7m,2.4000000000000004,0.4,2.0,312.0,2840.0,0.015,7m,1.2,0.0,2.0,680.0,1336.0,0.015,7m,1.2,0.8,0.5,288.0,6288.0,0.01,7m,2.4000000000000004,0.4,1.5,576.0,0.1,10,COMPLETE
7,7,0.9857751688824148,2025-06-22 17:09:44.965591,2025-06-22 17:09:48.676919,0 days 00:00:03.711328,1288,0.05,8m,2.8,1.0,1.5,832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6144.0,0.05,9m,1.8,0.0,0.5,432.0,,,,,,,,4800.0,0.01,7m,1.2,0.0,2.0,192.0,2008.0,0.045000000000000005,4m,1.4,1.0,2.0,696.0,0.4,4,COMPLETE
8,8,0.9166041292859011,2025-06-22 17:09:48.719706,2025-06-22 17:09:56.053539,0 days 00:00:07.333833,5704,0.02,8m,1.4,0.2,2.0,976,,,,,,,,,,,,,,,,,,,,,,7320.0,0.04,2m,1.6,0.0,1.5,816.0,,,,,,,,4000.0,0.025,2m,1.6,0.6000000000000001,2.0,560.0,6896.0,0.05,4m,2.2,0.8,2.0,704.0,1664.0,0.03,9m,1.4,0.8,2.0,672.0,4088.0,0.05,7m,1.0,0.0,2.0,200.0,0.3,6,COMPLETE
9,9,0.9781245643819046,2025-06-22 17:09:56.094277,2025-06-22 17:10:04.001856,0 days 00:00:07.907579,4872,0.015,5m,1.0,0.2,1.0,584,,,,,,,,1080.0,0.02,9m,2.0,0.4,1.0,840.0,,,,,,,,3600.0,0.02,3m,3.0,0.4,2.0,680.0,,,,,,,,5728.0,0.03,4m,1.2,0.2,2.0,288.0,3104.0,0.05,3m,2.4000000000000004,0.6000000000000001,2.0,616.0,3296.0,0.015,6m,2.4000000000000004,0.8,1.0,944.0,7440.0,0.04,4m,3.0,0.4,0.5,304.0,0.15000000000000002,7,COMPLETE
10,10,0.9960609469049738,2025-06-22 17:10:04.047847,2025-06-22 17:10:14.527501,0 days 00:00:10.479654,7840,0.035,7m,1.8,0.0,2.0,552,7480.0,0.01,7m,2.2,1.0,0.5,160.0,2336.0,0.015,2m,2.2,0.0,1.5,640.0,3408.0,0.05,8m,1.0,0.0,1.0,128.0,5568.0,0.01,6m,2.2,1.0,0.5,152.0,8120.0,0.05,9m,1.0,1.0,0.5,1008.0,7544.0,0.01,8m,3.0,1.0,1.5,968.0,7968.0,0.035,6m,1.8,0.2,1.5,944.0,5664.0,0.05,2m,1.8,0.4,0.5,456.0,5864.0,0.03,8m,2.2,0.8,1.0,464.0,0.2,10,COMPLETE
11,11,1.0123992144910747,2025-06-22 17:10:14.563142,2025-06-22 17:10:24.953055,0 days 00:00:10.389913,7920,0.035,7m,1.8,0.0,2.0,488,7744.0,0.01,7m,2.2,1.0,0.5,128.0,2336.0,0.01,2m,2.2,0.0,1.5,632.0,3264.0,0.05,8m,1.0,0.0,1.0,200.0,5704.0,0.01,6m,2.2,1.0,0.5,152.0,8192.0,0.05,9m,1.0,1.0,0.5,1024.0,8184.0,0.01,8m,2.2,1.0,1.5,992.0,8176.0,0.035,6m,1.8,0.2,1.5,1016.0,5576.0,0.05,2m,1.8,0.4,0.5,472.0,6080.0,0.03,8m,2.2,0.8,1.0,464.0,0.2,10,COMPLETE
12,12,0.9491789352604226,2025-06-22 17:10:25.000212,2025-06-22 17:10:33.853181,0 days 00:00:08.852969,7400,0.04,6m,1.8,0.0,1.5,416,7512.0,0.01,7m,2.2,0.8,0.5,128.0,3072.0,0.01,2m,2.2,0.0,1.5,792.0,,,,,,,,5624.0,0.01,6m,2.4000000000000004,0.6000000000000001,0.5,144.0,2808.0,0.045000000000000005,9m,2.8,1.0,0.5,1016.0,8128.0,0.01,8m,2.2,1.0,1.5,1000.0,8192.0,0.025,6m,1.8,0.2,1.5,1000.0,8000.0,0.025,5m,1.6,0.0,0.5,440.0,6616.0,0.025,9m,2.0,1.0,1.0,480.0,0.2,9,COMPLETE
13,13,0.9362371955319377,2025-06-22 17:10:33.914860,2025-06-22 17:10:45.888888,0 days 00:00:11.974028,3904,0.01,4m,1.6,0.8,2.0,376,5608.0,0.02,7m,2.6,0.6000000000000001,1.0,352.0,3160.0,0.01,2m,1.8,0.2,0.5,480.0,,,,,,,,5952.0,0.02,6m,2.4000000000000004,0.6000000000000001,0.5,384.0,8112.0,0.04,5m,1.0,1.0,1.0,336.0,6768.0,0.04,8m,1.6,0.8,1.5,184.0,5464.0,0.045000000000000005,8m,1.6,0.2,1.5,328.0,6048.0,0.05,8m,2.8,0.4,1.5,544.0,3536.0,0.035,8m,2.0,0.8,1.0,440.0,0.05,9,COMPLETE
14,14,0.9827664507075297,2025-06-22 17:10:45.946340,2025-06-22 17:10:57.886749,0 days 00:00:11.940409,6760,0.04,7m,2.4000000000000004,0.8,1.5,720,5608.0,0.025,3m,1.2,0.4,1.0,488.0,3888.0,0.03,6m,2.6,0.4,1.5,128.0,,,,,,,,8184.0,0.015,7m,1.8,1.0,1.0,376.0,5512.0,0.03,6m,1.8,0.0,1.0,696.0,4496.0,0.015,3m,2.0,0.8,1.0,824.0,7024.0,0.04,2m,2.6,0.4,1.0,440.0,3640.0,0.04,2m,1.8,0.6000000000000001,0.5,768.0,5040.0,0.025,3m,2.4000000000000004,0.6000000000000001,1.5,816.0,0.25,9,COMPLETE
15,15,0.9839969777260241,2025-06-22 17:10:57.943966,2025-06-22 17:11:03.856115,0 days 00:00:05.912149,4272,0.03,6m,3.0,0.2,1.0,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7240.0,0.04,6m,2.8,0.8,1.5,840.0,4560.0,0.015,6m,3.0,0.0,1.5,856.0,5432.0,0.025,2m,2.6,0.0,1.5,376.0,7000.0,0.035,8m,1.8,1.0,1.0,360.0,0.2,5,COMPLETE
16,16,0.9985457460457844,2025-06-22 17:11:03.908321,2025-06-22 17:11:10.591032,0 days 00:00:06.682711,6408,0.03,7m,1.0,1.0,2.0,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
17,17,1.027474787112588,2025-06-22 17:11:10.627880,2025-06-22 17:11:19.899215,0 days 00:00:09.271335,5208,0.04,9m,1.6,0.4,0.5,880,8048.0,0.01,6m,1.4,1.0,1.5,320.0,1512.0,0.05,4m,1.8,0.2,1.5,816.0,,,,,,,,4568.0,0.03,4m,2.6,0.4,1.0,280.0,,,,,,,,5480.0,0.02,8m,1.6,1.0,0.5,144.0,5416.0,0.025,6m,2.2,0.4,1.0,832.0,7144.0,0.045000000000000005,3m,2.0,0.6000000000000001,0.5,560.0,5600.0,0.02,2m,2.4000000000000004,0.6000000000000001,1.5,584.0,0.25,8,COMPLETE
18,18,0.9639870346855861,2025-06-22 17:11:19.916931,2025-06-22 17:11:29.165861,0 days 00:00:09.248930,8048,0.045000000000000005,9m,2.0,0.0,1.0,448,8064.0,0.04,6m,1.4,1.0,2.0,664.0,1040.0,0.05,4m,2.4000000000000004,0.0,2.0,1000.0,,,,,,,,4432.0,0.05,4m,2.0,0.8,1.0,264.0,,,,,,,,3480.0,0.015,8m,2.0,1.0,0.5,424.0,4696.0,0.025,2m,1.6,0.2,0.5,808.0,3608.0,0.045000000000000005,6m,1.0,0.6000000000000001,0.5,832.0,5760.0,0.02,3m,2.6,0.6000000000000001,1.5,152.0,0.25,8,COMPLETE
19,19,0.9844764581564396,2025-06-22 17:11:29.195396,2025-06-22 17:11:36.833536,0 days 00:00:07.638140,5320,0.04,9m,1.6,0.4,1.5,696,3024.0,0.02,8m,1.6,1.0,1.5,400.0,1832.0,0.05,5m,2.8,0.2,0.5,496.0,,,,,,,,2760.0,0.03,4m,2.4000000000000004,0.8,1.0,232.0,,,,,,,,5448.0,0.02,6m,2.4000000000000004,0.6000000000000001,0.5,864.0,5752.0,0.02,3m,2.0,0.6000000000000001,1.0,848.0,6760.0,0.045000000000000005,4m,1.8,0.6000000000000001,1.5,376.0,8008.0,0.01,9m,2.4000000000000004,0.6000000000000001,1.5,1024.0,0.3,8,COMPLETE
20,20,1.0014908442526802,2025-06-22 17:11:36.865447,2025-06-22 17:11:42.476811,0 days 00:00:05.611364,6888,0.045000000000000005,5m,2.2,0.2,0.5,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3144.0,0.015,2m,1.8,1.0,1.0,696.0,4264.0,0.01,8m,2.4000000000000004,0.0,1.0,1008.0,2584.0,0.045000000000000005,8m,1.6,0.4,1.0,576.0,1312.0,0.02,5m,2.6,0.8,1.5,728.0,0.5,5,COMPLETE
21,21,1.0031824125873015,2025-06-22 17:11:42.518112,2025-06-22 17:11:48.340640,0 days 00:00:05.822528,6712,0.045000000000000005,5m,2.4000000000000004,0.2,0.5,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3232.0,0.015,2m,1.8,1.0,1.0,640.0,4360.0,0.01,8m,2.4000000000000004,0.0,1.0,1016.0,2496.0,0.045000000000000005,8m,1.6,0.4,1.0,568.0,1576.0,0.02,5m,2.6,0.8,1.5,760.0,0.5,5,COMPLETE
22,22,1.0021177213448924,2025-06-22 17:11:48.385228,2025-06-22 17:11:55.338024,0 days 00:00:06.952796,6312,0.045000000000000005,5m,2.4000000000000004,0.0,0.5,304,,,,,,,,,,,,,,,,,,,,,,4832.0,0.04,4m,2.6,0.4,0.5,280.0,,,,,,,,5040.0,0.02,2m,2.2,1.0,0.5,424.0,3872.0,0.01,8m,2.0,0.0,1.0,896.0,5416.0,0.05,8m,2.0,0.4,0.5,504.0,5624.0,0.015,5m,2.2,0.6000000000000001,1.5,776.0,0.45,6,COMPLETE
23,23,1.006678128540663,2025-06-22 17:11:55.361023,2025-06-22 17:12:00.002613,0 days 00:00:04.641590,7424,0.035,4m,1.8,0.2,0.5,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2952.0,0.01,4m,1.6,0.8,1.0,632.0,,,,,,,,2496.0,0.04,5m,1.6,0.6000000000000001,1.0,664.0,3456.0,0.025,6m,2.6,0.8,2.0,528.0,0.25,4,COMPLETE
24,24,0.9789877373015818,2025-06-22 17:12:00.039109,2025-06-22 17:12:03.509521,0 days 00:00:03.470412,7632,0.035,4m,1.8,0.4,1.0,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4016.0,0.04,5m,1.4,0.6000000000000001,0.5,680.0,3360.0,0.025,6m,1.8,0.6000000000000001,2.0,496.0,0.25,3,COMPLETE
25,25,0.9728092526588565,2025-06-22 17:12:03.548732,2025-06-22 17:12:08.043155,0 days 00:00:04.494423,7336,0.035,4m,1.6,0.2,0.5,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6216.0,0.01,4m,1.4,0.8,0.5,928.0,,,,,,,,6304.0,0.035,5m,2.0,0.8,1.0,800.0,3888.0,0.035,6m,2.8,0.8,2.0,584.0,0.3,4,COMPLETE
26,26,1.0004464405224416,2025-06-22 17:12:08.078122,2025-06-22 17:12:16.426213,0 days 00:00:08.348091,8192,0.03,7m,2.0,0.0,1.0,488,6656.0,0.05,6m,1.6,0.0,1.5,680.0,8112.0,0.04,4m,1.6,0.6000000000000001,1.5,848.0,,,,,,,,2512.0,0.015,2m,2.2,0.2,1.0,504.0,,,,,,,,7992.0,0.02,9m,2.0,0.6000000000000001,1.0,296.0,1296.0,0.035,7m,1.6,0.8,0.5,504.0,7192.0,0.035,5m,2.2,1.0,0.5,656.0,2736.0,0.025,8m,2.4000000000000004,0.2,2.0,368.0,0.2,8,COMPLETE
27,27,0.9400915308243694,2025-06-22 17:12:16.463668,2025-06-22 17:12:27.654222,0 days 00:00:11.190554,7272,0.04,4m,1.4,0.6000000000000001,2.0,760,3960.0,0.02,5m,1.0,0.8,1.5,304.0,2096.0,0.035,8m,1.0,0.0,1.0,704.0,,,,,,,,4728.0,0.03,5m,2.0,0.6000000000000001,0.5,304.0,2080.0,0.025,4m,2.6,0.6000000000000001,2.0,840.0,4280.0,0.01,4m,1.6,0.8,1.5,744.0,7032.0,0.025,5m,1.4,0.4,1.5,760.0,2184.0,0.05,3m,1.8,0.6000000000000001,1.5,312.0,4864.0,0.015,2m,2.2,0.8,1.0,528.0,0.35000000000000003,9,COMPLETE
28,28,0.9572495091649582,2025-06-22 17:12:27.740854,2025-06-22 17:12:35.544535,0 days 00:00:07.803681,6024,0.025,9m,1.8,0.4,0.5,896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2816.0,0.02,3m,2.2,1.0,0.5,504.0,,,,,,,,4928.0,0.04,2m,1.4,0.2,1.0,872.0,6280.0,0.025,6m,2.6,0.6000000000000001,2.0,632.0,0.25,4,COMPLETE
29,29,0.9935994200345024,2025-06-22 17:12:35.572536,2025-06-22 17:12:39.506720,0 days 00:00:03.934184,4816,0.035,9m,2.2,0.2,0.5,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4104.0,0.045000000000000005,2m,2.0,0.6000000000000001,0.5,736.0,7088.0,0.03,6m,1.8,1.0,0.5,400.0,0.1,3,COMPLETE
30,30,1.0167774743751747,2025-06-22 17:12:39.583305,2025-06-22 17:12:41.537436,0 days 00:00:01.954131,5248,0.03,7m,1.6,0.4,1.5,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5320.0,0.035,8m,2.0,0.2,2.0,624.0,0.3,2,COMPLETE
31,31,0.993322413041966,2025-06-22 17:12:41.567470,2025-06-22 17:12:42.778537,0 days 00:00:01.211067,4320,0.03,7m,1.6,0.4,1.5,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
32,32,1.0110572759842265,2025-06-22 17:12:42.812693,2025-06-22 17:12:44.842882,0 days 00:00:02.030189,5320,0.025,7m,1.8,0.4,2.0,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4496.0,0.035,8m,2.0,0.2,2.0,608.0,0.25,2,COMPLETE
33,33,1.0037448907165014,2025-06-22 17:12:44.887973,2025-06-22 17:12:46.800987,0 days 00:00:01.913014,5368,0.025,7m,2.0,0.6000000000000001,2.0,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5464.0,0.04,8m,1.6,0.2,2.0,624.0,0.35000000000000003,2,COMPLETE
34,34,1.0207554491565465,2025-06-22 17:12:46.830506,2025-06-22 17:12:48.752680,0 days 00:00:01.922174,5256,0.025,7m,1.4,0.6000000000000001,2.0,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040.0,0.035,8m,2.0,0.2,2.0,624.0,0.2,2,COMPLETE
35,35,1.0050512259691893,2025-06-22 17:12:48.794344,2025-06-22 17:12:50.806800,0 days 00:00:02.012456,3568,0.02,7m,1.4,0.6000000000000001,2.0,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5096.0,0.045000000000000005,8m,1.8,0.4,1.5,656.0,0.15000000000000002,2,COMPLETE
36,36,0.9685630441843407,2025-06-22 17:12:50.842112,2025-06-22 17:12:53.104119,0 days 00:00:02.262007,4576,0.025,2m,1.2,0.6000000000000001,1.5,896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
37,37,0.9911429426200985,2025-06-22 17:12:53.129586,2025-06-22 17:12:58.508484,0 days 00:00:05.378898,5976,0.03,3m,1.6,0.8,2.0,664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6016.0,0.025,3m,3.0,0.2,1.5,480.0,6112.0,0.03,2m,2.0,0.2,2.0,856.0,0.4,3,COMPLETE
38,38,0.9527290010029064,2025-06-22 17:12:58.551904,2025-06-22 17:13:08.779293,0 days 00:00:10.227389,5176,0.02,7m,1.2,0.6000000000000001,1.5,224,6936.0,0.015,9m,1.8,0.8,0.5,512.0,2392.0,0.03,4m,2.0,0.4,2.0,512.0,1048.0,0.03,8m,2.8,0.4,0.5,992.0,6256.0,0.045000000000000005,8m,2.6,1.0,1.0,136.0,3736.0,0.01,3m,2.2,0.6000000000000001,0.5,272.0,6384.0,0.03,8m,2.6,0.6000000000000001,1.5,216.0,5400.0,0.03,4m,2.2,0.2,1.5,776.0,7408.0,0.02,3m,2.6,1.0,0.5,256.0,5336.0,0.04,8m,1.6,0.0,1.5,552.0,0.15000000000000002,10,COMPLETE
39,39,0.9654829675257225,2025-06-22 17:13:08.832634,2025-06-22 17:13:16.642233,0 days 00:00:07.809599,5760,0.025,8m,1.4,0.4,2.0,944,,,,,,,,4528.0,0.045000000000000005,6m,2.4000000000000004,0.2,1.5,920.0,,,,,,,,5200.0,0.025,3m,1.2,0.8,1.5,456.0,,,,,,,,5080.0,0.025,8m,1.0,0.4,2.0,768.0,6264.0,0.04,9m,1.8,0.8,0.5,928.0,6552.0,0.05,4m,2.4000000000000004,0.8,1.0,384.0,6640.0,0.035,2m,2.2,0.4,1.0,720.0,0.3,7,COMPLETE
40,40,0.9781865028021881,2025-06-22 17:13:16.658239,2025-06-22 17:13:25.623069,0 days 00:00:08.964830,3128,0.04,2m,1.2,0.8,1.5,384,8024.0,0.03,4m,2.0,1.0,1.5,296.0,1856.0,0.025,8m,1.8,0.6000000000000001,1.0,736.0,,,,,,,,3792.0,0.035,7m,1.8,0.6000000000000001,0.5,720.0,,,,,,,,7712.0,0.015,8m,2.4000000000000004,0.0,1.0,128.0,2088.0,0.02,6m,2.6,0.4,1.0,136.0,8104.0,0.035,3m,1.0,0.2,2.0,608.0,4424.0,0.045000000000000005,8m,2.0,0.2,2.0,688.0,0.1,8,COMPLETE
41,41,1.004736403862124,2025-06-22 17:13:25.655124,2025-06-22 17:13:27.536726,0 days 00:00:01.881602,5152,0.025,7m,1.6,0.4,2.0,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4696.0,0.035,8m,2.0,0.2,2.0,608.0,0.25,2,COMPLETE
42,42,1.0,2025-06-22 17:13:27.568104,2025-06-22 17:13:29.514904,0 days 00:00:01.946800,4096,0.015,7m,1.8,0.4,2.0,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5264.0,0.03,8m,2.2,0.0,2.0,536.0,0.2,2,COMPLETE
43,43,0.9981932045117089,2025-06-22 17:13:29.530711,2025-06-22 17:13:32.400255,0 days 00:00:02.869544,1896,0.025,7m,2.0,0.4,2.0,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4952.0,0.045000000000000005,9m,2.4000000000000004,0.4,0.5,136.0,4592.0,0.035,8m,2.4000000000000004,0.2,2.0,432.0,0.3,3,COMPLETE
44,44,0.9874013319815093,2025-06-22 17:13:32.438542,2025-06-22 17:13:34.218487,0 days 00:00:01.779945,4752,0.02,3m,1.4,0.6000000000000001,2.0,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
45,45,0.9838247424296691,2025-06-22 17:13:34.248049,2025-06-22 17:13:37.578836,0 days 00:00:03.330787,5560,0.035,7m,1.6,0.6000000000000001,2.0,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5920.0,0.04,2m,2.0,0.4,2.0,664.0,0.2,2,COMPLETE
46,46,0.9187443952846089,2025-06-22 17:13:37.618974,2025-06-22 17:13:43.724250,0 days 00:00:06.105276,6224,0.03,7m,1.8,0.4,1.5,416,,,,,,,,,,,,,,,,,,,,,,2760.0,0.015,4m,2.2,0.4,1.0,216.0,,,,,,,,6816.0,0.025,7m,1.2,0.6000000000000001,2.0,488.0,7520.0,0.04,6m,1.4,1.0,1.5,536.0,4448.0,0.035,7m,2.2,0.2,1.0,1016.0,4104.0,0.03,4m,1.4,0.2,2.0,600.0,0.25,6,COMPLETE
47,47,0.9775191661790303,2025-06-22 17:13:43.765582,2025-06-22 17:13:46.799044,0 days 00:00:03.033462,3744,0.03,6m,1.4,0.6000000000000001,2.0,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6952.0,0.03,6m,3.0,0.4,0.5,336.0,6576.0,0.04,7m,2.2,0.0,1.0,504.0,0.15000000000000002,3,COMPLETE
