,number,value,datetime_start,datetime_complete,duration,params_AAPL_INTU_beta_win,params_AAPL_INTU_stop_loss,params_AAPL_INTU_trade_freq,params_AAPL_INTU_z_entry,params_AAPL_INTU_z_exit,params_AAPL_INTU_z_stop_scaler,params_AAPL_INTU_z_win,params_AAPL_PANW_beta_win,params_AAPL_PANW_stop_loss,params_AAPL_PANW_trade_freq,params_AAPL_PANW_z_entry,params_AAPL_PANW_z_exit,params_AAPL_PANW_z_stop_scaler,params_AAPL_PANW_z_win,params_CPRT_FAST_beta_win,params_CPRT_FAST_stop_loss,params_CPRT_FAST_trade_freq,params_CPRT_FAST_z_entry,params_CPRT_FAST_z_exit,params_CPRT_FAST_z_stop_scaler,params_CPRT_FAST_z_win,params_CSCO_LCID_beta_win,params_CSCO_LCID_stop_loss,params_CSCO_LCID_trade_freq,params_CSCO_LCID_z_entry,params_CSCO_LCID_z_exit,params_CSCO_LCID_z_stop_scaler,params_CSCO_LCID_z_win,params_DDOG_ILMN_beta_win,params_DDOG_ILMN_stop_loss,params_DDOG_ILMN_trade_freq,params_DDOG_ILMN_z_entry,params_DDOG_ILMN_z_exit,params_DDOG_ILMN_z_stop_scaler,params_DDOG_ILMN_z_win,params_FAST_ON_beta_win,params_FAST_ON_stop_loss,params_FAST_ON_trade_freq,params_FAST_ON_z_entry,params_FAST_ON_z_exit,params_FAST_ON_z_stop_scaler,params_FAST_ON_z_win,params_GILD_TEAM_beta_win,params_GILD_TEAM_stop_loss,params_GILD_TEAM_trade_freq,params_GILD_TEAM_z_entry,params_GILD_TEAM_z_exit,params_GILD_TEAM_z_stop_scaler,params_GILD_TEAM_z_win,params_HON_TEAM_beta_win,params_HON_TEAM_stop_loss,params_HON_TEAM_trade_freq,params_HON_TEAM_z_entry,params_HON_TEAM_z_exit,params_HON_TEAM_z_stop_scaler,params_HON_TEAM_z_win,params_INTU_TTD_beta_win,params_INTU_TTD_stop_loss,params_INTU_TTD_trade_freq,params_INTU_TTD_z_entry,params_INTU_TTD_z_exit,params_INTU_TTD_z_stop_scaler,params_INTU_TTD_z_win,params_MNST_PYPL_beta_win,params_MNST_PYPL_stop_loss,params_MNST_PYPL_trade_freq,params_MNST_PYPL_z_entry,params_MNST_PYPL_z_exit,params_MNST_PYPL_z_stop_scaler,params_MNST_PYPL_z_win,params_buffer_capital,params_pairs_to_trade,state
67,67,1.0043469556748386,2025-06-22 17:22:24.886035,2025-06-22 17:22:35.993795,0 days 00:00:11.107760,6736,0.05,2m,2.4000000000000004,0.2,1.5,384,5832.0,0.01,8m,2.8,1.0,0.5,664.0,2096.0,0.01,3m,1.4,0.2,2.0,648.0,,,,,,,,3808.0,0.02,5m,3.0,0.4,1.0,512.0,7992.0,0.04,9m,2.0,0.2,1.5,768.0,8176.0,0.015,4m,1.6,0.6000000000000001,1.5,264.0,2888.0,0.015,8m,2.0,0.8,2.0,160.0,,,,,,,,3888.0,0.045000000000000005,2m,2.6,0.6000000000000001,1.5,552.0,0.5,8,COMPLETE
68,68,0.9901032624324854,2025-06-22 17:22:36.026342,2025-06-22 17:22:48.140473,0 days 00:00:12.114131,6496,0.03,3m,2.8,0.4,1.0,216,3608.0,0.015,4m,3.0,0.8,1.5,536.0,1848.0,0.025,5m,1.2,0.8,1.5,968.0,7696.0,0.045000000000000005,3m,2.4000000000000004,0.4,0.5,328.0,6448.0,0.02,6m,1.6,0.2,1.0,664.0,5592.0,0.045000000000000005,5m,3.0,0.0,1.5,656.0,7240.0,0.04,9m,1.4,0.2,0.5,936.0,2112.0,0.03,3m,1.6,1.0,0.5,232.0,,,,,,,,4928.0,0.03,3m,1.8,0.4,1.0,808.0,0.4,9,COMPLETE
69,69,0.9872731825855097,2025-06-22 17:22:48.170730,2025-06-22 17:22:52.727397,0 days 00:00:04.556667,5856,0.04,8m,2.6,0.2,1.0,360,5224.0,0.025,8m,2.6,0.6000000000000001,0.5,840.0,1296.0,0.045000000000000005,6m,1.4,0.4,2.0,464.0,,,,,,,,7504.0,0.025,5m,2.8,0.8,1.0,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,4,COMPLETE
70,70,1.0322754802994365,2025-06-22 17:22:52.764858,2025-06-22 17:23:05.278011,0 days 00:00:12.513153,5080,0.045000000000000005,3m,2.2,0.2,2.0,304,4688.0,0.015,2m,2.2,0.8,1.0,712.0,1280.0,0.015,2m,1.8,0.2,2.0,864.0,6976.0,0.04,8m,2.8,0.0,0.5,392.0,7888.0,0.015,3m,1.2,0.6000000000000001,1.5,712.0,6232.0,0.01,7m,2.4000000000000004,0.6000000000000001,1.0,896.0,7424.0,0.03,6m,1.8,0.0,1.0,160.0,1880.0,0.025,8m,2.8,0.4,0.5,320.0,,,,,,,,3256.0,0.04,5m,2.6,0.6000000000000001,2.0,736.0,0.35000000000000003,9,COMPLETE
71,71,0.9758173821834351,2025-06-22 17:23:05.311189,2025-06-22 17:23:17.824334,0 days 00:00:12.513145,4448,0.045000000000000005,3m,2.2,0.2,2.0,296,4864.0,0.015,2m,2.2,0.8,1.0,584.0,1400.0,0.015,2m,1.8,0.2,2.0,864.0,1512.0,0.04,8m,2.8,0.0,0.5,352.0,7752.0,0.015,3m,1.2,0.6000000000000001,1.5,712.0,6280.0,0.01,7m,2.4000000000000004,0.6000000000000001,1.0,880.0,7880.0,0.035,6m,1.8,0.0,1.0,160.0,1936.0,0.025,8m,2.8,0.4,0.5,320.0,,,,,,,,3400.0,0.04,5m,2.6,0.6000000000000001,2.0,752.0,0.35000000000000003,9,COMPLETE
72,72,1.0351250691994476,2025-06-22 17:23:17.855351,2025-06-22 17:23:30.286917,0 days 00:00:12.431566,4936,0.05,3m,2.4000000000000004,0.2,2.0,320,4232.0,0.01,2m,2.2,0.8,1.0,712.0,1768.0,0.02,2m,1.6,0.2,2.0,824.0,6880.0,0.04,8m,2.8,0.0,0.5,440.0,7880.0,0.01,3m,1.2,0.6000000000000001,2.0,560.0,6672.0,0.015,7m,2.2,0.6000000000000001,1.0,952.0,7352.0,0.03,6m,2.2,0.0,1.0,128.0,1752.0,0.03,8m,2.8,0.4,0.5,440.0,,,,,,,,2760.0,0.035,5m,2.6,0.6000000000000001,2.0,736.0,0.3,9,COMPLETE
73,73,1.0058490739218264,2025-06-22 17:23:30.330058,2025-06-22 17:23:42.990610,0 days 00:00:12.660552,4840,0.05,3m,2.4000000000000004,0.2,2.0,192,4176.0,0.01,2m,2.2,0.8,1.0,704.0,2176.0,0.01,2m,1.6,0.2,2.0,840.0,6856.0,0.04,8m,1.0,0.0,0.5,400.0,7984.0,0.01,3m,1.0,0.6000000000000001,2.0,552.0,7016.0,0.015,7m,2.2,0.8,1.0,928.0,7368.0,0.03,6m,1.8,0.0,1.0,136.0,2280.0,0.03,8m,2.6,0.4,0.5,440.0,,,,,,,,2760.0,0.035,5m,2.4000000000000004,0.6000000000000001,2.0,672.0,0.3,9,COMPLETE
74,74,0.9825928579063216,2025-06-22 17:23:43.019581,2025-06-22 17:23:54.475274,0 days 00:00:11.455693,5144,0.05,3m,2.4000000000000004,0.4,2.0,256,3632.0,0.01,2m,2.4000000000000004,0.8,1.0,672.0,1640.0,0.02,2m,1.8,0.0,2.0,784.0,,,,,,,,7248.0,0.01,3m,1.4,0.6000000000000001,2.0,760.0,6752.0,0.015,7m,2.6,0.6000000000000001,1.0,960.0,7920.0,0.03,6m,1.6,0.0,1.0,208.0,1832.0,0.035,8m,3.0,0.4,0.5,376.0,,,,,,,,2000.0,0.04,5m,2.0,0.4,2.0,856.0,0.3,8,COMPLETE
75,75,1.0314726830560257,2025-06-22 17:23:54.536515,2025-06-22 17:24:06.602491,0 days 00:00:12.065976,4944,0.045000000000000005,4m,2.4000000000000004,0.2,2.0,320,4504.0,0.01,2m,2.2,0.6000000000000001,1.0,944.0,1808.0,0.015,2m,1.6,0.2,1.5,816.0,6736.0,0.045000000000000005,8m,2.6,0.0,0.5,392.0,8168.0,0.01,3m,1.8,0.6000000000000001,2.0,496.0,5832.0,0.01,7m,2.4000000000000004,0.6000000000000001,1.0,824.0,7048.0,0.025,6m,2.0,0.0,1.0,256.0,1336.0,0.03,8m,2.8,0.4,1.0,464.0,,,,,,,,3224.0,0.035,6m,2.2,0.6000000000000001,2.0,648.0,0.2,9,COMPLETE
76,76,1.0448887513943708,2025-06-22 17:24:06.663773,2025-06-22 17:24:18.143167,0 days 00:00:11.479394,4528,0.045000000000000005,4m,2.2,0.4,2.0,312,4504.0,0.01,2m,2.2,0.6000000000000001,0.5,496.0,1864.0,0.015,2m,1.6,0.2,1.5,920.0,,,,,,,,8160.0,0.01,3m,1.8,0.6000000000000001,2.0,496.0,5880.0,0.01,7m,2.0,0.6000000000000001,1.0,904.0,6960.0,0.025,6m,2.0,0.0,1.0,168.0,1280.0,0.03,8m,2.8,0.4,1.0,472.0,,,,,,,,3152.0,0.04,6m,2.2,0.6000000000000001,2.0,656.0,0.25,8,COMPLETE
77,77,1.002693931006915,2025-06-22 17:24:18.196111,2025-06-22 17:24:29.706209,0 days 00:00:11.510098,3856,0.045000000000000005,4m,2.2,0.4,2.0,288,2984.0,0.01,2m,2.2,0.6000000000000001,0.5,488.0,2536.0,0.02,2m,1.8,0.2,1.5,920.0,,,,,,,,7808.0,0.01,3m,1.8,0.8,2.0,408.0,4176.0,0.015,7m,1.8,0.6000000000000001,1.0,1000.0,7616.0,0.025,6m,2.2,0.8,1.0,168.0,1128.0,0.04,8m,2.6,0.4,1.0,528.0,,,,,,,,2576.0,0.045000000000000005,6m,1.8,0.8,2.0,608.0,0.25,8,COMPLETE
78,78,0.9327976985266035,2025-06-22 17:24:29.739513,2025-06-22 17:24:39.823514,0 days 00:00:10.084001,4152,0.04,4m,2.2,0.6000000000000001,2.0,952,4256.0,0.01,2m,2.0,0.4,0.5,400.0,2904.0,0.03,2m,1.6,0.2,1.5,1000.0,,,,,,,,7904.0,0.01,3m,2.0,0.6000000000000001,2.0,464.0,5216.0,0.01,7m,2.0,0.8,1.0,872.0,,,,,,,,1712.0,0.03,8m,3.0,0.4,1.0,592.0,,,,,,,,3024.0,0.04,6m,1.6,0.6000000000000001,1.0,736.0,0.3,7,COMPLETE
79,79,0.9362881102983379,2025-06-22 17:24:39.862518,2025-06-22 17:24:51.680790,0 days 00:00:11.818272,4416,0.045000000000000005,4m,2.4000000000000004,0.4,2.0,544,3848.0,0.01,2m,1.8,0.6000000000000001,0.5,496.0,2024.0,0.01,2m,1.8,0.2,1.5,872.0,8104.0,0.02,8m,3.0,0.0,1.0,968.0,7408.0,0.015,3m,1.6,0.2,2.0,624.0,6608.0,0.015,7m,2.0,0.6000000000000001,1.0,888.0,2896.0,0.03,6m,2.0,1.0,1.0,1008.0,1392.0,0.035,8m,2.6,0.4,0.5,488.0,,,,,,,,2360.0,0.045000000000000005,7m,1.0,0.8,2.0,168.0,0.25,9,COMPLETE
80,80,1.0174143838173435,2025-06-22 17:24:51.741092,2025-06-22 17:25:03.082779,0 days 00:00:11.341687,7016,0.04,9m,2.2,0.0,2.0,320,4592.0,0.035,6m,2.0,0.6000000000000001,0.5,552.0,2376.0,0.015,2m,1.6,0.2,1.5,960.0,6296.0,0.025,5m,2.4000000000000004,0.0,1.0,192.0,7576.0,0.015,3m,2.0,0.8,1.5,792.0,6176.0,0.02,6m,1.8,1.0,1.0,912.0,6864.0,0.035,5m,1.8,0.0,1.5,128.0,5016.0,0.025,9m,2.8,0.2,1.0,400.0,6200.0,0.04,8m,2.6,0.2,1.0,904.0,3160.0,0.04,9m,2.0,0.6000000000000001,2.0,648.0,0.25,10,COMPLETE
81,81,1.029906422118967,2025-06-22 17:25:03.160245,2025-06-22 17:25:15.284793,0 days 00:00:12.124548,3000,0.045000000000000005,4m,2.4000000000000004,0.2,2.0,312,4128.0,0.01,2m,2.2,0.6000000000000001,0.5,432.0,1760.0,0.015,2m,1.6,0.2,1.5,832.0,6704.0,0.045000000000000005,8m,2.6,0.0,0.5,264.0,8192.0,0.01,3m,1.8,0.6000000000000001,2.0,496.0,5872.0,0.01,7m,2.8,0.6000000000000001,1.0,848.0,7016.0,0.025,6m,2.0,0.0,1.0,224.0,1280.0,0.03,8m,2.8,0.4,1.0,456.0,,,,,,,,2800.0,0.035,6m,2.2,0.6000000000000001,2.0,656.0,0.2,9,COMPLETE
82,82,1.032323062337205,2025-06-22 17:25:15.320303,2025-06-22 17:25:26.184340,0 days 00:00:10.864037,4984,0.045000000000000005,4m,2.6,0.2,2.0,352,4688.0,0.01,2m,2.2,0.6000000000000001,1.0,344.0,4440.0,0.015,2m,1.8,0.2,1.5,776.0,,,,,,,,8184.0,0.01,3m,1.8,0.6000000000000001,2.0,528.0,5632.0,0.01,7m,2.2,0.6000000000000001,1.0,984.0,7496.0,0.025,6m,2.0,0.0,1.0,184.0,1568.0,0.03,8m,2.8,0.4,1.0,464.0,,,,,,,,3264.0,0.035,6m,2.2,0.6000000000000001,2.0,544.0,0.2,8,COMPLETE
83,83,0.9956778496201506,2025-06-22 17:25:26.239431,2025-06-22 17:25:36.124575,0 days 00:00:09.885144,4704,0.045000000000000005,4m,2.6,0.2,2.0,384,3416.0,0.015,2m,2.4000000000000004,0.6000000000000001,0.5,352.0,4496.0,0.02,2m,2.0,0.2,1.5,728.0,,,,,,,,7904.0,0.01,3m,1.8,0.6000000000000001,2.0,528.0,4592.0,0.01,7m,2.0,0.6000000000000001,1.0,976.0,,,,,,,,1720.0,0.035,8m,3.0,0.4,1.0,520.0,,,,,,,,2032.0,0.04,6m,2.0,0.6000000000000001,2.0,480.0,0.2,7,COMPLETE
84,84,0.9282243264868791,2025-06-22 17:25:36.172423,2025-06-22 17:25:47.778551,0 days 00:00:11.606128,5024,0.045000000000000005,4m,2.6,0.2,2.0,440,4656.0,0.01,2m,2.2,0.6000000000000001,1.0,296.0,4912.0,0.01,2m,1.8,0.2,1.5,776.0,,,,,,,,7560.0,0.01,2m,1.6,0.6000000000000001,2.0,536.0,5728.0,0.01,8m,2.2,0.8,1.0,952.0,7520.0,0.03,6m,2.4000000000000004,0.0,1.0,184.0,1552.0,0.03,8m,2.8,0.4,0.5,432.0,,,,,,,,3800.0,0.035,6m,2.2,0.8,2.0,568.0,0.25,8,COMPLETE
85,85,1.001204835450618,2025-06-22 17:25:47.813582,2025-06-22 17:25:57.035338,0 days 00:00:09.221756,4248,0.04,4m,2.6,0.4,2.0,272,2080.0,0.015,3m,2.2,0.4,0.5,384.0,4056.0,0.015,9m,2.0,0.2,1.5,688.0,,,,,,,,3040.0,0.015,3m,2.0,0.6000000000000001,2.0,584.0,4088.0,0.015,3m,2.0,0.6000000000000001,1.0,912.0,,,,,,,,1024.0,0.03,5m,2.6,0.6000000000000001,1.0,352.0,,,,,,,,2952.0,0.03,5m,1.8,0.8,1.0,696.0,0.3,7,COMPLETE
86,86,1.0177675626217642,2025-06-22 17:25:57.067057,2025-06-22 17:26:06.584862,0 days 00:00:09.517805,4592,0.01,2m,2.4000000000000004,0.0,2.0,344,4384.0,0.05,7m,2.0,0.8,1.0,464.0,4368.0,0.02,7m,2.8,0.2,1.5,744.0,,,,,,,,2704.0,0.01,4m,1.8,0.4,1.5,1000.0,5440.0,0.02,7m,1.6,0.6000000000000001,1.0,1024.0,7984.0,0.03,5m,2.2,0.0,1.0,336.0,2160.0,0.025,4m,2.8,0.2,0.5,672.0,,,,,,,,5920.0,0.04,7m,2.6,0.6000000000000001,2.0,728.0,0.1,8,COMPLETE
87,87,0.9849237321682274,2025-06-22 17:26:06.663186,2025-06-22 17:26:19.739469,0 days 00:00:13.076283,6080,0.045000000000000005,5m,2.0,0.2,2.0,360,5392.0,0.01,9m,2.4000000000000004,0.6000000000000001,0.5,616.0,1288.0,0.025,2m,1.6,0.4,1.5,880.0,7144.0,0.02,6m,3.0,0.0,1.5,544.0,7312.0,0.015,3m,2.4000000000000004,0.0,2.0,280.0,4384.0,0.01,4m,2.2,0.8,1.0,536.0,7368.0,0.045000000000000005,6m,2.2,0.0,1.0,760.0,6224.0,0.035,8m,2.4000000000000004,0.4,0.5,304.0,4944.0,0.04,2m,1.4,0.8,2.0,448.0,3672.0,0.035,8m,3.0,0.6000000000000001,0.5,432.0,0.25,10,COMPLETE
88,88,1.046431275441794,2025-06-22 17:26:19.765167,2025-06-22 17:26:30.548513,0 days 00:00:10.783346,4600,0.05,7m,2.2,0.0,2.0,296,4920.0,0.03,2m,2.4000000000000004,1.0,1.0,256.0,3304.0,0.05,4m,2.0,0.2,2.0,920.0,6024.0,0.025,5m,2.8,0.8,0.5,920.0,7984.0,0.01,7m,2.0,0.6000000000000001,2.0,648.0,3704.0,0.03,7m,2.8,1.0,1.0,992.0,7696.0,0.025,6m,2.0,0.2,1.0,168.0,2704.0,0.02,6m,3.0,0.2,1.0,384.0,,,,,,,,2720.0,0.05,6m,2.8,1.0,1.0,176.0,0.3,9,COMPLETE
89,89,1.0191624071734382,2025-06-22 17:26:30.600965,2025-06-22 17:26:39.050747,0 days 00:00:08.449782,3616,0.05,7m,2.4000000000000004,0.0,2.0,208,7304.0,0.03,6m,2.4000000000000004,1.0,1.0,256.0,3480.0,0.05,4m,2.2,0.4,2.0,920.0,,,,,,,,8016.0,0.01,7m,2.0,1.0,2.0,520.0,3480.0,0.025,8m,3.0,1.0,0.5,992.0,8032.0,0.025,5m,2.0,0.4,1.0,232.0,2704.0,0.02,6m,3.0,0.2,1.0,400.0,,,,,,,,2600.0,0.05,6m,2.8,1.0,1.0,168.0,0.2,8,COMPLETE
90,90,1.0,2025-06-22 17:26:39.089252,2025-06-22 17:26:46.903901,0 days 00:00:07.814649,4584,0.05,7m,2.6,0.0,2.0,480,1272.0,0.035,2m,2.4000000000000004,1.0,1.5,368.0,3312.0,0.05,4m,2.0,0.2,1.0,800.0,,,,,,,,3336.0,0.04,7m,2.2,0.4,2.0,640.0,3864.0,0.035,7m,2.8,1.0,1.0,1000.0,,,,,,,,,,,,,,,,,,,,,,4064.0,0.05,6m,3.0,1.0,1.0,192.0,0.15000000000000002,6,COMPLETE
91,91,1.0448307607209417,2025-06-22 17:26:46.970840,2025-06-22 17:26:57.632918,0 days 00:00:10.662078,5248,0.05,7m,2.2,0.0,2.0,296,4928.0,0.04,2m,2.2,1.0,1.0,344.0,3736.0,0.045000000000000005,4m,1.8,0.2,2.0,944.0,5928.0,0.025,5m,2.8,0.8,0.5,928.0,7736.0,0.01,7m,2.0,0.6000000000000001,2.0,672.0,3216.0,0.01,7m,2.8,0.6000000000000001,1.0,936.0,7632.0,0.025,6m,1.8,0.2,1.0,160.0,2088.0,0.025,6m,3.0,0.2,1.0,256.0,,,,,,,,1648.0,0.045000000000000005,6m,2.8,1.0,1.0,256.0,0.3,9,COMPLETE
92,92,1.0662830161950514,2025-06-22 17:26:57.652173,2025-06-22 17:27:12.650475,0 days 00:00:14.998302,5296,0.05,7m,2.0,0.0,2.0,264,5000.0,0.04,2m,2.0,1.0,1.0,264.0,3776.0,0.05,4m,2.0,0.2,2.0,976.0,5984.0,0.025,5m,3.0,0.8,0.5,896.0,7776.0,0.01,7m,2.0,0.6000000000000001,2.0,656.0,3288.0,0.03,7m,3.0,0.0,1.0,928.0,7752.0,0.025,6m,1.8,0.2,1.0,184.0,2464.0,0.02,6m,3.0,0.2,1.0,256.0,5952.0,0.035,4m,1.6,0.0,1.0,576.0,1784.0,0.045000000000000005,6m,2.8,1.0,1.0,256.0,0.3,10,COMPLETE
93,93,0.9988168386169312,2025-06-22 17:27:12.703054,2025-06-22 17:27:24.716513,0 days 00:00:12.013459,5400,0.05,7m,2.0,0.0,2.0,264,5656.0,0.04,2m,2.0,1.0,1.0,224.0,3864.0,0.05,4m,2.0,0.2,2.0,984.0,5920.0,0.025,5m,3.0,0.8,0.5,912.0,7680.0,0.05,7m,2.2,0.6000000000000001,2.0,656.0,2840.0,0.03,7m,2.8,0.0,1.0,944.0,7744.0,0.02,6m,1.8,0.2,1.0,128.0,2496.0,0.02,6m,3.0,0.2,1.0,208.0,6288.0,0.035,4m,1.6,0.0,1.0,544.0,1280.0,0.045000000000000005,6m,2.8,1.0,1.0,248.0,0.3,10,COMPLETE
94,94,1.0020617941546508,2025-06-22 17:27:24.758126,2025-06-22 17:27:35.719040,0 days 00:00:10.960914,5536,0.05,7m,2.2,0.0,2.0,192,5352.0,0.045000000000000005,9m,2.0,1.0,1.0,272.0,3664.0,0.045000000000000005,4m,2.0,0.2,2.0,1024.0,6288.0,0.025,5m,3.0,0.8,0.5,976.0,7000.0,0.01,7m,2.0,0.6000000000000001,2.0,688.0,3192.0,0.03,4m,3.0,0.0,1.0,600.0,8160.0,0.025,6m,1.8,0.2,1.0,864.0,3296.0,0.02,6m,3.0,0.2,1.0,248.0,5952.0,0.035,4m,1.4,0.2,1.0,592.0,1744.0,0.05,6m,2.8,1.0,1.0,264.0,0.3,10,COMPLETE
95,95,1.0124778069897677,2025-06-22 17:27:35.749749,2025-06-22 17:27:47.224508,0 days 00:00:11.474759,5296,0.05,7m,1.8,0.0,2.0,616,4992.0,0.035,2m,1.8,1.0,1.0,152.0,4080.0,0.05,4m,2.2,0.2,2.0,944.0,5816.0,0.025,5m,2.8,1.0,0.5,912.0,7168.0,0.01,7m,2.2,0.6000000000000001,2.0,616.0,3176.0,0.025,7m,3.0,0.0,1.0,480.0,7744.0,0.02,5m,2.2,0.2,1.0,232.0,3016.0,0.02,6m,3.0,0.0,1.0,368.0,4272.0,0.035,5m,1.6,0.0,1.0,480.0,1592.0,0.045000000000000005,6m,3.0,1.0,1.0,152.0,0.3,10,COMPLETE
96,96,1.0021079920251377,2025-06-22 17:27:47.255108,2025-06-22 17:27:57.976445,0 days 00:00:10.721337,6152,0.05,7m,2.0,0.0,2.0,152,5608.0,0.04,6m,2.4000000000000004,1.0,1.0,240.0,3152.0,0.05,4m,2.4000000000000004,0.8,2.0,992.0,4760.0,0.03,5m,3.0,0.8,0.5,848.0,7472.0,0.01,7m,2.4000000000000004,0.8,2.0,592.0,3472.0,0.03,6m,2.8,0.0,1.0,960.0,7128.0,0.035,2m,1.8,0.2,1.0,728.0,2368.0,0.015,6m,3.0,0.2,1.0,256.0,,,,,,,,1912.0,0.045000000000000005,4m,2.8,1.0,1.0,208.0,0.25,9,COMPLETE
97,97,1.0169946157373289,2025-06-22 17:27:58.017525,2025-06-22 17:28:11.235059,0 days 00:00:13.217534,6368,0.05,7m,2.0,0.0,2.0,240,4456.0,0.045000000000000005,2m,2.2,1.0,1.0,312.0,3808.0,0.045000000000000005,4m,1.4,0.0,2.0,904.0,6136.0,0.015,5m,2.8,0.8,0.5,920.0,6736.0,0.01,7m,2.0,0.2,2.0,752.0,2904.0,0.035,5m,3.0,0.8,1.0,928.0,6848.0,0.02,7m,1.4,0.2,1.0,392.0,3824.0,0.015,6m,3.0,0.0,1.0,296.0,7008.0,0.025,3m,1.8,0.2,2.0,344.0,1560.0,0.05,2m,2.8,1.0,1.0,320.0,0.3,10,COMPLETE
98,98,1.0066723683808179,2025-06-22 17:28:11.278397,2025-06-22 17:28:21.327251,0 days 00:00:10.048854,5880,0.025,7m,2.2,0.0,0.5,288,4032.0,0.04,4m,2.2,1.0,0.5,424.0,2880.0,0.05,4m,2.2,0.4,2.0,960.0,5440.0,0.02,5m,3.0,1.0,0.5,888.0,1424.0,0.025,7m,2.2,0.2,2.0,560.0,3656.0,0.035,3m,2.8,1.0,0.5,248.0,6416.0,0.025,9m,2.4000000000000004,0.2,1.5,456.0,2200.0,0.02,6m,2.8,0.2,1.0,208.0,,,,,,,,2328.0,0.045000000000000005,7m,3.0,1.0,1.0,296.0,0.25,9,COMPLETE
99,99,1.022978113670827,2025-06-22 17:28:21.354444,2025-06-22 17:28:32.567220,0 days 00:00:11.212776,3920,0.05,7m,2.4000000000000004,0.0,1.5,328,4952.0,0.045000000000000005,3m,2.0,0.2,1.0,304.0,3440.0,0.04,4m,3.0,0.2,2.0,944.0,4976.0,0.03,6m,2.8,0.6000000000000001,0.5,984.0,7752.0,0.015,7m,2.0,0.6000000000000001,0.5,480.0,3848.0,0.025,8m,2.8,0.0,1.0,800.0,4856.0,0.025,6m,2.8,0.4,1.0,152.0,2672.0,0.025,7m,3.0,0.2,1.0,344.0,3432.0,0.03,6m,1.2,0.0,0.5,688.0,2152.0,0.015,4m,2.8,1.0,1.0,368.0,0.3,10,COMPLETE
