,number,value,datetime_start,datetime_complete,duration,params_AAPL_INTU_beta_win,params_AAPL_INTU_stop_loss,params_AAPL_INTU_trade_freq,params_AAPL_INTU_z_entry,params_AAPL_INTU_z_exit,params_AAPL_INTU_z_stop_scaler,params_AAPL_INTU_z_win,params_AAPL_PANW_beta_win,params_AAPL_PANW_stop_loss,params_AAPL_PANW_trade_freq,params_AAPL_PANW_z_entry,params_AAPL_PANW_z_exit,params_AAPL_PANW_z_stop_scaler,params_AAPL_PANW_z_win,params_CPRT_FAST_beta_win,params_CPRT_FAST_stop_loss,params_CPRT_FAST_trade_freq,params_CPRT_FAST_z_entry,params_CPRT_FAST_z_exit,params_CPRT_FAST_z_stop_scaler,params_CPRT_FAST_z_win,params_CSCO_LCID_beta_win,params_CSCO_LCID_stop_loss,params_CSCO_LCID_trade_freq,params_CSCO_LCID_z_entry,params_CSCO_LCID_z_exit,params_CSCO_LCID_z_stop_scaler,params_CSCO_LCID_z_win,params_DDOG_ILMN_beta_win,params_DDOG_ILMN_stop_loss,params_DDOG_ILMN_trade_freq,params_DDOG_ILMN_z_entry,params_DDOG_ILMN_z_exit,params_DDOG_ILMN_z_stop_scaler,params_DDOG_ILMN_z_win,params_FAST_ON_beta_win,params_FAST_ON_stop_loss,params_FAST_ON_trade_freq,params_FAST_ON_z_entry,params_FAST_ON_z_exit,params_FAST_ON_z_stop_scaler,params_FAST_ON_z_win,params_GILD_TEAM_beta_win,params_GILD_TEAM_stop_loss,params_GILD_TEAM_trade_freq,params_GILD_TEAM_z_entry,params_GILD_TEAM_z_exit,params_GILD_TEAM_z_stop_scaler,params_GILD_TEAM_z_win,params_HON_TEAM_beta_win,params_HON_TEAM_stop_loss,params_HON_TEAM_trade_freq,params_HON_TEAM_z_entry,params_HON_TEAM_z_exit,params_HON_TEAM_z_stop_scaler,params_HON_TEAM_z_win,params_INTU_TTD_beta_win,params_INTU_TTD_stop_loss,params_INTU_TTD_trade_freq,params_INTU_TTD_z_entry,params_INTU_TTD_z_exit,params_INTU_TTD_z_stop_scaler,params_INTU_TTD_z_win,params_MNST_PYPL_beta_win,params_MNST_PYPL_stop_loss,params_MNST_PYPL_trade_freq,params_MNST_PYPL_z_entry,params_MNST_PYPL_z_exit,params_MNST_PYPL_z_stop_scaler,params_MNST_PYPL_z_win,params_buffer_capital,params_pairs_to_trade,state
30,30,0.9957188079206734,2025-06-22 17:15:27.142528,2025-06-22 17:15:33.504626,0 days 00:00:06.362098,4672,0.015,4m,2.0,0.0,1.5,912,6592.0,0.045000000000000005,9m,3.0,0.4,1.0,888.0,1720.0,0.035,8m,2.0,0.6000000000000001,1.0,232.0,,,,,,,,6336.0,0.015,9m,2.6,0.0,1.0,952.0,2464.0,0.045000000000000005,4m,2.4000000000000004,0.4,0.5,304.0,,,,,,,,,,,,,,,,,,,,,,6208.0,0.03,5m,2.6,0.6000000000000001,1.0,216.0,0.15000000000000002,6,COMPLETE
31,31,1.0410299122547226,2025-06-22 17:15:33.548938,2025-06-22 17:15:43.205068,0 days 00:00:09.656130,6336,0.01,4m,2.4000000000000004,0.2,1.0,712,4832.0,0.05,9m,2.2,0.6000000000000001,0.5,728.0,3696.0,0.025,5m,2.6,0.4,1.5,360.0,1224.0,0.01,6m,3.0,0.2,1.0,1024.0,4984.0,0.025,5m,1.8,0.2,1.0,752.0,4680.0,0.045000000000000005,4m,1.8,0.0,1.0,792.0,7432.0,0.035,5m,1.8,0.2,0.5,656.0,1968.0,0.015,8m,2.8,0.0,0.5,232.0,,,,,,,,5344.0,0.01,7m,1.8,1.0,1.0,200.0,0.25,9,COMPLETE
32,32,0.9999367387284074,2025-06-22 17:15:43.241319,2025-06-22 17:15:52.300779,0 days 00:00:09.059460,6224,0.015,3m,2.0,0.2,1.5,728,4888.0,0.05,9m,2.0,0.6000000000000001,0.5,752.0,4336.0,0.025,8m,2.4000000000000004,0.4,1.0,208.0,2024.0,0.01,6m,3.0,0.2,1.0,872.0,4872.0,0.025,9m,1.8,0.2,1.0,880.0,4504.0,0.045000000000000005,4m,2.0,0.0,1.0,872.0,6256.0,0.035,5m,2.0,0.2,0.5,664.0,1080.0,0.045000000000000005,8m,2.8,0.2,0.5,256.0,,,,,,,,4664.0,0.01,7m,1.8,1.0,1.0,280.0,0.1,9,COMPLETE
33,33,1.0242082571861084,2025-06-22 17:15:52.330174,2025-06-22 17:16:03.109439,0 days 00:00:10.779265,5512,0.02,4m,2.4000000000000004,0.2,1.0,792,5496.0,0.05,9m,2.4000000000000004,0.6000000000000001,0.5,616.0,2792.0,0.025,5m,2.6,0.2,1.5,328.0,1112.0,0.015,6m,3.0,0.2,1.0,1024.0,5568.0,0.02,5m,2.0,0.4,1.0,976.0,4912.0,0.04,4m,1.8,0.0,1.0,784.0,7360.0,0.035,5m,1.8,0.4,0.5,464.0,5392.0,0.015,8m,3.0,0.0,0.5,200.0,7824.0,0.03,6m,2.6,0.4,2.0,824.0,3264.0,0.015,7m,1.6,1.0,1.0,200.0,0.15000000000000002,10,COMPLETE
34,34,0.9574158640359032,2025-06-22 17:16:03.153919,2025-06-22 17:16:13.610905,0 days 00:00:10.456986,7456,0.02,2m,2.2,0.4,2.0,512,1200.0,0.015,7m,2.2,0.4,0.5,528.0,3680.0,0.015,8m,2.0,0.2,1.5,256.0,,,,,,,,5152.0,0.015,9m,2.0,0.0,1.0,632.0,6000.0,0.045000000000000005,2m,1.8,0.2,1.5,464.0,4072.0,0.025,5m,2.2,0.2,1.0,600.0,7928.0,0.035,4m,2.6,0.4,0.5,312.0,,,,,,,,6984.0,0.02,5m,1.6,0.8,1.5,400.0,0.3,8,COMPLETE
35,35,0.9864475433893922,2025-06-22 17:16:13.670909,2025-06-22 17:16:24.675766,0 days 00:00:11.004857,5728,0.025,4m,2.8,0.0,1.5,848,4424.0,0.045000000000000005,9m,2.0,0.6000000000000001,0.5,744.0,6968.0,0.03,4m,2.4000000000000004,0.4,2.0,368.0,3664.0,0.01,6m,2.8,0.2,1.5,872.0,3552.0,0.02,9m,2.6,0.2,0.5,848.0,4232.0,0.045000000000000005,4m,2.8,0.0,1.0,560.0,8176.0,0.03,9m,1.8,0.4,0.5,864.0,3408.0,0.015,5m,2.8,0.2,0.5,184.0,5264.0,0.03,3m,2.2,0.6000000000000001,0.5,664.0,6328.0,0.01,4m,2.0,1.0,1.0,280.0,0.2,10,COMPLETE
36,36,0.9375933788519039,2025-06-22 17:16:24.701965,2025-06-22 17:16:32.331489,0 days 00:00:07.629524,7224,0.01,9m,1.6,0.4,1.5,592,5112.0,0.05,6m,2.8,0.4,1.0,592.0,4848.0,0.015,9m,2.2,0.2,1.0,136.0,,,,,,,,6232.0,0.025,2m,2.2,0.8,1.0,776.0,3360.0,0.035,6m,2.4000000000000004,1.0,0.5,208.0,,,,,,,,1712.0,0.025,9m,3.0,0.0,1.0,288.0,,,,,,,,5200.0,0.015,7m,1.2,0.8,1.0,192.0,0.15000000000000002,7,COMPLETE
37,37,0.976862814962084,2025-06-22 17:16:32.364779,2025-06-22 17:16:40.549517,0 days 00:00:08.184738,6320,0.02,2m,2.4000000000000004,0.2,1.0,688,7024.0,0.045000000000000005,9m,2.0,0.6000000000000001,0.5,888.0,1936.0,0.03,8m,1.8,0.6000000000000001,1.5,600.0,,,,,,,,5008.0,0.01,6m,2.4000000000000004,0.0,1.0,896.0,5064.0,0.05,4m,2.0,0.0,0.5,336.0,,,,,,,,6416.0,0.035,8m,2.2,0.4,0.5,368.0,,,,,,,,4672.0,0.01,8m,2.0,1.0,1.5,512.0,0.1,7,COMPLETE
38,38,1.0023703637318941,2025-06-22 17:16:40.581493,2025-06-22 17:16:49.843990,0 days 00:00:09.262497,5040,0.015,8m,2.2,0.4,2.0,760,2296.0,0.035,6m,1.6,0.2,1.5,696.0,6216.0,0.035,7m,2.8,0.0,1.0,944.0,1880.0,0.02,4m,2.2,0.0,1.0,928.0,4464.0,0.015,4m,2.8,0.2,0.5,696.0,3648.0,0.04,6m,1.4,0.2,1.0,744.0,5296.0,0.045000000000000005,6m,1.6,0.0,1.5,752.0,4368.0,0.045000000000000005,8m,2.6,0.2,1.5,184.0,,,,,,,,7664.0,0.02,7m,1.8,0.8,1.0,336.0,0.05,9,COMPLETE
39,39,1.0279829670085505,2025-06-22 17:16:49.903841,2025-06-22 17:17:02.587270,0 days 00:00:12.683429,5256,0.035,3m,2.0,0.2,1.5,408,6152.0,0.02,5m,2.6,0.8,1.0,752.0,1136.0,0.02,5m,1.4,0.4,2.0,752.0,2064.0,0.035,2m,2.8,0.2,0.5,736.0,5640.0,0.02,8m,1.2,0.4,1.0,600.0,6320.0,0.05,2m,2.2,0.4,1.5,568.0,6680.0,0.02,8m,2.2,0.2,0.5,552.0,1568.0,0.025,8m,2.8,0.0,0.5,128.0,1816.0,0.01,7m,2.0,0.6000000000000001,1.5,640.0,4136.0,0.03,5m,2.6,0.6000000000000001,1.5,784.0,0.35000000000000003,10,COMPLETE
40,40,1.0327351712473511,2025-06-22 17:17:02.666023,2025-06-22 17:17:16.287871,0 days 00:00:13.621848,5896,0.045000000000000005,3m,2.6,0.0,1.0,280,6504.0,0.02,5m,2.6,0.8,1.0,960.0,1112.0,0.02,5m,1.4,0.2,2.0,752.0,3640.0,0.035,2m,1.8,0.0,0.5,728.0,6952.0,0.02,8m,1.2,0.4,0.5,560.0,6600.0,0.05,2m,2.8,0.4,1.5,592.0,7440.0,0.02,8m,2.4000000000000004,0.2,1.0,552.0,1656.0,0.025,3m,1.8,0.8,1.0,392.0,1216.0,0.01,7m,2.0,0.6000000000000001,1.5,648.0,4064.0,0.035,4m,3.0,0.4,1.5,760.0,0.45,10,COMPLETE
41,41,1.0068159573709334,2025-06-22 17:17:16.343470,2025-06-22 17:17:29.756626,0 days 00:00:13.413156,5928,0.045000000000000005,3m,2.6,0.0,1.0,208,6568.0,0.02,5m,2.6,0.8,1.0,1008.0,1248.0,0.02,5m,1.4,0.2,2.0,752.0,4152.0,0.035,2m,1.8,0.0,0.5,728.0,7056.0,0.02,8m,1.2,0.4,0.5,512.0,6792.0,0.05,2m,2.8,0.6000000000000001,1.5,576.0,7192.0,0.02,8m,2.4000000000000004,0.2,1.0,552.0,1616.0,0.025,3m,1.6,1.0,1.0,424.0,1240.0,0.01,7m,2.0,0.6000000000000001,1.5,640.0,3936.0,0.035,4m,3.0,0.4,1.5,768.0,0.45,10,COMPLETE
42,42,1.0354971464926759,2025-06-22 17:17:29.790151,2025-06-22 17:17:43.447058,0 days 00:00:13.656907,5528,0.045000000000000005,3m,2.8,0.0,1.0,248,6168.0,0.02,5m,2.8,0.8,1.0,960.0,1440.0,0.015,5m,1.2,0.2,2.0,728.0,2216.0,0.035,2m,2.0,0.2,0.5,776.0,6880.0,0.025,8m,1.2,0.4,0.5,592.0,7488.0,0.05,2m,2.8,0.4,1.5,832.0,7472.0,0.02,8m,2.6,0.0,1.0,648.0,2336.0,0.015,3m,1.8,0.6000000000000001,1.0,280.0,2976.0,0.02,7m,2.0,0.4,1.5,776.0,4208.0,0.035,4m,2.8,0.2,2.0,880.0,0.4,10,COMPLETE
43,43,1.025536322499093,2025-06-22 17:17:43.490839,2025-06-22 17:17:56.791455,0 days 00:00:13.300616,5480,0.045000000000000005,3m,2.8,0.0,1.0,240,6176.0,0.02,5m,2.8,0.8,1.0,928.0,1504.0,0.015,5m,1.2,0.0,2.0,896.0,2808.0,0.035,2m,1.8,0.2,0.5,744.0,6888.0,0.025,8m,1.2,0.6000000000000001,0.5,600.0,7528.0,0.05,2m,2.6,0.4,1.5,824.0,6576.0,0.02,8m,2.6,0.0,1.0,664.0,2568.0,0.015,3m,1.8,0.8,1.5,280.0,2872.0,0.02,7m,2.0,0.4,1.5,768.0,3456.0,0.035,4m,2.8,0.2,2.0,920.0,0.35000000000000003,10,COMPLETE
44,44,0.9682328193571418,2025-06-22 17:17:56.811669,2025-06-22 17:18:10.458885,0 days 00:00:13.647216,4448,0.045000000000000005,3m,2.8,0.0,1.0,128,7376.0,0.02,5m,2.6,0.8,1.5,960.0,1208.0,0.01,5m,1.2,1.0,2.0,720.0,2128.0,0.04,2m,2.0,0.4,0.5,616.0,7984.0,0.02,8m,1.0,0.4,0.5,528.0,6400.0,0.05,2m,2.8,0.6000000000000001,1.5,904.0,7496.0,0.015,8m,2.6,0.2,1.5,592.0,2184.0,0.02,3m,1.8,0.6000000000000001,1.0,216.0,2552.0,0.01,7m,1.8,0.6000000000000001,1.5,536.0,4168.0,0.04,4m,3.0,0.2,2.0,832.0,0.4,10,COMPLETE
45,45,0.9462290624721218,2025-06-22 17:18:10.496170,2025-06-22 17:18:22.091320,0 days 00:00:11.595150,4136,0.05,3m,3.0,0.0,1.0,336,6160.0,0.025,5m,2.8,0.6000000000000001,1.0,744.0,1112.0,0.015,5m,1.0,0.4,2.0,648.0,3120.0,0.04,2m,1.8,0.2,0.5,488.0,6728.0,0.03,8m,1.4,0.4,0.5,424.0,7568.0,0.05,9m,2.4000000000000004,0.4,2.0,720.0,7536.0,0.015,8m,2.4000000000000004,0.0,1.0,832.0,3224.0,0.025,3m,1.6,0.6000000000000001,1.0,720.0,1992.0,0.02,7m,2.4000000000000004,0.8,1.0,832.0,2840.0,0.03,9m,2.8,0.4,2.0,704.0,0.35000000000000003,10,COMPLETE
46,46,1.0602141715686193,2025-06-22 17:18:22.125338,2025-06-22 17:18:35.010521,0 days 00:00:12.885183,6208,0.045000000000000005,3m,2.4000000000000004,0.0,0.5,256,7208.0,0.015,5m,3.0,0.8,1.0,984.0,1528.0,0.05,5m,1.4,0.0,2.0,864.0,5048.0,0.03,3m,2.0,0.6000000000000001,0.5,792.0,7448.0,0.025,8m,1.2,0.6000000000000001,0.5,560.0,7360.0,0.045000000000000005,2m,2.2,0.8,1.5,624.0,6664.0,0.02,8m,2.8,0.2,1.0,712.0,1608.0,0.02,3m,2.0,0.8,2.0,360.0,3792.0,0.02,8m,1.6,0.2,1.5,712.0,2152.0,0.045000000000000005,4m,2.8,0.2,1.5,912.0,0.4,10,COMPLETE
47,47,0.9984363969127144,2025-06-22 17:18:35.035194,2025-06-22 17:18:37.167798,0 days 00:00:02.132604,6072,0.045000000000000005,3m,2.4000000000000004,0.0,0.5,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
48,48,0.9943054407225271,2025-06-22 17:18:37.183722,2025-06-22 17:18:40.134663,0 days 00:00:02.950941,7144,0.05,3m,2.6,0.0,0.5,128,,,,,,,,,,,,,,,,,,,,,,7368.0,0.025,8m,1.0,0.8,0.5,544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
49,49,0.96033035469782,2025-06-22 17:18:40.190431,2025-06-22 17:18:50.794089,0 days 00:00:10.603658,3536,0.04,5m,2.8,0.0,0.5,280,7400.0,0.015,5m,3.0,0.6000000000000001,1.0,1000.0,2656.0,0.05,5m,1.2,0.0,2.0,1016.0,5216.0,0.03,3m,2.0,0.6000000000000001,0.5,800.0,7656.0,0.03,7m,1.4,0.6000000000000001,0.5,448.0,7456.0,0.045000000000000005,5m,1.0,0.8,2.0,640.0,6296.0,0.035,8m,3.0,0.6000000000000001,1.0,712.0,3000.0,0.015,3m,2.0,0.8,2.0,344.0,,,,,,,,1720.0,0.05,4m,2.8,0.0,2.0,944.0,0.45,9,COMPLETE
50,50,0.9874297751680225,2025-06-22 17:18:50.835454,2025-06-22 17:19:01.978465,0 days 00:00:11.143011,1552,0.045000000000000005,7m,2.4000000000000004,0.0,0.5,344,7120.0,0.015,5m,3.0,0.0,1.5,872.0,1584.0,0.045000000000000005,6m,1.6,0.0,2.0,848.0,4888.0,0.03,3m,1.6,0.8,1.0,672.0,6544.0,0.03,8m,1.2,0.8,0.5,344.0,8152.0,0.045000000000000005,7m,2.2,0.8,1.5,760.0,7512.0,0.015,7m,2.8,0.0,1.0,680.0,2368.0,0.02,3m,2.0,0.8,2.0,424.0,4000.0,0.025,8m,1.4,0.2,1.0,952.0,1720.0,0.045000000000000005,4m,3.0,0.2,1.5,864.0,0.4,10,COMPLETE
51,51,0.9687092876158178,2025-06-22 17:19:02.020300,2025-06-22 17:19:16.245398,0 days 00:00:14.225098,5672,0.035,3m,2.6,0.2,1.0,408,6528.0,0.02,5m,2.8,0.8,1.0,976.0,1032.0,0.04,5m,1.4,0.2,2.0,760.0,4184.0,0.035,2m,2.2,0.4,0.5,816.0,5968.0,0.02,8m,1.2,0.6000000000000001,0.5,584.0,7160.0,0.05,2m,2.2,1.0,1.5,672.0,7024.0,0.02,8m,2.8,0.2,1.0,600.0,1512.0,0.02,7m,1.8,1.0,1.5,312.0,3920.0,0.01,2m,1.8,0.2,1.5,696.0,3688.0,0.045000000000000005,4m,2.6,0.2,1.5,768.0,0.35000000000000003,10,COMPLETE
52,52,0.9593274036581785,2025-06-22 17:19:16.259404,2025-06-22 17:19:30.941828,0 days 00:00:14.682424,4768,0.04,3m,2.2,0.2,1.0,440,6936.0,0.015,5m,2.4000000000000004,0.8,1.0,928.0,1472.0,0.015,5m,1.4,0.2,2.0,904.0,1744.0,0.03,3m,2.2,0.6000000000000001,0.5,704.0,5504.0,0.025,8m,1.4,0.4,0.5,688.0,6480.0,0.05,2m,2.4000000000000004,0.4,1.5,600.0,6616.0,0.02,2m,2.4000000000000004,0.2,2.0,792.0,1960.0,0.025,2m,1.6,0.8,1.0,560.0,1992.0,0.02,8m,1.6,0.4,1.5,536.0,4344.0,0.04,4m,3.0,0.4,1.5,1024.0,0.4,10,COMPLETE
53,53,0.9527722923436909,2025-06-22 17:19:31.011242,2025-06-22 17:19:43.153110,0 days 00:00:12.141868,6272,0.05,3m,2.4000000000000004,0.0,1.0,192,7632.0,0.025,5m,2.6,0.8,1.0,864.0,2056.0,0.02,5m,1.2,0.2,2.0,792.0,5368.0,0.04,2m,2.8,0.2,0.5,800.0,7280.0,0.02,8m,1.0,0.6000000000000001,1.0,472.0,7768.0,0.045000000000000005,2m,1.8,0.6000000000000001,1.5,800.0,6928.0,0.025,8m,2.8,0.2,1.0,616.0,1456.0,0.015,3m,1.0,0.6000000000000001,1.5,272.0,,,,,,,,3896.0,0.045000000000000005,9m,2.8,0.0,1.5,896.0,0.3,9,COMPLETE
54,54,0.9618791363931001,2025-06-22 17:19:43.194546,2025-06-22 17:20:01.623642,0 days 00:00:18.429096,5792,0.035,3m,1.8,0.2,0.5,248,5936.0,0.02,8m,2.8,1.0,1.5,792.0,1632.0,0.045000000000000005,3m,1.4,0.4,2.0,648.0,2384.0,0.035,2m,1.6,0.0,0.5,568.0,7768.0,0.025,2m,1.2,0.4,0.5,128.0,7208.0,0.05,3m,2.6,0.4,1.5,688.0,7664.0,0.02,8m,2.2,0.2,1.5,936.0,2000.0,0.02,3m,2.0,1.0,1.0,952.0,1832.0,0.015,7m,2.2,0.2,2.0,744.0,2328.0,0.035,2m,2.8,0.4,1.5,608.0,0.5,10,COMPLETE
55,55,0.9939235397673809,2025-06-22 17:20:01.686325,2025-06-22 17:20:13.172902,0 days 00:00:11.486577,5368,0.045000000000000005,6m,1.0,0.2,1.0,368,6712.0,0.01,7m,2.4000000000000004,0.8,1.0,912.0,2424.0,0.025,5m,1.0,0.0,2.0,728.0,1656.0,0.045000000000000005,8m,2.8,0.2,0.5,808.0,4208.0,0.02,8m,1.4,0.6000000000000001,1.0,624.0,6024.0,0.04,2m,2.8,0.6000000000000001,1.5,944.0,6360.0,0.01,4m,2.6,0.4,1.0,528.0,2416.0,0.02,3m,2.2,0.8,1.5,184.0,,,,,,,,1112.0,0.025,3m,2.8,0.2,2.0,984.0,0.4,9,COMPLETE
56,56,0.9839585018728488,2025-06-22 17:20:13.215399,2025-06-22 17:20:19.524017,0 days 00:00:06.308618,7816,0.04,8m,1.6,0.0,0.5,416,6192.0,0.025,5m,3.0,0.6000000000000001,1.0,336.0,1928.0,0.015,9m,1.6,0.2,2.0,896.0,,,,,,,,7128.0,0.025,5m,1.0,0.4,0.5,544.0,6888.0,0.05,2m,2.4000000000000004,0.8,2.0,544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,5,COMPLETE
57,57,0.9569561972469312,2025-06-22 17:20:19.601075,2025-06-22 17:20:32.166365,0 days 00:00:12.565290,6656,0.05,3m,2.2,0.6000000000000001,1.0,280,8192.0,0.03,2m,1.0,1.0,1.0,968.0,7992.0,0.02,2m,1.2,0.4,2.0,680.0,,,,,,,,8120.0,0.03,4m,1.2,0.6000000000000001,1.0,560.0,6488.0,0.045000000000000005,8m,3.0,0.6000000000000001,1.5,616.0,7704.0,0.025,8m,2.0,0.0,1.0,696.0,3768.0,0.025,9m,1.4,0.6000000000000001,1.0,376.0,,,,,,,,4848.0,0.03,4m,1.4,0.6000000000000001,1.5,776.0,0.45,8,COMPLETE
58,58,0.9430630991658508,2025-06-22 17:20:32.253703,2025-06-22 17:20:47.293193,0 days 00:00:15.039490,6976,0.03,3m,2.6,0.2,1.0,224,7736.0,0.015,4m,2.8,0.8,1.5,1024.0,1448.0,0.025,7m,1.4,0.0,2.0,544.0,5632.0,0.03,4m,2.0,0.8,1.0,640.0,5984.0,0.015,7m,1.4,0.4,0.5,728.0,7848.0,0.05,2m,2.6,0.4,1.5,448.0,7232.0,0.015,3m,2.6,0.2,0.5,816.0,1088.0,0.01,7m,1.8,0.8,2.0,344.0,3528.0,0.025,4m,1.8,0.8,1.5,592.0,3440.0,0.04,4m,2.6,0.4,1.5,696.0,0.45,10,COMPLETE
59,59,0.9453543661839263,2025-06-22 17:20:47.355374,2025-06-22 17:21:00.185518,0 days 00:00:12.830144,4888,0.045000000000000005,9m,2.0,0.0,1.0,488,5928.0,0.025,5m,2.6,0.8,2.0,848.0,3064.0,0.01,5m,1.6,0.6000000000000001,0.5,800.0,4368.0,0.035,7m,1.6,0.0,1.5,952.0,4672.0,0.02,3m,1.6,0.4,1.0,488.0,5416.0,0.04,2m,2.2,0.4,1.5,720.0,1760.0,0.035,2m,2.0,0.0,0.5,560.0,1712.0,0.015,2m,1.6,1.0,0.5,168.0,,,,,,,,2184.0,0.035,5m,3.0,0.2,2.0,840.0,0.3,9,COMPLETE
60,60,0.9758380512578391,2025-06-22 17:21:00.244523,2025-06-22 17:21:11.342508,0 days 00:00:11.097985,6440,0.035,5m,2.8,1.0,2.0,160,5440.0,0.02,5m,2.4000000000000004,0.6000000000000001,1.0,776.0,1040.0,0.02,5m,1.0,0.2,1.5,856.0,3632.0,0.045000000000000005,9m,1.8,0.4,0.5,696.0,6552.0,0.025,8m,1.2,0.6000000000000001,0.5,672.0,6072.0,0.045000000000000005,8m,1.4,0.8,2.0,928.0,7864.0,0.025,8m,2.4000000000000004,0.4,2.0,632.0,2704.0,0.025,4m,2.0,0.6000000000000001,0.5,408.0,,,,,,,,5440.0,0.05,6m,1.6,0.6000000000000001,1.5,976.0,0.4,9,COMPLETE
61,61,0.9991971496797017,2025-06-22 17:21:11.423784,2025-06-22 17:21:26.636302,0 days 00:00:15.212518,5464,0.045000000000000005,3m,2.8,0.0,1.0,264,6368.0,0.02,5m,2.8,0.8,1.0,912.0,1496.0,0.015,5m,1.2,0.0,2.0,880.0,3000.0,0.035,2m,1.8,0.2,0.5,744.0,7088.0,0.025,8m,1.2,0.6000000000000001,0.5,600.0,7312.0,0.05,2m,2.6,0.4,1.5,800.0,6656.0,0.02,8m,2.6,0.0,1.0,704.0,2536.0,0.015,3m,1.8,0.8,2.0,272.0,2608.0,0.02,7m,2.0,0.4,1.5,784.0,3672.0,0.035,4m,2.8,0.0,2.0,880.0,0.35000000000000003,10,COMPLETE
62,62,0.9450974951159076,2025-06-22 17:21:26.685784,2025-06-22 17:21:40.403889,0 days 00:00:13.718105,5216,0.045000000000000005,3m,3.0,0.0,1.0,544,4240.0,0.01,5m,2.6,0.8,1.0,960.0,2320.0,0.02,5m,1.2,0.0,2.0,928.0,2344.0,0.035,2m,2.0,0.2,0.5,768.0,6832.0,0.025,8m,1.0,0.6000000000000001,0.5,608.0,6688.0,0.05,2m,2.8,0.4,1.5,1024.0,6072.0,0.04,8m,3.0,0.0,1.0,504.0,2248.0,0.01,3m,1.8,0.8,1.5,280.0,2872.0,0.015,7m,2.2,0.4,1.5,856.0,4112.0,0.04,4m,3.0,0.2,2.0,920.0,0.35000000000000003,10,COMPLETE
63,63,0.9726382123938319,2025-06-22 17:21:40.438977,2025-06-22 17:21:54.595156,0 days 00:00:14.156179,6048,0.04,3m,2.6,0.0,1.0,336,6864.0,0.02,5m,3.0,1.0,1.0,984.0,1728.0,0.015,5m,1.4,0.0,2.0,760.0,2704.0,0.03,2m,1.4,0.2,0.5,840.0,7616.0,0.03,8m,1.4,0.8,0.5,400.0,7704.0,0.05,2m,2.6,0.4,1.5,832.0,5368.0,0.02,7m,2.8,0.2,1.0,648.0,1304.0,0.02,3m,2.2,0.8,1.5,232.0,4504.0,0.025,7m,2.0,0.6000000000000001,1.5,728.0,3000.0,0.03,4m,2.8,0.2,2.0,944.0,0.25,10,COMPLETE
64,64,1.0288119087502485,2025-06-22 17:21:54.661505,2025-06-22 17:22:05.687165,0 days 00:00:11.025660,5616,0.05,3m,2.8,0.2,1.0,232,5192.0,0.015,8m,2.8,0.8,1.0,936.0,1328.0,0.015,5m,1.2,0.0,2.0,816.0,1576.0,0.04,3m,1.8,0.4,0.5,448.0,6872.0,0.02,5m,1.2,0.6000000000000001,1.0,568.0,7120.0,0.045000000000000005,9m,2.4000000000000004,0.2,1.5,832.0,7272.0,0.015,8m,1.6,0.0,1.0,280.0,1976.0,0.015,3m,1.8,0.8,2.0,320.0,,,,,,,,3408.0,0.035,4m,2.4000000000000004,0.4,2.0,800.0,0.4,9,COMPLETE
65,65,0.960247578276643,2025-06-22 17:22:05.719089,2025-06-22 17:22:14.407868,0 days 00:00:08.688779,6240,0.05,7m,3.0,0.2,1.5,312,5120.0,0.015,8m,2.6,0.8,1.0,456.0,3544.0,0.02,5m,1.6,0.2,2.0,816.0,,,,,,,,5560.0,0.02,5m,1.0,0.2,1.0,576.0,7128.0,0.045000000000000005,9m,2.2,0.2,1.5,856.0,7768.0,0.01,3m,1.6,0.0,1.0,200.0,1832.0,0.01,5m,1.4,0.0,2.0,344.0,,,,,,,,4344.0,0.025,8m,2.4000000000000004,0.4,1.5,800.0,0.4,8,COMPLETE
66,66,1.0268450018046265,2025-06-22 17:22:14.479239,2025-06-22 17:22:24.853614,0 days 00:00:10.374375,5672,0.05,6m,2.6,0.4,0.5,168,4832.0,0.015,8m,2.4000000000000004,0.6000000000000001,1.0,216.0,3008.0,0.025,4m,1.0,0.4,1.5,704.0,1520.0,0.04,3m,2.2,0.6000000000000001,2.0,472.0,6248.0,0.015,5m,1.4,0.4,1.0,648.0,2800.0,0.035,9m,2.4000000000000004,0.2,1.5,400.0,6864.0,0.015,8m,1.6,0.2,0.5,304.0,1368.0,0.02,6m,2.4000000000000004,0.6000000000000001,2.0,552.0,,,,,,,,4504.0,0.035,4m,2.4000000000000004,0.4,2.0,720.0,0.45,9,COMPLETE
