,number,value,datetime_start,datetime_complete,duration,params_ADP_XEL_beta_win,params_ADP_XEL_stop_loss,params_ADP_XEL_trade_freq,params_ADP_XEL_z_entry,params_ADP_XEL_z_exit,params_ADP_XEL_z_stop_scaler,params_ADP_XEL_z_win,params_AEP_MELI_beta_win,params_AEP_MELI_stop_loss,params_AEP_MELI_trade_freq,params_AEP_MELI_z_entry,params_AEP_MELI_z_exit,params_AEP_MELI_z_stop_scaler,params_AEP_MELI_z_win,params_AXON_MSTR_beta_win,params_AXON_MSTR_stop_loss,params_AXON_MSTR_trade_freq,params_AXON_MSTR_z_entry,params_AXON_MSTR_z_exit,params_AXON_MSTR_z_stop_scaler,params_AXON_MSTR_z_win,params_CMCSA_TXN_beta_win,params_CMCSA_TXN_stop_loss,params_CMCSA_TXN_trade_freq,params_CMCSA_TXN_z_entry,params_CMCSA_TXN_z_exit,params_CMCSA_TXN_z_stop_scaler,params_CMCSA_TXN_z_win,params_CSX_TXN_beta_win,params_CSX_TXN_stop_loss,params_CSX_TXN_trade_freq,params_CSX_TXN_z_entry,params_CSX_TXN_z_exit,params_CSX_TXN_z_stop_scaler,params_CSX_TXN_z_win,params_DASH_FTNT_beta_win,params_DASH_FTNT_stop_loss,params_DASH_FTNT_trade_freq,params_DASH_FTNT_z_entry,params_DASH_FTNT_z_exit,params_DASH_FTNT_z_stop_scaler,params_DASH_FTNT_z_win,params_DASH_PAYX_beta_win,params_DASH_PAYX_stop_loss,params_DASH_PAYX_trade_freq,params_DASH_PAYX_z_entry,params_DASH_PAYX_z_exit,params_DASH_PAYX_z_stop_scaler,params_DASH_PAYX_z_win,params_FAST_KLAC_beta_win,params_FAST_KLAC_stop_loss,params_FAST_KLAC_trade_freq,params_FAST_KLAC_z_entry,params_FAST_KLAC_z_exit,params_FAST_KLAC_z_stop_scaler,params_FAST_KLAC_z_win,params_KHC_PEP_beta_win,params_KHC_PEP_stop_loss,params_KHC_PEP_trade_freq,params_KHC_PEP_z_entry,params_KHC_PEP_z_exit,params_KHC_PEP_z_stop_scaler,params_KHC_PEP_z_win,params_LIN_MELI_beta_win,params_LIN_MELI_stop_loss,params_LIN_MELI_trade_freq,params_LIN_MELI_z_entry,params_LIN_MELI_z_exit,params_LIN_MELI_z_stop_scaler,params_LIN_MELI_z_win,params_buffer_capital,params_pairs_to_trade,state
0,0,0.9629901972399972,2025-06-22 17:34:05.639444,2025-06-22 17:34:09.792739,0 days 00:00:04.153295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3344,0.025,6m,2.6,0.4,0.5,560,,,,,,,,2968.0,0.03,5m,1.6,0.2,2.0,664.0,,,,,,,,4616.0,0.015,3m,3.0,0.2,1.0,216.0,,,,,,,,0.5,3,COMPLETE
1,1,0.9766047053728528,2025-06-22 17:34:09.835257,2025-06-22 17:34:19.242484,0 days 00:00:09.407227,,,,,,,,6640.0,0.035,8m,3.0,0.2,1.5,1016.0,6792.0,0.02,3m,1.4,0.8,1.0,656.0,,,,,,,,5560,0.025,3m,2.0,0.6000000000000001,1.0,808,1688.0,0.05,6m,1.0,1.0,0.5,240.0,5296.0,0.05,2m,2.8,0.4,1.5,928.0,,,,,,,,6536.0,0.04,4m,2.4000000000000004,0.2,2.0,984.0,1128.0,0.025,7m,1.2,0.4,2.0,544.0,0.35000000000000003,7,COMPLETE
2,2,0.9995366001381016,2025-06-22 17:34:19.278382,2025-06-22 17:34:22.508015,0 days 00:00:03.229633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160,0.02,2m,1.2,1.0,0.5,168,,,,,,,,2216.0,0.02,7m,2.8,0.0,1.0,880.0,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
3,3,0.9253183182732951,2025-06-22 17:34:22.534654,2025-06-22 17:34:34.366107,0 days 00:00:11.831453,5984.0,0.01,7m,2.6,0.6000000000000001,1.0,232.0,7208.0,0.025,6m,2.8,0.4,0.5,512.0,3624.0,0.02,2m,1.8,0.2,1.5,784.0,5192.0,0.04,9m,1.2,0.0,1.5,360.0,3408,0.02,6m,1.2,1.0,0.5,880,8072.0,0.05,6m,2.2,0.4,2.0,624.0,4664.0,0.03,2m,2.2,1.0,1.0,576.0,6216.0,0.04,9m,1.0,1.0,1.0,648.0,7592.0,0.03,3m,2.2,0.0,0.5,576.0,7048.0,0.035,8m,1.4,0.8,1.5,160.0,0.15000000000000002,10,COMPLETE
4,4,1.0117886905719429,2025-06-22 17:34:34.396259,2025-06-22 17:34:42.753330,0 days 00:00:08.357071,,,,,,,,3864.0,0.05,9m,1.4,0.2,1.5,624.0,5608.0,0.04,7m,3.0,0.8,2.0,1000.0,,,,,,,,2848,0.035,2m,1.2,0.4,0.5,176,6296.0,0.035,9m,2.8,0.6000000000000001,1.0,656.0,4312.0,0.04,2m,1.4,0.8,0.5,672.0,,,,,,,,7728.0,0.035,9m,2.0,0.2,1.0,160.0,1968.0,0.025,5m,1.0,0.2,1.0,680.0,0.1,7,COMPLETE
5,5,0.8997013424814178,2025-06-22 17:34:42.783246,2025-06-22 17:34:50.049904,0 days 00:00:07.266658,,,,,,,,1352.0,0.025,9m,1.0,0.8,2.0,992.0,6832.0,0.025,3m,1.2,0.2,2.0,320.0,,,,,,,,2240,0.015,9m,2.2,0.6000000000000001,1.5,168,3376.0,0.03,5m,1.2,0.4,2.0,648.0,8040.0,0.015,6m,3.0,0.0,0.5,296.0,,,,,,,,7032.0,0.015,3m,2.2,1.0,1.0,680.0,2000.0,0.035,5m,2.6,0.2,1.0,712.0,0.35000000000000003,7,COMPLETE
6,6,0.9122569706610626,2025-06-22 17:34:50.082751,2025-06-22 17:35:00.244117,0 days 00:00:10.161366,1600.0,0.04,2m,3.0,0.2,2.0,880.0,7984.0,0.04,5m,2.8,0.0,1.0,400.0,4768.0,0.04,7m,1.4,1.0,1.0,344.0,7896.0,0.015,9m,1.6,1.0,2.0,432.0,2672,0.05,3m,1.4,0.8,1.0,992,2840.0,0.015,7m,1.2,0.0,2.0,680.0,6288.0,0.01,7m,2.4000000000000004,0.4,1.5,576.0,6208.0,0.015,8m,1.4,0.4,1.5,536.0,1336.0,0.015,7m,1.2,0.8,0.5,288.0,1792.0,0.05,7m,2.4000000000000004,0.4,2.0,312.0,0.1,10,COMPLETE
7,7,0.9925158552795988,2025-06-22 17:35:00.267045,2025-06-22 17:35:04.177490,0 days 00:00:03.910445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1288,0.05,8m,2.8,1.0,1.5,832,,,,,,,,2008.0,0.045000000000000005,4m,1.4,1.0,2.0,696.0,,,,,,,,4800.0,0.01,7m,1.2,0.0,2.0,192.0,6144.0,0.05,9m,1.8,0.0,0.5,432.0,0.4,4,COMPLETE
8,8,0.9475482122128815,2025-06-22 17:35:04.205535,2025-06-22 17:35:11.856694,0 days 00:00:07.651159,,,,,,,,7320.0,0.04,2m,1.6,0.0,1.5,816.0,,,,,,,,,,,,,,,5704,0.02,8m,1.4,0.2,2.0,976,6896.0,0.05,4m,2.2,0.8,2.0,704.0,4088.0,0.05,7m,1.0,0.0,2.0,200.0,,,,,,,,1664.0,0.03,9m,1.4,0.8,2.0,672.0,4000.0,0.025,2m,1.6,0.6000000000000001,2.0,560.0,0.3,6,COMPLETE
9,9,0.9698468028268624,2025-06-22 17:35:11.890753,2025-06-22 17:35:19.963317,0 days 00:00:08.072564,,,,,,,,3600.0,0.02,3m,3.0,0.4,2.0,680.0,1080.0,0.02,9m,2.0,0.4,1.0,840.0,,,,,,,,4872,0.015,5m,1.0,0.2,1.0,584,3104.0,0.05,3m,2.4000000000000004,0.6000000000000001,2.0,616.0,7440.0,0.04,4m,3.0,0.4,0.5,304.0,,,,,,,,3296.0,0.015,6m,2.4000000000000004,0.8,1.0,944.0,5728.0,0.03,4m,1.2,0.2,2.0,288.0,0.15000000000000002,7,COMPLETE
10,10,1.0102861435515555,2025-06-22 17:35:20.014709,2025-06-22 17:35:21.327320,0 days 00:00:01.312611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7840,0.04,7m,1.8,0.0,2.0,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
11,11,0.9931624606758082,2025-06-22 17:35:21.364758,2025-06-22 17:35:22.620787,0 days 00:00:01.256029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8128,0.04,7m,2.0,0.0,2.0,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
12,12,0.9890423826445399,2025-06-22 17:35:22.653107,2025-06-22 17:35:27.716458,0 days 00:00:05.063351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6864,0.035,7m,1.6,0.0,1.5,352,5656.0,0.03,9m,3.0,0.0,1.0,976.0,1160.0,0.035,3m,1.8,0.8,0.5,456.0,,,,,,,,7992.0,0.05,9m,1.8,0.4,1.5,408.0,3528.0,0.01,5m,3.0,1.0,0.5,992.0,0.2,5,COMPLETE
13,13,0.9939307554380269,2025-06-22 17:35:27.732448,2025-06-22 17:35:38.443558,0 days 00:00:10.711110,7728.0,0.015,9m,1.0,1.0,0.5,176.0,4344.0,0.05,7m,1.8,1.0,1.0,160.0,4488.0,0.05,8m,3.0,0.8,2.0,1016.0,,,,,,,,8144,0.04,2m,1.8,0.4,2.0,336,5368.0,0.015,2m,3.0,0.6000000000000001,1.0,352.0,6264.0,0.025,8m,1.0,0.8,1.0,1016.0,,,,,,,,5656.0,0.04,2m,3.0,0.4,1.5,432.0,3232.0,0.01,3m,1.0,0.0,1.0,808.0,0.05,8,COMPLETE
14,14,0.9901524923341494,2025-06-22 17:35:38.497433,2025-06-22 17:35:42.734760,0 days 00:00:04.237327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4152,0.035,4m,2.4000000000000004,0.2,1.5,536,,,,,,,,3720.0,0.04,9m,1.4,0.8,0.5,800.0,,,,,,,,3112.0,0.04,8m,1.8,0.6000000000000001,0.5,128.0,8088.0,0.02,6m,2.2,0.6000000000000001,1.5,832.0,0.2,4,COMPLETE
15,15,1.0,2025-06-22 17:35:42.805286,2025-06-22 17:35:44.222733,0 days 00:00:01.417447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6768,0.045000000000000005,7m,3.0,0.0,1.0,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
16,16,0.9810375051173423,2025-06-22 17:35:44.254482,2025-06-22 17:35:55.477719,0 days 00:00:11.223237,1312.0,0.05,4m,1.4,0.0,2.0,1024.0,2576.0,0.01,4m,1.0,0.6000000000000001,0.5,232.0,8080.0,0.035,6m,3.0,0.6000000000000001,0.5,136.0,,,,,,,,6912,0.03,2m,1.6,0.4,2.0,456,6704.0,0.04,9m,2.6,1.0,0.5,928.0,5400.0,0.04,2m,2.0,0.6000000000000001,1.5,440.0,1176.0,0.05,3m,2.8,0.0,2.0,144.0,6080.0,0.025,5m,1.6,0.2,1.5,408.0,2584.0,0.04,5m,2.0,0.2,1.0,1016.0,0.15000000000000002,9,COMPLETE
17,17,0.9259801254942777,2025-06-22 17:35:55.510191,2025-06-22 17:36:00.728060,0 days 00:00:05.217869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4184,0.04,5m,1.0,0.2,0.5,688,4912.0,0.035,8m,1.8,0.2,1.5,408.0,2888.0,0.025,8m,1.2,0.6000000000000001,1.0,768.0,,,,,,,,3304.0,0.05,9m,2.6,0.6000000000000001,1.0,840.0,4824.0,0.015,3m,1.0,1.0,0.5,704.0,0.1,5,COMPLETE
18,18,0.9789489008114947,2025-06-22 17:36:00.760900,2025-06-22 17:36:03.907513,0 days 00:00:03.146613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2224,0.035,9m,1.8,0.8,1.5,248,,,,,,,,6160.0,0.035,5m,1.8,1.0,0.5,456.0,,,,,,,,5360.0,0.025,8m,2.0,0.0,1.5,304.0,,,,,,,,0.25,3,COMPLETE
19,19,0.9716974121113722,2025-06-22 17:36:03.932485,2025-06-22 17:36:09.619159,0 days 00:00:05.686674,,,,,,,,5640.0,0.05,9m,2.2,0.2,1.5,712.0,,,,,,,,,,,,,,,5848,0.045000000000000005,4m,2.2,0.6000000000000001,1.0,136,6904.0,0.025,9m,1.8,0.8,1.5,824.0,3584.0,0.045000000000000005,6m,2.4000000000000004,0.6000000000000001,1.0,656.0,,,,,,,,6976.0,0.045000000000000005,5m,1.0,0.4,0.5,544.0,4856.0,0.04,9m,1.6,0.0,1.5,448.0,0.1,6,COMPLETE
20,20,0.9720507637241856,2025-06-22 17:36:09.682746,2025-06-22 17:36:17.766296,0 days 00:00:08.083550,3816.0,0.025,3m,2.0,1.0,0.5,568.0,5584.0,0.045000000000000005,9m,1.4,0.6000000000000001,2.0,400.0,2600.0,0.01,7m,2.6,1.0,2.0,1024.0,,,,,,,,3536,0.03,7m,1.4,0.0,2.0,248,8056.0,0.04,4m,2.6,0.2,1.0,456.0,7000.0,0.02,9m,1.4,0.2,1.5,136.0,,,,,,,,8128.0,0.035,6m,2.6,0.2,1.0,776.0,2864.0,0.02,4m,2.8,0.8,1.0,704.0,0.25,8,COMPLETE
21,21,1.0,2025-06-22 17:36:17.788065,2025-06-22 17:36:19.124790,0 days 00:00:01.336725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,0.045000000000000005,7m,3.0,0.0,1.0,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
22,22,0.997055803999426,2025-06-22 17:36:19.181100,2025-06-22 17:36:21.985275,0 days 00:00:02.804175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7344,0.045000000000000005,7m,3.0,0.2,0.5,448,,,,,,,,4760.0,0.035,3m,2.0,0.8,0.5,1024.0,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
23,23,1.0,2025-06-22 17:36:22.016771,2025-06-22 17:36:24.375471,0 days 00:00:02.358700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7680,0.04,2m,2.6,0.0,1.0,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
24,24,0.9401162803324294,2025-06-22 17:36:24.409936,2025-06-22 17:36:27.406991,0 days 00:00:02.997055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6384,0.045000000000000005,7m,1.8,0.0,0.5,232,,,,,,,,1616.0,0.045000000000000005,2m,1.6,0.2,1.0,352.0,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
25,25,1.007544527105237,2025-06-22 17:36:27.437542,2025-06-22 17:36:31.739230,0 days 00:00:04.301688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6352,0.035,7m,2.2,0.4,1.0,384,,,,,,,,2960.0,0.025,2m,1.2,1.0,0.5,864.0,,,,,,,,2496.0,0.035,4m,1.6,1.0,1.5,456.0,,,,,,,,0.2,3,COMPLETE
26,26,1.0319719298874512,2025-06-22 17:36:31.764367,2025-06-22 17:36:37.064041,0 days 00:00:05.299674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4976,0.035,2m,2.2,0.4,1.5,680,,,,,,,,2736.0,0.025,2m,1.2,1.0,0.5,840.0,,,,,,,,2544.0,0.025,4m,1.6,1.0,1.5,512.0,,,,,,,,0.2,3,COMPLETE
27,27,0.9882797422011667,2025-06-22 17:36:37.080158,2025-06-22 17:36:44.388251,0 days 00:00:07.308093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4760,0.03,2m,1.6,0.8,1.5,680,,,,,,,,3904.0,0.01,2m,1.2,0.8,0.5,776.0,,,,,,,,3864.0,0.025,4m,1.8,0.6000000000000001,1.5,328.0,1192.0,0.045000000000000005,2m,1.8,0.4,1.5,864.0,0.15000000000000002,4,COMPLETE
28,28,1.0241308107702785,2025-06-22 17:36:44.404046,2025-06-22 17:36:48.375279,0 days 00:00:03.971233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5264,0.025,2m,2.4000000000000004,0.4,2.0,672,,,,,,,,2400.0,0.02,2m,1.0,1.0,1.0,704.0,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
29,29,0.9575545349047923,2025-06-22 17:36:48.395405,2025-06-22 17:36:53.047303,0 days 00:00:04.651898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4992,0.025,2m,2.4000000000000004,0.4,1.5,704,,,,,,,,2448.0,0.02,2m,1.0,1.0,1.0,712.0,,,,,,,,2152.0,0.02,9m,1.4,1.0,1.0,656.0,,,,,,,,0.25,3,COMPLETE
30,30,0.9965025176847762,2025-06-22 17:36:53.071569,2025-06-22 17:37:00.487649,0 days 00:00:07.416080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,0.01,2m,2.6,0.4,2.0,616,6232.0,0.02,5m,1.6,0.8,0.5,832.0,1296.0,0.015,2m,1.2,1.0,0.5,608.0,,,,,,,,3688.0,0.035,2m,2.0,0.8,2.0,488.0,4016.0,0.03,8m,1.4,0.2,0.5,632.0,0.5,5,COMPLETE
31,31,1.0148421321845107,2025-06-22 17:37:00.505407,2025-06-22 17:37:03.506558,0 days 00:00:03.001151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2944,0.035,6m,2.4000000000000004,0.6000000000000001,2.0,744,,,,,,,,3264.0,0.015,2m,1.6,0.8,1.0,856.0,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
32,32,1.0056937409758564,2025-06-22 17:37:03.516560,2025-06-22 17:37:06.660650,0 days 00:00:03.144090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2960,0.025,6m,2.4000000000000004,0.6000000000000001,2.0,768,,,,,,,,3344.0,0.015,2m,1.4,0.8,1.0,856.0,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
33,33,1.0156939759227042,2025-06-22 17:37:06.683923,2025-06-22 17:37:09.803041,0 days 00:00:03.119118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5416,0.03,6m,2.6,0.6000000000000001,2.0,760,,,,,,,,2472.0,0.02,2m,1.6,1.0,1.0,744.0,,,,,,,,,,,,,,,,,,,,,,0.3,2,COMPLETE
34,34,0.9988198652286372,2025-06-22 17:37:09.836299,2025-06-22 17:37:12.892435,0 days 00:00:03.056136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5224,0.025,6m,2.6,0.6000000000000001,2.0,784,,,,,,,,2672.0,0.02,2m,1.6,1.0,1.0,760.0,,,,,,,,,,,,,,,,,,,,,,0.3,2,COMPLETE
35,35,0.9507032782488698,2025-06-22 17:37:12.915701,2025-06-22 17:37:16.222379,0 days 00:00:03.306678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5384,0.03,6m,2.8,0.6000000000000001,2.0,904,,,,,,,,1784.0,0.025,5m,1.8,1.0,1.5,928.0,,,,,,,,2440.0,0.01,4m,1.0,1.0,2.0,808.0,,,,,,,,0.3,3,COMPLETE
36,36,1.0086277904728718,2025-06-22 17:37:16.252765,2025-06-22 17:37:19.297778,0 days 00:00:03.045013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5984,0.02,6m,2.2,0.8,2.0,744,,,,,,,,3224.0,0.015,2m,1.6,1.0,1.0,824.0,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
37,37,1.0345167637567045,2025-06-22 17:37:19.348183,2025-06-22 17:37:23.397474,0 days 00:00:04.049291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4424,0.03,6m,2.8,0.6000000000000001,1.5,616,,,,,,,,2264.0,0.02,2m,1.0,0.8,1.5,936.0,,,,,,,,1816.0,0.02,4m,2.8,0.8,1.5,888.0,,,,,,,,0.25,3,COMPLETE
38,38,1.0187537498189803,2025-06-22 17:37:23.413410,2025-06-22 17:37:29.894123,0 days 00:00:06.480713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4416,0.025,3m,2.8,0.4,1.5,640,,,,,,,,2304.0,0.025,2m,1.0,1.0,1.5,960.0,,,,,,,,1752.0,0.025,4m,2.8,0.8,1.5,912.0,7520.0,0.045000000000000005,2m,3.0,0.8,1.5,136.0,0.25,4,COMPLETE
39,39,1.042211196771041,2025-06-22 17:37:29.911726,2025-06-22 17:37:35.225116,0 days 00:00:05.313390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4416,0.02,3m,2.8,0.4,1.5,640,,,,,,,,2088.0,0.03,8m,1.0,0.6000000000000001,1.5,952.0,,,,,,,,1272.0,0.02,4m,2.8,0.8,1.5,912.0,8088.0,0.045000000000000005,2m,3.0,0.8,1.5,128.0,0.25,4,COMPLETE
40,40,1.003950443149103,2025-06-22 17:37:35.240928,2025-06-22 17:37:39.642900,0 days 00:00:04.401972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3704,0.02,3m,2.8,0.2,1.5,520,,,,,,,,1472.0,0.03,8m,1.0,0.6000000000000001,2.0,928.0,,,,,,,,1120.0,0.02,4m,2.8,1.0,1.5,1016.0,6296.0,0.045000000000000005,6m,2.6,0.6000000000000001,2.0,256.0,0.35000000000000003,4,COMPLETE
41,41,1.0095848146790152,2025-06-22 17:37:39.686715,2025-06-22 17:37:45.015224,0 days 00:00:05.328509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4616,0.025,3m,2.8,0.4,1.5,624,,,,,,,,2128.0,0.03,8m,1.0,0.6000000000000001,1.5,984.0,,,,,,,,1824.0,0.02,4m,2.8,0.8,1.5,904.0,8104.0,0.045000000000000005,2m,3.0,0.8,1.5,152.0,0.25,4,COMPLETE
42,42,1.0,2025-06-22 17:37:45.036467,2025-06-22 17:37:48.506623,0 days 00:00:03.470156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4448,0.015,3m,2.8,0.4,1.5,640,,,,,,,,2104.0,0.025,8m,1.2,0.8,1.5,952.0,,,,,,,,1072.0,0.025,4m,2.8,0.8,1.5,856.0,,,,,,,,0.25,3,COMPLETE
43,43,1.0075344875961165,2025-06-22 17:37:48.522432,2025-06-22 17:37:54.009368,0 days 00:00:05.486936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5048,0.015,3m,2.0,0.4,1.5,592,,,,,,,,2744.0,0.03,6m,1.0,1.0,1.5,896.0,,,,,,,,1856.0,0.02,4m,2.6,0.6000000000000001,1.5,752.0,7240.0,0.04,2m,2.8,1.0,1.5,384.0,0.2,4,COMPLETE
44,44,1.0160747620957244,2025-06-22 17:37:54.025045,2025-06-22 17:37:58.611601,0 days 00:00:04.586556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4392,0.025,3m,2.6,0.4,1.5,832,,,,,,,,1824.0,0.025,2m,1.2,0.4,1.5,968.0,,,,,,,,2800.0,0.025,4m,3.0,0.8,1.5,904.0,,,,,,,,0.4,3,COMPLETE
45,45,0.936491736984179,2025-06-22 17:37:58.627451,2025-06-22 17:38:04.427395,0 days 00:00:05.799944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4752,0.02,8m,3.0,0.4,1.5,552,1488.0,0.01,7m,1.4,0.2,1.5,136.0,2368.0,0.02,4m,1.0,1.0,1.5,904.0,,,,,,,,1488.0,0.02,4m,3.0,1.0,1.5,728.0,7296.0,0.05,2m,2.4000000000000004,0.8,1.5,128.0,0.25,5,COMPLETE
46,46,1.0338792846340725,2025-06-22 17:38:04.449531,2025-06-22 17:38:11.486825,0 days 00:00:07.037294,,,,,,,,1136.0,0.01,4m,2.2,1.0,1.0,848.0,,,,,,,,,,,,,,,3752,0.02,9m,2.8,0.6000000000000001,1.5,664,3928.0,0.01,3m,2.0,1.0,1.5,496.0,1056.0,0.03,7m,1.2,0.8,2.0,832.0,,,,,,,,2120.0,0.03,4m,2.4000000000000004,0.8,2.0,960.0,6784.0,0.035,2m,2.8,0.8,1.5,224.0,0.15000000000000002,6,COMPLETE
47,47,0.9835521519179569,2025-06-22 17:38:11.529382,2025-06-22 17:38:18.587938,0 days 00:00:07.058556,,,,,,,,1120.0,0.01,4m,2.2,1.0,1.0,864.0,,,,,,,,,,,,,,,3800,0.02,9m,2.4000000000000004,0.8,1.5,512,3768.0,0.01,3m,2.0,1.0,1.5,520.0,1144.0,0.03,7m,1.2,0.6000000000000001,2.0,824.0,,,,,,,,2376.0,0.03,4m,2.4000000000000004,0.6000000000000001,2.0,1024.0,5464.0,0.035,2m,2.8,1.0,1.0,240.0,0.15000000000000002,6,COMPLETE
48,48,0.9762110148360532,2025-06-22 17:38:18.660623,2025-06-22 17:38:25.726079,0 days 00:00:07.065456,,,,,,,,2440.0,0.015,4m,2.4000000000000004,0.8,0.5,840.0,,,,,,,,,,,,,,,3160,0.02,9m,2.2,0.6000000000000001,1.5,720,4136.0,0.02,3m,1.6,0.8,1.5,312.0,1024.0,0.035,7m,1.4,0.8,2.0,624.0,,,,,,,,4128.0,0.03,4m,2.6,1.0,2.0,968.0,6608.0,0.035,2m,2.4000000000000004,0.6000000000000001,2.0,352.0,0.15000000000000002,6,COMPLETE
49,49,0.9760946957101335,2025-06-22 17:38:25.743838,2025-06-22 17:38:30.455835,0 days 00:00:04.711997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2440,0.015,9m,2.6,0.6000000000000001,1.5,664,2072.0,0.02,8m,2.2,1.0,1.0,208.0,1576.0,0.035,7m,1.2,0.8,2.0,712.0,,,,,,,,2808.0,0.015,3m,2.4000000000000004,0.8,2.0,608.0,5384.0,0.04,6m,2.6,0.8,1.5,488.0,0.2,5,COMPLETE
50,50,1.0202099925708872,2025-06-22 17:38:30.474836,2025-06-22 17:38:33.807403,0 days 00:00:03.332567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3344,0.03,5m,3.0,0.6000000000000001,1.0,872,,,,,,,,1992.0,0.03,3m,1.0,0.6000000000000001,2.0,808.0,,,,,,,,2056.0,0.03,7m,2.2,1.0,2.0,864.0,,,,,,,,0.3,3,COMPLETE
51,51,0.9907538005099366,2025-06-22 17:38:33.829601,2025-06-22 17:38:37.410710,0 days 00:00:03.581109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3360,0.03,5m,3.0,0.6000000000000001,1.0,888,,,,,,,,1904.0,0.03,3m,1.0,0.6000000000000001,2.0,824.0,,,,,,,,2152.0,0.03,7m,2.2,1.0,2.0,864.0,,,,,,,,0.3,3,COMPLETE
52,52,0.9745947809827843,2025-06-22 17:38:37.424677,2025-06-22 17:38:45.572134,0 days 00:00:08.147457,,,,,,,,2600.0,0.03,6m,2.4000000000000004,0.8,1.0,904.0,1936.0,0.01,4m,2.4000000000000004,0.0,0.5,440.0,,,,,,,,4104,0.025,5m,3.0,0.6000000000000001,1.0,968,2304.0,0.025,2m,2.0,0.4,1.5,528.0,1608.0,0.03,3m,1.0,0.4,2.0,888.0,,,,,,,,2024.0,0.02,7m,2.2,1.0,2.0,960.0,6816.0,0.03,4m,2.2,0.6000000000000001,1.0,216.0,0.15000000000000002,7,COMPLETE
53,53,1.0038438716052624,2025-06-22 17:38:45.604178,2025-06-22 17:38:48.917140,0 days 00:00:03.312962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3864,0.035,5m,2.8,0.6000000000000001,1.0,568,,,,,,,,2008.0,0.025,3m,1.2,0.6000000000000001,2.0,800.0,,,,,,,,1408.0,0.03,7m,2.2,0.8,2.0,840.0,,,,,,,,0.3,3,COMPLETE
54,54,0.9658218129487416,2025-06-22 17:38:48.934640,2025-06-22 17:38:53.993768,0 days 00:00:05.059128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5152,0.025,2m,2.0,0.8,1.5,808,,,,,,,,2656.0,0.02,7m,1.0,0.8,2.0,736.0,,,,,,,,2696.0,0.035,3m,2.4000000000000004,1.0,2.0,936.0,7664.0,0.04,7m,2.8,0.4,2.0,208.0,0.2,4,COMPLETE
