date,time,PRICE_DXCM_DXCM_ON_ORLY,PRICE_ORLY_DXCM_ON_ORLY,PRICE_FANG_FANG_ON_ILMN,PRICE_ILMN_FANG_ON_ILMN,BETA_FANG_ON_ILMN,SPREAD_FANG_ON_ILMN,Z_FANG_ON_ILMN,BETA_DXCM_ON_ORLY,SPREAD_DXCM_ON_ORLY,Z_DXCM_ON_ORLY,market_close,SIGNAL_FANG_ON_ILMN,SIGNAL_DXCM_ON_ORLY,POS_FANG_ON_ILMN,POS_DXCM_ON_ORLY,POS_BETA_FANG_ON_ILMN,POS_BETA_DXCM_ON_ORLY,PAIR_BASE_FANG_ON_ILMN,PAIR_BASE_DXCM_ON_ORLY,PAIR_RET_FANG_ON_ILMN,PAIR_RET_DXCM_ON_ORLY,SL_FANG_ON_ILMN,SL_DXCM_ON_ORLY,LOSS_FANG_ON_ILMN,LOSS_DXCM_ON_ORLY,COOLDOWN_FANG_ON_ILMN,COOLDOWN_DXCM_ON_ORLY,CAPITAL_FANG_ON_ILMN,CAPITAL_DXCM_ON_ORLY,REMAINING_CAPITAL,CAPITAL,PORT_RET
2023-06-22,13:29:00.000000000,127.6,937.93,126.0,199.45,0.033835199718043184,119.2515694162363,-0.7141413979580163,-0.09640780206721439,218.02376979290239,0.7621124659017803,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-06-22,13:30:00.000000000,127.86,937.99,126.265,198.85,,,,-0.0964423360505791,218.32194679208268,0.7639190817820419,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-06-22,13:31:00.000000000,127.88,937.99,126.01,198.8,,,,-0.09648632050756664,218.38320377289244,0.7619942813980116,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-06-22,13:32:00.000000000,127.85,933.59,126.205,198.5,0.03393066330639067,119.46976333368146,-0.7084591627797047,-0.09653782104639823,217.97674435070692,0.7525621052930187,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-06-22,13:33:00.000000000,127.11,933.065,126.3,198.46,,,,-0.09662834107921048,217.27052306907353,0.7382259604092014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-06-22,13:34:00.000000000,127.13,933.065,126.425,198.51,,,,-0.0967178208044806,217.37401346893267,0.7370170648253812,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-06-22,13:35:00.000000000,127.32,931.16,126.215,198.705,0.03396646132584524,119.46569430224793,-0.707127011197359,-0.09676722524864023,217.42576946252382,0.7350052568171526,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-06-22,13:36:00.000000000,127.48,931.16,125.94,199.19,,,,-0.09686962864786815,217.6811234117489,0.7364014116581995,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-06-22,13:37:00.000000000,127.55,933.435,125.65,199.0,,,,-0.0969565944996767,218.0526787868057,0.7398086564656844,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-06-22,13:38:00.000000000,127.375,932.21,125.495,199.64,0.034251807451890014,118.65696916030468,-0.7215208881277492,-0.09707035063875342,217.86495156895234,0.7339131804215309,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-06-22,13:39:00.000000000,127.46,932.5,125.29,200.11,,,,-0.0971953532156245,218.09466687356985,0.7350706348462873,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-06-22,13:40:00.000000000,127.58,932.5,125.25,199.56,,,,-0.09730433496796372,218.31629235762617,0.7361532119471648,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-06-22,13:41:00.000000000,127.43,930.81,125.09,199.78,0.034637660668229896,118.17008815170104,-0.7295939207175028,-0.09739658577062878,218.08771600115898,0.7295675731954302,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
