date,time,PRICE_CPRT_CPRT_ON_MSFT,PRICE_MSFT_CPRT_ON_MSFT,BETA_CPRT_ON_MSFT,SPREAD_CPRT_ON_MSFT,Z_CPRT_ON_MSFT,market_close,SIGNAL_CPRT_ON_MSFT,POS_CPRT_ON_MSFT,POS_BETA_CPRT_ON_MSFT,PAIR_BASE_CPRT_ON_MSFT,PAIR_RET_CPRT_ON_MSFT,SL_CPRT_ON_MSFT,LOSS_CPRT_ON_MSFT,COOLDOWN_CPRT_ON_MSFT,CAPITAL_CPRT_ON_MSFT,REMAINING_CAPITAL,CAPITAL,PORT_RET
2023-12-12,14:55:00.000000000,48.87,370.85,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,14:56:00.000000000,48.86,371.4212,-0.181061080767901,116.10992389211071,0.8507966669698731,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,14:57:00.000000000,48.84,371.45,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,14:58:00.000000000,48.805,371.6199,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,14:59:00.000000000,48.78,371.69,-0.18044448804502525,115.84941176145543,0.8063091754126286,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:00:00.000000000,48.79,371.81,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:01:00.000000000,48.795,372.0432,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:02:00.000000000,48.7,371.5887,-0.18029408581065853,115.69524496407105,0.7719199655192256,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:03:00.000000000,48.67,371.675,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:04:00.000000000,48.69,371.91,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:05:00.000000000,48.725,371.84,-0.1802523594194689,115.7500373265353,0.7579698803892317,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:06:00.000000000,48.7556,371.9001,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:07:00.000000000,48.81,371.69,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:08:00.000000000,48.8,371.71,-0.18012391483337328,115.75386038271317,0.739163333854179,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:09:00.000000000,48.83,371.61,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:10:00.000000000,48.86,371.51,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:11:00.000000000,48.9,371.77,-0.17976484389348057,115.73117601427927,0.7177564975975094,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:12:00.000000000,48.89,371.52,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:13:00.000000000,48.85,371.46,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:14:00.000000000,48.82,371.25,-0.17992275641943287,115.61632332071446,0.6867405966164458,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:15:00.000000000,48.84,371.19,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:16:00.000000000,48.85,371.1152,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:17:00.000000000,48.85,371.33,-0.18001605061954304,115.69536007655492,0.6762034301975838,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:18:00.000000000,48.85,371.6401,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:19:00.000000000,48.8342,371.49,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:20:00.000000000,48.84,371.56,-0.18005514570742326,115.74128993905019,0.6622941979717665,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:21:00.000000000,48.8,371.53,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:22:00.000000000,48.8,371.24,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:23:00.000000000,48.76,371.0,-0.18016402060568906,115.60085164471064,0.6276923133891329,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:24:00.000000000,48.785,371.2652,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:25:00.000000000,48.81,371.1383,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:26:00.000000000,48.81,371.21,-0.18021767961865265,115.70860485124005,0.6210302734690245,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:27:00.000000000,48.78,371.2,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:28:00.000000000,48.78,371.1125,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:29:00.000000000,48.755,371.04,-0.18062559174405052,115.77431956071251,0.6098156491879505,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:30:00.000000000,48.73,371.09,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:31:00.000000000,48.73,371.01,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:32:00.000000000,48.74,370.88,-0.18125430974015283,115.96359839642787,0.6137137152969916,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:33:00.000000000,48.765,370.84,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:34:00.000000000,48.75,370.82,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:35:00.000000000,48.76,370.85,-0.18180835894675262,116.1836299154032,0.6221910975173548,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:36:00.000000000,48.775,371.1371,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:37:00.000000000,48.815,371.39,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:38:00.000000000,48.85,371.5801,-0.18184048201313602,116.41830449048928,0.6334667761402141,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:39:00.000000000,48.85,371.49,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:40:00.000000000,48.88,371.53,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:41:00.000000000,48.885,371.41,-0.18186692984037067,116.43219641201208,0.6168889341312455,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:42:00.000000000,48.86,371.48,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:43:00.000000000,48.83,371.31,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:44:00.000000000,48.83,371.33,-0.18172506401674018,116.30996802133613,0.5820214205858831,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:45:00.000000000,48.85,371.265,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:46:00.000000000,48.84,371.28,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:47:00.000000000,48.85,371.39,-0.1816105550644611,116.29834404539022,0.561706359151988,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:48:00.000000000,48.86,371.365,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:49:00.000000000,48.855,371.39,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:50:00.000000000,48.83,371.58,-0.18164528117713674,116.32575357980046,0.5467619023886888,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:51:00.000000000,48.8,371.535,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:52:00.000000000,48.81,371.55,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:53:00.000000000,48.81,371.745,-0.18159504540504007,116.31705015409662,0.5265293647652012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:54:00.000000000,48.82,371.65,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:55:00.000000000,48.83,371.83,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:56:00.000000000,48.8392,371.7,-0.18142505192820096,116.2748918017123,0.5009069492394642,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:57:00.000000000,48.8,371.6101,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:58:00.000000000,48.85,371.998,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,15:59:00.000000000,48.9,371.94,-0.1812567548127246,116.3166373850448,0.4879770883363456,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:00:00.000000000,48.91,372.1448,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:01:00.000000000,48.905,372.08,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:02:00.000000000,48.93,372.1702,-0.18098662837783946,116.28782968070618,0.4635164126106272,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:03:00.000000000,48.91,372.28,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:04:00.000000000,48.92,372.24,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:05:00.000000000,48.963,372.23,-0.18070566836701815,116.22707093625516,0.4329785499290641,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:06:00.000000000,48.99,372.37,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:07:00.000000000,48.975,372.17,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:08:00.000000000,48.975,372.1901,-0.18019979709945783,116.04358050242692,0.37959594044808026,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:09:00.000000000,48.97,372.04,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:10:00.000000000,48.99,371.96,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:11:00.000000000,48.965,371.855,-0.17972510926528681,115.79668050584324,0.31175141814106644,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:12:00.000000000,48.98,371.7228,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:13:00.000000000,48.995,371.89,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:14:00.000000000,48.995,372.065,-0.17910169217746882,115.63247110000992,0.25592778437229863,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:15:00.000000000,48.975,372.065,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:16:00.000000000,48.985,371.795,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:17:00.000000000,48.97,372.0,-0.17849751622882928,115.3710760371245,0.17713743452977818,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:18:00.000000000,48.96,371.815,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:19:00.000000000,48.98,371.85,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:20:00.000000000,48.97,371.98,-0.17781306719728465,115.11290473604595,0.09362242234148696,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:21:00.000000000,48.975,372.0,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:22:00.000000000,49.0,372.5,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:23:00.000000000,48.96,372.31,-0.1770478689069998,114.87669207276511,0.008934805967748458,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:24:00.000000000,48.97,372.4925,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:25:00.000000000,48.975,372.485,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:26:00.000000000,48.96,372.38,-0.1761118521367799,114.5405314986941,-0.10540915192859249,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:27:00.000000000,48.99,372.52,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:28:00.000000000,48.965,372.4156,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:29:00.000000000,48.97,372.42,-0.17512148624779778,114.18874390840485,-0.2322767569635104,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:30:00.000000000,48.975,372.44,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:31:00.000000000,48.955,372.29,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:32:00.000000000,48.97,372.5,-0.17398156560310626,113.77813318715708,-0.38420437643362265,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:33:00.000000000,48.94,372.665,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:34:00.000000000,48.94,372.8,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:35:00.000000000,48.935,372.9776,-0.1725831729105339,113.30465763255596,-0.564655095523279,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:36:00.000000000,48.935,372.9,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:37:00.000000000,48.94,372.9864,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:38:00.000000000,48.9401,372.86,-0.17119174505908583,112.77065406273074,-0.7758107297197415,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:39:00.000000000,48.93,372.59,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:40:00.000000000,48.93,372.6199,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:41:00.000000000,48.92,372.61,-0.16992680995240017,112.23642865636384,-1.0000001979722875,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:42:00.000000000,48.925,372.52,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:43:00.000000000,48.91,372.455,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:44:00.000000000,48.9292,372.45,-0.1687691860876777,111.78728335835555,-1.2085458205383615,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:45:00.000000000,48.965,372.59,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:46:00.000000000,48.93,372.46,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:47:00.000000000,48.94,372.4331,-0.167655998212166,111.38064314775144,-1.408131894457349,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:48:00.000000000,48.935,372.4613,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:49:00.000000000,48.92,372.47,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:50:00.000000000,48.93,372.41,-0.1665414486832476,110.95170090412824,-1.6124774150654047,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:51:00.000000000,48.92,372.4075,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:52:00.000000000,48.895,372.2684,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:53:00.000000000,48.875,372.18,-0.16554275916567882,110.48670410628235,-1.823078177454206,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:54:00.000000000,48.84,372.22,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:55:00.000000000,48.8412,372.11,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:56:00.000000000,48.825,372.0101,-0.16461318184614612,110.06276623990301,-2.0040506817423487,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:57:00.000000000,48.8,372.03,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:58:00.000000000,48.81,372.2626,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,16:59:00.000000000,48.845,371.99,-0.16367644292406083,109.73100000332138,-2.1356264772752334,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,17:00:00.000000000,48.86,371.97,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,17:01:00.000000000,48.85,371.91,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,17:02:00.000000000,48.85,371.9399,-0.16273111551477892,109.37619483145534,-2.2494853853475885,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023-12-12,17:03:00.000000000,48.88,372.1459,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
