date,time,PRICE_INTU_INTU_ON_PYPL,PRICE_PYPL_INTU_ON_PYPL,BETA_INTU_ON_PYPL,SPREAD_INTU_ON_PYPL,Z_INTU_ON_PYPL,market_close,SIGNAL_INTU_ON_PYPL,POS_INTU_ON_PYPL,POS_BETA_INTU_ON_PYPL,PAIR_BASE_INTU_ON_PYPL,PAIR_RET_INTU_ON_PYPL,SL_INTU_ON_PYPL,LOSS_INTU_ON_PYPL,COOLDOWN_INTU_ON_PYPL,CAPITAL_INTU_ON_PYPL,REMAINING_CAPITAL,CAPITAL,PORT_RET
2022-11-12,14:29:00.000000000,408.04,90.79,4.050722440587294,40.27490961907955,-0.2979450226683253,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,14:30:00.000000000,408.04,90.79,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,14:31:00.000000000,408.04,90.79,3.900488107573967,53.91468471335958,-0.19897097144597145,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,14:32:00.000000000,408.04,90.79,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,14:33:00.000000000,408.04,90.79,3.795967613682105,63.40410035380171,-0.12800791324500146,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,14:34:00.000000000,408.04,90.79,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,14:35:00.000000000,408.04,90.79,3.7297434547244994,69.4165917455627,-0.08046362032505469,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,14:36:00.000000000,408.04,90.79,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,14:37:00.000000000,408.04,90.79,3.672569329085631,74.60743061231557,-0.038170981743167534,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,14:38:00.000000000,408.04,90.79,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,14:39:00.000000000,408.04,90.79,3.7432012169063786,68.19476151706988,-0.07651585234478682,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,14:40:00.000000000,408.04,90.79,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,14:41:00.000000000,408.04,90.79,3.7345656514445515,68.97878450534915,-0.06421918179706664,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,14:42:00.000000000,408.04,90.79,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,14:43:00.000000000,408.04,90.79,3.6747971186454174,74.40516959818257,-0.019153055029516777,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,14:44:00.000000000,408.04,90.79,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,14:45:00.000000000,408.04,90.79,3.634697443536146,78.04581910135329,0.013318015179383249,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,14:46:00.000000000,408.04,90.79,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,14:47:00.000000000,408.04,90.79,3.4844962074366315,91.68258932682824,0.11713783419613828,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,14:48:00.000000000,408.04,90.79,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,14:49:00.000000000,408.04,90.79,3.305351083461009,107.94717513257496,0.24037722974746287,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,14:50:00.000000000,408.04,90.79,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,14:51:00.000000000,408.04,90.79,3.1577397200851336,121.34881081347072,0.3439133989918402,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,14:52:00.000000000,408.04,90.79,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,14:53:00.000000000,408.04,90.79,2.8584443789927056,148.52183483125225,0.5477352591432434,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,14:54:00.000000000,408.04,90.79,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,14:55:00.000000000,408.04,90.79,2.568350271992915,174.85947880576325,0.7467100603821131,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,14:56:00.000000000,408.04,90.79,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,14:57:00.000000000,408.04,90.79,2.2311604885188676,205.472939247372,0.9777159184825758,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,14:58:00.000000000,408.04,90.79,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,14:59:00.000000000,408.04,90.79,1.6524875938908743,258.01065135064755,1.367745240560045,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,15:00:00.000000000,408.04,90.79,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,15:01:00.000000000,408.04,90.79,1.2321060443858567,296.1770922302081,1.6490820255305325,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,15:02:00.000000000,408.04,90.79,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,15:03:00.000000000,408.04,90.79,0.9699580891548386,319.97750508563223,1.821373946584398,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,15:04:00.000000000,408.04,90.79,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,15:05:00.000000000,408.04,90.79,0.9067409842521986,325.7169860397429,1.8604545718992178,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,15:06:00.000000000,408.04,90.79,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-11-12,15:07:00.000000000,408.04,90.79,0.8921666850033184,327.04018666854876,1.867450911020903,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
