date,time,PRICE_CPRT_CPRT_ON_MRNA,PRICE_MRNA_CPRT_ON_MRNA,BETA_CPRT_ON_MRNA,SPREAD_CPRT_ON_MRNA,Z_CPRT_ON_MRNA,market_close,SIGNAL_CPRT_ON_MRNA,POS_CPRT_ON_MRNA,POS_BETA_CPRT_ON_MRNA,PAIR_BASE_CPRT_ON_MRNA,PAIR_RET_CPRT_ON_MRNA,SL_CPRT_ON_MRNA,LOSS_CPRT_ON_MRNA,COOLDOWN_CPRT_ON_MRNA,CAPITAL_CPRT_ON_MRNA,REMAINING_CAPITAL,CAPITAL,PORT_RET
2022-12-28,14:29:00.000000000,30.045,179.94,0.013133555250582723,27.681748068210148,-0.9738941853683101,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-12-28,14:30:00.000000000,30.02,179.3285,0.013145376587288949,27.662659334666355,-0.9754589702534063,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-12-28,14:31:00.000000000,30.015,180.16,0.013161889291601317,27.643754025225107,-0.9770071801655068,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-12-28,14:32:00.000000000,30.185,181.51,0.013144766131966117,27.799093499386828,-0.9365395168315911,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-12-28,14:33:00.000000000,30.12,182.765,0.013148133820004893,27.716981322386808,-0.9534714895727588,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-12-28,14:34:00.000000000,30.16,182.65,0.013141294996807346,27.75974246883314,-0.940132311890507,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-12-28,14:35:00.000000000,30.2325,180.87,0.01310821712832693,27.86161676799951,-0.9123516496856803,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-12-28,14:36:00.000000000,30.2175,180.405,0.013076733235670612,27.858391940618844,-0.9102335264421627,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-12-28,14:37:00.000000000,30.24,178.59,0.013024091283173325,27.914027537738075,-0.8936635417555544,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-12-28,14:38:00.000000000,30.24,177.8,0.012965484112613168,27.934736924777376,-0.8856735952909398,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-12-28,14:39:00.000000000,30.28,176.5,0.01288078127261357,28.006542105383705,-0.8650171555288113,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-12-28,14:40:00.000000000,30.29,177.51,0.012805541107754517,28.016888397962497,-0.8595864116259344,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-12-28,14:41:00.000000000,30.285,177.6501,0.01273516493145403,28.0225966764107,-0.8553145296109218,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-12-28,14:42:00.000000000,30.28,177.515,0.012663532176107127,28.032033085758343,-0.8501135353477872,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-12-28,14:43:00.000000000,30.3,178.4296,0.012595090254925802,28.05266308384969,-0.8420946397240244,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-12-28,14:44:00.000000000,30.2825,177.5,0.01252280627240446,28.059701886648206,-0.8374988478880053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-12-28,14:45:00.000000000,30.2975,177.545,0.012447852651470701,28.087446000994635,-0.8276474347926854,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-12-28,14:46:00.000000000,30.28,178.58,0.012391506979675499,28.06712468356955,-0.8300286111737665,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-12-28,14:47:00.000000000,30.255,179.34,0.01235134527554215,28.03990973828427,-0.8342092710753827,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-12-28,14:48:00.000000000,30.285,179.5134,0.012305387916336752,28.076017976819475,-0.8221484648828938,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-12-28,14:49:00.000000000,30.2575,179.255,0.012266388927189013,28.058688452856735,-0.8238528527219278,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-12-28,14:50:00.000000000,30.225,178.9,0.012235270788243505,28.036110055983237,-0.8269521997849762,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-12-28,14:51:00.000000000,30.2,178.8,0.012211829862420486,28.016524820599216,-0.8293128355006812,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-12-28,14:52:00.000000000,30.21,178.02,0.012181105553671048,28.04151958933548,-0.8200480512893166,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-12-28,14:53:00.000000000,30.2025,177.225,0.012147080528795056,28.049733653284296,-0.8151696919586625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
