date,time,PRICE_AMZN_AMZN_ON_ON,PRICE_ON_AMZN_ON_ON,PRICE_AMGN_AMGN_ON_ANSS,PRICE_ANSS_AMGN_ON_ANSS,BETA_AMGN_ON_ANSS,SPREAD_AMGN_ON_ANSS,Z_AMGN_ON_ANSS,BETA_AMZN_ON_ON,SPREAD_AMZN_ON_ON,Z_AMZN_ON_ON,market_close,SIGNAL_AMGN_ON_ANSS,SIGNAL_AMZN_ON_ON,POS_AMGN_ON_ANSS,POS_AMZN_ON_ON,POS_BETA_AMGN_ON_ANSS,POS_BETA_AMZN_ON_ON,PAIR_BASE_AMGN_ON_ANSS,PAIR_BASE_AMZN_ON_ON,PAIR_RET_AMGN_ON_ANSS,PAIR_RET_AMZN_ON_ON,SL_AMGN_ON_ANSS,SL_AMZN_ON_ON,LOSS_AMGN_ON_ANSS,LOSS_AMZN_ON_ON,COOLDOWN_AMGN_ON_ANSS,COOLDOWN_AMZN_ON_ON,CAPITAL_AMGN_ON_ANSS,CAPITAL_AMZN_ON_ON,REMAINING_CAPITAL,CAPITAL,PORT_RET
2025-01-09,14:29:00.000000000,221.87,58.395,260.6987,343.47,0.1590092035210481,206.0838088666256,-2.0009781063177594,0.6781987442355035,182.26658433036778,2.453775897943639,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2025-01-09,14:30:00.000000000,221.87,58.395,260.6987,343.47,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2025-01-09,14:31:00.000000000,221.87,58.395,260.6987,343.47,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2025-01-09,14:32:00.000000000,221.87,58.395,260.6987,343.47,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2025-01-09,14:33:00.000000000,221.87,58.395,260.6987,343.47,0.15734702469288317,206.65471742873538,-1.9140866219701227,0.6768530270000208,182.3451674883338,2.43598556600369,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2025-01-09,14:34:00.000000000,221.87,58.395,260.6987,343.47,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2025-01-09,14:35:00.000000000,221.87,58.395,260.6987,343.47,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2025-01-09,14:36:00.000000000,221.87,58.395,260.6987,343.47,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2025-01-09,14:37:00.000000000,221.87,58.395,260.6987,343.47,0.15571548693235443,207.2151017033442,-1.8332979095613133,0.6755496482269466,182.42127829178744,2.418271405407368,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2025-01-09,14:38:00.000000000,221.87,58.395,260.6987,343.47,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
