date,time,PRICE_ADP_ADP_ON_PAYX,PRICE_PAYX_ADP_ON_PAYX,BETA_ADP_ON_PAYX,SPREAD_ADP_ON_PAYX,Z_ADP_ON_PAYX,market_close,SIGNAL_ADP_ON_PAYX,POS_ADP_ON_PAYX,POS_BETA_ADP_ON_PAYX,PAIR_BASE_ADP_ON_PAYX,PAIR_RET_ADP_ON_PAYX,SL_ADP_ON_PAYX,LOSS_ADP_ON_PAYX,COOLDOWN_ADP_ON_PAYX,CAPITAL_ADP_ON_PAYX,REMAINING_CAPITAL,CAPITAL,PORT_RET
2025-02-25,14:47:00.000000000,313.13,150.75,1.129494679681315,142.85867703804175,-0.46505979938149167,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2025-02-25,14:48:00.000000000,313.66,151.04,1.129476980936743,143.06379679931436,-0.460439748646114,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2025-02-25,14:49:00.000000000,313.445,151.04,1.1282600832299843,143.03259702894317,-0.45916572327954946,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2025-02-25,14:50:00.000000000,313.35,151.31,1.1253896433777737,143.0672930605091,-0.456950512459687,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2025-02-25,14:51:00.000000000,313.71,151.39,1.1227757301968948,143.73298220549208,-0.44573849606840077,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2025-02-25,14:52:00.000000000,313.76,151.42,1.1212994633885072,143.97283525371225,-0.44058000091475297,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2025-02-25,14:53:00.000000000,313.715,151.48,1.1187855908232776,144.2413587020899,-0.43499959832662644,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2025-02-25,14:54:00.000000000,313.785,151.43,1.1165434815234803,144.7068205928994,-0.42658460836620854,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2025-02-25,14:55:00.000000000,313.77,151.4,1.1143957240279743,145.05048738216468,-0.4198973627289633,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2025-02-25,14:56:00.000000000,313.72,151.235,1.1131323247979275,145.37543285918545,-0.41346267016626653,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2025-02-25,14:57:00.000000000,313.78,151.52,1.1110166319990458,145.43875991950455,-0.41077989092065764,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2025-02-25,14:58:00.000000000,313.615,151.31,1.1095742130817299,145.72532581860347,-0.40486755031900423,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2025-02-25,14:59:00.000000000,313.44,151.16,1.107999135394282,145.95485069380035,-0.39976256330997834,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2025-02-25,15:00:00.000000000,313.33,150.94,1.1063072280534656,146.3439869976099,-0.39232825238521885,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2025-02-25,15:01:00.000000000,313.8,151.03,1.1060325653901308,146.75590164912856,-0.3845406427636558,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2025-02-25,15:02:00.000000000,313.79,151.04,1.1043894030993489,146.98302455587438,-0.3794180319533332,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
